N	2gram	Trubetskoy_1	SlovoVZh
278	что она	1	1
279	на этих	1	1
280	при помощи	1	1
281	на одну	1	1
282	одно из	2	1
283	себе в	1	1
284	и их	1	1
285	всяком случае	6	1
286	не как	2	1
287	в одном	3	1
288	отделилась от	1	1
289	ничего общего	2	1
290	друг друга	1	1
291	бытия и	1	1
292	у него	1	1
293	кто же	1	1
294	на этом	1	1
295	нее не	2	1
296	это по	1	1
297	характерны для	1	1
298	оно является	2	1
299	том же	1	1
300	и только	4	1
301	что все	4	1
302	этой задачи	2	1
303	найти его	1	1
304	связанных с	2	1
305	и из	2	1
306	должно быть	1	1
307	входит в	1	1
308	них в	1	1
309	было бы	1	1
310	к которому	2	1
311	не совпадает	1	1
312	и прежде	1	1
313	один и	1	1
314	или о	1	1
315	же для	1	1
316	от нее	1	1
317	не было	2	1
318	а с	7	1
319	далеко не	4	1
320	товарищ и	1	1
321	и самый	1	1
322	в ее	1	1
323	в слове	1	1
324	не всегда	2	1
325	несмотря на	6	1
326	они являются	1	1
327	о чем	1	1
328	на эту	1	1
329	такою же	1	1
330	всех других	2	1
331	и некоторые	1	1
332	и тогда	4	1
333	и того	1	1
334	бы удалось	1	1
335	мы видели	2	1
336	или менее	5	1
337	все более	1	1
338	нас остается	1	1
339	но если	2	1
340	одну доску	1	1
341	то есть	4	1
342	к одному	1	1
343	не могут	2	1
344	и глубоко	1	1
345	признать что	2	1
346	но эта	1	1
347	и тот	1	1
348	которые в	2	1
349	сами по	1	1
350	по крайней	5	1
351	из этой	2	1
352	не должно	1	1
353	и менее	1	1
354	случае мы	1	1
355	здесь таким	1	1
356	по мере	1	1
357	только для	2	1
358	личного врага	1	1
359	в так	4	1
360	и таким	3	1
361	в смысле	4	1
362	самого начала	2	1
363	как о	3	1
364	более и	1	1
365	и остается	1	1
366	не является	1	1
367	время как	1	1
368	нельзя все	1	1
369	при таком	2	1
370	того чтобы	5	1
371	не существует	1	1
372	это мы	1	1
373	человека для	1	1
374	найти в	1	1
375	в результате	3	1
376	которой можно	1	1
377	в качестве	3	1
378	или иным	1	1
379	к одной	2	1
380	же время	2	1
381	тем более	1	1
382	мы должны	6	1
383	по своей	2	1
384	если нам	1	1
385	бы по	1	1
386	связи с	9	1
387	участие в	1	1
388	можно только	2	1
389	не нужен	1	1
390	обстоит дело	1	1
391	в свою	2	1
392	это уже	1	1
393	важное значение	1	1
394	этом отношении	2	1
395	и делает	1	1
396	в области	9	1
397	может и	1	1
398	с ней	3	1
399	у нас	1	1
400	только как	1	1
401	и сейчас	2	1
402	когда мы	1	1
403	культуры в	1	1
404	вошли в	1	1
405	ее нет	1	1
406	должны быть	1	1
407	живет и	1	1
408	т.е к	1	1
409	что оно	4	1
410	т.е как	1	1
411	слова с	1	1
412	и содержанием	1	1
413	в таком	3	1
414	во всяком	6	1
415	они не	1	1
416	к тому	6	1
