N	2gram	Vygotskiy__5	Narrotol
407	и отдельные	1	1
408	он есть	1	1
409	свести к	1	1
410	о художественной	1	1
411	в большей	2	1
412	действий и	1	1
413	но уже	1	1
414	он является	2	1
415	в повестях	1	1
416	далеко не	1	1
417	в ее	3	1
418	с тем	8	1
419	первые два	1	1
420	мы видели	1	1
421	основывается на	1	1
422	производит впечатление	1	1
423	в один	1	1
424	и читатель	2	1
425	или менее	1	1
426	во время	1	1
427	указывает и	1	1
428	в котором	2	1
429	с точки	2	1
430	в их	3	1
431	что вся	1	1
432	оказывается что	1	1
433	в которых	2	1
434	точку зрения	1	1
435	исчезает и	1	1
436	основной для	1	1
437	но во	2	1
438	по крайней	1	1
439	и наоборот	1	1
440	необходимо чтобы	1	1
441	любовь к	1	1
442	даже в	1	1
443	что эта	4	1
444	нас к	1	1
445	тому что	8	1
446	любви и	2	1
447	к некоторым	1	1
448	так как	9	1
449	не раз	1	1
450	сущности говоря	8	1
451	до известной	1	1
452	хотелось бы	1	1
453	для каждого	1	1
454	того как	2	1
455	сознания однако	1	1
456	которые не	1	1
457	своего героя	2	1
458	с и	5	1
459	выражение их	1	1
460	это еще	1	1
461	она из	1	1
462	и уже	3	1
463	с кем-нибудь	1	1
464	преимущественно в	2	1
465	обратим внимание	1	1
466	это сделать	1	1
467	детей и	1	1
468	во всем	2	1
469	как не	1	1
470	мы бы	1	1
471	не принадлежит	1	1
472	только с	1	1
473	ему не	1	1
474	с другом	3	1
475	всех прочих	1	1
476	с фабулой	1	1
477	могут быть	8	1
478	отличается от	2	1
479	для такого	1	1
480	для его	1	1
481	бы составить	1	1
482	указывает на	4	1
483	на самый	1	1
484	если же	2	1
485	обычно в	1	1
486	должен быть	2	1
487	от друга	2	1
488	в виду	4	1
489	развитие сюжета	1	1
490	для читателя	2	1
491	как по	1	1
492	а когда	1	1
493	только то	1	1
494	однако эта	2	1
495	различие между	1	1
496	и совершенно	4	1
497	и когда	9	1
498	что каждый	1	1
499	в другом	3	1
500	центральное в	1	1
501	из двух	3	1
502	не с	2	1
503	ясно что	6	1
504	каждого из	1	1
505	мог бы	2	1
506	и каждый	1	1
507	осуществляется в	2	1
508	чем у	3	1
509	с собой	1	1
510	имеет дело	4	1
511	наше внимание	2	1
512	с героем	2	1
513	является в	2	1
514	простейший пример	1	1
515	и вообще	1	1
516	остановимся на	3	1
517	и вся	3	1
518	и здесь	6	1
519	мере что	1	1
520	и та	2	1
521	всеми предыдущими	1	1
522	утверждает что	2	1
523	для нас	3	1
524	в значительной	1	1
525	под именем	1	1
526	во всех	2	1
527	русской литературе	1	1
528	рассуждение о	1	1
529	но несомненно	1	1
530	нуждается в	1	1
531	на одном	4	1
532	что и	3	1
533	крайней мере	1	1
534	вслед за	1	1
535	если за	1	1
536	все время	20	1
537	не тот	1	1
538	к ней	1	1
539	в него	4	1
540	и мы	16	1
541	и борьбы	1	1
542	она служит	1	1
543	с той	2	1
544	в новой	1	1
545	в двух	5	1
546	тот же	3	1
547	речь о	1	1
548	одной из	1	1
549	что один	1	1
550	мы увидим	9	1
551	по мнению	6	1
552	это означает	2	1
553	между этими	1	1
554	их не	2	1
555	с одной	12	1
556	с которыми	1	1
557	которые мы	1	1
558	того же	2	1
559	внимание что	1	1
560	и событий	1	1
561	на всем	1	1
562	уже в	6	1
563	вопроса о	2	1
564	ни одного	2	1
565	действующего лица	1	1
566	словами он	1	1
567	от других	1	1
568	у них	1	1
569	не из	1	1
570	в душе	2	1
571	конечном счете	1	1
572	но совершенно	1	1
573	которое никак	1	1
574	что сама	1	1
575	только одно	1	1
576	или даже	1	1
577	представить себе	2	1
578	уклоняется от	1	1
579	произведения и	1	1
580	нашем сознании	1	1
581	оно составляет	1	1
582	само по	2	1
583	ни для	1	1
584	и показывает	1	1
585	тем что	6	1
586	не просто	1	1
587	на том	2	1
588	смерти и	1	1
589	друг от	2	1
590	это будет	2	1
591	которое мы	3	1
592	в последние	1	1
593	по смыслу	1	1
594	а стало	1	1
595	мы воспринимаем	6	1
596	и ему	1	1
597	не обязательно	1	1
598	если только	1	1
599	которых мы	4	1
600	и создает	1	1
601	для этого	9	1
602	на чем	1	1
603	а с	5	1
604	мы еще	1	1
605	отдельного слова	1	1
606	что для	1	1
607	говорит о	4	1
608	связано с	1	1
609	одной стороны	12	1
610	он только	3	1
611	на этот	3	1
612	это могло	1	1
613	на которых	2	1
614	на нескольких	1	1
615	их друг	1	1
616	его как	1	1
617	в комнате	1	1
618	но никогда	1	1
619	понятие о	1	1
620	когда она	3	1
621	там где	4	1
622	произведение в	1	1
623	за нею	1	1
624	которой он	1	1
625	ближе к	1	1
626	как именно	1	1
627	с помощью	2	1
628	себе два	1	1
629	именно поэтому	2	1
630	говорит нам	1	1
631	так же	13	1
632	смысл который	1	1
633	и потому	5	1
634	объединены в	1	1
635	над ним	2	1
636	себя за	1	1
637	построен на	1	1
638	несколько иначе	1	1
639	на пересечении	1	1
640	в ответ	2	1
641	и смысла	1	1
642	и всей	1	1
643	не можем	4	1
644	согласно которому	1	1
645	указанием на	1	1
646	материал для	2	1
647	и смерти	1	1
648	в контексте	1	1
649	художественное произведение	5	1
650	как один	1	1
651	но это	1	1
652	все это	2	1
653	есть знак	1	1
654	своего исследования	1	1
655	пока еще	1	1
656	и где	1	1
657	это явление	1	1
658	другой смысл	1	1
659	одного и	2	1
660	известной степени	1	1
661	которых он	2	1
662	являются не	1	1
663	указать на	1	1
664	последних словах	1	1
665	не имея	1	1
666	при таком	3	1
667	в пределе	1	1
668	о котором	6	1
669	смерти он	2	1
670	для наиболее	1	1
671	но еще	2	1
672	еще более	1	1
673	тем более	1	1
674	будто бы	1	1
675	все они	1	1
676	предмета и	1	1
677	не знает	2	1
678	была бы	3	1
679	речи и	1	1
680	совершенно не	6	1
681	это на	1	1
682	остается на	1	1
683	а герой	1	1
684	им не	1	1
685	только о	2	1
686	элементов из	1	1
687	более или	1	1
688	частности в	1	1
689	в искусстве	6	1
690	по поводу	3	1
691	к этому	3	1
692	точки с	1	1
693	событий в	2	1
694	не имеющее	1	1
