N	2gram	Losev_Vesc_1	Dialekti
272	не было	1	3
273	не сама	2	3
274	себе не	3	3
275	о чем	1	3
276	во внимание	1	3
277	мы говорим	5	3
278	в данном	5	3
279	лик личности	1	3
280	в той	3	3
281	когда мы	6	3
282	в это	1	3
283	и от	3	3
284	его с	1	3
285	или другой	2	3
286	то не	4	3
287	е в	7	3
288	только как	1	3
289	была бы	2	3
290	не что	7	3
291	смысле что	1	3
292	я и	6	2
293	если вы	2	2
294	также что	1	2
295	также и	6	2
296	в сфере	4	2
297	человека и	1	2
298	связана с	1	2
299	на самом	1	2
300	только потому	1	2
301	что эти	1	2
302	из всего	1	2
303	не важно	1	2
304	повседневной жизни	2	2
305	так чтобы	2	2
306	бы ни	2	2
307	как я	4	2
308	то это	3	2
309	как не	1	2
310	зависимости от	1	2
311	в ней	12	2
312	и говорить	1	2
313	во всех	2	2
314	что предмет	1	2
315	что я	24	2
316	явлений и	1	2
317	если в	1	2
318	в общем	1	2
319	очевидно что	1	2
320	и я	1	2
321	в истории	1	2
322	мере в	1	2
323	если она	1	2
324	и нет	1	2
325	перед нами	2	2
326	более или	1	2
327	но в	5	2
328	тут нет	1	2
329	идея и	1	2
330	потом уже	1	2
331	в которой	1	2
332	бы и	5	2
333	– тоже	1	2
334	мы получаем	1	2
335	так или	4	2
336	все эти	3	2
337	никто никогда	1	2
338	с тех	1	2
339	раз в	1	2
340	бы только	1	2
341	сливаются в	1	2
342	но ведь	2	2
343	в определенном	1	2
344	всего предыдущего	1	2
345	оно должно	1	2
346	не ощущение	1	2
347	на этом	2	2
348	не будет	12	2
349	– то	2	2
350	не стану	1	2
351	в жизни	3	2
352	только одно	2	2
353	реальности и	3	2
354	она и	1	2
355	с тем	5	2
356	несмотря на	1	2
357	хотя в	1	2
358	смысл и	9	2
359	или менее	1	2
360	можно понимать	1	2
361	в зависимости	1	2
362	тем не	3	2
363	видели мы	1	2
364	их в	3	2
365	необходимо чтобы	3	2
366	нет вообще	1	2
367	тому что	2	2
368	же самого	1	2
369	нет никакого	2	2
370	что есть	5	2
371	это возможно?	1	2
372	дело не	2	2
373	в науке	1	2
374	в сущности	4	2
375	– все	1	2
376	может только	1	2
377	только не	2	2
378	это мы	1	2
379	того и	2	2
380	только и	2	2
381	своей природе	1	2
382	это уже	1	2
383	уже и	1	2
384	и делает	2	2
385	что на	2	2
386	действительность есть	6	2
387	однако это	2	2
388	и внешнего	2	2
389	во все	1	2
390	я сам	3	2
391	к тому	3	2
392	ли что	1	2
393	всегда есть	3	2
394	вещь но	6	2
395	тут можно	1	2
396	в конце	2	2
397	с ее	6	2
398	данном случае	2	2
399	лик ее	1	2
400	культуры и	1	2
401	и совершенно	1	2
402	это вовсе	2	2
403	что у	5	2
404	можно только	4	2
405	том как	1	2
406	остается только	1	2
407	имеется в	1	2
408	мы в	1	2
409	со всем	5	2
410	совершенно невозможно	1	2
411	разница между	1	2
412	это я	4	2
413	но мы	1	2
414	и нечто	5	2
415	собственно говоря	4	2
416	тем или	1	2
417	или иначе	4	2
418	не отличаются	1	2
419	жизни –	1	2
420	и можно	1	2
421	всякой религии	1	2
422	всяком случае	2	2
423	и она	1	2
424	мы должны	2	2
425	в сферу	1	2
426	как из	1	2
427	д и	5	2
428	большею частью	1	2
429	мы видим	2	2
430	с ними	3	2
431	или другим	1	2
432	с одной	3	2
433	себя в	10	2
434	есть в	1	2
435	живая личность	1	2
436	если мы	8	2
437	или в	2	2
438	оно всегда	1	2
439	вещи ибо	2	2
440	оно –	3	2
441	само по	1	2
442	тем что	2	2
443	смысла и	5	2
444	момент в	6	2
445	будем говорить	1	2
446	живой и	2	2
447	до сих	1	2
448	именно в	1	2
449	и прежде	1	2
450	души и	1	2
451	как бытия	2	2
452	только к	2	2
453	идей –	1	2
454	в воздухе	1	2
455	не на	1	2
456	зависит от	1	2
457	человеческой жизни	1	2
458	ни о	1	2
459	в бытии	1	2
460	что мы	14	2
461	когда я	5	2
462	в частности	1	2
463	внутреннего и	4	2
464	нами как	1	2
465	ни на	3	2
466	вместе с	1	2
467	так же	1	2
468	личности лик	1	2
469	что же	8	2
470	– что	1	2
471	быть только	3	2
472	нечто совершенно	1	2
473	сих пор	1	2
474	личность как	2	2
475	новые и	1	2
476	с бесконечно	1	2
477	же самое	1	2
478	думают что	4	2
479	тех или	5	2
480	же есть	2	2
481	и всякая	1	2
482	в результате	3	2
483	это может	2	2
484	но о	1	2
485	от всего	12	2
486	это еще	1	2
487	я же	1	2
488	тут мы	4	2
489	или не	2	2
490	же в	1	2
491	есть уже	1	2
492	может и	1	2
493	или других	4	2
494	не быть	3	2
495	которая есть	1	2
496	понимание есть	2	2
497	только о	1	2
498	в виде	1	2
499	а я	1	2
500	ее в	1	2
501	того или	1	2
502	в своих	1	2
503	– как	7	2
504	всегда обязательно	1	2
505	во всяком	3	2
506	так но	1	1
507	всегда в	1	1
508	сначала должна	1	1
509	находить в	1	1
510	я понимаю	5	1
511	есть обязательно	1	1
512	должно стать	1	1
513	того же	5	1
514	это значит?	2	1
515	все новые	1	1
516	вообще –	2	1
517	случае есть	1	1
518	же по	1	1
519	между двумя	1	1
520	вещь не	9	1
521	они вовсе	1	1
522	по преимуществу	2	1
523	ведь и	5	1
524	выражается в	1	1
525	они вообще	1	1
526	обойтись без	2	1
527	и кончая	1	1
528	изнутри наружу	1	1
529	бы уже	1	1
530	сравнению с	6	1
531	для своего	1	1
532	которую мы	1	1
533	вещи все	1	1
534	и новые	1	1
535	тут полная	1	1
536	– a	1	1
537	я высказал	1	1
538	только это	3	1
539	но она	3	1
540	какая разница	1	1
541	тысячу раз	1	1
542	вещей но	2	1
543	ему в	1	1
544	мы и	1	1
545	и самой	1	1
546	и ни	1	1
547	не все	1	1
548	личность должна	1	1
549	кто же	1	1
550	и он	1	1
551	форм сознания	1	1
552	и живого	1	1
553	утверждаю что	3	1
554	какой стороны	1	1
555	и этого	2	1
556	проявляет себя	1	1
557	вещь в	6	1
558	ни убеждали	1	1
559	стороны не	1	1
560	совершенно другое	1	1
561	бы то	4	1
562	в различных	1	1
563	и понимает	2	1
564	содержащая в	1	1
565	не воспринимает	1	1
566	есть вид	1	1
567	ее к	2	1
568	которые для	1	1
569	– а	2	1
570	– можно	1	1
571	мы будем	1	1
572	точка зрения	1	1
573	чужую душу	1	1
574	со всеми	1	1
575	себе самой	3	1
576	нужно быть	1	1
577	отличие от	1	1
578	вещи этого	1	1
579	к вещам	1	1
580	нет и	1	1
581	форме и	1	1
582	не буду	2	1
583	есть личность	1	1
584	отвлеченной идеей	1	1
585	резко отличается	1	1
586	его на	1	1
587	что именно	1	1
588	вещь по	1	1
589	чем мы	3	1
590	– тут	2	1
591	себе же	1	1
592	– лик	1	1
593	стороны и	2	1
594	понимать в	1	1
595	однако не	2	1
596	которое и	1	1
597	бы я	2	1
598	когда он	1	1
599	и понимания	2	1
600	себе по	1	1
601	ее смысл	2	1
602	мы но	1	1
603	уже с	1	1
604	или иную	2	1
605	то в	4	1
606	духа в	1	1
607	только один	2	1
608	– конечно	1	1
609	к чему	1	1
610	вещь это	1	1
611	образом и	1	1
612	форма лик	1	1
613	жизни так	1	1
614	из этих	1	1
615	сущности и	1	1
616	чем бы	2	1
617	мы есть	1	1
618	однако как	1	1
619	в вещи	11	1
620	остановиться на	1	1
621	если есть	1	1
622	вещи –	9	1
623	разумеется возможна	1	1
624	потому она	1	1
625	тому же	1	1
626	если он	1	1
627	но на	2	1
628	не могла	1	1
629	мы получим	2	1
630	же но	1	1
631	где выявляется	1	1
632	вообще не	2	1
633	религия и	1	1
634	с чем	7	1
635	образ и	3	1
636	как оно	3	1
637	и идея	1	1
638	по самому	3	1
639	она еще	2	1
640	и единое	1	1
641	раз навсегда	2	1
642	возможность и	1	1
643	восприятия чужой	1	1
644	только очень	2	1
645	мною есть	1	1
646	таково что	2	1
647	вещи то	2	1
648	предмет а	1	1
649	и эти	2	1
650	всякая религия	1	1
651	и еще	2	1
652	звуки –	1	1
653	станет ясным	1	1
654	– лишь	1	1
655	не к	1	1
656	понятий и	2	1
657	пор мы	1	1
658	– на	1	1
659	наше тело	1	1
660	вы в	1	1
661	быть с	1	1
662	свое время	2	1
663	д все	1	1
664	чем она	1	1
665	из него	1	1
666	– которая	1	1
667	свете а	1	1
668	чтобы их	1	1
669	всех своих	1	1
670	себя самой	2	1
671	но самое	2	1
672	именно это	1	1
673	в основу	1	1
674	я бы	1	1
675	от нее	2	1
676	некоторых новых	1	1
677	быть настолько	1	1
678	вещей есть	1	1
679	что все	2	1
680	главным образом	1	1
681	чем я	1	1
682	есть все	1	1
683	значение в	1	1
684	определенном направлении	1	1
685	в звуках	1	1
686	по смыслу	5	1
687	и руки	1	1
688	входя в	1	1
689	знает что	2	1
690	тут надо	1	1
691	может стать	1	1
692	действительности в	2	1
693	которая как	1	1
694	форму и	1	1
695	истории и	2	1
696	в природу	4	1
697	и тем	3	1
698	вещи а	2	1
699	всего прочего	5	1
700	до всякого	2	1
701	сказали мы	1	1
702	бы совершенно	1	1
703	свойственна им	1	1
704	– те	1	1
705	но уже	3	1
706	внутреннее и	1	1
707	смысла ни	1	1
708	также не	1	1
709	– некая	1	1
710	далеко не	1	1
711	нас к	1	1
712	бы было	1	1
713	со своими	1	1
714	есть явление	1	1
715	и вне	2	1
716	человеческим субъектом	1	1
717	есть какое-то	3	1
718	душа и	1	1
719	что вещи	3	1
720	и говорили	1	1
721	однако тут	1	1
722	сейчас мы	1	1
723	потому и	1	1
724	не как-нибудь	1	1
725	и различие	1	1
726	одного и	1	1
727	именно этот	1	1
728	быть теперь	1	1
729	ничего специфически	1	1
730	бы на	1	1
731	нужно только	1	1
732	но если	8	1
733	свою собственную	1	1
734	с вещами	3	1
735	один факт	1	1
736	обыденной жизни	1	1
737	и ее	18	1
738	вещь есть	7	1
739	есть живое	1	1
740	почти не	1	1
741	в котором	3	1
742	в принципе	1	1
743	еще нет	1	1
744	себе а	1	1
745	или вернее	1	1
746	не содержит	3	1
747	и значит	2	1
748	бы мы	1	1
749	от его	2	1
750	и этой	1	1
751	прочего и	1	1
752	– только	4	1
753	а есть	2	1
754	смыслу своему	2	1
755	силу и	1	1
756	без всяких	1	1
757	уже сказали	1	1
758	неожиданное и	1	1
759	на эти	1	1
760	зрения и	2	1
761	ли уже	1	1
762	целиком и	2	1
763	и понимается	1	1
764	и истории	1	1
765	самостоятельные и	1	1
766	начиная от	2	1
767	вещи не	8	1
768	действительности от	2	1
769	что эта	1	1
770	хотя это	1	1
771	есть прежде	2	1
772	и другое	4	1
773	будет только	1	1
774	инобытии и	1	1
775	это дает	1	1
776	уже из	1	1
777	дерево а	1	1
778	вещи суть	1	1
779	ее с	5	1
780	вещью а	1	1
781	в основе	3	1
782	как личностное	1	1
783	бытия и	2	1
784	в самых	1	1
785	из их	1	1
786	к такому	1	1
787	чем не	2	1
788	одна вещь	1	1
789	сразу без	1	1
790	человека по	2	1
791	он с	1	1
792	человека от	1	1
793	и всегда	1	1
794	слово и	4	1
795	подобно тому	4	1
796	передо мною	1	1
797	одна из	5	1
798	от неодушевленных	1	1
799	смысле как	1	1
800	я понял	1	1
801	правда это	1	1
802	из основных	1	1
803	ровно так	1	1
804	и физическая	1	1
805	яркостью и	1	1
806	и сама	3	1
807	всего то	2	1
808	сама вещь	9	1
809	отвлеченное понятие	2	1
810	исторического процесса	1	1
811	так то	3	1
812	этом отношении	1	1
813	но даже	3	1
814	что раз	1	1
815	ли это	7	1
816	ему не	1	1
817	не знали	1	1
818	с другом	1	1
819	другой форме	1	1
820	формы или	1	1
821	и оно	3	1
822	это-то и	1	1
823	идею и	2	1
824	все то	1	1
825	слово –	3	1
826	отличается от	7	1
827	еще яснее	1	1
828	сходство с	1	1
829	– с	2	1
830	сейчас нас	1	1
831	ощущения но	1	1
832	достаточно только	2	1
833	его значение	1	1
834	они и	1	1
835	как некое	1	1
836	мы ее	5	1
837	ее –	2	1
838	оно не	3	1
839	просто вещь	1	1
840	тождество между	1	1
841	о них	1	1
842	существует только	1	1
843	на какую-нибудь	1	1
844	должен быть	2	1
845	то ни	4	1
846	есть несомненно	3	1
847	оно может	2	1
848	и самое	2	1
849	можно и	2	1
850	ни даже	1	1
851	не забудем	1	1
852	и о	3	1
853	и образ	3	1
854	брать как	1	1
855	предмета это	1	1
856	другое –	1	1
857	в собственном	2	1
858	важно только	1	1
859	и всякой	1	1
860	– об	1	1
861	чтобы быть	3	1
862	нечто и	1	1
863	приводит к	1	1
864	в дальнейшем	1	1
865	стоит тут	1	1
866	со мною	2	1
867	дано в	1	1
868	– сила	1	1
869	нет вещи	2	1
870	только тот	1	1
871	надо быть	2	1
872	себя что	1	1
873	здесь как	1	1
874	одного из	1	1
875	мог бы	5	1
876	к его	1	1
877	отлична от	1	1
878	лик и	1	1
879	– такое	1	1
880	как таковую	1	1
881	она была	2	1
882	подойти к	1	1
883	не стоит	1	1
884	у вас	1	1
885	и неделимом	1	1
886	по сравнению	7	1
887	строго говоря	1	1
888	быть может	1	1
889	– независимо	1	1
890	смысле и	1	1
891	эта сторона	1	1
892	сказать совершенно	1	1
893	ярче всего	1	1
894	воли и	1	1
895	все дело	1	1
896	до полной	1	1
897	только так	1	1
898	же необходимо	1	1
899	полной неразличимости	1	1
900	и здесь	4	1
901	искусства и	1	1
902	и возможно	2	1
903	вот почему	3	1
904	это действительно	1	1
905	надо только	1	1
906	мере три	1	1
907	внимание на	1	1
908	все вещи	2	1
909	совершенно неверно	1	1
910	ясным что	1	1
911	почему же	1	1
912	на что	1	1
913	внутри самой	1	1
914	неподвижна и	1	1
915	некая вещь	1	1
916	нас в	3	1
917	мы понимаем	1	1
918	и во	3	1
919	е более	1	1
920	самой собою	3	1
921	вовне это	4	1
922	общий принцип	1	1
923	вещи если	1	1
924	или –	1	1
925	которой мы	1	1
926	вообще что	2	1
927	убеждали что	1	1
928	судить о	4	1
929	как таковая	2	1
930	чем говорить	1	1
931	живой человек	1	1
932	уже перестает	1	1
933	вещи поэтому	1	1
934	во всей	1	1
935	себя но	1	1
936	понятие должно	2	1
937	них в	1	1
938	все существующее	2	1
939	бытия вообще	1	1
940	есть тоже	4	1
941	смысле это	1	1
942	если это	2	1
943	вещи как	9	1
944	бы меня	1	1
945	без тела	1	1
946	существует не	1	1
947	наконец и	1	1
948	людей а	1	1
949	дуализм есть	1	1
950	но с	2	1
951	оно и	4	1
952	а если	1	1
953	уберечься от	1	1
954	тот же	3	1
955	речи о	1	1
956	больше того	4	1
957	данном месте	1	1
958	меня и	1	1
959	во всем	1	1
960	из многих	1	1
961	всем известно	1	1
962	не видеть	1	1
963	– сама	1	1
964	даже если	1	1
965	они –	2	1
966	поэтому и	1	1
967	все своеобразие	1	1
968	но то	2	1
969	вообще всей	1	1
970	в эти	1	1
971	но вещи	1	1
972	где они	1	1
973	стоит ли	1	1
974	– живой	1	1
975	с какой	1	1
976	сознание это	1	1
977	и событий	1	1
978	я имею	2	1
979	из которых	1	1
980	только на	3	1
981	то и	4	1
982	ее чистого	1	1
983	существенное для	1	1
984	оно в	1	1
985	является не	1	1
986	а это	4	1
987	на этих	1	1
988	эта основная	1	1
989	при помощи	2	1
990	но совершенно	2	1
991	ни просто	3	1
992	его и	2	1
993	ту или	2	1
994	мы знаем	1	1
995	ли сказать	3	1
996	представить себе	1	1
997	допустим что	1	1
998	сферы так	1	1
999	чтобы она	2	1
1000	содержание и	1	1
1001	у нее	1	1
1002	мне но	1	1
1003	ее смысла	2	1
1004	с собою	6	1
1005	для меня	2	1
1006	не о	1	1
1007	оно само	1	1
1008	пусть даже	3	1
1009	мы можем	4	1
1010	у него	2	1
1011	случае не	1	1
1012	уже одно	1	1
1013	на меня	3	1
1014	о человеческом	1	1
1015	она имеет	1	1
1016	нее не	1	1
1017	и всякий	1	1
1018	ее на	1	1
1019	есть вообще	1	1
1020	даже и	4	1
1021	иную вещь	1	1
1022	только мне	1	1
1023	это будет	3	1
1024	данной личности	2	1
1025	в особенности	1	1
1026	же деле	1	1
1027	раньше мы	3	1
1028	или иной	1	1
1029	даже не	7	1
1030	мне и	1	1
1031	– одна	1	1
1032	того это	1	1
1033	не входя	1	1
1034	этого человека	1	1
1035	на то	4	1
1036	чужой индивидуальности	1	1
1037	сама с	2	1
1038	к которому	1	1
1039	сам себя	2	1
1040	восприятие и	1	1
1041	есть реальная	1	1
1042	еще и	8	1
1043	было и	2	1
1044	мы еще	2	1
1045	– по	2	1
1046	чтобы я	1	1
1047	себя и	4	1
1048	говорит о	1	1
1049	одинаковой мере	1	1
1050	от другого	1	1
1051	превращается в	1	1
1052	самом же	1	1
1053	в подлинном	2	1
1054	вещь –	2	1
1055	одной стороны	3	1
1056	и опять	1	1
1057	может ли	2	1
1058	ней самой	1	1
1059	только выражение	1	1
1060	ничем не	3	1
1061	принципиально не	1	1
1062	от вещи	5	1
1063	своем месте	1	1
1064	действительности и	5	1
1065	с которым	1	1
1066	его как	1	1
1067	от самой	4	1
1068	вещи которая	3	1
1069	свое собственное	1	1
1070	могут служить	1	1
1071	в инобытии	4	1
1072	то религия	1	1
1073	факт что	1	1
1074	и ему	1	1
1075	я хочу	5	1
1076	основная и	1	1
1077	входить в	1	1
1078	особая и	1	1
1079	и ограниченная	1	1
1080	порождает и	1	1
1081	и выражения	2	1
1082	то можно	1	1
1083	совершенно в	1	1
1084	е прежде	1	1
1085	который мы	1	1
1086	магическую силу	1	1
1087	вещественно и	2	1
1088	тому как	4	1
1089	расстояние между	1	1
1090	когда же	1	1
1091	подлинном смысле	1	1
1092	реальность и	1	1
1093	отдельности и	2	1
1094	по существу	2	1
1095	образ ее	2	1
1096	друг с	1	1
1097	форма в	1	1
1098	сходство и	1	1
1099	вещь с	1	1
1100	вещи тоже	2	1
1101	или другого	1	1
1102	с этой	4	1
1103	слова и	5	1
1104	но почему	1	1
1105	не предполагает	4	1
1106	это выражение	2	1
1107	отдельно от	1	1
1108	является как	1	1
1109	но для	2	1
1110	чем та	1	1
1111	вещь а	1	1
1112	диалектического метода	1	1
1113	есть она	2	1
1114	каждой из	2	1
1115	вопрос в	1	1
1116	только мы	2	1
1117	на мой	1	1
1118	тут все	1	1
1119	делает ее	1	1
1120	нечто внутреннее	2	1
1121	самое главное	2	1
1122	меня со	1	1
1123	самого бытия	1	1
1124	говорим что	3	1
1125	не она	1	1
1126	есть какой-то	2	1
1127	– вы	2	1
1128	об отношении	1	1
1129	– уже	2	1
1130	в его	2	1
1131	это можно	2	1
1132	что кто-то	1	1
1133	своей собственной	1	1
1134	эти –	1	1
1135	себя самого	2	1
1136	то –	4	1
1137	из себя	3	1
1138	как еще	1	1
1139	все вообще	1	1
1140	конце концов	2	1
1141	ибо в	1	1
1142	реальную жизнь	1	1
1143	в одинаковой	1	1
1144	мы не	6	1
1145	ли эти	1	1
1146	на нас	2	1
1147	даже совсем	1	1
1148	я в	2	1
1149	еще никогда	1	1
1150	выражение это	1	1
1151	смысл вещи	12	1
1152	и повседневной	1	1
1153	к самому	1	1
1154	нужно для	3	1
1155	цельном и	1	1
1156	меня ни	1	1
1157	существования и	3	1
1158	состоит из	1	1
1159	существует в	1	1
1160	равно как	2	1
1161	же самой	3	1
1162	не иметь	1	1
1163	но этот	1	1
1164	в отдельности	4	1
1165	сводится на	1	1
1166	из этого	1	1
1167	другом смысле	1	1
1168	в свое	2	1
1169	ли он	1	1
1170	есть то	9	1
1171	дана как	1	1
1172	что то	2	1
1173	вещи есть	51	1
1174	оформления и	1	1
1175	никаких указаний	1	1
1176	можно назвать	1	1
1177	с прочими	3	1
1178	и эта	3	1
1179	это в	1	1
1180	невозможна без	1	1
1181	все что	1	1
1182	гораздо более	1	1
1183	от самого	1	1
