N	2gram	Vinokur_St_2	Problemy
455	что ему	3	1
456	мысли в	1	1
457	освободиться от	1	1
458	в основе	1	1
459	материала в	1	1
460	героев и	1	1
461	о них	1	1
462	но далее	2	1
463	что вы	1	1
464	иметь в	3	1
465	того чтобы	6	1
466	действующие лица	3	1
467	это еще	2	1
468	не могло	3	1
469	для всего	1	1
470	только не	2	1
471	не имеет	2	1
472	о самой	1	1
473	нельзя не	3	1
474	а порой	1	1
475	речи не	1	1
476	этих двух	1	1
477	и лишь	1	1
478	развивается в	1	1
479	пушкина но	4	1
480	связи с	4	1
481	до того	4	1
482	только с	2	1
483	формы для	1	1
484	ему не	2	1
485	языка в	2	1
486	свое собственное	1	1
487	п в	1	1
488	например слова	1	1
489	кто ж	1	1
490	его за	1	1
491	полемики в	1	1
492	одного слова	1	1
493	служить и	1	1
494	полным правом	1	1
495	поэтического языка	2	1
496	нет этого	1	1
497	на это	2	1
498	где он	2	1
499	где нет	2	1
500	но только	1	1
501	у себя	1	1
502	как не	1	1
503	элементы этого	1	1
504	последнего слова	1	1
505	автор может	1	1
506	голоса в	1	1
507	лучше сказать	2	1
508	так в	1	1
509	о виллеле	1	1
510	быть еще	1	1
511	в классической	2	1
512	все здесь	1	1
513	на нее	3	1
514	те же	1	1
515	очень долго	1	1
516	не с	1	1
517	во многом	2	1
518	не чужда	1	1
519	для прозы	1	1
520	речь как	1	1
521	еще в	2	1
522	введенные в	1	1
523	слову в	1	1
524	симпатии к	1	1
525	в диалог	1	1
526	поэтому в	1	1
527	жанра в	1	1
528	скажу что	1	1
529	и вообще	2	1
530	в содержании	2	1
531	быть особенно	1	1
532	в построении	1	1
533	с полным	1	1
534	зрения на	1	1
535	после того	4	1
536	можно сказать	1	1
537	в значительной	2	1
538	от него	1	1
539	на всех	1	1
540	не умеет	1	1
541	смысле не	1	1
542	хотя у	1	1
543	и во	1	1
544	всем в	1	1
545	во втором	1	1
546	в языке	5	1
547	стать простым	1	1
548	тему о	1	1
549	романа в	1	1
550	каких бы	1	1
551	могло в	1	1
552	говорит в	1	1
553	в каких	1	1
554	сюда относится	1	1
555	о рассказе	1	1
556	один из	1	1
557	согласиться с	1	1
558	одной из	3	1
559	в какой	2	1
560	его жизнь	1	1
561	в устах	2	1
562	и действительно	1	1
563	еще и	3	1
564	очень много	1	1
565	это очень	2	1
566	серьезностью и	1	1
567	он уже	1	1
568	еще раньше	1	1
569	всяком случае	3	1
570	ответе другого	1	1
571	место из	2	1
572	но между	1	1
573	с которыми	1	1
574	в качестве	5	1
575	вот что	3	1
576	с нею	3	1
577	раз в	2	1
578	отношений к	1	1
579	на своего	1	1
580	ни с	2	1
581	в известной	1	1
582	в прозе	1	1
583	котором все	1	1
584	сами по	2	1
585	я что	1	1
586	среди которых	1	1
587	не о	1	1
588	в выборе	1	1
589	но что	1	1
590	не случайно	1	1
591	вообще можно	1	1
592	но уже	1	1
593	как будто	1	1
594	в ответе	1	1
595	реплики в	1	1
596	о которых	2	1
597	не было	3	1
598	были бы	1	1
599	ни под	1	1
600	не до	2	1
601	связан с	3	1
602	в уголку	1	1
603	зрения этого	1	1
604	раза в	1	1
605	уже при	1	1
606	или иначе	1	1
607	к которому	1	1
608	чем он	2	1
609	только один	1	1
610	такое же	2	1
611	что для	1	1
612	говорит о	2	1
613	действующими лицами	1	1
614	связано с	1	1
615	после этих	1	1
616	не исключает	1	1
617	жизнь в	1	1
618	его как	2	1
619	и внутренне	1	1
620	все время	1	1
621	одну из	1	1
622	взаимоотношения между	2	1
623	его собственной	1	1
624	не то	3	1
625	здесь этот	1	1
626	что из	1	1
627	заставляя его	1	1
628	и слово	1	1
629	в связи	1	1
630	на этой	1	1
631	входить в	1	1
632	вместе с	7	1
633	но кроме	1	1
634	это те	1	1
635	и потому	2	1
636	как это	2	1
637	в духе	2	1
638	о возможности	1	1
639	над ним	1	1
640	к своему	2	1
641	мысль действительно	1	1
642	по плечу	1	1
643	и всей	1	1
644	только себя	1	1
645	всякого сомнения	2	1
646	духовные силы	1	1
647	действительно не	2	1
648	в это	2	1
649	материал для	3	1
650	с очень	1	1
651	реагирования на	1	1
652	отсюда как	1	1
653	разговорного языка	1	1
654	занимает в	1	1
655	в начале	3	1
656	силу и	1	1
657	вы говорите	1	1
658	нисколько не	1	1
659	о мире	2	1
660	при всем	1	1
661	но с	4	1
662	которых он	1	1
663	и от	1	1
664	место для	1	1
665	работы над	4	1
666	а к	2	1
667	в двух	1	1
668	говорят не	2	1
669	одной реплики	1	1
670	ничего общего	1	1
671	какой они	1	1
672	места в	1	1
673	же в	1	1
674	по поводу	8	1
675	е в	1	1
676	для рассмотрения	1	1
677	по одному	1	1
678	он никогда	1	1
679	в характере	1	1
680	из этого	1	1
681	но оно	1	1
682	не соглашается	1	1
683	эти слова	2	1
684	можно назвать	1	1
685	жизни и	1	1
686	а я	1	1
687	все что	1	1
688	не говорят	1	1
689	и другие	2	1
690	переходы от	1	1
691	к этому	4	1
692	как на	9	1
693	том числе	1	1
694	для тебя	1	1
695	они не	2	1
696	как следствие	2	1
