N	2gram	Ircho_Kome_2	OGranits
171	в нескольких	1	1
172	здесь нет	1	1
173	или на	2	1
174	мы имеем	2	1
175	когда в	2	1
176	даже у	1	1
177	остается только	1	1
178	но у	1	1
179	вопрос о	3	1
180	темы в	1	1
181	по себе	1	1
182	в решении	1	1
183	на себя	7	1
184	сводится к	1	1
185	из того	1	1
186	но даже	1	1
187	ему в	1	1
188	то это	2	1
189	видели как	1	1
190	в мире	2	1
191	в каждой	1	1
192	внимание на	1	1
193	и что	2	1
194	еще не	6	1
195	столь же	9	1
196	время в	1	1
197	времени в	2	1
198	в различных	1	1
199	то мы	1	1
200	к нему	3	1
201	но не	3	1
202	а у	3	1
203	то он	1	1
204	году жизни	1	1
205	отношение к	2	1
206	тут же	2	1
207	нет и	2	1
208	в другой	2	1
209	в свои	1	1
210	даже для	1	1
211	но столь	1	1
212	детей и	1	1
213	в истории	5	1
214	находят в	1	1
215	в одной	2	1
216	ведущих к	1	1
217	не зная	1	1
218	для создания	1	1
219	из вас	2	1
220	в своем	6	1
221	по своей	1	1
222	что касается	3	1
223	один из	5	1
224	тех случаях	1	1
225	собой разумеется	1	1
226	по этике	1	1
227	и как	1	1
228	особенно его	1	1
229	еще тем	1	1
230	одной из	4	1
231	что он	5	1
232	более или	1	1
233	роль играет	1	1
234	может привести	1	1
235	не приходится	1	1
236	платон в	2	1
237	чуть ли	2	1
238	по которым	2	1
239	так в	2	1
240	выражение в	1	1
241	ни одна	2	1
242	в этой	3	1
243	для всех	3	1
244	с их	4	1
245	остановиться на	1	1
246	само собой	1	1
247	конечно не	1	1
248	и у	2	1
249	только на	1	1
250	и если	2	1
251	является не	2	1
252	что она	2	1
253	речь в	1	1
254	конечном счете	1	1
255	одно из	2	1
256	никто не	3	1
257	содержания и	1	1
258	как их	1	1
259	в конце	2	1
260	отличие от	2	1
261	на этом	2	1
262	этим же	1	1
263	ее на	1	1
264	для того	5	1
265	мы слышим	1	1
266	к г	1	1
267	ни о	1	1
268	же не	2	1
269	в чисто	1	1
270	бы быть	1	1
271	на все	1	1
272	не нашел	1	1
273	и здесь	6	1
274	его в	4	1
275	как к	1	1
276	если говорить	1	1
277	к которому	1	1
278	и дает	2	1
279	в античной	2	1
280	и выразителем	1	1
281	еще одно	1	1
282	к более	1	1
283	о которых	1	1
284	не было	3	1
285	а на	2	1
286	у других	2	1
287	и самый	1	1
288	и определяет	1	1
289	необходимость в	1	1
290	не всегда	2	1
291	неизгладимый отпечаток	1	1
292	которой он	1	1
293	он и	1	1
294	все время	2	1
295	отнюдь не	2	1
296	отпечаток на	1	1
297	автора и	1	1
298	и тогда	1	1
299	здесь она	1	1
300	если не	2	1
301	с первых	1	1
302	или менее	1	1
303	которую он	1	1
304	и вполне	1	1
305	связь с	1	1
306	но если	3	1
307	и особенно	3	1
308	но там	3	1
309	как это	4	1
310	за которым	1	1
311	представление о	2	1
312	а представляет	1	1
313	и столь	3	1
314	в отличие	2	1
315	в столь	1	1
316	втором году	1	1
317	он говорит	1	1
318	к этому	5	1
319	размещение в	1	1
320	такого рода	1	1
321	и там	1	1
322	времени не	1	1
323	тем не	1	1
324	в эпоху	1	1
325	и более	1	1
326	их в	1	1
327	своего времени	2	1
328	очень трудно	1	1
329	в последнем	1	1
330	быть не	1	1
331	в контексте	1	1
332	тому что	4	1
333	между людьми	1	1
334	до конца	1	1
335	в начале	4	1
336	в то	6	1
337	как о	1	1
338	в достаточной	1	1
339	одно понятие	1	1
340	одна из	2	1
341	весь этот	1	1
342	другого материала	1	1
343	случаях когда	1	1
344	того чтобы	6	1
345	само по	1	1
346	иметь в	1	1
347	при таком	1	1
348	отношений и	1	1
349	в разных	1	1
350	однако если	1	1
351	в общее	1	1
352	или в	3	1
353	того как	3	1
354	в самой	3	1
355	ее и	1	1
356	же время	3	1
357	в основе	1	1
358	тем более	1	1
359	это слово	4	1
360	потому что	6	1
361	связи с	3	1
362	эти три	1	1
363	в системе	1	1
364	и типов	3	1
365	не вполне	2	1
366	об этом	2	1
367	от первого	1	1
368	та или	1	1
369	не знает	1	1
370	сказать что	1	1
371	среди них	1	1
372	речи и	1	1
373	равно как	1	1
374	поэт не	1	1
375	на очень	1	1
376	греции и	1	1
377	ли не	7	1
378	с его	5	1
379	произведения и	1	1
380	всего в	2	1
381	вместе с	9	1
382	как для	1	1
383	например в	3	1
384	совсем иначе	1	1
385	по поводу	3	1
386	особая область	1	1
