N	2gram	Potebnia_M_1	Tvorches
355	и более	2	1
356	важную роль	1	1
357	однако в	4	1
358	в таких	2	1
359	с так	3	1
360	возвращается к	1	1
361	даже в	1	1
362	нас к	1	1
363	тому что	3	1
364	без него	2	1
365	по мере	6	1
366	виду что	1	1
367	это чувство	1	1
368	о значении	1	1
369	она не	3	1
370	что с	1	1
371	дело в	2	1
372	на себе	2	1
373	говорит но	1	1
374	точно так	11	1
375	но только	1	1
376	себе самом	1	1
377	мышления и	1	1
378	не имеет	5	1
379	самой жизни	1	1
380	дает нам	1	1
381	воспроизведения и	1	1
382	к ней	2	1
383	создается в	1	1
384	жизни как	1	1
385	в сознании	3	1
386	должны иметь	2	1
387	средствами но	1	1
388	как будто	2	1
389	в области	1	1
390	от их	1	1
391	свое собственное	1	1
392	стороны и	2	1
393	не могут	4	1
394	и вполне	1	1
395	лежит в	1	1
396	как только	1	1
397	сходство с	1	1
398	к тому	4	1
399	что оно	2	1
400	указывает на	1	1
401	не противоречит	1	1
402	он видит	1	1
403	на это	1	1
404	если же	5	1
405	быть назван	1	1
406	ничего общего	2	1
407	в применении	2	1
408	должен быть	1	1
409	для себя	3	1
410	своего развития	1	1
411	как мы	2	1
412	но при	3	1
413	событий в	1	1
414	мысль о	2	1
415	что само	1	1
416	только то	2	1
417	с самого	3	1
418	то время	1	1
419	в мысль	1	1
420	человека для	1	1
421	из воспоминаний	1	1
422	не с	1	1
423	еще в	1	1
424	развития в	1	1
425	когда в	3	1
426	стороне все	1	1
427	том как	3	1
428	что от	1	1
429	является в	1	1
430	в синтаксисе	1	1
431	против этого	1	1
432	образом в	1	1
433	в построении	1	1
434	в виду	2	1
435	как идея	1	1
436	о нем	1	1
437	приближается к	1	1
438	же необходимо	1	1
439	внутренней необходимостью	1	1
440	всего человечества	1	1
441	в другом	1	1
442	на вопрос	1	1
443	столь же	3	1
444	одного из	2	1
445	с одной	3	1
446	утверждает что	2	1
447	лишь в	1	1
448	от него	4	1
449	каждом из	1	1
450	а потому	10	1
451	находит свое	1	1
452	то мы	2	1
453	с а	2	1
454	при котором	2	1
455	как она	3	1
456	в жизнь	1	1
457	значит что	1	1
458	т с	25	1
459	в формах	1	1
460	образом как	1	1
461	нуждается в	2	1
462	пришел к	1	1
463	но ни	1	1
464	не зная	2	1
465	как нечто	1	1
466	то в	5	1
467	то он	2	1
468	такое же	1	1
469	в обществе	1	1
470	или же	3	1
471	на мир	1	1
472	души и	5	1
473	не то	1	1
474	без этого	1	1
475	связи с	3	1
476	переходит в	1	1
477	не можем	2	1
478	друг за	1	1
479	положение что	1	1
480	не из	3	1
481	предположение что	2	1
482	по выражению	1	1
483	мир в	1	1
484	был бы	1	1
485	и их	3	1
486	в письме	1	1
487	жизни таким	1	1
488	наука о	1	1
489	сами по	1	1
490	отличен от	1	1
491	человек так	1	1
492	бытия и	3	1
493	есть его	1	1
494	которого в	1	1
495	на деле	4	1
496	что и	6	1
497	со стороны	8	1
498	влияние на	2	1
499	и эту	1	1
500	его с	2	1
501	мысль на	1	1
502	что для	3	1
503	его из	1	1
504	выше и	1	1
505	человек в	1	1
506	и всякая	1	1
507	то по	1	1
508	в основании	3	1
509	когда же	1	1
510	самого начала	3	1
511	говоря что	2	1
512	жизни идеи	1	1
513	в различных	1	1
514	под влиянием	2	1
515	будет иметь	1	1
516	в связи	1	1
517	к сознанию	2	1
518	в речи	1	1
519	время с	1	1
520	нее как	1	1
521	не видно	5	1
522	который бы	1	1
523	только его	1	1
524	с логикой	3	1
525	за другом	1	1
526	одну общую	1	1
527	предположить что	1	1
528	он говорит	1	1
529	может как	1	1
530	что за	1	1
531	в образ	2	1
532	с такой	1	1
533	в течение	2	1
534	такого рода	1	1
535	применении к	2	1
536	что же	2	1
537	этот механизм	1	1
538	самого себя	4	1
539	духовной жизни	2	1
540	том смысле	4	1
541	с необходимостью	1	1
542	этого слова	1	1
543	ничего кроме	1	1
544	вообще все	1	1
545	при всем	1	1
546	и для	5	1
547	о необходимости	1	1
548	об отношении	3	1
549	мы только	1	1
550	в результате	1	1
551	ее и	1	1
552	для нас	9	1
553	своих произведений	1	1
554	жить и	1	1
555	к различным	1	1
556	еще более	2	1
557	не должен	1	1
558	будто бы	1	1
559	заключены и	1	1
560	и предметом	1	1
561	что вообще	1	1
562	этого развития	1	1
563	не есть	10	1
564	по поводу	3	1
565	нем самом	5	1
566	в свою	4	1
567	в субъект	1	1
568	между ними	1	1
569	сказать что	3	1
570	положением в	1	1
571	была бы	2	1
572	но можно	1	1
573	совершенно не	1	1
574	мире ничего	1	1
575	идея в	1	1
576	в последнем	1	1
577	которые сами	1	1
578	себе не	1	1
579	в голову	1	1
580	видим у	1	1
581	к другим	2	1
582	и другие	1	1
583	того времени	1	1
584	я могу	1	1
585	нас не	1	1
586	как на	3	1
587	смысле что	1	1
