N	2gram	Medvedev_U_1	FransuaR
106	что было	1	2
107	и форм	1	2
108	этом отношении	2	2
109	представляется нам	2	2
110	и это	1	2
111	данном случае	1	2
112	можно сказать	1	2
113	с другой	4	2
114	нас в	2	2
115	это не	3	2
116	говорит он	1	2
117	в большей	1	2
118	и так	1	2
119	больше чем	1	2
120	конечно не	4	2
121	и у	2	2
122	в системе	2	2
123	даже и	2	2
124	что для	1	2
125	произведений и	1	2
126	много в	1	2
127	о чем	2	2
128	очень часто	1	2
129	материал и	1	2
130	ни от	2	2
131	и необходимо	1	2
132	гораздо больше	1	2
133	это в	1	2
134	все что	1	2
135	художественного произведения	2	1
136	вряд ли	3	1
137	мировоззрения и	1	1
138	объясняется и	1	1
139	мы имеем	1	1
140	не делает	1	1
141	степени характерно	1	1
142	но даже	2	1
143	выхода в	1	1
144	во мне	1	1
145	литературы и	2	1
146	бы то	3	1
147	не входит	1	1
148	оно является	1	1
149	нет и	1	1
150	относится к	1	1
151	мы снова	1	1
152	в художественном	5	1
153	смысле этого	2	1
154	бы и	2	1
155	приобретает характер	1	1
156	в известном	1	1
157	творчество и	1	1
158	имеем в	1	1
159	претендует на	1	1
160	все они	2	1
161	не как	3	1
162	речи в	1	1
163	но прежде	1	1
164	теории и	1	1
165	или иных	2	1
166	то ни	3	1
167	связанных с	1	1
168	а как	2	1
169	это было	2	1
170	из первых	1	1
171	литературного произведения	1	1
172	произведение как	1	1
173	этого не	1	1
174	с тем	1	1
175	должно быть	1	1
176	остается в	1	1
177	восприятия и	1	1
178	на первый	2	1
179	все элементы	1	1
180	этом случае	1	1
181	или точнее	3	1
182	первый план	1	1
183	же автором	1	1
184	несомненно что	1	1
185	не в	2	1
186	она в	1	1
187	друг другу	1	1
188	и дается	1	1
189	что этот	1	1
190	и единого	1	1
191	по себе	2	1
192	и вся	1	1
193	и истории	1	1
194	ничего не	2	1
195	никогда не	1	1
196	а для	1	1
197	он пытается	1	1
198	находит себе	1	1
199	изучения весь	1	1
200	и свое	1	1
201	отказаться от	1	1
202	вообще во	1	1
203	значительной мере	1	1
204	но положение	1	1
205	в произведении	1	1
206	только более	1	1
207	в пределах	1	1
208	материал не	2	1
209	первых мест	1	1
210	отсюда и	1	1
211	именно этот	1	1
212	произведения как	1	1
213	тех кто	1	1
214	и что	1	1
215	все его	1	1
216	для изучения	1	1
217	и только	5	1
218	язык в	1	1
219	которой все	1	1
220	литературных и	1	1
221	в преодолении	1	1
222	вообще в	1	1
223	того что	1	1
224	этого материала	1	1
225	обе эти	1	1
226	что только	1	1
227	которое мы	1	1
228	была у	1	1
229	с одной	1	1
230	в качестве	1	1
231	для всех	2	1
232	литературы в	1	1
233	в виде	1	1
234	ценность в	1	1
235	не для	1	1
236	но что	1	1
237	само по	1	1
238	именно как	2	1
239	точном смысле	1	1
240	котором говорил	1	1
241	только к	3	1
242	превращается в	2	1
243	не ставит	1	1
244	отнюдь не	1	1
245	и слово	1	1
246	относятся к	1	1
247	его на	1	1
248	из которых	1	1
249	не могут	2	1
250	ученики и	1	1
251	он ставит	1	1
252	материал для	2	1
253	в свое	1	1
254	но для	1	1
255	тех или	2	1
256	это уже	2	1
257	много но	1	1
258	в точном	1	1
259	такое понимание	1	1
260	в ноги	1	1
261	о котором	1	1
262	но также	1	1
263	пришлось бы	3	1
264	ни было	3	1
265	же в	1	1
266	другой стороны	3	1
267	словесном творчестве	1	1
268	религии и	1	1
269	находящихся в	1	1
270	время не	1	1
271	ее в	1	1
272	от которой	1	1
273	как на	1	1
274	в таком	1	1
