N	2gram	Bakhtin_Pr_3	Komedia
582	за него	2	1
583	разной степени	1	1
584	все они	1	1
585	пока я	1	1
586	пор они	1	1
587	соображение что	1	1
588	но вот	1	1
589	к самому	4	1
590	жизни в	3	1
591	с ней	3	1
592	на смену	1	1
593	сказать что	10	1
594	это на	1	1
595	речей и	1	1
596	ошибемся если	1	1
597	для нашего	1	1
598	положений и	2	1
599	его произведений	3	1
600	я уверен	1	1
601	почти за	1	1
602	этой сцены	2	1
603	жизнь в	2	1
604	других как	1	1
605	жизни и	9	1
606	под тем	1	1
607	во сне	5	1
608	можно назвать	2	1
609	как на	1	1
610	том числе	11	1
611	они не	3	1
