N	2gram	Bakhtin_Pr_5	Poddanst
170	которой в	1	1
171	и мир	2	1
172	вот как	4	1
173	оставаясь в	1	1
174	мысль и	2	1
175	все же	8	1
176	не два	1	1
177	в законченные	1	1
178	и слова	2	1
179	значительности и	1	1
180	над собой	4	1
181	в самом	6	1
182	но как	4	1
183	в которой	2	1
184	бы и	2	1
185	что это	4	1
186	не вследствие	1	1
187	могли бы	1	1
188	каков он	1	1
189	у каждого	1	1
190	в эти	2	1
191	человека с	3	1
192	себя в	2	1
193	переходит в	2	1
194	что его	2	1
195	уже в	3	1
196	во многих	1	1
197	в большинстве	2	1
198	только на	4	1
199	но на	4	1
200	в мир	1	1
201	не могла	1	1
202	этого процесса	1	1
203	к миру	1	1
204	мы знаем	2	1
205	есть как	1	1
206	идеи и	1	1
207	не как	3	1
208	свои собственные	2	1
209	иначе как	1	1
210	друг друга	2	1
211	чтобы в	1	1
212	мы можем	2	1
213	самосознание и	1	1
214	пример такого	1	1
215	и только	1	1
216	каждый из	2	1
217	и по	2	1
218	дело идет	3	1
219	с собой	2	1
220	одно и	3	1
221	в каждом	6	1
222	а затем	2	1
223	о явлениях	1	1
224	не были	1	1
225	или иной	4	1
226	большинстве случаев	2	1
227	его в	4	1
228	в душе	2	1
229	и тех	1	1
230	и быть	1	1
231	а с	3	1
232	есть несколько	1	1
233	что не	4	1
234	или хотя	1	1
235	в ином	1	1
236	по всему	1	1
237	обратиться к	1	1
238	из нее	1	1
239	где он	4	1
240	далеко не	1	1
241	в этой	1	1
242	в реальной	1	1
243	личности не	1	1
244	как и	18	1
245	с которым	4	1
246	нисколько не	1	1
247	должна была	2	1
248	в творчестве	4	1
249	и при	1	1
250	творчестве достоевского	7	1
251	так же	7	1
252	и особенно	1	1
253	всяком случае	4	1
254	с возможной	1	1
255	все основные	1	1
256	в идеологическом	1	1
257	в отличие	2	1
258	мысли и	1	1
259	в данном	1	1
260	вопрос о	2	1
261	живых и	1	1
262	теми же	2	1
263	эти последние	1	1
264	и эти	1	1
265	эти черты	1	1
266	как к	5	1
267	и более	1	1
268	там где	7	1
269	его другим	1	1
270	друг с	4	1
271	с величайшим	1	1
272	ни были	1	1
273	и очень	1	1
274	и осуществить	1	1
275	и другим	1	1
276	в формах	1	1
277	сущности не	2	1
278	в основном	1	1
279	она не	1	1
280	что с	2	1
281	иной раз	1	1
282	входят в	1	1
283	но для	2	1
284	для каждого	1	1
285	к другим	2	1
286	этом смысле	3	1
287	противоречии с	1	1
288	случаях когда	1	1
289	того чтобы	1	1
290	никогда не	4	1
291	ее лучшее	1	1
292	и всегда	1	1
293	в результате	1	1
294	находятся в	1	1
295	пр в	1	1
296	этих двух	2	1
297	это сделать	1	1
298	и которая	1	1
299	как она	1	1
300	что по	1	1
301	в г	1	1
302	другой стороны	3	1
303	только что	3	1
304	в этих	2	1
305	давно уже	1	1
306	на фоне	1	1
307	над ним	1	1
308	нет ничего	1	1
309	конечно и	1	1
310	будет с	1	1
311	есть у	1	1
312	из тех	1	1
313	отношением к	3	1
314	и внутренне	2	1
315	является и	1	1
316	и именно	1	1
317	что все	2	1
318	и жизнь	1	1
319	в других	1	1
320	начала в	1	1
321	мысли но	1	1
322	к действию	1	1
323	что оно	2	1
324	ни на	2	1
325	и другие	1	1
326	вместе с	2	1
327	это в	2	1
328	который не	1	1
329	во всяком	4	1
