N	2gram	Medvedev_F_3	FransuaR
142	как например	1	3
143	видели что	2	3
144	одной из	2	3
145	так что	1	3
146	уже не	3	3
147	был бы	2	3
148	что и	2	3
149	может быть	25	3
150	здесь в	1	3
151	к которому	2	3
152	еще и	1	3
153	что для	1	3
154	более того	6	3
155	не на	3	3
156	сказать что	3	3
157	там где	7	3
158	с помощью	8	3
159	к его	3	3
160	до настоящего	1	3
161	в систему	1	3
162	со всею	2	3
163	в связи	4	3
164	в настоящее	1	3
165	бы в	6	3
166	то что	8	3
167	том числе	1	3
168	и то	1	2
169	лишь там	1	2
170	самом деле	16	2
171	на самом	14	2
172	действительности и	6	2
173	было глубоко	1	2
174	и конечно	1	2
175	мы не	4	2
176	первый план	1	2
177	бы то	4	2
178	с другой	6	2
179	совсем не	5	2
180	значение и	1	2
181	себе и	1	2
182	что они	5	2
183	вот как	2	2
184	хотя и	1	2
185	и как	4	2
186	в действительности	9	2
187	проникает во	1	2
188	бы и	3	2
189	в нашем	1	2
190	еще один	1	2
191	с их	1	2
192	были связаны	1	2
193	и те	4	2
194	что она	2	2
195	все те	1	2
196	ни было	5	2
197	не как	2	2
198	для понимания	1	2
199	так например	1	2
200	он знал	1	2
201	в мире	1	2
202	а такие	1	2
203	этих форм	1	2
204	всех областях	2	2
205	его в	7	2
206	ни в	8	2
207	из нее	2	2
208	превращаются в	2	2
209	с тем	7	2
210	в слове	4	2
211	он и	3	2
212	между собою	1	2
213	в развитии	1	2
214	для него	1	2
215	и при	1	2
216	в своей	6	2
217	в котором	2	2
218	с точки	14	2
219	в которых	3	2
220	когда эти	1	2
221	друг другу	2	2
222	если бы	12	2
223	и эти	1	2
224	между людьми	3	2
225	дело в	2	2
226	и отдельных	1	2
227	чтобы стать	1	2
228	дело не	2	2
229	того как	1	2
230	в каком	2	2
231	не потому	1	2
232	числе и	1	2
233	и впервые	1	2
234	той или	1	2
235	данном случае	4	2
236	только не	2	2
237	ее наиболее	1	2
238	и совершенно	1	2
239	могла быть	2	2
240	с ним	1	2
241	этих условиях	1	2
242	зрения на	1	2
243	язык и	1	2
244	можно сказать	3	2
245	в значительной	1	2
246	и во	2	2
247	как отдельные	1	2
248	нем и	2	2
249	утрачивают свою	1	2
250	не тот	1	2
251	его должно	1	2
252	было бы	6	2
253	указывает что	1	2
254	эти эпизоды	1	2
255	но с	1	2
256	что он	6	2
257	действующих лиц	2	2
258	это очень	1	2
259	это не	3	2
260	ничто не	3	2
261	уже в	4	2
262	только на	4	2
263	ни одного	1	2
264	из них	2	2
265	характерно что	2	2
266	в одном	1	2
267	как раз	8	2
268	в других	1	2
269	для того	4	2
270	момент в	1	2
271	интерес к	1	2
272	значение имеет	1	2
273	человека и	2	2
274	романа в	3	2
275	говорит о	1	2
276	пародии на	2	2
277	одной стороны	1	2
278	а на	2	2
279	то ни	4	2
280	он становится	2	2
281	он создал	1	2
282	не может	24	2
283	вместе с	6	2
284	так же	9	2
285	он говорит	1	2
286	в данном	6	2
287	в точке	1	2
288	а не	17	2
289	в речи	1	2
290	с этой	1	2
291	весь этот	2	2
292	но это	2	2
293	все же	6	2
294	и для	6	2
295	мы найдем	1	2
296	мира и	1	2
297	в эту	2	2
298	современности и	1	2
299	основе их	1	2
300	а в	1	2
301	между ними	15	2
302	связанный с	1	2
303	это в	1	2
304	другой стороны	5	2
305	от всех	4	2
306	является и	2	2
307	и эта	3	2
308	к этому	2	2
309	действительности так	1	1
310	смысле слова	2	1
311	как известно	1	1
312	то на	1	1
313	ряд как	1	1
314	того же	3	1
315	в жизненном	1	1
316	становится в	5	1
317	роль играет	1	1
318	тем же	7	1
319	в какой-то	1	1
320	и абсолютно	1	1
321	чистая же	1	1
322	или наоборот	1	1
323	с более	1	1
324	на той	1	1
325	что между	1	1
326	новой системы	1	1
327	и последующих	1	1
328	из своих	2	1
329	равно как	3	1
330	так чтобы	2	1
331	и глубокие	1	1
332	это вполне	1	1
333	ему в	1	1
334	то это	1	1
335	и со	2	1
336	как впрочем	1	1
337	жизни это	1	1
338	теперь на	2	1
339	к своему	1	1
340	литературы и	3	1
341	между собой	4	1
342	одного человека	1	1
343	разобранных нами	1	1
344	оно ни	1	1
345	но конечно	1	1
346	а следовательно	1	1
347	как у	1	1
348	мы еще	2	1
349	эпохи мы	1	1
350	то он	3	1
351	в эти	1	1
352	по отношению	3	1
353	оно вовсе	1	1
354	значение для	1	1
355	пределах все	1	1
356	и речи	2	1
357	контексте в	1	1
358	себя в	1	1
359	они действительно	1	1
360	одного и	1	1
361	полагаем что	1	1
362	чем же	2	1
363	почему они	2	1
364	в одной	5	1
365	эта связь	2	1
366	как в	4	1
367	для всех	1	1
368	стороны и	2	1
369	части в	1	1
370	путь в	1	1
371	пределах одной	2	1
372	в одних	1	1
373	на человека	1	1
374	характер носит	1	1
375	было только	1	1
376	нового и	3	1
377	стиля и	1	1
378	и принципиально	1	1
379	ее целом	1	1
380	не можем	2	1
381	та же	1	1
382	и у	1	1
383	и долина	1	1
384	из этих	2	1
385	более широкие	1	1
386	и действительное	1	1
387	элементов языка	2	1
388	прямой и	1	1
389	им в	1	1
390	но ведь	4	1
391	как он	2	1
392	всей его	1	1
393	этот процесс	3	1
394	жизнью и	2	1
395	вообще не	2	1
396	не следует	3	1
397	в определенном	1	1
398	они совершенно	1	1
399	в поэтике	1	1
400	каждая эпоха	1	1
401	говорили в	1	1
402	и писать	1	1
403	ключ к	1	1
404	на таком	1	1
405	к одному	1	1
406	не к	1	1
407	мы полагаем	1	1
408	понимания и	1	1
409	ни была	1	1
410	высказываний в	1	1
411	дает и	1	1
412	самый образ	1	1
413	в доме	1	1
414	чем она	1	1
415	близкими и	1	1
416	подобно тому	4	1
417	что ни	2	1
418	без исключения	5	1
419	в нее	1	1
420	можно было	1	1
421	ни был	1	1
422	в основу	2	1
423	же не	1	1
424	указывали на	1	1
425	и сделал	1	1
426	те же	3	1
427	на все	2	1
428	лишь в	9	1
429	с читателями	1	1
430	с другими	1	1
431	форм их	1	1
432	действительности в	3	1
433	но самый	1	1
434	на почве	2	1
435	этом смысле	2	1
436	социальных групп	2	1
437	и романа	1	1
438	быть разрешена	1	1
439	о которых	1	1
440	исторический момент	1	1
441	место и	1	1
442	новые формы	2	1
443	его и	3	1
444	чем в	1	1
445	такою же	1	1
446	автора и	1	1
447	не больше	1	1
448	смысл и	4	1
449	этот материал	1	1
450	ее события	1	1
451	известной степени	2	1
452	очень остро	1	1
453	именно и	1	1
454	даль и	2	1
455	мы говорили	1	1
456	к своеобразной	1	1
457	место в	10	1
458	с политической	1	1
459	то его	2	1
460	в отличие	2	1
461	значение то	1	1
462	серьезности и	1	1
463	их понимания	1	1
464	исчезает и	1	1
465	войти в	5	1
466	том же	1	1
467	этой работы	1	1
468	же мы	1	1
469	тому что	3	1
470	жизни эпохи	1	1
471	задачи и	1	1
472	имели в	1	1
473	касаемся здесь	1	1
474	ясностью и	1	1
475	дня и	1	1
476	до известной	2	1
477	а иногда	2	1
478	она могла	1	1
479	самого начала	1	1
480	был понят	1	1
481	тогда когда	4	1
482	правда в	2	1
483	и притом	2	1
484	жизни из	1	1
485	к жанру	1	1
486	в стадии	1	1
487	все без	3	1
488	следовательно и	4	1
489	остро и	1	1
490	в самой	2	1
491	слова как	2	1
492	которые и	1	1
493	заложенные в	2	1
494	таким путем	1	1
495	явление в	1	1
496	за исключением	1	1
497	и является	4	1
498	через все	1	1
499	звучит в	1	1
500	исторического процесса	3	1
501	этом отношении	3	1
502	когда ему	1	1
503	с другом	1	1
504	эти речи	1	1
505	представляется нам	1	1
506	но там	1	1
507	не могут	10	1
508	могут быть	4	1
509	же самое	3	1
510	с полной	1	1
511	к тому	4	1
512	и значений	1	1
513	его с	1	1
514	самому ему	1	1
515	в наши	1	1
516	с новым	1	1
517	они и	3	1
518	социальные и	1	1
519	в полной	2	1
520	имеет место	3	1
521	если же	5	1
522	правда не	1	1
523	и это	2	1
524	своего развития	1	1
525	в виду	3	1
526	но при	2	1
527	и сами	2	1
528	здесь не	2	1
529	от всей	1	1
530	реальной действительности	3	1
531	исторической смены	2	1
532	только то	3	1
533	в себя	1	1
534	но мы	1	1
535	с самого	1	1
536	так в	2	1
537	в рамки	2	1
538	еще в	3	1
539	это только	2	1
540	является в	2	1
541	даны в	1	1
542	для этого	2	1
543	громадное значение	1	1
544	или иной	2	1
545	сравнивает с	1	1
546	строго говоря	1	1
547	остальных областей	1	1
548	и возможно	1	1
549	или от	1	1
550	и та	1	1
551	и что	3	1
552	притом в	2	1
553	что его	1	1
554	для нас	3	1
555	как эта	1	1
556	там же	1	1
557	по их	1	1
558	и своей	2	1
559	момент оценки	1	1
560	разобранной нами	1	1
561	места и	1	1
562	на протяжении	2	1
563	том или	1	1
564	от них	1	1
565	оценок это	1	1
566	со своею	1	1
567	есть уже	1	1
568	исторического становления	1	1
569	еще вернемся	1	1
570	все в	1	1
571	исторического развития	2	1
572	существеннейшую роль	1	1
573	и иных	1	1
574	из моментов	1	1
575	из средств	1	1
576	и существенно	1	1
577	вообще в	1	1
578	языка мы	1	1
579	условия для	1	1
580	человека а	1	1
581	происходит в	1	1
582	оставаясь в	1	1
583	в современной	1	1
584	быть и	1	1
585	в формах	2	1
586	том как	2	1
587	романа и	2	1
588	тот же	1	1
589	недаром и	1	1
590	дело с	3	1
591	из существеннейших	1	1
592	языка на	1	1
593	явления в	1	1
594	должен был	1	1
595	и так	1	1
596	впрочем и	1	1
597	во времени	1	1
598	бы ни	4	1
599	и тем	3	1
600	что эта	1	1
601	и обновления	1	1
602	камень и	1	1
603	да еще	1	1
604	так можно	1	1
605	вопроса о	1	1
606	они пытаются	1	1
607	языка как	2	1
608	в начале	1	1
609	кажется что	2	1
610	в существенное	1	1
611	не из	1	1
612	и показать	1	1
613	актуальным в	1	1
614	или даже	1	1
615	и обратно	1	1
616	за ним	1	1
617	мы знаем	4	1
618	одно из	1	1
619	точке пересечения	1	1
620	слова в	1	1
621	например тому	1	1
622	в языке	2	1
623	автора а	1	1
624	мы можем	4	1
625	как его	9	1
626	например при	1	1
627	отличие от	2	1
628	чтобы не	2	1
629	тем что	5	1
630	или ином	1	1
631	и вместе	1	1
632	нет в	1	1
633	того в	1	1
634	где в	1	1
635	же деле	2	1
636	того что	3	1
637	с общим	1	1
638	без всякой	2	1
639	выходит за	1	1
640	и из	2	1
641	не дали	1	1
642	все сферы	1	1
643	именно в	1	1
644	в середине	1	1
645	воспринимались как	1	1
646	на ней	1	1
647	превращается в	2	1
648	самом же	2	1
649	самое слово	1	1
650	жизнь в	1	1
651	именно на	2	1
652	для их	1	1
653	оценки и	6	1
654	под влиянием	1	1
655	мира в	1	1
656	места которые	1	1
657	он приобретает	1	1
658	все вообще	1	1
659	литература может	1	1
660	и вообще	1	1
661	все более	1	1
662	бы оно	1	1
663	на фоне	3	1
664	материал и	2	1
665	стадии своего	1	1
666	им по	1	1
667	полностью сохраняется	1	1
668	тем существеннее	1	1
669	в языковой	1	1
670	самый факт	2	1
671	независимо от	5	1
672	и иной	2	1
673	и мир	2	1
674	именно для	2	1
675	новыми и	1	1
676	данной эпохи	3	1
677	тело и	1	1
678	тому как	5	1
679	типа как	1	1
680	им с	1	1
681	быть только	2	1
682	друг с	1	1
683	существенных моментах	1	1
684	дело здесь	1	1
685	этого слова	2	1
686	дело идет	3	1
687	в контексте	1	1
688	было ни	1	1
689	эти оценки	1	1
690	нет ничего	1	1
691	действительно существенный	1	1
692	и тогда	2	1
693	актуальностью и	1	1
694	она должна	2	1
695	какой бы	2	1
696	этот образ	1	1
697	и часто	1	1
698	к пониманию	1	1
699	и от	11	1
700	в пределе	2	1
701	частности в	1	1
702	о котором	1	1
703	романе и	1	1
704	к одной	2	1
705	от него	2	1
706	еще более	1	1
707	поэтому все	1	1
708	становления в	1	1
709	и превращаются	1	1
710	ее в	3	1
711	же в	1	1
712	обстоит дело	4	1
713	но если	2	1
714	вне своего	1	1
715	этих элементов	1	1
716	может и	3	1
717	слово в	2	1
718	не знает	1	1
719	действительностью в	2	1
720	и только	2	1
721	но этим	1	1
722	ведь он	1	1
723	в такие	1	1
724	но этот	1	1
725	самого языка	1	1
726	каждое слово	1	1
727	отношению к	3	1
728	из этого	4	1
729	формы его	3	1
730	сфер в	1	1
731	работы в	1	1
732	время не	1	1
733	в абстрактном	1	1
734	полной силе	2	1
735	факт его	1	1
736	всем этом	1	1
737	жизни и	4	1
738	это определение	1	1
739	совершается в	3	1
740	значение образа	1	1
741	образ этот	1	1
