N	2gram	Vygotskiy__3	formyVre
608	а отнюдь	1	1
609	и жизнь	1	1
610	и смерти	1	1
611	этого слова	2	1
612	найти не	1	1
613	благодаря этому	2	1
614	оба они	1	1
615	от героев	1	1
616	между прочим	1	1
617	имел в	1	1
618	из него	4	1
619	говоря это	1	1
620	и тогда	1	1
621	что то	1	1
622	мы найдем	2	1
623	указать на	3	1
624	уже на	1	1
625	этого рода	1	1
626	бы как	1	1
627	однажды как	1	1
628	на время	2	1
629	в результате	1	1
630	литературных жанров	1	1
631	которая присуща	1	1
632	в отдельных	1	1
633	я без	2	1
634	и события	1	1
635	бы в	3	1
636	всякого рода	1	1
637	и ни	1	1
638	останавливаться на	1	1
639	своих героев	2	1
640	и смысл	1	1
641	иначе он	1	1
642	поэтому все	1	1
643	раскрывается в	1	1
644	для читателя	2	1
645	бы на	1	1
646	к самому	2	1
647	нам не	2	1
648	в свою	4	1
649	наконец что	1	1
650	в большом	1	1
651	они как	1	1
652	в отдельности	1	1
653	больших и	1	1
654	от всех	1	1
655	котором я	3	1
656	совершенно не	5	1
657	дело с	1	1
658	это на	1	1
659	развитие и	1	1
660	нет но	1	1
661	одновременно и	3	1
662	ко всему	1	1
663	что действие	1	1
664	от гибели	1	1
665	самой природе	1	1
666	стиле и	2	1
667	в таком	3	1
668	этой точки	1	1
669	они не	2	1
