N	2gram	Vinokur_Vv_1	EvropaiE
686	этого слова	2	1
687	слова и	1	1
688	части своего	1	1
689	лучшем случае	1	1
690	и изучение	3	1
691	ближе к	2	1
692	тех или	3	1
693	более того	1	1
694	с полной	1	1
695	одного и	2	1
696	это можно	1	1
697	что оно	2	1
698	и иного	1	1
699	различие которое	1	1
700	о котором	8	1
701	а к	1	1
702	в ближайшем	1	1
703	особого рода	4	1
704	возникает вопрос	2	1
705	потребностей в	1	1
706	в большей	7	1
707	но это	1	1
708	обращаться с	2	1
709	бы на	1	1
710	групп и	1	1
711	и другие	1	1
712	в обстановке	1	1
713	поскольку это	1	1
714	совершенно ошибочно	1	1
715	в отношениях	2	1
716	цель и	1	1
717	с ней	2	1
718	понимать как	1	1
719	оно не	1	1
720	что даже	2	1
721	от природы	1	1
722	как некая	1	1
723	областей но	1	1
724	в свое	2	1
725	имеют дело	1	1
726	есть то	1	1
727	время не	1	1
728	к числу	1	1
729	чтобы ее	1	1
730	только одна	1	1
731	это в	2	1
732	понимать что	1	1
733	ничего иного	1	1
734	можно назвать	1	1
735	все что	1	1
736	гораздо более	3	1
