N	2gram	Kanaev_Sov_1	Istorich
267	в науке	2	1
268	их еще	1	1
269	он с	1	1
270	этого явления	1	1
271	но очень	2	1
272	очень мало	1	1
273	не вытекает	1	1
274	ли это	1	1
275	и красота	1	1
276	и живой	1	1
277	очень часто	1	1
278	же самое	2	1
279	предыдущей главе	1	1
280	только одну	2	1
281	если же	2	1
282	должен быть	1	1
283	можем назвать	3	1
284	оно может	1	1
285	в некоторых	2	1
286	раз мы	1	1
287	но мы	3	1
288	и может	1	1
289	можно было	1	1
290	только тот	1	1
291	те же	1	1
292	ясно что	3	1
293	во многом	1	1
294	том как	1	1
295	если бы	1	1
296	должны признать	1	1
297	мы всегда	1	1
298	и та	1	1
299	вражда к	1	1
300	и во	2	1
301	в его	2	1
302	в третьем	2	1
303	во всей	1	1
304	каждый элемент	1	1
305	и только	1	1
306	именно в	1	1
307	которая и	1	1
308	в ту	1	1
309	у всех	3	1
310	в самый	1	1
311	значит что	1	1
312	развития но	2	1
313	как например	1	1
314	на которой	1	1
315	этого можно	1	1
316	но этим	1	1
317	не сказано	1	1
318	в какой	1	1
319	и действительно	1	1
320	и потому	3	1
321	которых в	1	1
322	он уже	1	1
323	жизни и	4	1
324	всего мы	1	1
325	представляет для	1	1
326	в большинстве	1	1
327	и они	2	1
328	можно произвести	1	1
329	в виде	2	1
330	в начале	1	1
331	где у	1	1
332	не дает	2	1
333	которые в	1	1
334	себе в	1	1
335	и их	1	1
336	как его	1	1
337	но что	1	1
338	она всегда	1	1
339	объяснение этого	1	1
340	мало для	1	1
341	рядом с	1	1
342	из двух	3	1
343	этого объяснения	1	1
344	и из	1	1
345	на ее	1	1
346	здесь в	1	1
347	и конкретную	1	1
348	условия при	1	1
349	этот результат	1	1
350	на которые	1	1
351	должны ли	1	1
352	и пр	2	1
353	ей не	1	1
354	а на	2	1
355	означало бы	1	1
356	все более	1	1
357	и начала	1	1
358	в предыдущей	1	1
359	из которых	2	1
360	направление в	1	1
361	xix века	1	1
362	мы опять	1	1
363	к другому	1	1
364	совершенно достаточно	1	1
365	что же	5	1
366	где это	1	1
367	явления на	2	1
368	этом случае	1	1
369	в условиях	5	1
370	только одна	6	1
371	условий в	1	1
372	дать точный	1	1
373	его с	1	1
374	человек и	1	1
375	в эту	1	1
376	еще более	2	1
377	для его	2	1
378	силы в	1	1
379	все они	1	1
380	же в	1	1
381	она дает	1	1
382	а о	1	1
383	это делает	1	1
384	не знает	1	1
385	они все	1	1
386	сколько угодно	1	1
387	отношению к	1	1
388	в свое	1	1
389	объяснение не	1	1
390	в заключение	1	1
391	все что	1	1
392	на другой	1	1
393	причем эти	1	1
394	и свою	1	1
395	можно назвать	2	1
396	в таком	2	1
397	такой же	2	1
398	этим вопросом	1	1
