N	2gram	Propp_Russ_2	Hudozhes
324	для чего	1	1
325	было ни	1	1
326	в москве	1	1
327	и еще	2	1
328	за иконой	1	1
329	во время	12	1
330	и при	2	1
331	таким же	1	1
332	в город	1	1
333	человеком и	1	1
334	на свою	1	1
335	а потом	1	1
336	как символ	1	1
337	существа не	1	1
338	но он	3	1
339	внимания на	1	1
340	видно что	2	1
341	была не	2	1
342	и более	1	1
343	в конце	1	1
344	том же	4	1
345	где именно	2	1
346	дай бог	1	1
347	случае мы	1	1
348	нас к	3	1
349	того момента	1	1
350	и притом	1	1
351	а иногда	2	1
352	что с	2	1
353	виду что	1	1
354	все мы	1	1
355	дело в	1	1
356	ее с	1	1
357	приносится в	1	1
358	не вызывает	1	1
359	в сад	1	1
360	земли в	1	1
361	был в	1	1
362	наблюдения и	1	1
363	найти в	1	1
364	учения о	1	1
365	того в	2	1
366	такая же	1	1
367	к вам	5	1
368	сосредоточены на	1	1
369	имели место	1	1
370	и выводы	1	1
371	в момент	2	1
372	когда мы	2	1
373	во все	1	1
374	и такие	1	1
375	от нее	1	1
376	все еще	1	1
377	только одну	2	1
378	и женские	1	1
379	а затем	4	1
380	можно показать	1	1
381	м е	1	1
382	смерти в	2	1
383	может дать	1	1
384	то как	1	1
385	на нее	6	1
386	в мышлении	1	1
387	дерева и	2	1
388	еще в	2	1
389	обеда в	1	1
390	это только	1	1
391	что от	3	1
392	но у	1	1
393	жизнь и	2	1
394	но иногда	1	1
395	с этого	1	1
396	собой и	1	1
397	в настоящее	1	1
398	это обычно	1	1
399	образом в	2	1
400	он здесь	1	1
401	и здесь	1	1
402	обновления жизни	1	1
403	настоящее время	1	1
404	и что	5	1
405	в глаза	2	1
406	всю зиму	1	1
407	после того	2	1
408	нас в	1	1
409	все в	2	1
410	места и	1	1
411	этот момент	1	1
412	должно было	3	1
413	по случаю	1	1
414	это нужно	1	1
415	чем и	1	1
416	в другой	1	1
417	по разным	1	1
418	того что	3	1
419	уходит в	1	1
420	как например	3	1
421	быть и	1	1
422	по своей	1	1
423	но с	1	1
424	с себя	1	1
425	сразу же	2	1
426	в новой	2	1
427	на другие	1	1
428	есть жизнь	1	1
429	но ни	1	1
430	и потому	1	1
431	братьев и	1	1
432	характерной для	1	1
433	так что	4	1
434	по убеждению	1	1
435	уже в	1	1
436	он очень	1	1
437	выходя из	1	1
438	вернуться к	1	1
439	в дом	8	1
440	за ним	3	1
441	превращаются в	1	1
442	их как	1	1
443	например к	1	1
444	который как	1	1
445	над ними	1	1
446	или даже	3	1
447	могло бы	1	1
448	эту силу	5	1
449	домой с	1	1
450	ты меня	1	1
451	так как	13	1
452	то время	2	1
453	и молодые	1	1
454	независимо от	1	1
455	говорит вот	1	1
456	этом отношении	1	1
457	это по	1	1
458	песни в	3	1
459	случае с	1	1
460	сила ее	1	1
461	ней и	1	1
462	и даже	1	1
463	живой и	1	1
464	по своим	1	1
465	а именно	3	1
466	человека а	2	1
467	на святках	5	1
468	по всей	3	1
469	на поверхности	1	1
470	в московской	1	1
471	выступает в	1	1
472	церкви и	2	1
473	а на	9	1
474	всему что	1	1
475	его смерти	1	1
476	на которых	1	1
477	до конца	3	1
478	а так	1	1
479	там где	2	1
480	которого она	1	1
481	в точности	1	1
482	приносила с	1	1
483	эти слова	1	1
484	в лесу	10	1
485	он тем	1	1
486	не удается	1	1
487	в пределах	1	1
488	к жизни	5	1
489	что за	1	1
490	чем в	2	1
491	по существу	4	1
492	человек с	1	1
493	исходя из	1	1
494	xix в	3	1
495	во всю	1	1
496	с этой	2	1
497	на другое	1	1
498	лет она	1	1
499	этом случае	6	1
500	но это	1	1
501	и таким	1	1
502	вокруг него	2	1
503	все не	1	1
504	он видел	1	1
505	на улице	1	1
506	только тогда	3	1
507	место для	1	1
508	ее и	2	1
509	из себя	1	1
510	в поле	19	1
511	и дело	2	1
512	же в	6	1
513	за этим	2	1
514	с ней	5	1
515	только как	2	1
516	другой стороны	1	1
517	совершенно не	2	1
518	из этого	2	1
519	и жизнь	1	1
520	на лице	1	1
521	это так	1	1
522	к этой	1	1
523	в своих	2	1
524	это в	2	1
525	к этому	5	1
526	в таком	4	1
527	в остальное	1	1
