N	2gram	Kanaev_Sov_1	Problema
295	чего же	1	1
296	то нет	1	1
297	именно эта	1	1
298	не приходится	1	1
299	не знает	1	1
300	ни одна	2	1
301	построение которое	1	1
302	в известном	1	1
303	нами в	1	1
304	xviii и	1	1
305	и те	1	1
306	в наших	3	1
307	с последней	1	1
308	еще мало	2	1
309	прошлого века	1	1
310	и будет	2	1
311	на этом	2	1
312	человека в	1	1
313	в каждом	8	1
314	то ни	2	1
315	факт что	1	1
316	если нет	1	1
317	в совершенно	1	1
318	дальнейшем и	1	1
319	может стать	1	1
320	или другой	1	1
321	нет в	1	1
322	и вся	1	1
323	на друга	1	1
324	мы видели	4	1
325	и тогда	1	1
326	их на	1	1
327	и становится	1	1
328	в такой	1	1
329	наших дней	1	1
330	мы конечно	1	1
331	только все	1	1
332	всего только	2	1
333	представление о	1	1
334	и значит	1	1
335	вопрос о	4	1
336	природы но	1	1
337	является только	1	1
338	но обладает	1	1
339	и той	1	1
340	начале нашего	1	1
341	поэтому в	1	1
342	науке а	1	1
343	ее отдельных	1	1
344	ни было	1	1
345	общего и	1	1
346	из одного	2	1
347	вообще на	1	1
348	что эта	1	1
349	можем сказать	1	1
350	о значении	2	1
351	системы этот	1	1
352	на котором	2	1
353	если в	1	1
354	в процессе	1	1
355	не составляют	1	1
356	на язык	1	1
357	одна из	3	1
358	это то	1	1
359	этих двух	2	1
360	в какой-нибудь	1	1
361	эта для	1	1
362	есть такой	1	1
363	очень часто	1	1
364	физических и	2	1
365	указать на	1	1
366	что наш	1	1
367	этого и	1	1
368	его с	1	1
369	о каком	1	1
370	если же	2	1
371	должен быть	1	1
372	правда не	1	1
373	с ее	1	1
374	на другой	1	1
375	значение этих	1	1
376	в условиях	5	1
377	но такая	1	1
378	каждый раз	6	1
379	же необходимо	1	1
380	мы это	1	1
381	нечто совсем	1	1
382	мало для	1	1
383	в другом	1	1
384	и та	1	1
385	одного из	1	1
386	утверждает что	1	1
387	пр но	1	1
388	как нет	1	1
389	было совершенно	1	1
390	при исследовании	1	1
391	функций в	1	1
392	во втором	1	1
393	если у	1	1
394	не более	1	1
395	которая и	1	1
396	в ту	1	1
397	в самый	1	1
398	известном смысле	1	1
399	не случайно	1	1
400	которых она	1	1
401	видели что	3	1
402	этот вопрос	1	1
403	не сказано	1	1
404	которая оказывается	1	1
405	может оказаться	1	1
406	тот или	2	1
407	до наших	1	1
408	сводится только	1	1
409	конечно не	1	1
410	ни одного	1	1
411	чтобы он	1	1
412	в начале	1	1
413	чем ее	1	1
414	не из	1	1
415	не дает	2	1
416	в данной	1	1
417	его и	1	1
418	мы знаем	2	1
419	и их	1	1
420	и навсегда	1	1
421	много и	1	1
422	от другой	1	1
423	на ее	1	1
424	это пока	1	1
425	понимают все	1	1
426	каждом отдельном	5	1
427	на ней	1	1
428	в некоторых	2	1
429	вполне достаточно	1	1
430	ей не	1	1
431	позиции в	1	1
432	означало бы	1	1
433	бы ее	1	1
434	результата и	1	1
435	говорить только	1	1
436	нет никаких	1	1
437	он уже	1	1
438	науки чрезвычайно	1	1
439	из которых	2	1
440	без труда	1	1
441	и к	3	1
442	xix века	1	1
443	предмета ни	1	1
444	образом на	1	1
445	это значит	1	1
446	несколько слов	1	1
447	но вопрос	1	1
448	силу и	1	1
449	не знаем	2	1
450	всегда будет	1	1
451	и от	1	1
452	а все	3	1
453	не представляет	1	1
454	в третьем	2	1
455	все они	1	1
456	тот же	2	1
457	в системе	3	1
458	не быть	1	1
459	природой и	1	1
460	они все	1	1
461	есть то	1	1
462	просто не	1	1
463	жизни и	4	1
464	и эта	1	1
465	к этому	1	1
466	которая не	1	1
