N	2gram	Bakhtin_KF_1	VerxiiNi
129	что именно	1	2
130	и наконец	1	2
131	ни один	1	2
132	на то	1	2
133	перестает быть	1	2
134	не к	1	2
135	не как	4	2
136	из него	3	2
137	его от	1	2
138	людей и	2	2
139	то ни	2	2
140	было конечно	1	2
141	на все	1	2
142	с целью	1	2
143	признать что	1	2
144	не в	12	2
145	для каждого	1	2
146	тогда когда	3	2
147	не могло	1	2
148	только не	1	2
149	же время	2	2
150	ему в	2	2
151	ли это	2	2
152	не потому	2	2
153	культурные ценности	3	2
154	и здесь	7	2
155	выход из	2	2
156	и другой	1	2
157	отличается от	1	2
158	той или	3	2
159	утверждать что	1	2
160	ничего общего	2	2
161	но при	1	2
162	то или	2	2
163	приводит к	1	2
164	культуры на	1	2
165	не с	1	2
166	особенно в	1	2
167	связанных с	1	2
168	можно только	1	2
169	для этого	2	2
170	мысль о	1	2
171	в виду	3	2
172	между тем	4	2
173	быть и	3	2
174	по своей	1	2
175	один из	2	2
176	тот же	1	2
177	мира его	1	2
178	и действительно	6	2
179	этот факт	2	2
180	от них	1	2
181	со всеми	2	2
182	конечно не	7	2
183	нами и	1	2
184	эта ценность	1	2
185	одно из	1	2
186	мы можем	1	2
187	этой задачи	1	2
188	или иной	2	2
189	и из	1	2
190	именно в	5	2
191	прежде всего	2	2
192	превращается в	1	2
193	не было	8	2
194	и все	7	2
195	если не	2	2
196	уже давно	1	2
197	связь с	1	2
198	и мир	2	2
199	по своему	3	2
200	что мы	1	2
201	только для	1	2
202	влечет за	1	2
203	же самое	1	2
204	сознании и	1	2
205	при таком	1	2
206	совершенно иной	1	2
207	из себя	8	2
208	в эту	1	2
209	только что	1	2
210	ни было	4	2
211	в свою	3	2
212	в процессе	2	2
213	к его	1	2
214	одновременно и	1	2
215	ко всему	5	2
216	жизни и	8	2
217	все что	1	2
218	себя как	2	1
219	только он	1	1
220	можно говорить	1	1
221	чтобы не	2	1
222	в этот	1	1
223	по методу	1	1
224	смысле слова	1	1
225	самом деле	3	1
226	он может	2	1
227	это и	2	1
228	и есть	9	1
229	этого мира	3	1
230	тем же	1	1
231	в первом	1	1
232	конечно невозможно	1	1
233	и до	1	1
234	и требует	1	1
235	где я	4	1
236	и этот	3	1
237	культуры который	1	1
238	мы уже	1	1
239	той же	1	1
240	их и	1	1
241	а как	2	1
242	в заблуждение	1	1
243	есть единственное	1	1
244	мы не	3	1
245	мир не	1	1
246	что уже	1	1
247	именно к	1	1
248	бы и	3	1
249	этого момента	1	1
250	он как	1	1
251	совпадает с	1	1
252	жизни это	1	1
253	в ней	3	1
254	вышла из	1	1
255	быть в	4	1
256	нему в	4	1
257	в чем	4	1
258	события в	3	1
259	а следовательно	3	1
260	сказать и	1	1
261	землю и	1	1
262	и всякий	1	1
263	по отношению	26	1
264	а через	1	1
265	себя в	8	1
266	один и	1	1
267	этих людей	2	1
268	как в	2	1
269	от до	1	1
270	выйти из	1	1
271	определить в	2	1
272	как к	2	1
273	ей придется	1	1
274	материальные и	1	1
275	его к	2	1
276	от этого	2	1
277	к чему	3	1
278	та же	2	1
279	не был	1	1
280	в нашем	1	1
281	близости к	1	1
282	думать что	2	1
283	не более	1	1
284	и тот	1	1
285	как основной	1	1
286	и будущее	2	1
287	имеем в	2	1
288	если он	1	1
289	вследствие этого	2	1
290	на его	1	1
291	время и	5	1
292	всех этих	3	1
293	он должен	1	1
294	в корне	2	1
295	действенное отношение	1	1
296	новое и	1	1
297	остается лишь	1	1
298	такую принципиальную	1	1
299	постольку поскольку	1	1
300	на этом	1	1
301	частей и	1	1
302	что она	1	1
303	не следует	1	1
304	этом последнем	1	1
305	том же	1	1
306	задний план	1	1
307	что мир	1	1
308	бы быть	5	1
309	а по	2	1
310	себя не	3	1
311	его в	5	1
312	входит в	3	1
313	это было	2	1
314	это не	10	1
315	было бы	8	1
316	на почве	1	1
317	не совпадает	1	1
318	весь мир	2	1
319	между отдельными	1	1
320	а просто	1	1
321	в жизни	2	1
322	смерть и	1	1
323	и смерти	1	1
324	ни в	12	1
325	нет в	4	1
326	она и	1	1
327	соответствии с	2	1
328	его все	1	1
329	как и	5	1
330	его бытие	1	1
331	чем в	1	1
332	даже там	1	1
333	должно быть	6	1
334	быть совершено	1	1
335	и того	2	1
336	одного и	1	1
337	жизни мира	1	1
338	от своего	1	1
339	в своей	10	1
340	никто не	1	1
341	своей культуре	1	1
342	в их	8	1
343	то для	1	1
344	и вокруг	1	1
345	знает и	2	1
346	место в	5	1
347	все и	1	1
348	целом есть	1	1
349	рождение и	1	1
350	но эта	5	1
351	любовь ко	1	1
352	их в	1	1
353	не должно	3	1
354	этот мир	2	1
355	по себе	2	1
356	начало а	1	1
357	случае мы	2	1
358	сознании в	1	1
359	вообще невозможно	1	1
360	эта мысль	1	1
361	и ясно	2	1
362	дело не	2	1
363	и отсюда	2	1
364	не по	4	1
365	чтобы стать	1	1
366	а тот	1	1
367	следовательно и	1	1
368	ничего не	3	1
369	и весь	2	1
370	вследствие того	1	1
371	этих последних	1	1
372	языка это	1	1
373	за исключением	1	1
374	это слово	1	1
375	мире и	1	1
376	к этим	1	1
377	бы по	1	1
378	не нужен	2	1
379	в сознании	2	1
380	только с	3	1
381	и делает	2	1
382	этического смысла	1	1
383	течение жизни	1	1
384	в каком	4	1
385	когда мы	1	1
386	могут быть	3	1
387	этот выход	1	1
388	лежит в	1	1
389	книги но	1	1
390	должны быть	1	1
391	и относит	1	1
392	всего что	1	1
393	смерти и	1	1
394	и конечно	2	1
395	не есть	20	1
396	за свою	1	1
397	всегда в	1	1
398	для себя	5	1
399	разные стороны	1	1
400	с ее	2	1
401	как не	1	1
402	свою очередь	1	1
403	здесь не	3	1
404	всего этого	1	1
405	в ее	16	1
406	в себя	7	1
407	во главе	2	1
408	своей теоретической	1	1
409	как с	1	1
410	и совершенно	3	1
411	котором он	3	1
412	с собой	1	1
413	характерной чертой	1	1
414	живет в	1	1
415	бытие не	4	1
416	пассивности и	1	1
417	с этого	2	1
418	собой и	1	1
419	с ним	5	1
420	ничто в	1	1
421	и смерть	1	1
422	первом случае	1	1
423	и должно	1	1
424	и других	2	1
425	другими словами	1	1
426	настоящее время	1	1
427	картина мира	1	1
428	не стоит	1	1
429	может не	2	1
430	любви к	1	1
431	потому только	1	1
432	и во	1	1
433	все в	1	1
434	связь между	1	1
435	тем или	1	1
436	бы человек	1	1
437	не отличаются	1	1
438	него выйти	1	1
439	во втором	1	1
440	во всей	4	1
441	в ту	2	1
442	есть что	1	1
443	и другую	1	1
444	оставаясь в	1	1
445	совсем не	2	1
446	мы видим	1	1
447	воплощается в	1	1
448	с ними	3	1
449	дело с	2	1
450	друг друга	1	1
451	человека все	1	1
452	целого и	1	1
453	в разные	1	1
454	и так	1	1
455	всех его	2	1
456	мира как	2	1
457	и ее	2	1
458	их не	1	1
459	и его	17	1
460	по всей	1	1
461	не можем	1	1
462	лишь общие	1	1
463	только на	1	1
464	есть проблема	1	1
465	только тогда	1	1
466	в душе	1	1
467	растворяется в	1	1
468	лишь постольку	1	1
469	бытия или	1	1
470	ибо он	1	1
471	себе в	1	1
472	и их	6	1
473	могло бы	4	1
474	знать о	1	1
475	и этими	1	1
476	не для	1	1
477	бытия и	10	1
478	ввиду того	1	1
479	и никогда	1	1
480	содержанием в	1	1
481	как раз	1	1
482	как этот	1	1
483	тем что	3	1
484	смысла и	2	1
485	которые как	1	1
486	чему не	2	1
487	теоретически и	1	1
488	со всем	5	1
489	этого человека	1	1
490	а именно	1	1
491	бытия в	5	1
492	в соответствии	2	1
493	и пр	3	1
494	притом не	1	1
495	и своего	1	1
496	и музыка	1	1
497	она является	1	1
498	зависит от	1	1
499	человеческой жизни	1	1
500	жизнь в	1	1
501	всей своей	2	1
502	он становится	1	1
503	только от	1	1
504	нашей точки	1	1
505	это бытие	1	1
506	людьми и	1	1
507	действия в	1	1
508	с нашей	1	1
509	в момент	3	1
510	нет ничего	1	1
511	него в	1	1
512	эти слова	1	1
513	ни на	1	1
514	всем что	1	1
515	с этим	1	1
516	в данном	2	1
517	на которого	1	1
518	и за	2	1
519	смысле этого	1	1
520	это есть	2	1
521	отношения к	1	1
522	там где	5	1
523	и менее	1	1
524	есть тот	1	1
525	вошли в	1	1
526	этого слова	2	1
527	основана на	1	1
528	как из	1	1
529	такой же	1	1
530	но это	6	1
531	о его	1	1
532	к двум	1	1
533	помнить что	1	1
534	нет выхода	1	1
535	но для	2	1
536	нечто подобное	1	1
537	мира в	6	1
538	не является	1	1
539	которых он	1	1
540	живет и	1	1
541	но такой	1	1
542	не существует	1	1
543	на задний	1	1
544	т.е к	1	1
545	его с	2	1
546	мира и	4	1
547	в настоящее	1	1
548	или иным	2	1
549	это уже	2	1
550	это позволяет	1	1
551	ни к	2	1
552	мы ничего	1	1
553	все они	1	1
554	же в	1	1
555	могли быть	1	1
556	от исторического	1	1
557	бытие но	2	1
558	лишь по	1	1
559	только как	4	1
560	совершенно не	6	1
561	жизни а	1	1
562	культуры в	1	1
563	тот единственный	1	1
564	т.е как	1	1
565	в своих	3	1
566	они не	1	1
