N	2gram	Tiupa_Lite_3	Dialekti
299	может и	1	2
300	не говоря	4	2
301	и одно	1	2
302	другой стороны	2	2
303	совершенно не	3	2
304	бы его	1	2
305	из этого	1	2
306	вещи есть	1	2
307	но еще	2	2
308	к этой	1	2
309	а я	3	2
310	ее в	2	2
311	в своих	2	2
312	они не	1	2
313	который не	1	2
314	этой точки	1	2
315	от этой	1	1
316	отношения к	3	1
317	зависимость от	1	1
318	начинается с	1	1
319	ее реальности	1	1
320	этом отношении	5	1
321	на самом	1	1
322	идет о	1	1
323	в приведенном	1	1
324	так уже	1	1
325	и принципиально	1	1
326	вещей в	2	1
327	по которым	1	1
328	по преимуществу	1	1
329	что эти	1	1
330	едва ли	3	1
331	находимся в	1	1
332	и за	1	1
333	по его	1	1
334	объект в	2	1
335	и души	1	1
336	для своего	2	1
337	и себя	1	1
338	и совсем	1	1
339	когда люди	1	1
340	вас не	1	1
341	эпохи в	1	1
342	на свою	3	1
343	слова о	1	1
344	личности с	3	1
345	субъекта то	1	1
346	человеческого опыта	1	1
347	одного человека	1	1
348	во всех	2	1
349	сказать и	2	1
350	конечном счете	1	1
351	в общем	1	1
352	тогда как	17	1
353	себе и	1	1
354	свободы и	2	1
355	именно миф	1	1
356	здесь очевидно	1	1
357	независимо от	1	1
358	этом его	1	1
359	стороны и	2	1
360	и наконец	3	1
361	это тоже	1	1
362	более или	1	1
363	выявляет свою	1	1
364	в этот	1	1
365	откровения и	1	1
366	право на	2	1
367	что к	1	1
368	личностного бытия	1	1
369	а просто	1	1
370	как личность	1	1
371	жизни вовсе	1	1
372	творца и	1	1
373	существу своему	1	1
374	при виде	1	1
375	именно то	1	1
376	свою собственную	1	1
377	не к	1	1
378	в корне	1	1
379	как от	1	1
380	о таком	1	1
381	то ни	2	1
382	в совершенно	2	1
383	им как	1	1
384	в мире	16	1
385	в глубине	2	1
386	его в	2	1
387	знает что	2	1
388	мы находимся	1	1
389	всю свою	1	1
390	весь мир	1	1
391	она становится	1	1
392	нет в	1	1
393	такое мы	1	1
394	далеко не	2	1
395	свете есть	1	1
396	место и	1	1
397	не всегда	2	1
398	о чем	3	1
399	жизни но	1	1
400	в чистом	1	1
401	нисколько не	1	1
402	или менее	1	1
403	во время	1	1
404	мир он	1	1
405	нас не	1	1
406	со всяким	1	1
407	в отношении	1	1
408	взгляд на	3	1
409	целом и	2	1
410	не становится	3	1
411	в котором	1	1
412	то для	1	1
413	место в	4	1
414	как совокупность	1	1
415	не как	2	1
416	вещей как	1	1
417	по своей	3	1
418	поэзия же	1	1
419	одном из	2	1
420	но он	1	1
421	вот уже	1	1
422	друг другу	1	1
423	что было	1	1
424	и более	1	1
425	не тем	1	1
426	свобода и	1	1
427	в устах	1	1
428	даже в	4	1
429	в историческом	1	1
430	же самого	1	1
431	то с	1	1
432	его внутреннего	1	1
433	содержит в	1	1
434	нас самих	2	1
435	вплоть до	2	1
436	что ему	2	1
437	душе и	1	1
438	ибо каждая	1	1
439	мы все	1	1
440	в единство	1	1
441	для кого	1	1
442	в нас	2	1
443	сознания конечно	1	1
444	этого явления	1	1
445	вопрос не	1	1
446	о природе	2	1
447	передо мною	1	1
448	жизни не	2	1
449	природы в	1	1
450	тогда она	1	1
451	и другого	2	1
452	своего существования	1	1
453	связи с	2	1
454	и при	2	1
455	входят в	1	1
456	не столь	1	1
457	точке зрения	1	1
458	чистом виде	1	1
459	именно оно	1	1
460	что там	1	1
461	без внимания	1	1
462	как только	1	1
463	же самое	2	1
464	в своего	2	1
465	тех кто	1	1
466	что вы	1	1
467	жизнь ибо	1	1
468	как некое	1	1
469	в каждой	2	1
470	на наших	1	1
471	аналогию с	1	1
472	другого эта	1	1
473	с ее	3	1
474	не могу	2	1
475	в ее	5	1
476	данном случае	4	1
477	он с	1	1
478	он теряет	1	1
479	и сам	2	1
480	слово есть	1	1
481	не с	2	1
482	было в	1	1
483	для самой	1	1
484	таких примеров	1	1
485	именно тогда	1	1
486	не будучи	1	1
487	в словах	3	1
488	мира а	2	1
489	трактуется как	1	1
490	и восприятия	1	1
491	свою смерть	1	1
492	миф как	1	1
493	о смерти	1	1
494	то есть	5	1
495	слова из	2	1
496	и активно	1	1
497	упование на	1	1
498	на вопрос	1	1
499	внимание на	2	1
500	все прочие	1	1
501	миф в	1	1
502	нужно в	1	1
503	можно сказать	2	1
504	и который	1	1
505	на точку	1	1
506	в конечном	1	1
507	и требует	1	1
508	эти два	1	1
509	целиком в	1	1
510	бы и	3	1
511	наконец в	3	1
512	он был	1	1
513	если эта	1	1
514	если это	2	1
515	в лице	2	1
516	и мир	1	1
517	не зная	1	1
518	но так	1	1
519	сюда же	1	1
520	но с	2	1
521	его собственная	1	1
522	здесь не	2	1
523	одной из	1	1
524	в обществе	1	1
525	об их	1	1
526	в качестве	5	1
527	в сторону	3	1
528	чтобы он	2	1
529	на свое	2	1
530	а то	1	1
531	был бы	1	1
532	представлений о	1	1
533	в одном	4	1
534	бытие личности	1	1
535	при всей	1	1
536	и делает	1	1
537	явно не	1	1
538	силы для	1	1
539	момент в	1	1
540	до самого	1	1
541	живой жизни	3	1
542	но одно	1	1
543	пришли к	1	1
544	превратится в	1	1
545	самой вещи	1	1
546	опыта но	1	1
547	или о	1	1
548	и тело	1	1
549	обратиться к	1	1
550	выше и	2	1
551	природа и	2	1
552	а так	2	1
553	мира в	3	1
554	в связи	1	1
555	это откровение	1	1
556	внимания к	1	1
557	что поскольку	1	1
558	вместе с	5	1
559	в историю	1	1
560	другого я	2	1
561	чем в	1	1
562	самого себя	1	1
563	я с	3	1
564	мыслится как	3	1
565	слова и	1	1
566	мира я	1	1
567	глубине души	1	1
568	объекта и	2	1
569	потому не	1	1
570	его с	1	1
571	о котором	1	1
572	которая в	1	1
573	человек и	1	1
574	здесь я	1	1
575	в этих	1	1
576	я хотел	1	1
577	чтобы его	1	1
578	которое должно	1	1
579	с таким	1	1
580	ни было	2	1
581	всяким другим	2	1
582	к ее	1	1
583	собственного сознания	1	1
584	мыслит себя	1	1
585	в психологии	1	1
586	это все	1	1
587	для каждой	1	1
588	лишь тогда	1	1
589	вопрос что	1	1
590	в процессе	1	1
591	у людей	1	1
592	которая не	1	1
