1	и в	23	45
164	именно в	3	3
165	к другу	1	3
166	нет и	1	3
167	в той	2	3
168	а в	3	3
169	не оставляет	1	3
170	а именно	2	3
171	к идее	1	3
172	и той	1	3
173	в пределы	1	3
174	всего этого	1	3
175	и даже	2	3
176	в самой	2	3
177	или иной	1	3
178	что если	2	3
179	же вы	1	3
180	так и	4	3
181	не имеет	4	3
182	того что	3	3
183	мы видели	2	3
184	значение для	1	3
185	о том	1	3
186	одна из	1	3
187	слово в	1	3
188	мы и	1	3
189	с ее	1	3
190	что они	2	3
191	это не	6	3
192	само по	5	2
193	не раз	1	2
194	не есть	1	2
195	если бы	12	2
196	или не	1	2
197	он уже	2	2
198	отметить что	1	2
199	в которой	1	2
200	тем самым	2	2
201	можно сказать	4	2
202	этом отношении	3	2
203	так что	1	2
204	и некоторые	1	2
205	при этом	2	2
206	от того	4	2
207	и здесь	5	2
208	по крайней	6	2
209	идет о	1	2
210	о слове	1	2
211	это как	1	2
212	как это	5	2
213	по сравнению	2	2
214	здесь не	3	2
215	автора но	1	2
216	и становится	1	2
217	они не	1	2
218	но уже	2	2
219	и категории	1	2
220	один из	5	2
221	мы имеем	5	2
222	не хочу	2	2
223	и о	4	2
224	бы быть	1	2
225	формулы и	2	2
226	этой точки	2	2
227	и по	3	2
228	за счет	2	2
229	сравнению с	1	2
230	а потому	1	2
231	в свое	2	2
232	а что	1	2
233	свою жизнь	1	2
234	ни в	4	2
235	как к	1	2
236	только что	1	2
237	но только	4	2
238	если не	1	2
239	не потому	1	2
240	и у	2	2
241	связан с	1	2
242	здесь то	2	2
243	достоевского и	2	2
244	и прежде	1	2
245	не значит	1	2
246	как на	1	2
247	те же	3	2
248	и что	8	2
249	только для	2	2
250	за собой	2	2
251	в форме	3	2
252	или в	4	2
253	этот термин	2	2
254	идея как	1	2
255	крайней мере	6	2
256	и как	1	2
257	тот же	5	2
258	хотя и	4	2
259	не был	1	2
260	не исчерпывается	1	2
261	для меня	1	2
262	то они	1	2
263	ведет к	1	2
264	тем что	3	2
265	образом в	2	2
266	в области	11	2
267	на них	1	2
268	на то	4	2
269	смысле этого	2	2
270	с такими	1	2
271	относится к	1	2
272	можно найти	1	2
273	одной из	1	2
274	полное право	1	2
275	даже и	2	2
276	большинстве случаев	2	2
277	что эта	2	2
278	до сих	1	2
279	показать что	1	2
280	к этой	3	2
281	можно было	9	2
282	природе своей	1	2
283	ничего общего	1	2
284	лежит в	1	2
285	в нашем	7	2
286	отношения к	2	2
287	находится в	1	2
288	таким же	2	2
289	как у	2	2
290	это вовсе	1	2
291	из которых	3	2
292	что значит	2	2
293	от них	1	2
294	в виду	3	2
295	и к	1	2
296	все те	1	2
297	в большинстве	1	2
298	не так	1	2
299	в особенности	4	2
300	а на	2	2
301	и вот	5	2
302	в чем	1	2
303	быть только	2	2
304	конечно и	2	2
305	не менее	7	2
306	увидеть и	1	2
307	не было	4	2
308	здесь нет	1	2
309	истинный смысл	1	2
310	он может	1	2
311	а только	3	2
312	строится на	2	2
313	этой области	4	2
314	сих пор	1	2
315	но это	3	2
316	и более	2	2
317	уже на	1	2
318	переходит в	1	2
319	и для	2	2
320	в сфере	3	2
321	что для	2	2
322	только она	1	2
323	которая не	1	2
324	свое время	2	2
325	которые в	1	2
326	кажется что	1	2
327	связь с	1	2
328	лишь в	5	2
329	этого слова	5	2
330	у нас	12	2
331	в процессе	3	2
332	он говорит	1	2
333	от голоса	1	2
334	или же	2	2
335	на основе	1	2
336	русской литературе	1	2
337	но как	1	2
338	меньшей степени	3	2
339	у вас	1	2
340	и пр	8	2
341	от этого	2	1
342	несмотря на	5	1
343	что оно	3	1
344	если же	1	1
345	правды и	1	1
346	понимает что	1	1
347	в свете	1	1
348	могло бы	1	1
349	есть нечто	1	1
350	это я	1	1
351	в книге	1	1
352	не допускает	1	1
353	появление новых	1	1
354	его сплошь	1	1
355	в обычном	2	1
356	вообще и	2	1
357	как таковая	1	1
358	которых они	1	1
359	они ни	1	1
360	а прежде	1	1
361	то никогда	1	1
362	ему и	1	1
363	думать о	1	1
364	быть не	2	1
365	наряду с	1	1
366	в него	1	1
367	указаний на	1	1
368	языке дает	1	1
369	она есть	1	1
370	если и	3	1
371	в статье	3	1
372	в уже	1	1
373	ту же	6	1
374	сложность и	1	1
375	в предисловии	1	1
376	он тоже	1	1
377	одно общее	1	1
378	есть своя	1	1
379	одно из	1	1
380	слова и	5	1
381	характерное для	2	1
382	мере в	1	1
383	мог в	1	1
384	в область	1	1
385	в виде	1	1
386	и непосредственно	1	1
387	смысле как	1	1
388	смысле то	1	1
389	в свою	2	1
390	без всякого	1	1
391	а вы	1	1
392	нашем смысле	2	1
393	лицом к	1	1
394	в частности	2	1
395	эпохи и	1	1
396	случае в	1	1
397	да и	6	1
398	у автора	1	1
399	это все	1	1
400	на котором	1	1
401	довести до	1	1
402	смысл этого	1	1
403	есть не	1	1
404	как будто	2	1
405	приводит к	5	1
406	того чтобы	11	1
407	тем или	1	1
408	одному из	1	1
409	роль играют	1	1
410	словесное выражение	1	1
411	а это	2	1
412	природы вещей	1	1
413	но зато	2	1
414	из первого	1	1
415	в связь	1	1
416	в гражданине	1	1
417	что так	1	1
418	заключается в	2	1
419	действительно в	1	1
420	а скорее	1	1
421	а по	1	1
422	той мере	1	1
423	предисловии к	1	1
424	ведь не	1	1
425	и есть	2	1
426	вещи не	1	1
427	учителя и	1	1
428	что по	1	1
429	это в	2	1
430	но оно	2	1
431	смысле в	1	1
432	никак не	3	1
433	во всяком	5	1
434	себе все	1	1
435	и вне	1	1
436	далеко за	1	1
437	их как	1	1
438	одного только	1	1
439	как идея	1	1
440	что только	1	1
441	в разговоре	4	1
442	этом совершенно	1	1
443	то она	1	1
444	лишь по	1	1
445	что дело	1	1
446	тем более	1	1
447	если оно	1	1
448	вся эта	2	1
449	который является	1	1
450	лишь как	1	1
451	того же	3	1
452	по поводу	2	1
453	как можно	2	1
454	каком смысле	1	1
455	так в	3	1
456	получает в	1	1
457	сущности не	1	1
458	и если	2	1
459	первого и	1	1
460	на это	3	1
461	тем не	6	1
462	мы будем	2	1
463	понятия и	1	1
464	отличие от	2	1
465	некоторые другие	1	1
466	лежат в	1	1
467	действительно были	1	1
468	ни одна	1	1
469	в большей	3	1
470	в газете	1	1
471	на который	2	1
472	и все	2	1
473	не оправданное	1	1
474	во всем	1	1
475	самой природы	1	1
476	свою статью	1	1
477	могла бы	2	1
478	не могут	5	1
479	как принцип	1	1
480	что мы	6	1
481	на более	1	1
482	и позволяет	1	1
483	его мысли	1	1
484	и свободно	1	1
485	для решения	1	1
486	не предполагает	1	1
487	должны быть	2	1
488	самое слово	1	1
489	не способна	1	1
490	этом случае	2	1
491	что очень	1	1
492	укладываются в	1	1
493	в этой	6	1
494	в лучшем	3	1
495	отсюда и	2	1
496	о возможности	2	1
497	и всякой	2	1
498	к тому	4	1
499	установки и	1	1
500	быть это	1	1
501	совпадает с	1	1
502	что на	4	1
503	не стоит	1	1
504	на этом	3	1
505	от врагов	1	1
506	ни даже	1	1
507	мысли о	1	1
508	сами по	1	1
509	для всякого	1	1
510	превращаются в	1	1
511	не рождается	1	1
512	не понимает	1	1
513	сказать о	1	1
514	всего в	3	1
515	которым не	1	1
516	очень часто	2	1
517	но есть	2	1
518	что существенно	1	1
519	отвечает на	1	1
520	потому и	1	1
521	не правда	2	1
522	зрения а	1	1
523	с другой	8	1
524	тут надо	1	1
525	это положение	2	1
526	в случае	1	1
527	к слову	2	1
528	только у	1	1
529	русский язык	6	1
530	не все	3	1
531	на первом	1	1
532	в атмосфере	2	1
533	самого начала	1	1
534	в слове	1	1
535	которая является	1	1
536	другом случае	1	1
537	на себе	4	1
538	же по	1	1
539	о своем	1	1
540	особую область	1	1
541	же в	3	1
542	совершенно не	3	1
543	ведь это	1	1
544	в какой	1	1
545	том смысле	1	1
546	вряд ли	4	1
547	взаимодействия между	2	1
548	в эпоху	1	1
549	чем в	3	1
550	с этим	3	1
551	только с	1	1
552	независимо от	1	1
553	или иных	1	1
554	своей книге	1	1
555	только может	1	1
556	самого понятия	1	1
557	здесь мы	2	1
558	дело в	1	1
559	дело обстоит	1	1
560	то в	1	1
561	лучшем случае	3	1
562	того кто	1	1
563	делать с	1	1
564	жизнь в	1	1
565	что я	4	1
566	именно этот	2	1
567	в других	1	1
568	это просто	2	1
569	в противоречии	1	1
570	первое условие	1	1
571	время как	1	1
572	в устах	2	1
573	противоречии с	1	1
574	данном случае	2	1
575	у нее	1	1
576	который не	1	1
577	нас здесь	1	1
578	себе вопрос	1	1
579	не находится	1	1
580	о котором	2	1
581	же это	1	1
582	где он	1	1
583	может служить	2	1
584	книге о	1	1
585	них есть	1	1
586	той же	2	1
587	с болью	1	1
588	от другого	1	1
589	они являются	1	1
590	установка на	2	1
591	важна нам	1	1
592	ли быть	1	1
593	и когда	1	1
594	ясно что	5	1
595	на самом	2	1
596	говорят в	1	1
597	или меньшей	3	1
598	в данном	4	1
599	на том	2	1
600	отличается от	3	1
601	от себя	1	1
602	значение имеют	1	1
603	идей то	1	1
604	надо быть	1	1
605	но он	1	1
606	мы находим	1	1
607	говорить о	4	1
608	общего с	1	1
609	и иные	1	1
610	не хочет	2	1
611	большей или	3	1
612	и должен	1	1
613	речи как	1	1
614	так например	1	1
615	словом но	1	1
616	такие же	1	1
617	не укладываются	1	1
618	может иметь	1	1
619	кроме того	1	1
620	сказать в	1	1
621	же и	2	1
622	тех или	1	1
623	случае если	2	1
624	отношений и	1	1
625	том и	1	1
626	найти и	1	1
627	как отца	1	1
628	нам еще	1	1
629	есть именно	1	1
630	мысли не	1	1
631	хочет быть	1	1
632	этой статьи	1	1
633	в наше	2	1
634	пример такой	1	1
635	не объяснять	1	1
636	они в	1	1
637	не с	1	1
638	нет уж	1	1
639	лишь с	2	1
640	на этот	2	1
641	частности и	1	1
642	широкое значение	1	1
643	пор еще	1	1
644	основанное на	1	1
645	стиля и	1	1
646	же мысль	1	1
647	мне кажется	2	1
648	и там	1	1
649	в каком	4	1
650	связи с	3	1
651	с которым	1	1
652	есть по	1	1
653	с одной	2	1
654	вообще не	1	1
655	все еще	1	1
656	ощущаться как	1	1
657	тому же	1	1
658	в отличие	2	1
659	как слова	1	1
660	наше время	2	1
661	тогда когда	1	1
662	казалось бы	3	1
663	как более	1	1
664	всех этих	3	1
665	то время	1	1
666	уже с	1	1
667	был бы	2	1
668	понятно что	1	1
669	находит свое	1	1
670	всего что	2	1
671	поможет нам	1	1
672	не всегда	2	1
673	но конечно	1	1
674	статьях и	1	1
675	слова а	1	1
676	тут мы	1	1
677	но здесь	2	1
678	но те	1	1
679	в современной	2	1
680	вместе с	5	1
681	и никогда	1	1
682	обе эти	1	1
683	в отношении	2	1
684	слово как	1	1
685	в году	2	1
686	ответ на	2	1
687	между собою	1	1
688	с самого	1	1
689	говорит об	1	1
690	до сознания	1	1
691	место в	1	1
692	это конечно	2	1
693	а так	1	1
694	ли не	2	1
695	но для	3	1
696	с помощью	7	1
697	следовательно в	1	1
698	из этих	1	1
699	письме к	1	1
700	себе не	2	1
701	для того	9	1
702	для данного	2	1
703	в другом	2	1
704	здесь действительно	1	1
705	которая была	1	1
706	в одно	1	1
707	с отдельными	1	1
708	по всей	1	1
709	уж не	1	1
710	есть всего	1	1
711	и еще	2	1
712	совершенно справедливо	1	1
713	может нас	1	1
714	как только	1	1
715	и перед	1	1
716	она может	1	1
717	которые являются	1	1
718	более широкое	1	1
719	в университете	1	1
720	одной и	1	1
721	установки в	1	1
722	подойти к	1	1
723	в каких	1	1
724	в очень	1	1
725	свое значение	1	1
726	в европе	1	1
727	другой стороны	7	1
728	до его	1	1
729	в которых	2	1
730	вещей и	1	1
731	это и	3	1
732	одного из	2	1
733	по существу	5	1
734	отказ от	2	1
735	материалом для	2	1
736	в плоскости	2	1
737	в целях	2	1
738	спора в	1	1
739	я выше	1	1
740	тому что	1	1
741	всю свою	1	1
742	что есть	1	1
743	который мы	2	1
744	мы не	1	1
745	в литературном	1	1
746	и только	1	1
747	все равно	2	1
748	оно могло	1	1
749	как хотите	1	1
750	ни были	3	1
751	о характере	2	1
