N	2gram	Tiupa_Disk_2	Problema
340	принципиальное различие	1	1
341	в этой	4	1
342	и воспринимается	1	1
343	о других	1	1
344	к выводу	1	1
345	всем что	1	1
346	в принципе	2	1
347	не как	1	1
348	свое время	2	1
349	что свойственно	1	1
350	его от	1	1
351	подобно тому	2	1
352	образа и	1	1
353	именно это	1	1
354	что является	1	1
355	нахожу себя	1	1
356	подход к	3	1
357	к художественной	1	1
358	и иных	1	1
359	с прошлым	1	1
360	к теории	1	1
361	она и	1	1
362	этого не	1	1
363	неотделим от	2	1
364	восприятия и	1	1
365	которую он	1	1
366	при изучении	1	1
367	где мы	1	1
368	к одному	1	1
369	в которых	1	1
370	бы мы	1	1
371	не должно	1	1
372	же может	1	1
373	обходятся без	1	1
374	так называемого	1	1
375	форму драматическую	1	1
376	вплоть до	1	1
377	как выражение	1	1
378	до известной	1	1
379	виду что	1	1
380	дела до	1	1
381	но для	1	1
382	как о	1	1
383	мышления и	1	1
384	бытия и	2	1
385	в самых	1	1
386	культа и	1	1
387	та или	1	1
388	того и	2	1
389	и всегда	1	1
390	не имели	1	1
391	ориентация на	1	1
392	или иная	1	1
393	целое в	1	1
394	мире и	3	1
395	с достаточной	1	1
396	в процессе	1	1
397	не столь	2	1
398	однако это	1	1
399	ему не	1	1
400	и несколько	1	1
401	и со	1	1
402	от их	1	1
403	личности в	2	1
404	уже о	1	1
405	мы все	1	1
406	значительной степени	1	1
407	его с	1	1
408	поэзии как	1	1
409	воспринимать как	1	1
410	сплошь во	1	1
411	приходит к	1	1
412	город и	1	1
413	говоря уже	1	1
414	события как	1	1
415	в в	1	1
416	языка и	1	1
417	характер и	1	1
418	если в	1	1
419	действия и	1	1
420	для поэтики	1	1
421	однако эта	1	1
422	как с	1	1
423	всего следует	1	1
424	по аналогии	1	1
425	было в	3	1
426	и формирующего	1	1
427	в одном	4	1
428	не были	1	1
429	строго говоря	1	1
430	остановимся на	1	1
431	мире в	3	1
432	творец и	1	1
433	с человеком	1	1
434	прошлым и	3	1
435	о ней	1	1
436	на весьма	1	1
437	часто и	1	1
438	возможна только	1	1
439	присоединиться к	1	1
440	может обладать	1	1
441	относя его	1	1
442	а также	8	1
443	события в	1	1
444	нахожу в	1	1
445	во втором	1	1
446	таким путем	1	1
447	и взаимодействия	1	1
448	в глазах	1	1
449	и следовательно	1	1
450	следует однако	1	1
451	быть и	1	1
452	к которой	2	1
453	и быть	1	1
454	субъекта в	3	1
455	к их	2	1
456	объектом эстетического	1	1
457	в контексте	3	1
458	как эстетическая	1	1
459	человека с	1	1
460	для всех	1	1
461	есть в	2	1
462	со своим	2	1
463	уже не	3	1
464	только на	1	1
465	из них	3	1
466	связывается с	1	1
467	чего бы	1	1
468	этом в	2	1
469	для него	5	1
470	целом и	1	1
471	не для	1	1
472	не о	2	1
473	может служить	1	1
474	друг друга	1	1
475	о другой	1	1
476	содержанием в	1	1
477	на их	1	1
478	не просто	1	1
479	мир на	1	1
480	момент в	2	1
481	образ человека	2	1
482	со свойственной	1	1
483	точек зрения	1	1
484	нас в	1	1
485	именно в	2	1
486	а о	1	1
487	и оценен	1	1
488	эмоционально-волевую тональность	1	1
489	и между	1	1
490	или о	1	1
491	равной степени	1	1
492	переживается и	1	1
493	на этот	1	1
494	до конца	1	1
495	человеческой жизни	2	1
496	направленную на	1	1
497	о чем	2	1
498	решения вопроса	1	1
499	художественного целого	4	1
500	и вне	1	1
501	стороны в	1	1
502	вместе с	2	1
503	однако для	1	1
504	ибо это	1	1
505	для обозначения	1	1
506	лицом к	1	1
507	в той	2	1
508	тому как	2	1
509	жизненную позицию	1	1
510	в художественную	1	1
511	аналогии с	1	1
512	которое было	1	1
513	которое может	1	1
514	о мире	1	1
515	и собственно	1	1
516	рассказа но	1	1
517	освобождаясь от	1	1
518	живет и	1	1
519	и может	3	1
520	к тому	1	1
521	не подлежит	2	1
522	в результате	2	1
523	мира и	4	1
524	на большую	2	1
525	которая в	2	1
526	и внешним	1	1
527	звук в	1	1
528	еще более	1	1
529	согласно своей	1	1
530	мы ничего	1	1
531	я в	5	1
532	хотя в	1	1
533	но всегда	1	1
534	к лицу	1	1
535	в готовом	1	1
536	жизни в	3	1
537	в творчестве	3	1
538	но если	1	1
539	не говоря	1	1
540	а со	1	1
541	равно как	1	1
542	себе самому	2	1
543	жизни а	3	1
544	из этого	1	1
545	в свое	2	1
546	но именно	1	1
547	значимости то	1	1
548	занимает в	1	1
549	в которой	1	1
550	жизни и	3	1
551	как слово	1	1
552	только таким	1	1
553	это в	2	1
554	к подобным	1	1
555	которая не	1	1
