N	2gram	Tiupa_Lite_3	UchenyiS
251	или даже	1	1
252	эстетический объект	3	1
253	он не	1	1
254	о которой	2	1
255	сказать что	1	1
256	именно такой	1	1
257	они до	1	1
258	одно из	4	1
259	в первую	1	1
260	часто встречается	1	1
261	реальности эстетического	2	1
262	только часть	1	1
263	он и	2	1
264	правда не	1	1
265	с каждым	1	1
266	но он	1	1
267	у него	1	1
268	обладает реальностью	1	1
269	ее в	2	1
270	и делает	1	1
271	невозможна без	1	1
272	к этому	2	1
273	что в	2	1
274	в таком	1	1
275	этот путь	2	1
