N	2gram	Bakhtin_Pr_1	Myshleni
193	зависит от	1	3
194	а не	22	3
195	но как	3	3
196	развитии и	1	3
197	сих пор	2	3
198	в целом	6	3
199	в другой	3	3
200	бы в	3	3
201	мы должны	3	3
202	отношении к	3	3
203	не знает	3	3
204	первом случае	1	3
205	в своих	3	3
206	как на	3	3
207	одним из	6	2
208	и вызывает	2	2
209	самом деле	6	2
210	он может	3	2
211	мы уже	2	2
212	основе этого	1	2
213	которые он	1	2
214	он сам	3	2
215	а только	1	2
216	к которой	1	2
217	себе и	3	2
218	что они	1	2
219	что именно	1	2
220	прежде всего	7	2
221	все же	9	2
222	и наконец	4	2
223	нами в	2	2
224	не совпадает	1	2
225	поэтому он	1	2
226	бы сказать	1	2
227	все эти	9	2
228	он делает	1	2
229	но на	1	2
230	мысли и	5	2
231	к одному	1	2
232	генетических и	1	2
233	другу как	1	2
234	с этой	2	2
235	в другом	1	2
236	с другими	7	2
237	этом смысле	10	2
238	чем в	2	2
239	мы пытались	1	2
240	в высшей	1	2
241	несмотря на	6	2
242	остается в	1	2
243	раз и	4	2
244	в своей	8	2
245	лежат в	1	2
246	в котором	2	2
247	в которых	2	2
248	что я	1	2
249	точку зрения	6	2
250	но это	4	2
251	но он	2	2
252	друг другу	2	2
253	сохраняет свою	1	2
254	и функции	1	2
255	она не	7	2
256	и другое	1	2
257	на котором	3	2
258	но только	1	2
259	не могло	1	2
260	эти связи	1	2
261	правда мы	1	2
262	входят в	2	2
263	именно потому	2	2
264	у нас	1	2
265	перейти к	1	2
266	и возникает	1	2
267	и от	2	2
268	на немногих	1	2
269	в совершенно	1	2
270	как с	1	2
271	что у	1	2
272	к его	1	2
273	пути для	1	2
274	слово потому	1	2
275	для этого	1	2
276	с ним	5	2
277	вот почему	1	2
278	на вопрос	2	2
279	и теоретически	1	2
280	по типу	1	2
281	но с	3	2
282	это противоречие	1	2
283	если мы	1	2
284	является не	2	2
285	не из	3	2
286	за ним	3	2
287	а и	1	2
288	из них	1	2
289	в одном	10	2
290	в конце	6	2
291	у него	5	2
292	в других	1	2
293	были бы	4	2
294	с другой	3	2
295	к которому	1	2
296	во второй	1	2
297	и др	5	2
298	исходит из	1	2
299	на ней	1	2
300	более того	5	2
301	не на	4	2
302	была бы	3	2
303	бы оно	1	2
304	к более	2	2
305	в данном	2	2
306	что всякое	1	2
307	и там	1	2
308	по существу	3	2
309	этого слова	1	2
310	этом случае	1	2
311	все это	6	2
312	об одном	1	2
313	известной степени	1	2
314	существующих в	1	2
315	у них	1	2
316	только что	1	2
317	входящий в	1	2
318	а в	7	2
319	в новый	1	2
320	другой стороны	3	2
321	речи как	1	2
322	ее в	1	2
323	и другие	1	2
324	это в	1	2
325	этом совершенно	1	1
326	смысле слова	1	1
327	если б	2	1
328	взгляд на	1	1
329	так резко	1	1
330	функции в	1	1
331	выражения в	1	1
332	сразу и	1	1
333	же по	1	1
334	в чисто	2	1
335	и до	3	1
336	из его	2	1
337	к фактам	1	1
338	видеть в	1	1
339	едва ли	1	1
340	с таким	1	1
341	и должен	1	1
342	сливается с	6	1
343	и могут	2	1
344	для своего	2	1
345	и само	1	1
346	в первый	1	1
347	исключающих друг	1	1
348	противоречащих друг	1	1
349	есть нечто	1	1
350	только это	1	1
351	но даже	1	1
352	этом плане	1	1
353	степени как	1	1
354	с мыслью	1	1
355	не способен	1	1
356	и он	1	1
357	свою очередь	1	1
358	быть понято	1	1
359	и сами	1	1
360	ведь то	1	1
361	первый план	1	1
362	мечты и	1	1
363	на их	1	1
364	но этого	2	1
365	является таким	1	1
366	иного рода	1	1
367	на самом	5	1
368	точка зрения	12	1
369	не то	1	1
370	явлений и	1	1
371	ответ на	1	1
372	предмету и	1	1
373	нет и	1	1
374	за пределы	7	1
375	которые не	1	1
376	его на	2	1
377	стороны и	1	1
378	как к	3	1
379	что как	1	1
380	не знающего	1	1
381	этому возникает	1	1
382	перед нами	5	1
383	кроме того	3	1
384	далее и	1	1
385	и понимания	3	1
386	его к	2	1
387	прежде и	1	1
388	тем же	1	1
389	совершенно новое	2	1
390	все возможные	3	1
391	ясностью в	1	1
392	не приходится	1	1
393	точкой зрения	1	1
394	что это	1	1
395	он в	3	1
396	не оставляет	1	1
397	не сделал	1	1
398	с их	5	1
399	другом случае	1	1
400	ее как	3	1
401	как он	1	1
402	свете этого	1	1
403	что она	6	1
404	не его	1	1
405	он ни	2	1
406	но именно	3	1
407	эту задачу	1	1
408	что должно	1	1
409	и еще	1	1
410	не значит	4	1
411	и входит	2	1
412	не как	14	1
413	что каждая	1	1
414	к основной	1	1
415	и единство	2	1
416	почву на	1	1
417	прежде чем	1	1
418	одному и	1	1
419	или иных	1	1
420	одно и	1	1
421	последнее слово	8	1
422	но все	5	1
423	и за	1	1
424	об этом	1	1
425	и с	4	1
426	особенности в	1	1
427	или даже	2	1
428	знает что	1	1
429	входит в	7	1
430	это было	1	1
431	может стать	1	1
432	действительности в	1	1
433	приходит в	1	1
434	ведь в	1	1
435	раскрыто в	1	1
436	эти же	1	1
437	ни в	3	1
438	но уже	1	1
439	рядом с	14	1
440	все равно	1	1
441	далеко не	3	1
442	он действительно	1	1
443	он и	5	1
444	ведет к	1	1
445	выйти за	2	1
446	потому и	1	1
447	всех этих	2	1
448	и становится	1	1
449	он выдвигает	1	1
450	меняется и	1	1
451	переносится в	1	1
452	места в	1	1
453	этому новому	1	1
454	их он	1	1
455	таким же	3	1
456	остается только	1	1
457	слова совершенно	1	1
458	не столько	1	1
459	независима от	1	1
460	не исчерпывается	1	1
461	своем собственном	1	1
462	не путем	1	1
463	как одна	1	1
464	столкновения с	1	1
465	однако не	2	1
466	их в	4	1
467	том и	1	1
468	раз тех	1	1
469	себя весь	1	1
470	даже в	4	1
471	заставляет его	2	1
472	основная ошибка	2	1
473	недоумении перед	1	1
474	спонтанно и	1	1
475	но они	2	1
476	как можно	2	1
477	структурой и	1	1
478	дело в	1	1
479	одна из	3	1
480	одной плоскости	5	1
481	и притом	1	1
482	к этим	2	1
483	от структуры	1	1
484	которого он	1	1
485	и именно	1	1
486	одновременно все	1	1
487	в структуре	2	1
488	может только	1	1
489	в недоумении	1	1
490	была сделана	1	1
491	другой работе	1	1
492	всего на	1	1
493	словесного выражения	1	1
494	находиться в	2	1
495	связь и	1	1
496	находятся у	1	1
497	взаимоотношения с	1	1
498	нам важно	1	1
499	котором в	1	1
500	него но	1	1
501	в каком	1	1
502	в действительности	1	1
503	свойств которые	1	1
504	в момент	1	1
505	сравнительно с	1	1
506	человека в	4	1
507	и всех	1	1
508	я сам	1	1
509	для его	3	1
510	в психологической	1	1
511	мысли о	1	1
512	они и	1	1
513	особый тип	1	1
514	которая заставляет	1	1
515	особенности этого	1	1
516	и это	5	1
517	лежат рядом	1	1
518	оно может	2	1
519	и самое	3	1
520	и о	5	1
521	правда с	1	1
522	не для	1	1
523	появляется в	1	1
524	не лежат	1	1
525	подобно тому	3	1
526	в ее	1	1
527	данном случае	2	1
528	развивается не	1	1
529	другом но	1	1
530	она только	1	1
531	в рамки	2	1
532	и когда	1	1
533	в соответствующем	1	1
534	мне как	1	1
535	этой мысли	1	1
536	подойти к	1	1
537	но у	4	1
538	является в	1	1
539	при том	1	1
540	находится в	2	1
541	только и	1	1
542	о том	1	1
543	настоящее время	1	1
544	достигается не	1	1
545	никак не	2	1
546	мы даем	2	1
547	и весь	1	1
548	утверждает что	1	1
549	все его	3	1
550	и мыслей	1	1
551	ни на	1	1
552	к нему	6	1
553	между тем	5	1
554	вся эта	1	1
555	что же	4	1
556	противоречивость как	1	1
557	он еще	1	1
558	в лучшем	2	1
559	как например	2	1
560	на которой	1	1
561	мысли не	1	1
562	тот же	2	1
563	речь о	1	1
564	мы увидим	1	1
565	явления в	1	1
566	его жизнь	2	1
567	надо понимать	1	1
568	не идет	1	1
569	который в	1	1
570	эти определения	2	1
571	во-первых она	1	1
572	и ее	2	1
573	именно на	2	1
574	лежащие в	2	1
575	конечно не	2	1
576	уже не	13	1
577	и у	3	1
578	то и	2	1
579	ни одного	2	1
580	являются таким	1	1
581	в начале	1	1
582	в известном	1	1
583	его и	2	1
584	и их	1	1
585	и навсегда	1	1
586	как их	3	1
587	сами по	3	1
588	это предположение	1	1
589	вовсе не	7	1
590	привела к	1	1
591	во всей	2	1
592	а те	1	1
593	к той	1	1
594	быть совершенно	1	1
595	где есть	1	1
596	а потому	2	1
597	глубине и	1	1
598	и даже	2	1
599	сложными и	1	1
600	как у	1	1
601	здесь в	1	1
602	не потому	2	1
603	он это	1	1
604	как же	4	1
605	наконец в	2	1
606	а с	1	1
607	к сожалению	1	1
608	а на	1	1
609	только как	2	1
610	при определении	1	1
611	в руках	1	1
612	его сознании	1	1
613	этот принцип	3	1
614	не об	2	1
615	и слово	3	1
616	под влиянием	1	1
617	если не	1	1
618	как материал	1	1
619	он представляет	1	1
620	и во	2	1
621	только его	1	1
622	эти исследования	1	1
623	свете нашего	1	1
624	под его	1	1
625	к самому	1	1
626	перейти в	1	1
627	из которых	2	1
628	но дальше	1	1
629	над ним	1	1
630	к своему	1	1
631	если оно	1	1
632	что за	1	1
633	связь по	1	1
634	в логике	1	1
635	тому как	3	1
636	в тех	1	1
637	зрения и	2	1
638	является его	1	1
639	ощущаться как	1	1
640	мы сказали	1	1
641	на пути	2	1
642	в истории	2	1
643	и другом	1	1
644	благодаря этому	2	1
645	в основном	1	1
646	лучшем случае	2	1
647	свое последнее	1	1
648	которые были	2	1
649	тех или	1	1
650	ошибка была	1	1
651	в более	1	1
652	вопрос в	1	1
653	бы рядом	1	1
654	его собственными	1	1
655	от той	1	1
656	смысловой связи	1	1
657	отсюда следует	1	1
658	должны быть	1	1
659	оно как	1	1
660	не существует	1	1
661	может выйти	1	1
662	мы только	1	1
663	в результате	4	1
664	в настоящее	1	1
665	совершенно иной	1	1
666	на первый	1	1
667	подымается до	1	1
668	последнего времени	1	1
669	этой действительности	2	1
670	бы он	2	1
671	случае и	1	1
672	конце концов	5	1
673	в большей	1	1
674	особенно отчетливо	1	1
675	не непосредственно	1	1
676	на языке	2	1
677	позволяет нам	1	1
678	противоречии с	1	1
679	должен быть	1	1
680	может и	1	1
681	а о	1	1
682	слово в	2	1
683	в свою	1	1
684	в какие	1	1
685	из тех	2	1
686	и становятся	1	1
687	то здесь	1	1
688	впервые в	1	1
689	совершенно не	1	1
690	которые сами	1	1
691	есть и	2	1
692	значение не	1	1
693	есть то	3	1
694	но эти	2	1
695	к этому	1	1
696	точно так	1	1
697	все что	3	1
698	этой точки	1	1
699	только она	1	1
