N	2gram	Tiupa_Lite_2	Myshleni
280	ему в	1	1
281	но напротив	1	1
282	первого и	1	1
283	и он	3	1
284	свою очередь	1	1
285	иного рода	1	1
286	он легко	1	1
287	на самом	1	1
288	на нет	1	1
289	ответ на	1	1
290	не просто	1	1
291	нет и	1	1
292	за пределы	1	1
293	которые не	1	1
294	отнюдь не	4	1
295	именно теми	1	1
296	общего с	1	1
297	пути в	8	1
298	стороны и	1	1
299	как к	3	1
300	действительности же	1	1
301	кто не	1	1
302	в полном	1	1
303	своему объекту	1	1
304	тем же	3	1
305	и хотя	1	1
306	в этот	1	1
307	не можем	1	1
308	что это	1	1
309	не оставляет	1	1
310	как он	2	1
311	например как	1	1
312	не его	1	1
313	но именно	1	1
314	потребности в	1	1
315	и еще	2	1
316	то как	2	1
317	эта аналогия	1	1
318	или иных	1	1
319	говоря в	1	1
320	одно и	2	1
321	и за	2	1
322	и с	3	1
323	в ход	1	1
324	те или	1	1
325	пути от	2	1
326	но то	1	1
327	с первого	1	1
328	который по	1	1
329	но уже	2	1
330	рядом с	1	1
331	все равно	2	1
332	далеко не	1	1
333	и определяет	1	1
334	обнаруживается и	1	1
335	первые два	1	1
336	которой он	1	1
337	он и	2	1
338	ведет к	1	1
339	движется в	1	1
340	т.д и	1	1
341	всех этих	1	1
342	остается только	1	1
343	и без	2	1
344	где мы	1	1
345	жизнь и	1	1
346	не столько	3	1
347	равной мере	1	1
348	оказывается что	1	1
349	в отличие	1	1
350	до последнего	1	1
351	от его	1	1
352	не путем	1	1
353	несомненно что	1	1
354	оно должно	1	1
355	однако не	1	1
356	тем не	2	1
357	их в	1	1
358	даже в	4	1
359	хорошо в	1	1
360	случае мы	1	1
361	новым и	1	1
362	что есть	1	1
363	но они	1	1
364	что ему	1	1
365	одна из	5	1
366	и притом	1	1
367	к новым	1	1
368	а для	1	1
369	как новый	1	1
370	этих двух	1	1
371	же он	1	1
372	для другого	1	1
373	в будущем	1	1
374	в действительности	1	1
375	год от	1	1
376	над самим	1	1
377	с легкостью	1	1
378	сравнительно с	1	1
379	человека в	4	1
380	числе и	1	1
381	обращение к	1	1
382	в последующие	1	1
383	и своя	1	1
384	ничего общего	1	1
385	и о	1	1
386	не для	1	1
387	подобно тому	2	1
388	в ее	2	1
389	данном случае	3	1
390	в собственном	1	1
391	не мог	1	1
392	и когда	1	1
393	является в	1	1
394	деятельности как	1	1
395	в определенной	1	1
396	находится в	1	1
397	это составляет	1	1
398	только и	1	1
399	который предстоит	1	1
400	два момента	1	1
401	о том	2	1
402	никак не	1	1
403	не стоит	1	1
404	после того	1	1
405	как помеха	1	1
406	самому себе	1	1
407	на отдельные	1	1
408	друга а	1	1
409	известном отношении	1	1
410	речь шла	1	1
411	что же	1	1
412	родной речи	1	1
413	всегда может	1	1
414	по собственному	1	1
415	этой и	1	1
416	тот же	2	1
417	во всем	1	1
418	жизнь с	1	1
419	который в	1	1
420	и отождествление	1	1
421	из наших	1	1
422	с одной	7	1
423	в эти	1	1
424	б мы	1	1
425	перед фактом	1	1
426	этой системе	1	1
427	и теперь	1	1
428	с живыми	1	1
429	уже не	2	1
430	то и	3	1
431	тем чтобы	1	1
432	в начале	3	1
433	в известном	1	1
434	большая и	1	1
435	слова в	1	1
436	вовсе не	2	1
437	как при	1	1
438	отличие от	1	1
439	дальше в	1	1
440	во всей	1	1
441	образом не	1	1
442	к той	1	1
443	а потому	2	1
444	и даже	8	1
445	случае как	1	1
446	или иной	1	1
447	живой и	1	1
448	с другим	2	1
449	как у	1	1
450	а эти	1	1
451	мысль которая	1	1
452	как же	1	1
453	еще и	1	1
454	наконец в	2	1
455	а с	1	1
456	говорит о	1	1
457	по тем	1	1
458	выше по	1	1
459	отрывается от	1	1
460	только как	1	1
461	в руках	2	1
462	объекта в	1	1
463	не об	1	1
464	другие в	1	1
465	эти слова	1	1
466	о работе	1	1
467	функционирования это	1	1
468	соответствующая ему	1	1
469	перейти в	1	1
470	из которых	2	1
471	решение вопроса	1	1
472	над ним	2	1
473	к своему	2	1
474	одной стороны	6	1
475	с некоторыми	1	1
476	утверждая что	1	1
477	тому как	2	1
478	в тот	1	1
479	вокруг которого	2	1
480	в это	1	1
481	ли не	4	1
482	тенденции к	1	1
483	в истории	2	1
484	в основном	1	1
485	возникает в	1	1
486	с большой	1	1
487	тех или	1	1
488	является одним	1	1
489	определенный круг	1	1
490	при таком	1	1
491	в результате	2	1
492	это как	2	1
493	совершенно иной	1	1
494	особого рода	1	1
495	той или	1	1
496	конце концов	1	1
497	и слабость	1	1
498	обстоит дело	1	1
499	в равной	3	1
500	нам не	1	1
501	в свою	1	1
502	первый раз	2	1
503	из тех	2	1
504	то здесь	1	1
505	впервые в	1	1
506	имеет не	1	1
507	есть и	1	1
508	кстати сказать	1	1
509	сила и	2	1
510	он мыслит	1	1
511	объекту в	1	1
512	путь не	2	1
513	к этому	1	1
514	от слова	3	1
515	все что	2	1
516	этой точки	1	1
517	том числе	2	1
