N	2gram	Vygotskiy__7	UchenyiS
289	в понятии	1	1
290	находящихся в	1	1
291	не для	1	1
292	как феномен	2	1
293	самое что	2	1
294	но он	2	1
295	если у	1	1
296	содержание в	1	1
297	у него	1	1
298	такое что	3	1
299	само по	1	1
300	мы можем	3	1
301	ее в	8	1
302	о необходимости	1	1
303	и делает	2	1
304	а это	1	1
305	есть слово	1	1
306	что при	2	1
307	к этому	2	1
308	что в	12	1
309	от слова	6	1
310	в таком	1	1
311	все что	6	1
312	общего и	1	1
313	к построению	1	1
