N	2gram	Trubetskoy_1	Komedia
137	как известно	1	2
138	к людям	1	2
139	это однако	1	2
140	того же	6	2
141	из всех	3	2
142	в сущности	1	2
143	большей частью	3	2
144	бы то	2	2
145	совсем не	1	2
146	отличие от	1	2
147	к сожалению	3	2
148	относится к	2	2
149	в рамках	3	2
150	от до	1	2
151	что к	1	2
152	что касается	1	2
153	полагают что	1	2
154	в самом	4	2
155	в себе	6	2
156	не следует	1	2
157	время и	1	2
158	в первую	1	2
159	если они	1	2
160	не к	2	2
161	в силу	5	2
162	на этом	1	2
163	то ни	2	2
164	связанные с	7	2
165	на все	2	2
166	было бы	1	2
167	как видно	1	2
168	этим и	1	2
169	мы видели	2	2
170	восходят к	1	2
171	такой же	1	2
172	или менее	5	2
173	всяком случае	6	2
174	тем не	3	2
175	на такое	1	2
176	судя по	1	2
177	по своей	2	2
178	это убеждение	1	2
179	в области	9	2
180	а мы	1	2
181	ли это	2	2
182	же самое	2	2
183	указывает на	1	2
184	для себя	1	2
185	с ее	1	2
186	всего этого	1	2
187	как по	1	2
188	в себя	1	2
189	до самого	1	2
190	до начала	1	2
191	для этого	2	2
192	собой и	1	2
193	образом в	5	2
194	именно потому	1	2
195	и здесь	2	2
196	затем в	1	2
197	и во	1	2
198	под именем	1	2
199	путь к	3	2
200	от них	2	2
201	быть даже	2	2
202	после свержения	1	2
203	и мир	2	2
204	еще не	2	2
205	для всех	2	2
206	из которых	4	2
207	вернуться к	1	2
208	мы знаем	1	2
209	могли быть	1	2
210	в других	3	2
211	и из	2	2
212	до сих	5	2
213	вслед за	2	2
214	еще и	1	2
215	одну из	1	2
216	чем когда	1	2
217	должна была	2	2
218	не может	4	2
219	вместе с	15	2
220	за тем	1	2
221	или по	2	2
222	но не	8	2
223	к нему	7	2
224	сих пор	5	2
225	но это	1	2
226	и таким	3	2
227	видно из	1	2
228	указания на	1	2
229	только что	2	2
230	ни было	2	2
231	то что	7	2
232	в свою	2	2
233	по одному	1	2
234	в своих	1	2
235	во всяком	6	2
236	все что	2	2
237	а между	1	1
238	народ в	1	1
239	женщины и	1	1
240	можно говорить	1	1
241	чтобы не	1	1
242	в этот	1	1
243	или к	1	1
244	такое же	1	1
245	тем же	1	1
246	и больше	2	1
247	объясняется и	1	1
248	и за	1	1
249	одним из	2	1
250	мы уже	1	1
251	той же	1	1
252	которым он	1	1
253	повседневной жизни	1	1
254	ни у	2	1
255	из своих	2	1
256	духовной и	1	1
257	счел возможным	1	1
258	свое завершение	1	1
259	сам как	1	1
260	совпадает с	1	1
261	одного или	1	1
262	к началу	1	1
263	ему в	2	1
264	был произведен	1	1
265	и заставляет	2	1
266	в мире	5	1
267	в ней	1	1
268	от всей	1	1
269	вышла из	1	1
270	быть в	1	1
271	во всех	2	1
272	общих чертах	1	1
273	сказать и	1	1
274	он может	1	1
275	при жизни	4	1
276	друг на	2	1
277	же она	1	1
278	силу этого	1	1
279	то совсем	1	1
280	а и	1	1
281	что два	1	1
282	каждая из	3	1
283	с этим	1	1
284	так называемая	1	1
285	мира в	1	1
286	для создания	1	1
287	с собой	1	1
288	в своем	3	1
289	всей этой	1	1
290	остальные имена	1	1
291	смысле этого	1	1
292	когда он	3	1
293	целый ряд	4	1
294	его к	1	1
295	и к	5	1
296	более или	5	1
297	то в	1	1
298	за собой	3	1
299	тенденции к	2	1
300	через всю	1	1
301	не приходится	1	1
302	культуры и	3	1
303	что это	3	1
304	об умершем	1	1
305	так или	3	1
306	представляет собой	3	1
307	он в	2	1
308	чуть ли	1	1
309	то теперь	1	1
310	из этих	10	1
311	в хотя	1	1
312	близости к	1	1
313	приводит к	2	1
314	только на	1	1
315	далекой от	1	1
316	и тот	1	1
317	роль в	1	1
318	и те	3	1
319	не могла	2	1
320	что эти	3	1
321	иначе связанные	1	1
322	для богов	1	1
323	с именем	2	1
324	состоит в	2	1
325	к одному	1	1
326	по существу	2	1
327	европейской культуры	3	1
328	не могли	1	1
329	чтобы в	1	1
330	из него	2	1
331	его от	2	1
332	способен на	1	1
333	людей и	2	1
334	что она	1	1
335	но все	7	1
336	человека в	1	1
337	тем с	2	1
338	что все	4	1
339	единственное что	1	1
340	состояния и	1	1
341	то есть	4	1
342	на этой	1	1
343	говорить не	1	1
344	это было	1	1
345	на путь	1	1
346	руку в	1	1
347	и отдельные	1	1
348	должен был	4	1
349	между отдельными	1	1
350	в жизни	1	1
351	нет в	1	1
352	а с	7	1
353	соответствии с	1	1
354	к которым	2	1
355	в самую	1	1
356	с тем	18	1
357	всегда и	3	1
358	со времени	2	1
359	в эту	2	1
360	в этих	4	1
361	можно только	2	1
362	не так	1	1
363	но если	2	1
364	а как	1	1
365	никто не	1	1
366	однако этот	1	1
367	однако еще	1	1
368	в отличие	1	1
369	в которых	4	1
370	не представляется	1	1
371	что уже	1	1
372	богов а	1	1
373	которые в	2	1
374	отношении представляет	1	1
375	однако не	1	1
376	и более	1	1
377	того типа	1	1
378	том же	1	1
379	по себе	1	1
380	этой области	1	1
381	с развитием	1	1
382	iv и	1	1
383	на три	1	1
384	вплоть до	2	1
385	но они	1	1
386	самого начала	2	1
387	для каждого	2	1
388	если в	3	1
389	на себе	1	1
390	не по	1	1
391	новых богов	2	1
392	того чтобы	5	1
393	отдельные его	1	1
394	следовательно и	1	1
395	видят в	1	1
396	под этим	1	1
397	это нам	1	1
398	которые и	1	1
399	в какой-то	1	1
400	они являются	1	1
401	к концу	3	1
402	сложнее и	1	1
403	и после	2	1
404	так например	2	1
405	мы и	1	1
406	может показаться	1	1
407	это два	1	1
408	и для	5	1
409	по своим	2	1
410	не могут	2	1
411	те и	2	1
412	и другим	1	1
413	по возможности	1	1
414	его с	1	1
415	слова с	1	1
416	наконец что	1	1
417	и это	2	1
418	но при	2	1
419	данном случае	1	1
420	особенно в	2	1
421	к какой-нибудь	1	1
422	представляется возможным	1	1
423	с самого	3	1
424	во главе	1	1
425	на поверхность	1	1
426	идет речь	1	1
427	этот период	2	1
428	далеком прошлом	1	1
429	те же	2	1
430	подойти к	3	1
431	мира и	1	1
432	с ним	1	1
433	в каждой	1	1
434	них не	2	1
435	в пользу	2	1
436	еще при	1	1
437	грамматики и	1	1
438	не означает	1	1
439	и что	4	1
440	в глаза	1	1
441	людьми и	1	1
442	с целью	2	1
443	в значительной	3	1
444	жизни он	1	1
445	и своей	1	1
446	может и	1	1
447	и только	4	1
448	наконец в	2	1
449	и следовательно	1	1
450	различия между	2	1
451	того что	3	1
452	этой силы	1	1
453	тех пор	2	1
454	воплощается в	1	1
455	дело с	1	1
456	хотя бы	3	1
457	к их	1	1
458	которое мы	1	1
459	согласно которой	1	1
460	до размеров	1	1
461	этот факт	2	1
462	мира как	1	1
463	больше чем	2	1
464	себя в	1	1
465	так что	3	1
466	важных для	2	1
467	существующему и	1	1
468	и богами	2	1
469	больше не	2	1
470	но происхождение	1	1
471	в душе	1	1
472	собой на	1	1
473	на эту	1	1
474	связывается с	3	1
475	этот раз	1	1
476	к своим	4	1
477	себе в	1	1
478	представить себе	1	1
479	это предположение	1	1
480	перед собой	1	1
481	друг друга	1	1
482	содержанием в	1	1
483	заметить что	1	1
484	которым они	1	1
485	кроме этих	1	1
486	перед ними	1	1
487	сначала от	1	1
488	над богами	2	1
489	для того	5	1
490	из двух	1	1
491	представление о	6	1
492	из среды	1	1
493	возможно что	1	1
494	простой народ	1	1
495	или иначе	3	1
496	на этот	4	1
497	этого человека	1	1
498	далеко не	4	1
499	и прежде	1	1
500	человек может	1	1
501	этой роли	1	1
502	в соответствии	1	1
503	превращается в	2	1
504	по тем	1	1
505	человек есть	1	1
506	о чем	1	1
507	существующее в	1	1
508	та часть	1	1
509	так называемых	1	1
510	материалом для	1	1
511	нет никаких	1	1
512	не осталось	1	1
513	связь с	2	1
514	знаем и	1	1
515	в далеком	1	1
516	эти слова	1	1
517	и потому	6	1
518	всем что	1	1
519	знаем о	1	1
520	что именно	2	1
521	в данном	1	1
522	к жизни	5	1
523	в той	1	1
524	на внутреннем	1	1
525	он становится	1	1
526	одновременно с	1	1
527	с тех	2	1
528	как бы	12	1
529	отрывая его	1	1
530	иногда даже	1	1
531	возможным но	1	1
532	этого слова	1	1
533	с этой	3	1
534	о его	1	1
535	с половиной	1	1
536	не знаем	1	1
537	протеста против	1	1
538	с вполне	1	1
539	которой можно	1	1
540	народа это	1	1
541	вспомнить что	1	1
542	это уже	1	1
543	к одной	2	1
544	у них	3	1
545	бы в	1	1
546	но зато	1	1
547	многие стороны	1	1
548	и источником	1	1
549	находим в	1	1
550	мы ничего	1	1
551	следит за	1	1
552	обстоит дело	1	1
553	этих элементов	1	1
554	в общем	8	1
555	к ее	1	1
556	бы с	1	1
557	из поля	1	1
558	с ней	3	1
559	сказать что	2	1
560	и материальной	2	1
561	совершенно не	1	1
562	к его	2	1
563	ко всему	2	1
564	именно к	1	1
565	культуры в	1	1
566	на юге	2	1
567	на это	1	1
568	в каком	1	1
569	жизни и	2	1
570	к этой	1	1
571	и другие	3	1
572	как на	8	1
573	в таком	3	1
574	этой точки	2	1
575	том числе	5	1
576	они не	1	1
