N	2gram	Tiupa_Hudo_1	formyVre
463	в русском	1	1
464	своей природе	2	1
465	по своей	7	1
466	события частной	1	1
467	жизни как	3	1
468	даже самая	2	1
469	входят в	1	1
470	и со	1	1
471	с которой	1	1
472	у нас	1	1
473	в момент	2	1
474	ни был	2	1
475	поэтому не	1	1
476	и такие	1	1
477	в совокупности	1	1
478	отличается от	2	1
479	всего в	1	1
480	в событии	1	1
481	в осмысленном	1	1
482	себя только	1	1
483	вырождается в	1	1
484	в каждом	1	1
485	приобретают в	1	1
486	существенное значение	1	1
487	внутренний хронотоп	1	1
488	свою очередь	2	1
489	его поступки	1	1
490	в организации	1	1
491	в себя	2	1
492	степени и	1	1
493	так в	4	1
494	приводит к	5	1
495	свободу и	1	1
496	как с	1	1
497	и совершенно	1	1
498	в другом	3	1
499	из всего	1	1
500	собой в	1	1
501	одном и	1	1
502	высшая форма	1	1
503	вошел в	1	1
504	быть или	1	1
505	с человеком	1	1
506	и вещи	1	1
507	и здесь	1	1
508	в состав	6	1
509	тех кто	1	1
510	и т.д	3	1
511	о том	2	1
512	внимание на	1	1
513	все прочие	3	1
514	мотивами в	1	1
515	к простому	1	1
516	мира а	1	1
517	в новелле	1	1
518	мы понимаем	1	1
519	или иная	1	1
520	путь к	1	1
521	на ее	1	1
522	лишь путем	1	1
523	осмысленном и	1	1
524	наконец в	1	1
525	также в	1	1
526	человека как	1	1
527	аффектов и	1	1
528	и мир	1	1
529	эти последние	1	1
530	тот же	1	1
531	и роман	1	1
532	природой и	1	1
533	что он	3	1
534	что даже	1	1
535	должен быть	1	1
536	жить и	2	1
537	на мир	1	1
538	по этому	1	1
539	судьба или	1	1
540	чаще всего	1	1
541	человека с	3	1
542	что из	1	1
543	себя в	7	1
544	так что	1	1
545	с нею	1	1
546	за пределами	3	1
547	является не	1	1
548	основе его	1	1
549	конкретном целом	1	1
550	или даже	3	1
551	из них	1	1
552	не внешняя	1	1
553	ведь это	1	1
554	при всей	1	1
555	бытия и	1	1
556	жанра в	1	1
557	человек как	1	1
558	и конкретном	1	1
559	на деле	3	1
560	в данный	2	1
561	говорим о	1	1
562	отведенного ему	1	1
563	никакого определенного	1	1
564	оно служит	1	1
565	являются только	1	1
566	действующих лиц	1	1
567	сама по	2	1
568	и внешнее	1	1
569	на отдельные	1	1
570	говорит о	1	1
571	к более	2	1
572	противоречие между	1	1
573	v в	1	1
574	мир все	1	1
575	к третьему	1	1
576	а на	5	1
577	и составляет	3	1
578	не на	3	1
579	с которым	1	1
580	от мира	1	1
581	и внутренне	1	1
582	как ни	1	1
583	его то	1	1
584	одну из	1	1
585	которой герой	1	1
586	о чем	2	1
587	своей структуре	1	1
588	и том	1	1
589	этим и	1	1
590	на которые	1	1
591	если не	1	1
592	не способна	1	1
593	начиная с	2	1
594	мы говорим	1	1
595	в иных	1	1
596	места для	1	1
597	и приобретает	1	1
598	литературы но	1	1
599	рода и	1	1
600	его личной	1	1
601	по своему	2	1
602	другу и	1	1
603	когда мы	1	1
604	встреч и	1	1
605	типа как	1	1
606	ряда и	1	1
607	к полноте	1	1
608	дело здесь	1	1
609	этого слова	2	1
610	и формы	1	1
611	сказать не	1	1
612	о своих	1	1
613	в одноименном	1	1
614	не предполагает	3	1
615	действительность в	1	1
616	с иными	1	1
617	ее можно	1	1
618	и позволяет	1	1
619	известной степени	3	1
620	примет в	1	1
621	тем и	1	1
622	не существует	1	1
623	и от	1	1
624	не подлежит	1	1
625	хронотопе имеет	1	1
626	жанр в	1	1
627	себя самого	1	1
628	на первый	1	1
629	от него	1	1
630	не более	1	1
631	тем более	1	1
632	т.д эта	1	1
633	от всего	1	1
634	все они	1	1
635	видим в	2	1
636	но всегда	1	1
637	становления и	1	1
638	с ними	1	1
639	слово в	1	1
640	не быть	1	1
641	от всех	1	1
642	для некоторых	1	1
643	либо в	2	1
644	культуры в	2	1
645	героя в	1	1
646	судьбы в	1	1
647	в искусстве	7	1
648	в своих	1	1
649	героя как	1	1
650	исторического человека	1	1
