N	2gram	Ircho_Kome_2	Literetu
530	значительного числа	1	1
531	становится ясным	1	1
532	под названием	2	1
533	это уже	1	1
534	этот образ	1	1
535	и более	1	1
536	себя на	1	1
537	о котором	1	1
538	свидетельствует о	1	1
539	для нас	3	1
540	или менее	1	1
541	и все	2	1
542	в этих	4	1
543	еще более	2	1
544	чтобы его	1	1
545	не будучи	1	1
546	не должен	1	1
547	хотя бы	2	1
548	человека не	1	1
549	в общем	1	1
550	к ее	1	1
551	нет ничего	1	1
552	в период	3	1
553	героя и	1	1
554	из тех	1	1
555	современного читателя	2	1
556	от своего	1	1
557	сказать что	1	1
558	для каждой	1	1
559	ведь он	1	1
560	уже только	1	1
561	к его	2	1
562	всех других	1	1
563	бы его	1	1
564	из этого	2	1
565	и жизнь	2	1
566	к физическому	2	1
567	труда в	1	1
568	того времени	3	1
