N	2gram	Berdyaev_M_1	KulturaY
164	во многих	1	2
165	но ведь	1	2
166	духовной культуры	1	2
167	трудно было	1	2
168	он не	24	2
169	в каждом	1	2
170	как они	1	2
171	в состоянии	1	2
172	лишь в	6	2
173	заключается в	1	2
174	и мы	2	2
175	связанная с	1	2
176	для них	3	2
177	как и	5	2
178	же есть	1	2
179	и еще	3	2
180	нужно было	1	2
181	но если	3	2
182	в своей	15	2
183	не столько	1	2
184	что я	1	2
185	вопрос о	2	2
186	и более	1	2
187	до конца	14	2
188	в то	2	2
189	не имеет	3	2
190	ничего не	3	2
191	что их	1	2
192	и именно	1	2
193	был в	4	2
194	никогда не	14	2
195	такова что	1	2
196	и мысли	1	2
197	же до	1	2
198	не могут	5	2
199	когда мы	2	2
200	но также	1	2
201	к жизни	1	2
202	отношения и	2	2
203	не мог	3	2
204	было в	1	2
205	подойти к	1	2
206	одно из	3	2
207	в разных	1	2
208	о нем	2	2
209	любви к	7	2
210	это было	1	2
211	в греческой	1	2
212	а именно	1	2
213	любовь к	2	2
214	перед которым	1	2
215	к свету	1	2
216	традиции в	1	2
217	же и	1	2
218	в сторону	1	2
219	конечно не	3	2
220	то и	1	2
221	был бы	10	2
222	наука о	1	2
223	в каком	2	2
224	и против	1	2
225	на этот	2	2
226	по своим	1	2
227	даже для	1	2
228	а на	1	2
229	о чем	2	2
230	в это	1	2
231	мы говорим	1	2
232	в иных	3	2
233	это есть	3	2
234	с этой	4	2
235	в смысле	1	2
236	не раз	1	2
237	смысл и	1	2
238	в более	2	2
239	и для	2	2
240	льва толстого	1	2
241	уже на	1	2
242	для нас	3	2
243	и все	10	2
244	тем более	1	2
245	я и	1	1
246	смысле слова	4	1
247	вряд ли	3	1
248	связана с	2	1
249	начале xix	1	1
250	тех же	1	1
251	или к	4	1
252	из самых	8	1
253	ту же	1	1
254	достоевского в	9	1
255	она все	1	1
256	и этот	4	1
257	его не	3	1
258	есть не	4	1
259	можно и	1	1
260	и ничего	1	1
261	все уже	1	1
262	ответить на	1	1
263	во внутреннем	1	1
264	еще до	1	1
265	который был	2	1
266	что иное	1	1
267	в деле	1	1
268	его пути	1	1
269	культурной традиции	1	1
270	начало и	1	1
271	не хочет	2	1
272	есть акт	1	1
273	не был	7	1
274	к ее	1	1
275	истории в	2	1
276	что люди	1	1
277	выражения в	1	1
278	тем как	1	1
279	то он	1	1
280	к ним	1	1
281	его во	1	1
282	менее всего	7	1
283	отношение к	4	1
284	отличие от	1	1
285	она есть	1	1
286	духа русского	1	1
287	которые не	1	1
288	как говорит	1	1
289	в одной	1	1
290	тут уже	1	1
291	как к	1	1
292	к тем	1	1
293	в необходимости	2	1
294	так человек	2	1
295	он дал	1	1
296	со своей	1	1
297	и идет	1	1
298	бы не	2	1
299	так совершенно	1	1
300	что ничего	1	1
301	говорят о	1	1
302	имеем в	1	1
303	и те	2	1
304	как он	2	1
305	в братьях	3	1
306	в такую	1	1
307	может уже	1	1
308	а вовсе	1	1
309	сомнений и	1	1
310	идей и	3	1
311	приходят к	2	1
312	всех этих	1	1
313	не значит	2	1
314	он должен	3	1
315	к одному	1	1
316	к переходу	1	1
317	и вот	3	1
318	вообще не	2	1
319	он возвращает	1	1
320	из него	1	1
321	и по	4	1
322	на этом	3	1
323	лишь с	1	1
324	прежде чем	2	1
325	культуры что	1	1
326	конца и	1	1
327	от нее	5	1
328	тому чтобы	2	1
329	же не	1	1
330	он знал	4	1
331	том случае	1	1
332	об этом	1	1
333	среды и	1	1
334	них не	1	1
335	первый и	1	1
336	на все	1	1
337	на протяжении	2	1
338	том смысле	2	1
339	чтобы все	1	1
340	связываются с	1	1
341	в сложном	1	1
342	истории и	2	1
343	в жизни	3	1
344	это особенно	2	1
345	он принадлежит	1	1
346	нет в	4	1
347	силы в	1	1
348	человек который	1	1
349	шаг вперед	1	1
350	смысле что	1	1
351	увидим как	1	1
352	одно дело	1	1
353	у художника	1	1
354	в такой	1	1
355	и без	1	1
356	самом поверхностном	1	1
357	что вся	1	1
358	стадия в	1	1
359	оказывается что	2	1
360	в отличие	1	1
361	мысли и	2	1
362	в дневнике	2	1
363	том основании	2	1
364	всякий раз	1	1
365	должны были	1	1
366	когда она	1	1
367	точку зрения	1	1
368	но это	1	1
369	но он	9	1
370	но во	1	1
371	для россии	1	1
372	сам он	1	1
373	человеку не	1	1
374	также что	1	1
375	что ему	1	1
376	мысли в	1	1
377	дневника писателя	2	1
378	это еще	1	1
379	не могло	1	1
380	к старой	1	1
381	находятся в	1	1
382	с одним	1	1
383	действительно в	1	1
384	и учение	1	1
385	пушкина но	1	1
386	чем многие	1	1
387	и после	1	1
388	с таким	1	1
389	достоевский в	5	1
390	как будто	2	1
391	нашей эпохи	2	1
392	может показаться	1	1
393	необходимость не	1	1
394	xx века	1	1
395	все то	1	1
396	есть только	2	1
397	могут быть	2	1
398	одно только	2	1
399	в самых	1	1
400	когда они	1	1
401	всегда в	1	1
402	и самое	1	1
403	основной и	1	1
404	положительно в	1	1
405	на нем	1	1
406	сравнению со	1	1
407	и подлинное	1	1
408	в ее	3	1
409	свои силы	1	1
410	и от	2	1
411	необходимости и	2	1
412	на той	1	1
413	в бесах	2	1
414	и когда	2	1
415	и сам	1	1
416	для человеческого	3	1
417	мог бы	4	1
418	это потому	1	1
419	она была	1	1
420	который я	1	1
421	по сравнению	2	1
422	разного рода	2	1
423	но у	1	1
424	поэтому в	1	1
425	историческая судьба	1	1
426	в мою	1	1
427	находится в	1	1
428	нет уже	1	1
429	момент в	2	1
430	она уже	1	1
431	одного из	1	1
432	у достоевского	42	1
433	очень многое	1	1
434	и во	2	1
435	более глубоко	1	1
436	не умеет	1	1
437	нас в	1	1
438	и своей	1	1
439	во всех	1	1
440	по типу	1	1
441	уже быть	1	1
442	лишен был	1	1
443	переходит в	15	1
444	и всякая	1	1
445	как его	1	1
446	не видел	1	1
447	и только	1	1
448	это лишь	1	1
449	еще более	1	1
450	все время	1	1
451	у всех	2	1
452	ней все	1	1
453	кого он	1	1
454	в него	3	1
455	никакого другого	1	1
456	он видел	1	1
457	сразу же	1	1
458	против того	1	1
459	что только	1	1
460	этот вопрос	1	1
461	не имеющих	1	1
462	а лишь	1	1
463	которому он	1	1
464	связанным с	1	1
465	наше время	1	1
466	в эти	1	1
467	и хочу	1	1
468	литературы в	1	1
469	и положительно	1	1
470	значению и	1	1
471	и у	2	1
472	себя в	3	1
473	ничего нельзя	1	1
474	себя и	3	1
475	бы установить	1	1
476	в нашей	1	1
477	много нового	1	1
478	его и	1	1
479	вл соловьева	1	1
480	не так	3	1
481	для него	11	1
482	и их	3	1
483	в конце	7	1
484	вперед в	1	1
485	от всякого	1	1
486	такому пониманию	1	1
487	тема эта	1	1
488	от того	1	1
489	и вместе	4	1
490	связан с	1	1
491	влияние на	1	1
492	тесно с	1	1
493	в россии	2	1
494	говорит о	1	1
495	притом не	1	1
496	человека но	4	1
497	человеческой жизни	2	1
498	его как	2	1
499	человек в	9	1
500	а ведь	1	1
501	долгое время	2	1
502	различие между	2	1
503	него не	2	1
504	я хочу	3	1
505	все более	1	1
506	нет ничего	7	1
507	эти слова	2	1
508	к его	1	1
509	принужден был	1	1
510	в европе	1	1
511	учению о	2	1
512	в моей	1	1
513	на периферии	1	1
514	по своему	2	1
515	наряду с	1	1
516	и смысла	1	1
517	самого себя	2	1
518	для человека	3	1
519	да и	1	1
520	у самого	2	1
521	это значит	3	1
522	которым он	1	1
523	и там	4	1
524	выходят за	1	1
525	у русского	2	1
526	его в	3	1
527	является для	1	1
528	этой трагедии	1	1
529	что мы	1	1
530	своей жизни	1	1
531	только для	1	1
532	о его	1	1
533	порядка и	1	1
534	в начале	2	1
535	они требуют	1	1
536	трудно бывает	1	1
537	в наше	2	1
538	достоевского не	4	1
539	только одна	1	1
540	основании что	2	1
541	отношение между	1	1
542	отношении между	1	1
543	выражена и	1	1
544	он за	1	1
545	братьях карамазовых	3	1
546	к живому	1	1
547	в отношения	1	1
548	бы он	1	1
549	иное чем	1	1
550	или нет	1	1
551	интерес к	3	1
552	ним все	1	1
553	я хотел	2	1
554	быть что	1	1
555	будто бы	3	1
556	дневнике писателя	2	1
557	я в	1	1
558	есть уже	4	1
559	пишет достоевский	2	1
560	давно уже	1	1
561	отношении к	2	1
562	процессы в	1	1
563	значит конечно	1	1
564	жизни в	2	1
565	нужно для	1	1
566	это все	1	1
567	не знает	4	1
568	возможно лишь	1	1
569	сказать что	2	1
570	о духе	1	1
571	также в	1	1
572	с такой	1	1
573	не что	1	1
574	культуры в	1	1
575	есть и	3	1
576	та же	1	1
577	на своем	3	1
578	жизнь в	1	1
579	об отношении	1	1
580	жизни и	2	1
581	в искусстве	1	1
582	случае если	1	1
583	в своих	1	1
584	к этому	2	1
585	значение в	1	1
586	все что	2	1
587	я написал	1	1
