N	2gram	Propp_Isto_5	VeschiIm
257	в науке	1	2
258	на него	8	2
259	и его	9	2
260	это уже	2	2
261	однако это	1	2
262	не потому	2	2
263	данном случае	2	2
264	с собой	1	2
265	мог бы	1	2
266	том как	2	2
267	находится в	2	2
268	в виду	1	2
269	на вопрос	1	2
270	никак не	1	2
271	это было	2	2
272	во втором	1	2
273	тот момент	1	2
274	обе эти	1	2
275	сказали что	1	2
276	или его	1	2
277	него если	1	2
278	в качестве	7	2
279	и они	2	2
280	мы получим	1	2
281	существования и	1	2
282	его и	2	2
283	мы можем	2	2
284	не говорит	1	2
285	о которых	2	2
286	в особенности	3	2
287	превращается в	7	2
288	о чем	2	2
289	если не	4	2
290	но оно	3	2
291	в частности	7	2
292	себя из	1	2
293	а потом	1	2
294	есть она	1	2
295	в более	3	2
296	есть уже	1	2
297	к ее	1	2
298	состоит из	3	2
299	а я	1	2
300	в своих	1	2
301	так же	5	2
302	во всяком	1	2
303	этой точки	1	2
304	также что	3	1
305	же как	4	1
306	тоже очень	1	1
307	и могущества	1	1
308	на ступени	2	1
309	мы имели	1	1
310	что когда	1	1
311	то на	1	1
312	между двумя	1	1
313	но после	1	1
314	она все	1	1
315	не имеют	1	1
316	едва ли	1	1
317	в зависимости	1	1
318	когда уже	2	1
319	в которой	4	1
320	что уже	1	1
321	тогда они	1	1
322	именно к	1	1
323	нас это	1	1
324	время как	1	1
325	и зарождение	1	1
326	и другая	1	1
327	и заставляет	1	1
328	быть подтверждено	1	1
329	уже в	2	1
330	другим в	1	1
331	и на	8	1
332	то мы	1	1
333	и и	1	1
334	смысле мы	1	1
335	есть более	1	1
336	признает что	1	1
337	только тогда	2	1
338	если в	3	1
339	ответ на	1	1
340	совершенно ясно	4	1
341	отличие от	1	1
342	наиболее для	1	1
343	в истории	4	1
344	эта связь	2	1
345	стороны и	1	1
346	что как	1	1
347	части в	1	1
348	не хватает	1	1
349	словом в	1	1
350	перед нами	2	1
351	чего мы	1	1
352	к иному	1	1
353	и к	1	1
354	смысл но	1	1
355	которых идет	1	1
356	мы получаем	1	1
357	все эти	8	1
358	в этой	3	1
359	еще один	2	1
360	зависимости от	1	1
361	по имени	1	1
362	но на	1	1
363	как принцип	1	1
364	знания в	1	1
365	главным образом	1	1
366	при этом	1	1
367	он ни	1	1
368	все другие	1	1
369	еще раньше	1	1
370	чтобы они	1	1
371	они в	1	1
372	и еще	1	1
373	он должен	1	1
374	не как	4	1
375	том чтобы	2	1
376	мало того	1	1
377	д все	1	1
378	из него	2	1
379	е на	2	1
380	и по	2	1
381	они должны	1	1
382	форма есть	1	1
383	этого мы	2	1
384	один момент	1	1
385	можно узнать	1	1
386	выходя из	1	1
387	в это	2	1
388	который сам	1	1
389	во многом	1	1
390	она и	1	1
391	а за	1	1
392	как видно	1	1
393	со своими	2	1
394	не всегда	4	1
395	всякого сомнения	1	1
396	же я	1	1
397	что собственно	1	1
398	этом случае	7	1
399	остается только	1	1
400	в котором	1	1
401	но которые	1	1
402	представление о	17	1
403	то его	2	1
404	в отличие	1	1
405	они уже	1	1
406	свой смысл	1	1
407	от его	1	1
408	этой стадии	3	1
409	более подробном	1	1
410	на другую	1	1
411	что никакой	1	1
412	без всяких	2	1
413	тем самым	1	1
414	даже в	2	1
415	случае мы	1	1
416	например и	1	1
417	берет их	1	1
418	нее т	1	1
419	что эта	1	1
420	что с	1	1
421	имеет свое	1	1
422	дело не	1	1
423	не имеет	1	1
424	уже из	1	1
425	о них	1	1
426	представления и	1	1
427	быть речи	1	1
428	находятся в	1	1
429	явление в	1	1
430	в наше	2	1
431	место это	1	1
432	что звук	1	1
433	видим что	5	1
434	такой случай	1	1
435	сводится к	1	1
436	в сознании	1	1
437	должны иметь	1	1
438	уже и	2	1
439	и уходит	2	1
440	только одна	1	1
441	в каком	1	1
442	с другом	2	1
443	ясно но	1	1
444	и оно	1	1
445	что можно	1	1
446	могут быть	6	1
447	действительно можно	1	1
448	утверждать что	1	1
449	формы этого	3	1
450	они стали	3	1
451	стоит на	1	1
452	нас от	1	1
453	в конце	1	1
454	вывод что	1	1
455	на нем	1	1
456	на основе	1	1
457	с каким	1	1
458	и от	1	1
459	за нами	2	1
460	с самого	1	1
461	то время	1	1
462	в пределах	4	1
463	идет речь	1	1
464	на том	3	1
465	они могут	1	1
466	что у	4	1
467	на нее	2	1
468	меняются но	1	1
469	здесь как	2	1
470	или иной	1	1
471	уже сейчас	1	1
472	говорят что	1	1
473	о нем	3	1
474	же необходимо	1	1
475	уже были	1	1
476	не был	1	1
477	говорит об	1	1
478	за пределами	1	1
479	которых никто	1	1
480	таким же	2	1
481	а также	1	1
482	из ряда	1	1
483	листьев и	1	1
484	происходит не	1	1
485	должно было	2	1
486	ней а	1	1
487	на своих	2	1
488	язык и	2	1
489	от них	2	1
490	с вами	1	1
491	на одном	2	1
492	вслед за	1	1
493	а именно	4	1
494	другое не	1	1
495	что здесь	3	1
496	сердца но	1	1
497	одного из	1	1
498	но с	1	1
499	гораздо меньше	1	1
500	и так	1	1
501	несколько подробнее	1	1
502	душу а	1	1
503	не было	1	1
504	заметим что	1	1
505	с одной	7	1
506	именно на	2	1
507	было так	1	1
508	конечно не	1	1
509	и у	1	1
510	не знать	1	1
511	в виде	9	1
512	свидетельствует о	1	1
513	при помощи	7	1
514	очевидно что	2	1
515	себе в	1	1
516	всяком случае	1	1
517	слова в	1	1
518	вовсе не	2	1
519	у него	2	1
520	него это	1	1
521	и вместе	2	1
522	ее на	1	1
523	в других	2	1
524	в очень	1	1
525	вид что	3	1
526	только у	2	1
527	до сих	2	1
528	исходят из	1	1
529	не обязательно	1	1
530	к которым	2	1
531	не знали	1	1
532	мы еще	1	1
533	или о	1	1
534	д то	1	1
535	говорит о	2	1
536	имеют никакого	1	1
537	в некоторых	4	1
538	одной стороны	7	1
539	а сам	2	1
540	и выше	1	1
541	с которым	2	1
542	стороны в	1	1
543	уже давно	1	1
544	нет ничего	1	1
545	очень важное	1	1
546	и она	3	1
547	всегда должен	1	1
548	даже такие	1	1
549	всем что	1	1
550	к другой	1	1
551	то можно	1	1
552	их к	1	1
553	не сразу	1	1
554	из которых	2	1
555	могущество и	1	1
556	мы опять	3	1
557	мне на	1	1
558	знать что	1	1
559	если на	1	1
560	и основной	1	1
561	я покажу	1	1
562	только чтобы	1	1
563	по существу	2	1
564	на какие	1	1
565	дерево и	1	1
566	друг с	2	1
567	может считаться	1	1
568	в состоянии	1	1
569	и жизнь	1	1
570	том смысле	1	1
571	или другого	1	1
572	как из	1	1
573	под собой	1	1
574	сих пор	2	1
575	заставляет нас	1	1
576	не знаем	3	1
577	но для	2	1
578	же теперь	1	1
579	к другим	1	1
580	не при	1	1
581	это можно	1	1
582	его нет	1	1
583	или в	6	1
584	его с	1	1
585	тот кто	7	1
586	ее и	3	1
587	у них	1	1
588	или нет	1	1
589	мы должны	4	1
590	также не	2	1
591	хотя в	1	1
592	уже нет	1	1
593	в целях	3	1
594	одной из	1	1
595	с ней	2	1
596	только как	1	1
597	другой стороны	8	1
598	к его	2	1
599	это положение	1	1
600	мы увидим	5	1
601	из этого	1	1
602	сам в	2	1
603	только о	1	1
604	ли он	2	1
605	из своей	1	1
606	на свет	1	1
607	но эти	3	1
608	к этой	1	1
609	как таковое	2	1
610	в противоположность	1	1
611	к этому	2	1
612	думать что	1	1
613	можно назвать	1	1
614	в таком	1	1
615	они не	3	1
