N	2gram	Nazirov_Vr_1	Problema
116	можно говорить	1	3
117	это и	1	3
118	и этот	1	3
119	в их	1	3
120	это отношение	1	3
121	первый план	1	3
122	а тем	1	3
123	и речи	1	3
124	что они	1	3
125	в истории	4	3
126	хотя и	1	3
127	не было	5	3
128	не являются	1	3
129	что слово	1	3
130	в целом	1	3
131	но ведь	1	3
132	при этом	4	3
133	его в	3	3
134	все равно	1	3
135	несмотря на	4	3
136	лет назад	1	3
137	никто не	1	3
138	как о	1	3
139	одна из	2	3
140	только не	1	3
141	мы бы	1	3
142	ничего общего	1	3
143	имеется в	1	3
144	он сам	2	3
145	но мы	1	3
146	нас в	1	3
147	говорить об	1	3
148	и можно	1	3
149	в свете	1	3
150	и наконец	1	3
151	один из	1	3
152	ли он	1	3
153	уже в	4	3
154	в нашей	2	3
155	а это	1	3
156	и их	1	3
157	пока не	1	3
158	это будет	1	3
159	что для	1	3
160	от нас	1	3
161	и от	1	3
162	о котором	1	3
163	бы в	1	3
164	только как	1	3
165	в своих	4	3
166	точно так	1	3
167	все что	1	3
168	речь идет	3	2
169	не имел	1	2
170	по преимуществу	1	2
171	свое место	1	2
172	той же	1	2
173	совпадает с	1	2
174	из которых	1	2
175	в ней	4	2
176	но при	1	2
177	во всех	1	2
178	есть по	1	2
179	в той	2	2
180	независимо от	1	2
181	как нам	1	2
182	роль в	1	2
183	во многих	1	2
184	время и	2	2
185	он не	3	2
186	пор мы	1	2
187	в плане	1	2
188	и ее	2	2
189	об этом	5	2
190	в них	2	2
191	точки зрения	2	2
192	в условиях	1	2
193	он тоже	2	2
194	человека но	1	2
195	правда в	1	2
196	как на	1	2
197	никуда не	1	2
198	ли это	1	2
199	отличается от	1	2
200	на это	2	2
201	имеет никаких	1	2
202	в в	2	2
203	только при	1	2
204	и сам	1	2
205	но зато	1	2
206	во все	1	2
207	еще в	1	2
208	о нем	6	2
209	а также	2	2
210	это было	1	2
211	к нему	1	2
212	тотчас же	1	2
213	если это	1	2
214	в него	2	2
215	быть и	1	2
216	оказалось что	1	2
217	в разные	1	2
218	в качестве	1	2
219	для всех	1	2
220	с нею	2	2
221	ни с	1	2
222	и а	2	2
223	каждый из	1	2
224	в н	1	2
225	только по	1	2
226	что из	1	2
227	нет ничего	1	2
228	вместе с	2	2
229	это за	1	2
230	еще более	1	2
231	но вот	1	2
232	о своем	1	2
233	мы считаем	1	2
234	бы его	1	2
235	из этого	1	2
236	это в	2	2
237	которых не	1	1
238	отношения к	2	1
239	одним из	3	1
240	и относительной	1	1
241	же как	2	1
242	котором уже	1	1
243	не сомневался	1	1
244	выяснилось что	1	1
245	не имело	1	1
246	по его	1	1
247	их и	1	1
248	и раньше	1	1
249	пока только	1	1
250	именно к	1	1
251	я не	3	1
252	ему в	1	1
253	безо всякого	1	1
254	был знаком	1	1
255	и был	1	1
256	как ему	1	1
257	он был	3	1
258	на них	1	1
259	столь же	2	1
260	с его	3	1
261	а следовательно	1	1
262	в ту	1	1
263	и и	1	1
264	то он	1	1
265	заметим что	1	1
266	отношение к	2	1
267	выясняется что	1	1
268	первый взгляд	1	1
269	как в	1	1
270	только об	1	1
271	дает нам	1	1
272	с такими	1	1
273	в мысли	1	1
274	тут нет	1	1
275	что это	1	1
276	мы получаем	1	1
277	в известном	2	1
278	этот вывод	1	1
279	не могла	1	1
280	в нем	6	1
281	от которого	1	1
282	о которой	2	1
283	ведь не	1	1
284	в силу	1	1
285	через несколько	1	1
286	что ни	1	1
287	людей и	1	1
288	же не	2	1
289	об этой	2	1
290	в глубине	1	1
291	говорить не	1	1
292	входя в	1	1
293	в глазах	2	1
294	это не	4	1
295	ни разу	1	1
296	как общее	1	1
297	чем все	1	1
298	такой же	1	1
299	не мог	2	1
300	но я	1	1
301	эта была	1	1
302	что о	1	1
303	место в	2	1
304	сам же	1	1
305	оба они	1	1
306	не могли	1	1
307	быть прежде	1	1
308	что есть	3	1
309	разные периоды	1	1
310	но они	1	1
311	равно не	1	1
312	что эта	1	1
313	если в	1	1
314	следовательно и	1	1
315	никогда не	2	1
316	во всей	1	1
317	по своей	1	1
318	это слово	1	1
319	и его	3	1
320	существуют в	1	1
321	этом отношении	1	1
322	не знали	1	1
323	такие же	1	1
324	и далее	2	1
325	только от	1	1
326	человека с	2	1
327	по нашему	3	1
328	в момент	2	1
329	м н	1	1
330	уже на	1	1
331	действительно можно	1	1
332	вы не	1	1
333	с ее	1	1
334	то время	1	1
335	от того	1	1
336	что у	3	1
337	на нее	1	1
338	во многом	4	1
339	нам уже	1	1
340	с ним	4	1
341	представляющий собой	1	1
342	подавляющее большинство	1	1
343	наши исследователи	1	1
344	и во	3	1
345	между тем	5	1
346	этот момент	2	1
347	не знаю	1	1
348	в другую	1	1
349	но с	1	1
350	то в	1	1
351	и кончая	1	1
352	это же	1	1
353	раз в	3	1
354	быть весьма	1	1
355	чтобы он	3	1
356	тем чтобы	1	1
357	но для	1	1
358	в известной	1	1
359	в одном	1	1
360	к ним	2	1
361	друг друга	1	1
362	нужно было	1	1
363	не переставал	1	1
364	о своей	1	1
365	и реальных	1	1
366	именно в	1	1
367	том как	1	1
368	а с	2	1
369	говорит о	1	1
370	он отличается	1	1
371	немалую роль	1	1
372	нашему мнению	1	1
373	до конца	1	1
374	это опять	1	1
375	и уже	3	1
376	уже по	1	1
377	с первого	1	1
378	свете этой	1	1
379	знаем о	1	1
380	в москве	1	1
381	его на	2	1
382	конечно гораздо	1	1
383	может идти	1	1
384	т е	3	1
385	указанием на	1	1
386	еще раз	1	1
387	известном смысле	1	1
388	между прочим	1	1
389	ближе к	1	1
390	этой аксиомы	1	1
391	нем самом	1	1
392	периоды его	1	1
393	вне его	1	1
394	на большую	1	1
395	возникает вопрос	1	1
396	года в	7	1
397	во время	2	1
398	же в	2	1
399	давно уже	3	1
400	а н	2	1
401	в свое	1	1
402	д в	1	1
403	в литературе	1	1
404	гораздо хуже	1	1
405	к этой	1	1
406	который не	1	1
407	к этому	3	1
408	они не	1	1
