N	2gram	Trubetskoy_1	VerxiiNi
182	так чтобы	2	2
183	творить в	1	2
184	время после	2	2
185	еще не	5	2
186	и на	6	2
187	бы то	2	2
188	с его	1	2
189	во всех	10	2
190	основано на	5	2
191	в создании	1	2
192	различия между	3	2
193	друг на	1	2
194	силы и	1	2
195	этого последнего	2	2
196	отличаются от	1	2
197	общего с	2	2
198	что именно	1	2
199	некоторые из	1	2
200	и наконец	3	2
201	ни один	3	2
202	он в	1	2
203	с тех	1	2
204	на то	9	2
205	не могла	1	2
206	значительная часть	3	2
207	из этой	2	2
208	перестает быть	1	2
209	не к	1	2
210	из него	2	2
211	состоит в	1	2
212	его можно	1	2
213	людей и	1	2
214	заключает в	2	2
215	то ни	3	2
216	те же	2	2
217	к другу	2	2
218	на все	5	2
219	в глазах	2	2
220	культуры таким	1	2
221	что большинство	1	2
222	в них	2	2
223	на друга	1	2
224	мы видели	2	2
225	нужно чтобы	1	2
226	народных массах	1	2
227	но если	2	2
228	национальной психики	1	2
229	и сейчас	4	2
230	признать что	3	2
231	не в	8	2
232	как от	1	2
233	эта культура	4	2
234	самого начала	1	2
235	этими двумя	2	2
236	для каждого	1	2
237	тогда когда	3	2
238	ее с	1	2
239	тех пор	2	2
240	только не	2	2
241	в разных	3	2
242	больше чем	1	2
243	в самой	2	2
244	же время	2	2
245	ли это	1	2
246	не потому	2	2
247	культурные ценности	1	2
248	и проч	4	2
249	начиная с	1	2
250	не могут	4	2
251	выход из	1	2
252	в среде	2	2
253	и другой	1	2
254	отличается от	6	2
255	этот путь	1	2
256	ничего общего	3	2
257	но при	1	2
258	приводит к	1	2
259	можно только	1	2
260	по сравнению	5	2
261	не исчерпывается	1	2
262	нет вовсе	1	2
263	для этого	7	2
264	мысль о	1	2
265	в виду	2	2
266	гораздо менее	2	2
267	в пользу	5	2
268	между тем	12	2
269	исторического развития	2	2
270	у всех	1	2
271	быть и	5	2
272	по своей	7	2
273	один из	1	2
274	большею частью	5	2
275	тот же	3	2
276	очень много	3	2
277	этот факт	1	2
278	между этими	2	2
279	от них	1	2
280	для всех	1	2
281	конечно не	3	2
282	уже в	1	2
283	эти черты	2	2
284	для успешного	1	2
285	в начале	2	2
286	свидетельствует о	1	2
287	одно из	3	2
288	и люди	1	2
289	мы можем	6	2
290	но вместе	1	2
291	из своих	1	2
292	или иной	1	2
293	и из	2	2
294	именно в	5	2
295	к которому	1	2
296	прежде всего	3	2
297	не было	2	2
298	может ли	1	2
299	перед которой	1	2
300	и все	7	2
301	то ясно	4	2
302	когда же	1	2
303	всех других	2	2
304	тем с	1	2
305	в одно	2	2
306	должна была	1	2
307	виде в	1	2
308	и особенно	2	2
309	у славян	1	2
310	по своему	5	2
311	сравнению с	5	2
312	есть как	1	2
313	по существу	6	2
314	на пути	1	2
315	благодаря этому	1	2
316	что мы	4	2
317	поэтому что	4	2
318	же самое	1	2
319	положение дела	1	2
320	при таком	2	2
321	том виде	2	2
322	о котором	7	2
323	и перед	1	2
324	совершенно иной	2	2
325	пути к	1	2
326	но когда	1	2
327	из себя	10	2
328	в эту	2	2
329	только что	3	2
330	ни было	2	2
331	в свою	2	2
332	в процессе	2	2
333	к культуре	14	2
334	сказать что	1	2
335	к его	1	2
336	ко всему	2	2
337	из этого	6	2
338	ли они	1	2
339	жизни и	2	2
340	можно назвать	3	2
341	все что	9	2
342	этой точки	1	2
343	народ в	4	1
344	как известно	3	1
345	от этой	1	1
346	за тем	1	1
347	к их	1	1
348	в этот	1	1
349	которого в	2	1
350	а между	8	1
351	и германских	1	1
352	смысле слова	1	1
353	самом деле	12	1
354	он может	1	1
355	т.д таким	1	1
356	показаться что	1	1
357	это и	1	1
358	который можно	1	1
359	что когда	1	1
360	тем же	2	1
361	широкую группу	1	1
362	в первом	1	1
363	конечно невозможно	1	1
364	с культурой	5	1
365	симпатического подражания	1	1
366	культура не	1	1
367	и до	3	1
368	разных народов	1	1
369	все те	1	1
370	и развитие	2	1
371	же культуры	1	1
372	причиной и	1	1
373	несколько иной	1	1
374	мы уже	4	1
375	той же	1	1
376	а как	1	1
377	в заблуждение	1	1
378	далее в	1	1
379	мы не	1	1
380	от культуры	5	1
381	что предки	1	1
382	совершенно так	4	1
383	этом не	1	1
384	и быстрому	1	1
385	с однородной	1	1
386	в сущности	2	1
387	время как	1	1
388	получили из	1	1
389	сложнее и	1	1
390	мы и	2	1
391	не совсем	1	1
392	очень давно	1	1
393	для романогерманцев	2	1
394	же что	2	1
395	надо иметь	1	1
396	при таких	1	1
397	мало удачны	1	1
398	в ней	3	1
399	двух или	3	1
400	своем целом	2	1
401	быть в	1	1
402	в широком	1	1
403	единой культуры	1	1
404	что его	4	1
405	создают для	1	1
406	общих чертах	1	1
407	а следовательно	1	1
408	друг к	2	1
409	помимо этого	1	1
410	видели что	1	1
411	спутником и	1	1
412	народов земного	1	1
413	в сторону	2	1
414	по отношению	9	1
415	культуру и	4	1
416	а и	8	1
417	языке так	1	1
418	с психологической	1	1
419	вступают в	2	1
420	более как	2	1
421	что так	1	1
422	отличие от	3	1
423	друга и	1	1
424	что они	2	1
425	каковом случае	2	1
426	этих людей	1	1
427	разные стадии	1	1
428	как в	1	1
429	выйти из	1	1
430	народа в	15	1
431	как к	5	1
432	удовлетворения своих	1	1
433	что касается	6	1
434	однако не	1	1
435	преобладают над	1	1
436	психологии но	1	1
437	его к	1	1
438	и продолжают	1	1
439	есть ли	1	1
440	от этого	1	1
441	и отчасти	1	1
442	то в	2	1
443	самые эти	1	1
444	не приходится	1	1
445	та же	3	1
446	практические выводы	1	1
447	а во-вторых	1	1
448	бы с	1	1
449	то время	2	1
450	что роль	1	1
451	в нашем	3	1
452	непременно будет	1	1
453	близости к	1	1
454	отчасти и	1	1
455	не более	2	1
456	и заставить	1	1
457	сливаются в	1	1
458	если он	2	1
459	вследствие этого	2	1
460	роли в	1	1
461	широком смысле	2	1
462	на его	1	1
463	момента когда	1	1
464	к нашим	1	1
465	но именно	1	1
466	в нашей	1	1
467	среди своих	1	1
468	всех этих	4	1
469	у романогерманцев	3	1
470	он должен	2	1
471	к одному	1	1
472	народ не	3	1
473	в корне	1	1
474	порвать с	1	1
475	и более	2	1
476	на земле	3	1
477	которые раньше	1	1
478	на этом	2	1
479	частей и	1	1
480	что она	1	1
481	от нее	2	1
482	не следует	1	1
483	этом последнем	1	1
484	сделать из	1	1
485	том же	4	1
486	в одну	4	1
487	же старые	1	1
488	касается до	8	1
489	факт что	4	1
490	имеет параллель	1	1
491	задний план	1	1
492	другой вид	2	1
493	германские и	1	1
494	то станет	1	1
495	на этой	2	1
496	существ ибо	1	1
497	что надо	1	1
498	было когда	1	1
499	его в	5	1
500	входит в	1	1
501	это было	1	1
502	заключается в	2	1
503	всех народов	1	1
504	есть не	1	1
505	это не	3	1
506	было бы	3	1
507	на почве	3	1
508	лишь на	1	1
509	не выше	4	1
510	между отдельными	2	1
511	чаще всего	1	1
512	в жизни	3	1
513	романцев и	1	1
514	явствует что	1	1
515	нет в	2	1
516	о которых	6	1
517	она и	1	1
518	как и	9	1
519	во внимание	2	1
520	чем в	3	1
521	такою же	1	1
522	должно быть	4	1
523	зато в	1	1
524	и того	3	1
525	сообразно с	2	1
526	одного и	3	1
527	всегда более	1	1
528	в саму	1	1
529	выше что	2	1
530	к тем	2	1
531	в своей	1	1
532	что среди	1	1
533	что такое	1	1
534	таким же	3	1
535	культуры ибо	2	1
536	с виду	1	1
537	никто не	2	1
538	в такой	4	1
539	своей культуре	7	1
540	в их	4	1
541	то для	1	1
542	на каждом	2	1
543	культурное целое	1	1
544	та культура	3	1
545	целом есть	1	1
546	русского интеллигента	1	1
547	жизни с	1	1
548	он тоже	2	1
549	борьбу с	1	1
550	только те	2	1
551	их в	2	1
552	однако в	1	1
553	более широкую	1	1
554	необходимо чтобы	1	1
555	принятая в	1	1
556	общего запаса	3	1
557	нашей культуре	1	1
558	которого уже	1	1
559	даже в	3	1
560	осталось и	1	1
561	покоится на	1	1
562	случае мы	1	1
563	сам он	1	1
564	народом в	1	1
565	от тех	3	1
566	этой области	4	1
567	они довольно	1	1
568	тем этот	1	1
569	всех их	1	1
570	антропологическому смешению	1	1
571	над этими	1	1
572	факта победы	1	1
573	чистом виде	1	1
574	запас культурных	4	1
575	лишь отдельных	1	1
576	что с	5	1
577	из нас	1	1
578	у этих	1	1
579	является лишь	1	1
580	других существ	1	1
581	того как	1	1
582	это нам	1	1
583	на себе	2	1
584	всех тех	2	1
585	уже очень	1	1
586	в учении	1	1
587	не по	1	1
588	из предыдущего	2	1
589	народа к	5	1
590	над тем	1	1
591	знают лишь	1	1
592	в уме	1	1
593	иметь в	1	1
594	развить и	1	1
595	может только	1	1
596	следовательно и	1	1
597	судя по	1	1
598	в общих	1	1
599	данного народа	6	1
600	ничего не	1	1
601	имеются и	1	1
602	невозможно но	2	1
603	и весь	1	1
604	не принадлежат	1	1
605	они являются	1	1
606	с нами	1	1
607	видим что	1	1
608	за время	1	1
609	за исключением	1	1
610	уже говорили	1	1
611	другой стороны	5	1
612	это слово	1	1
613	общей суммы	1	1
614	к этим	1	1
615	он усматривает	1	1
616	в сознании	6	1
617	носят на	2	1
618	жизни из	1	1
619	только с	1	1
620	такому человеку	1	1
621	но даже	3	1
622	культура была	1	1
623	однако это	2	1
624	может показаться	1	1
625	русские интеллигенты	1	1
626	у нас	3	1
627	когда их	1	1
628	над другими	1	1
629	могут быть	1	1
630	не знаем	1	1
631	должны быть	3	1
632	всего что	1	1
633	не есть	2	1
634	наше отношение	2	1
635	всегда в	1	1
636	все чаще	1	1
637	для себя	2	1
638	выбирать между	1	1
639	разные стороны	1	1
640	заставить их	1	1
641	одно культурное	1	1
642	с ее	2	1
643	как не	2	1
644	свою очередь	2	1
645	духе и	1	1
646	здесь не	1	1
647	без всякого	1	1
648	некоторые другие	1	1
649	у народов	1	1
650	данном случае	3	1
651	совершенно ясно	2	1
652	мы разумеем	2	1
653	люди которые	1	1
654	какое содержание	1	1
655	только то	2	1
656	в себя	2	1
657	на поверхность	2	1
658	идет речь	8	1
659	роль в	1	1
660	существовать и	1	1
661	или нескольких	2	1
662	как с	1	1
663	если они	1	1
664	единое целое	1	1
665	невозможно и	2	1
666	на путь	1	1
667	же эти	1	1
668	чем у	8	1
669	немцами и	1	1
670	что от	1	1
671	между собой	4	1
672	он сам	1	1
673	собой и	1	1
674	из одного	2	1
675	ли эти	1	1
676	с ним	6	1
677	стремление к	1	1
678	во-первых с	1	1
679	культура есть	1	1
680	простой народ	1	1
681	лишь то	1	1
682	запаса культурных	3	1
683	именно потому	2	1
684	в состав	1	1
685	и других	2	1
686	то они	3	1
687	всех существ	1	1
688	другими словами	2	1
689	настоящее время	2	1
690	все прочие	4	1
691	не стоит	2	1
692	культур а	1	1
693	может не	3	1
694	отличные от	2	1
695	они сейчас	1	1
696	все в	2	1
697	жизни он	1	1
698	связь между	1	1
699	указаний на	1	1
700	с каким-нибудь	1	1
701	а у	1	1
702	том или	1	1
703	благодаря антропологическому	1	1
704	видели выше	1	1
705	во втором	2	1
706	а потому	5	1
707	стоит и	1	1
708	на одном	2	1
709	у другого	1	1
710	которые совершенно	1	1
711	котором они	1	1
712	во всей	1	1
713	те черты	2	1
714	не надо	1	1
715	них в	2	1
716	от этих	1	1
717	в ту	2	1
718	и следовательно	1	1
719	к сознанию	1	1
720	эти последние	2	1
721	что этому	1	1
722	европейской цивилизации	7	1
723	у многих	1	1
724	отдельных единиц	1	1
725	совсем не	1	1
726	мы видим	1	1
727	ценностей и	1	1
728	с ними	2	1
729	этот вопрос	2	1
730	он препятствует	1	1
731	славян и	1	1
732	друг друга	2	1
733	пор не	2	1
734	как нечто	1	1
735	характер не	1	1
736	еще и	1	1
737	каждом шагу	1	1
738	в разные	1	1
739	и так	2	1
740	надеяться на	1	1
741	и ее	2	1
742	с момента	2	1
743	всю эволюцию	1	1
744	и его	1	1
745	земного шара	8	1
746	рассматриваться как	3	1
747	только на	1	1
748	борьбы с	2	1
749	или через	1	1
750	только тогда	2	1
751	на этих	1	1
752	с разными	1	1
753	может случиться	1	1
754	при помощи	3	1
755	в ином	1	1
756	но совершенно	1	1
757	собой на	1	1
758	конечно нет	1	1
759	мы знаем	10	1
760	который как	1	1
761	не так	4	1
762	и их	5	1
763	представить себе	2	1
764	иначе как	1	1
765	ввиду того	1	1
766	у него	5	1
767	не похоже	1	1
768	заметить что	1	1
769	тем что	1	1
770	всякий кто	1	1
771	тогда как	6	1
772	кроме этих	1	1
773	или ином	1	1
774	и непонятны	2	1
775	это по	1	1
776	поворот к	1	1
777	параллельно с	1	1
778	этим двум	1	1
779	на стороне	1	1
780	мы русские	1	1
781	смотря по	1	1
782	из двух	2	1
783	в каковом	2	1
784	не были	1	1
785	возможно что	1	1
786	ней и	1	1
787	этих новых	1	1
788	на национальный	1	1
789	у европейцев	3	1
790	тот который	1	1
791	а именно	1	1
792	что тот	1	1
793	существование и	1	1
794	из таких	2	1
795	культуры к	1	1
796	или о	1	1
797	надо думать	1	1
798	социальной жизни	4	1
799	столь многих	1	1
800	и пр	1	1
801	по тем	2	1
802	деле если	1	1
803	зависит от	1	1
804	так когда	1	1
805	одну из	1	1
806	выше всех	1	1
807	на эту	1	1
808	когда она	1	1
809	различие между	1	1
810	ясно представить	1	1
811	не похожим	1	1
812	мы поймем	1	1
813	могут рассматриваться	1	1
814	людьми и	1	1
815	так называемых	1	1
816	что значительная	2	1
817	все более	1	1
818	нет ничего	1	1
819	и германцев	3	1
820	знаем и	2	1
821	него в	2	1
822	эти слова	1	1
823	тоже с	1	1
824	тот факт	4	1
825	в европе	6	1
826	за соответствующее	1	1
827	с этим	11	1
828	в данном	3	1
829	смысле этого	1	1
830	это есть	4	1
831	европейские ученые	4	1
832	т.д в	1	1
833	которые по	2	1
834	главным предметом	1	1
835	таких условиях	1	1
836	да и	1	1
837	культура на	1	1
838	многих других	2	1
839	их отношение	1	1
840	ее нет	1	1
841	этого слова	2	1
842	культуры мы	1	1
843	основана на	1	1
844	сейчас же	3	1
845	как из	1	1
846	удается но	1	1
847	и некоторые	2	1
848	такой же	2	1
849	на которой	1	1
850	к двум	2	1
851	только еще	1	1
852	помнить что	1	1
853	но для	2	1
854	говорить что	3	1
855	кроме того	1	1
856	похоже на	1	1
857	мира в	1	1
858	эти ценности	1	1
859	случае между	1	1
860	являются не	1	1
861	с вполне	1	1
862	живет и	1	1
863	не имея	1	1
864	которых каждый	1	1
865	много но	1	1
866	и состоит	2	1
867	на задний	1	1
868	т.е к	1	1
869	причем в	1	1
870	лишь о	2	1
871	в настоящее	2	1
872	материальной культуры	3	1
873	то не	1	1
874	бы в	3	1
875	отдельных этнических	1	1
876	тем более	3	1
877	всех прочих	2	1
878	ибо в	4	1
879	пришлось бы	2	1
880	причем эта	1	1
881	эквивалента в	1	1
882	находим в	1	1
883	наоборот все	1	1
884	все они	5	1
885	на более	2	1
886	обстоит дело	1	1
887	есть продукт	1	1
888	психологической точки	1	1
889	этих элементов	1	1
890	давно уже	2	1
891	не осталось	1	1
892	состоит из	4	1
893	считаются уже	1	1
894	лишь только	4	1
895	совершенно не	3	1
896	себя эти	1	1
897	по одному	3	1
898	эти народные	1	1
899	культуры в	10	1
900	эти элементы	2	1
901	совершенно чужды	1	1
902	в своих	2	1
903	народ с	1	1
904	великие культуры	1	1
905	они не	2	1
