N	2gram	Vinokur_Vv_1	Formalny
231	от характера	3	2
232	очевидно что	1	2
233	отношение к	3	2
234	отличие от	3	2
235	ни одна	2	2
236	при известных	1	2
237	языка при	1	2
238	самое понятие	1	2
239	в одной	1	2
240	что именно	2	2
241	кроме того	1	2
242	языка не	1	2
243	объект изучения	1	2
244	то в	1	2
245	та же	1	2
246	в которой	1	2
247	уже в	5	2
248	действительности а	1	2
249	и критики	1	2
250	же это	2	2
251	состоит в	2	2
252	как увидим	2	2
253	не к	2	2
254	именно из	1	2
255	широком смысле	8	2
256	и более	1	2
257	языком и	1	2
258	из него	1	2
259	приходим к	3	2
260	на этом	3	2
261	в основу	2	2
262	то ни	1	2
263	содержание поэтического	1	2
264	они должны	1	2
265	особенности в	1	2
266	разница между	1	2
267	но совершенно	1	2
268	для нее	1	2
269	должен был	4	2
270	науки а	4	2
271	и тем	5	2
272	должно быть	2	2
273	только тем	1	2
274	том что	26	2
275	нужно было	1	2
276	в этих	3	2
277	метода в	1	2
278	во второй	3	2
279	установка на	1	2
280	представление о	1	2
281	в отличие	3	2
282	от его	1	2
283	должны были	1	2
284	как их	1	2
285	не могли	2	2
286	для этого	3	2
287	тому что	2	2
288	с теми	2	2
289	самого начала	1	2
290	не имеет	4	2
291	ее с	1	2
292	не по	1	2
293	никогда не	3	2
294	на котором	2	2
295	правда в	1	2
296	слова как	2	2
297	этих двух	1	2
298	как она	4	2
299	содержанию и	1	2
300	есть только	2	2
301	чтобы сделать	1	2
302	всего в	1	2
303	что на	1	2
304	если же	2	2
305	и это	6	2
306	и о	1	2
307	значения и	1	2
308	научной работы	3	2
309	в ее	11	2
310	в в	3	2
311	и от	1	2
312	от изучения	1	2
313	и этим	1	2
314	с самого	1	2
315	и совершенно	2	2
316	времени и	4	2
317	и лингвистика	1	2
318	русского литературного	1	2
319	в эпоху	1	2
320	с ним	1	2
321	и восприятия	1	2
322	в виду	4	2
323	и нужно	1	2
324	только так	2	2
325	в применении	6	2
326	этом понятии	1	2
327	между тем	8	2
328	во всей	1	2
329	это не	8	2
330	если это	2	2
331	общем смысле	1	2
332	с системой	2	2
333	этом смысле	11	2
334	один из	6	2
335	элементы художественной	1	2
336	с ними	1	2
337	этот вопрос	4	2
338	известных условиях	1	2
339	или же	3	2
340	по этому	2	2
341	потому что	14	2
342	в качестве	7	2
343	вопроса о	1	2
344	или даже	1	2
345	при помощи	2	2
346	и других	3	2
347	в известной	3	2
348	в котором	4	2
349	в конце	3	2
350	нее не	1	2
351	не просто	4	2
352	понятия в	2	2
353	со стороны	12	2
354	говорим о	1	2
355	язык в	1	2
356	а именно	6	2
357	в каких	1	2
358	в предисловии	1	2
359	между ними	2	2
360	его из	1	2
361	превращается в	1	2
362	до конца	3	2
363	есть лишь	2	2
364	конце концов	2	2
365	и многие	1	2
366	это противопоставление	1	2
367	все более	3	2
368	как это	5	2
369	предисловии к	1	2
370	в той	7	2
371	применении к	6	2
372	в тех	2	2
373	языка то	1	2
374	как например	5	2
375	как предмет	1	2
376	но это	1	2
377	в чем	4	2
378	должна была	2	2
379	а к	1	2
380	язык например	1	2
381	слово в	1	2
382	сказать что	5	2
383	литературы с	2	2
384	в работах	2	2
385	ее в	1	2
386	и другие	1	2
387	которых не	3	1
388	от этой	1	1
389	до него	1	1
390	неизбежно ведет	1	1
391	связана с	4	1
392	с исторической	1	1
393	оно входит	1	1
394	того же	3	1
395	языку и	1	1
396	примеров такого	1	1
397	и без	2	1
398	но тогда	1	1
399	художественных произведений	2	1
400	на деле	1	1
401	метода он	1	1
402	в чисто	4	1
403	оттолкнуться от	1	1
404	из его	2	1
405	ведь и	1	1
406	оно было	1	1
407	собственном смысле	2	1
408	объясняется и	1	1
409	и литературы	2	1
410	которыми он	1	1
411	той же	4	1
412	всю обширную	1	1
413	есть не	3	1
414	самые разнообразные	1	1
415	и была	1	1
416	том насколько	1	1
417	мы имеем	3	1
418	надо было	2	1
419	что если	2	1
420	и новые	1	1
421	нам в	1	1
422	можно различить	1	1
423	почве их	1	1
424	так чтобы	3	1
425	что иное	4	1
426	не вполне	4	1
427	из того	2	1
428	как эта	1	1
429	и со	1	1
430	которое в	2	1
431	как не	1	1
432	себе что	3	1
433	слово не	1	1
434	без всякого	1	1
435	меньшей степени	1	1
436	литературы как	1	1
437	которые он	1	1
438	другого если	1	1
439	как один	1	1
440	работы в	3	1
441	именно этого	1	1
442	иное как	5	1
443	время в	2	1
444	бы то	1	1
445	в различных	2	1
446	общих чертах	1	1
447	иного рода	1	1
448	истории русского	1	1
449	язык или	1	1
450	литературы или	1	1
451	различия между	1	1
452	русского языка	1	1
453	только тогда	1	1
454	важное для	1	1
455	или иное	1	1
456	легче и	1	1
457	всю эту	1	1
458	о единой	1	1
459	и соответствующих	1	1
460	общего с	1	1
461	дает нам	1	1
462	увидим далее	1	1
463	построение из	1	1
464	поэтика и	1	1
465	в своем	3	1
466	изучение этого	1	1
467	что история	6	1
468	в одних	1	1
469	целом но	1	1
470	языков но	1	1
471	и есть	3	1
472	широком и	1	1
473	языке не	1	1
474	даже просто	1	1
475	в действительности	1	1
476	от подлинно	1	1
477	в этот	2	1
478	за собой	3	1
479	духа в	1	1
480	прием как	1	1
481	проблем в	1	1
482	бы сказать	1	1
483	притом еще	1	1
484	так или	4	1
485	выражение в	1	1
486	от действительности	2	1
487	многое в	1	1
488	что к	1	1
489	с их	5	1
490	слова было	1	1
491	и тот	1	1
492	но он	1	1
493	имеем в	1	1
494	как он	6	1
495	на то	1	1
496	если он	1	1
497	доказывать что	1	1
498	направлено на	1	1
499	не могла	1	1
500	языке мы	1	1
501	выделить в	1	1
502	и стало	1	1
503	больше всего	1	1
504	задний план	1	1
505	тем не	8	1
506	эта система	1	1
507	он должен	1	1
508	в принципе	2	1
509	какие именно	1	1
510	и которые	1	1
511	том чтобы	6	1
512	какой бы	2	1
513	буквой и	1	1
514	всего то	3	1
515	именно это	1	1
516	от других	2	1
517	и заключается	4	1
518	каким образом	1	1
519	мысли автора	1	1
520	в определенном	1	1
521	значение в	2	1
522	им как	1	1
523	же касается	2	1
524	в другом	3	1
525	в каком-нибудь	1	1
526	то только	1	1
527	в виде	4	1
528	об абсолютной	1	1
529	самом широком	1	1
530	сообщение о	1	1
531	действительности в	2	1
532	он есть	1	1
533	не совпадает	1	1
534	и основные	1	1
535	более широком	1	1
536	между отдельными	1	1
537	ведь в	1	1
538	человека на	1	1
539	в них	4	1
540	языка для	1	1
541	той существенной	1	1
542	рядом с	2	1
543	же мы	1	1
544	ни одной	1	1
545	о методе	1	1
546	все равно	1	1
547	были в	1	1
548	он действительно	1	1
549	как об	9	1
550	в данном	11	1
551	оно имеет	1	1
552	чем в	3	1
553	здесь все	2	1
554	языка которая	1	1
555	этой области	3	1
556	об особом	2	1
557	в эту	1	1
558	можно только	2	1
559	языка во	1	1
560	но если	3	1
561	том как	1	1
562	и при	2	1
563	и художественно	1	1
564	к истории	6	1
565	если можно	1	1
566	каким был	1	1
567	его отношение	1	1
568	что уже	3	1
569	вопрос о	8	1
570	которых так	1	1
571	чтобы можно	2	1
572	нельзя было	1	1
573	же язык	1	1
574	поэта и	1	1
575	для которых	3	1
576	в россии	1	1
577	по крайней	4	1
578	не должно	1	1
579	любовь к	4	1
580	как язык	1	1
581	значительное место	1	1
582	если и	1	1
583	теми или	1	1
584	а от	1	1
585	как будет	2	1
586	не менее	8	1
587	не раз	1	1
588	иной раз	2	1
589	она могла	1	1
590	который был	1	1
591	дело в	3	1
592	к этим	1	1
593	могут дать	1	1
594	и именно	12	1
595	и имеет	1	1
596	о них	2	1
597	из их	1	1
598	которых и	1	1
599	это еще	2	1
600	не могло	1	1
601	о методах	1	1
602	работы но	1	1
603	вытекает из	1	1
604	ее изучения	1	1
605	нельзя не	4	1
606	не лучше	1	1
607	два различных	1	1
608	таким путем	1	1
609	в русском	1	1
610	на те	1	1
611	за исключением	1	1
612	и является	1	1
613	во всем	2	1
614	в пылу	1	1
615	только с	3	1
616	как будто	3	1
617	только одна	1	1
618	одним из	5	1
619	об особой	1	1
620	у нас	2	1
621	в остальных	1	1
622	не задает	1	1
623	которых он	1	1
624	уже о	1	1
625	более молодых	1	1
626	чтобы увидеть	1	1
627	языке и	1	1
628	и другой	1	1
629	похож на	1	1
630	как только	1	1
631	отличается от	1	1
632	так называемого	1	1
633	этого и	1	1
634	той или	1	1
635	к речи	1	1
636	в каждом	4	1
637	тем пониманием	1	1
638	должен быть	4	1
639	для себя	1	1
640	самого по	1	1
641	е все	1	1
642	свою очередь	1	1
643	говоря уже	2	1
644	данном случае	5	1
645	этот имеет	1	1
646	только при	1	1
647	уже потому	1	1
648	в собственном	2	1
649	то или	1	1
650	исторической жизни	1	1
651	только то	1	1
652	во главе	1	1
653	на свой	1	1
654	и сам	2	1
655	то как	1	1
656	с наукой	1	1
657	можно было	7	1
658	историю литературы	1	1
659	ясно что	9	1
660	какой они	1	1
661	содержания при	1	1
662	самого понятия	1	1
663	этим в	1	1
664	она была	2	1
665	это только	4	1
666	в общих	1	1
667	языка могут	1	1
668	и форме	1	1
669	к языку	1	1
670	не создает	1	1
671	можно сказать	3	1
672	смысле и	2	1
673	образом в	1	1
674	при том	5	1
675	на задний	1	1
676	только потому	1	1
677	из основных	1	1
678	понять как	1	1
679	второй же	1	1
680	вот почему	3	1
681	это то	1	1
682	о том	15	1
683	языка вообще	1	1
684	и та	1	1
685	настоящее время	1	1
686	исследования и	2	1
687	до сих	5	1
688	с одной	4	1
689	что его	1	1
690	время не	1	1
691	по их	2	1
692	данного языка	1	1
693	вопросу о	2	1
694	котором они	1	1
695	все в	1	1
696	на отдельные	1	1
697	это может	2	1
698	из литературного	2	1
699	с каким-нибудь	1	1
700	том или	1	1
701	вся эта	1	1
702	на дело	2	1
703	этому поводу	2	1
704	не чувствует	1	1
705	или иными	1	1
706	в форме	2	1
707	лишь к	1	1
708	крайней мере	4	1
709	о единстве	1	1
710	с одинаковым	1	1
711	схему так	1	1
712	вопросов и	1	1
713	и самые	1	1
714	чтобы говорить	1	1
715	познания в	1	1
716	содержания но	1	1
717	большей или	2	1
718	проникая в	1	1
719	в большей	7	1
720	правом можно	1	1
721	или меньшей	2	1
722	оказалось что	2	1
723	посвященных изучению	1	1
724	и дело	1	1
725	тот же	1	1
726	твердую почву	1	1
727	этого можно	1	1
728	история литературы	2	1
729	языка на	2	1
730	что даже	2	1
731	в себе	4	1
732	от материала	1	1
733	и так	1	1
734	то эти	1	1
735	так что	5	1
736	к какому	2	1
737	цель которых	1	1
738	литературы в	3	1
739	научного исследования	4	1
740	самое же	2	1
741	быть положена	1	1
742	только слово	1	1
743	речь в	4	1
744	был быть	1	1
745	г и	1	1
746	не сам	1	1
747	который как	1	1
748	как некоторое	1	1
749	пока не	1	1
750	ведь это	1	1
751	наука о	3	1
752	и должна	1	1
753	содержание и	1	1
754	можно с	1	1
755	ее не	1	1
756	к ним	1	1
757	но что	3	1
758	из системы	1	1
759	языка будет	1	1
760	могли не	1	1
761	не выходя	1	1
762	по тем	1	1
763	или ином	1	1
764	этого понятия	5	1
765	сама по	3	1
766	этих понятий	2	1
767	памятники в	1	1
768	момент в	1	1
769	без того	1	1
770	настолько что	1	1
771	или иначе	4	1
772	здесь в	1	1
773	историей все	1	1
774	к которому	1	1
775	в свою	1	1
776	е то	1	1
777	что будет	1	1
778	говорит о	3	1
779	на твердую	2	1
780	был в	2	1
781	зависит от	3	1
782	на этот	4	1
783	литературное произведение	2	1
784	не на	1	1
785	обширную область	1	1
786	именно так	1	1
787	слова для	1	1
788	в руках	1	1
789	на эту	1	1
790	вывод этот	1	1
791	что из	1	1
792	ближе к	2	1
793	если не	1	1
794	историю и	2	1
795	что раньше	1	1
796	так же	3	1
797	и создавать	1	1
798	всем что	1	1
799	sui generis	2	1
800	из возможных	1	1
801	а так	2	1
802	именно для	1	1
803	о чем	4	1
804	одной стороны	4	1
805	а если	2	1
806	такого рода	2	1
807	смысле этого	8	1
808	искусстве и	1	1
809	в литературе	1	1
810	не что	4	1
811	да и	4	1
812	в первой	1	1
813	методе и	1	1
814	материал для	3	1
815	этого слова	2	1
816	л в	1	1
817	уже создано	1	1
818	этом случае	6	1
819	научной работе	5	1
820	с историей	3	1
821	той мере	4	1
822	сих пор	5	1
823	автора и	1	1
824	каждое из	1	1
825	этого метода	1	1
826	влечет за	2	1
827	но для	1	1
828	должны быть	1	1
829	просто как	1	1
830	в более	2	1
831	условий в	1	1
832	поэтому от	1	1
833	могло не	1	1
834	своих основных	1	1
835	не существует	2	1
836	язык но	2	1
837	стремлением к	1	1
838	в настоящее	1	1
839	чтобы понять	2	1
840	особого рода	4	1
841	из себя	1	1
842	то о	2	1
843	было на	1	1
844	возникает вопрос	2	1
845	вообще в	2	1
846	как явление	1	1
847	мы должны	1	1
848	с неизбежностью	1	1
849	несмотря на	2	1
850	или не	1	1
851	же в	1	1
852	хотя в	2	1
853	групп и	1	1
854	лежит в	2	1
855	не дает	1	1
856	потребность в	1	1
857	не от	1	1
858	судить о	1	1
859	не заметили	1	1
860	теоретической мысли	1	1
861	в системе	1	1
862	е в	4	1
863	его к	2	1
864	одной из	3	1
865	нам не	1	1
866	не говоря	2	1
867	противоречий и	1	1
868	только как	6	1
869	для исследования	1	1
870	жизни а	1	1
871	мере в	4	1
872	существенное в	1	1
873	чем иным	1	1
874	только о	2	1
875	в каком	1	1
876	можно назвать	1	1
877	ли они	1	1
878	е каким	1	1
879	как на	11	1
880	увидим что	1	1
881	это потребность	1	1
882	в своих	2	1
883	и эта	1	1
884	русской литературы	1	1
885	и особенно	1	1
886	гораздо более	3	1
887	которая не	1	1
