N	2gram	Losev_Prob_4	Morfolog
153	сказать о	3	2
154	или очень	1	2
155	не значит	1	2
156	можно было	4	2
157	в другом	3	2
158	большинстве случаев	1	2
159	это было	2	2
160	то как	1	2
161	этого не	2	2
162	с тем	4	2
163	и тогда	2	2
164	с золотыми	1	2
165	на первый	1	2
166	или менее	2	2
167	для него	3	2
168	и при	1	2
169	и подобные	1	2
170	дается в	1	2
171	настоящее время	1	2
172	и более	3	2
173	однако в	2	2
174	все эти	16	2
175	что эта	1	2
176	с теми	1	2
177	в обоих	2	2
178	не имеет	4	2
179	элемент в	1	2
180	из другой	1	2
181	и его	10	2
182	можно взять	1	2
183	в каком	6	2
184	они и	2	2
185	для того	3	2
186	утверждать что	1	2
187	здесь не	7	2
188	то время	2	2
189	и что	2	2
190	если они	1	2
191	ясно что	7	2
192	но здесь	1	2
193	о том	5	2
194	с одной	1	2
195	можно сказать	5	2
196	может не	1	2
197	ни к	2	2
198	если например	1	2
199	и только	4	2
200	того что	1	2
201	быть и	1	2
202	хотя бы	7	2
203	идет по	1	2
204	на другие	1	2
205	что он	8	2
206	или иные	4	2
207	только в	23	2
208	себя в	2	2
209	уже не	5	2
210	в виде	22	2
211	никто не	2	2
212	из двух	1	2
213	без всякой	2	2
214	но есть	1	2
215	не знает	1	2
216	не исключает	1	2
217	сказать что	7	2
218	совершенно одинаково	1	2
219	что мы	3	2
220	в частности	2	2
221	или по	2	2
222	к другой	2	2
223	одной стороны	1	2
224	самого себя	1	2
225	основные элементы	1	2
226	но для	1	2
227	случае он	1	2
228	не существует	5	2
229	в настоящее	1	2
230	одной из	4	2
231	поставить вопрос	1	2
232	во сне	1	2
233	точно так	3	2
234	к людям	1	1
235	по законам	1	1
236	не думает	1	1
237	зрения их	1	1
238	таком случае	1	1
239	функции в	2	1
240	и то	2	1
241	говорилось выше	1	1
242	сразу и	2	1
243	почти всегда	2	1
244	уже по	2	1
245	приходит к	2	1
246	нейтральные или	1	1
247	то для	3	1
248	есть не	6	1
249	она в	2	1
250	элементы и	1	1
251	на первом	1	1
252	обходится без	2	1
253	на дерево	1	1
254	он как	3	1
255	конь и	1	1
256	как функции	1	1
257	так чтобы	2	1
258	но она	3	1
259	что это	2	1
260	что иное	2	1
261	не вполне	2	1
262	ему в	2	1
263	в виду	6	1
264	результате победы	1	1
265	оказывается что	1	1
266	он был	3	1
267	всегда можно	1	1
268	тем как	1	1
269	там и	1	1
270	или во	1	1
271	друг к	1	1
272	мы еще	1	1
273	другой более	1	1
274	коем случае	3	1
275	мы будем	1	1
276	но как	3	1
277	не то	2	1
278	явлений и	3	1
279	или другом	1	1
280	с трудом	1	1
281	значение и	1	1
282	а он	1	1
283	отношение к	1	1
284	она есть	1	1
285	о необходимости	2	1
286	в гости	1	1
287	тем больше	3	1
288	если на	1	1
289	для всех	3	1
290	говорит что	2	1
291	и наконец	4	1
292	но эта	2	1
293	же герой	1	1
294	и был	1	1
295	имеет в	1	1
296	могут даваться	1	1
297	в этот	1	1
298	другом случае	2	1
299	с своим	1	1
300	значение сам	1	1
301	со своей	2	1
302	в которой	2	1
303	к другому	1	1
304	тут и	4	1
305	из этих	1	1
306	одном случае	2	1
307	не в	13	1
308	думать что	1	1
309	в этой	4	1
310	остановиться на	1	1
311	но ведь	1	1
312	на то	1	1
313	не нужны	1	1
314	вообще не	3	1
315	что каждая	2	1
316	что она	4	1
317	всех этих	6	1
318	прочим и	1	1
319	и вот	1	1
320	в россии	1	1
321	и ног	1	1
322	для данной	1	1
323	и независимо	2	1
324	и этот	3	1
325	лишь с	1	1
326	одно и	1	1
327	в каждом	1	1
328	здесь мы	3	1
329	то ни	1	1
330	мифологии и	1	1
331	собой определенную	1	1
332	связанные с	1	1
333	и может	2	1
334	в совершенно	2	1
335	же касается	1	1
336	к другу	1	1
337	на все	2	1
338	и внезапное	1	1
339	те или	5	1
340	с другими	3	1
341	и сердце	1	1
342	и отдельные	1	1
343	все другие	1	1
344	например с	1	1
345	отличать от	1	1
346	и тем	7	1
347	даже в	1	1
348	кажется что	2	1
349	в это	2	1
350	из нее	1	1
351	нет в	2	1
352	о которых	2	1
353	превращаются в	1	1
354	даются и	1	1
355	между собою	2	1
356	или три	1	1
357	ею и	1	1
358	чем в	1	1
359	как таковой	1	1
360	нисколько не	1	1
361	которой еще	1	1
362	том как	2	1
363	имеет ничего	2	1
364	при изучении	1	1
365	как все	1	1
366	в их	1	1
367	мы говорили	1	1
368	бы мы	1	1
369	и уж	2	1
370	которые в	1	1
371	при этом	6	1
372	вырастает в	1	1
373	все это	9	1
374	никак нельзя	1	1
375	целое то	1	1
376	на разные	1	1
377	бы быть	2	1
378	они превращаются	1	1
379	каждая категория	1	1
380	для нее	1	1
381	тому что	1	1
382	и очень	5	1
383	для меня	1	1
384	самого начала	1	1
385	что ему	1	1
386	или другие	1	1
387	и притом	2	1
388	и сама	3	1
389	это нисколько	1	1
390	весь этот	2	1
391	в основе	1	1
392	дело не	3	1
393	нельзя ли	2	1
394	иметь в	1	1
395	появляются в	1	1
396	с религией	1	1
397	этих двух	1	1
398	или как	1	1
399	данное понятие	1	1
400	как таковых	2	1
401	как на	1	1
402	известную свободу	1	1
403	всматриваясь в	1	1
404	понимает под	1	1
405	и делает	1	1
406	все с	1	1
407	одним из	1	1
408	у нас	14	1
409	в коем	3	1
410	является то	1	1
411	разнообразны и	1	1
412	если он	2	1
413	и вдруг	2	1
414	другой и	2	1
415	всего в	1	1
416	к тому	3	1
417	той или	14	1
418	не есть	12	1
419	что при	1	1
420	ничего общего	5	1
421	всех случаях	1	1
422	с ее	2	1
423	это будет	2	1
424	без всякого	4	1
425	данном случае	5	1
426	и говорит	2	1
427	действия и	2	1
428	с самого	1	1
429	и исчезает	1	1
430	на свой	1	1
431	существовать и	1	1
432	о тех	1	1
433	богатства и	1	1
434	в глаза	1	1
435	здесь как	4	1
436	здесь нет	3	1
437	мог бы	1	1
438	когда в	1	1
439	и с	7	1
440	и распределены	1	1
441	находится в	1	1
442	иное как	2	1
443	но к	1	1
444	бы то	1	1
445	там же	2	1
446	бежит и	1	1
447	того или	3	1
448	как они	2	1
449	том или	3	1
450	за этим	1	1
451	нечто иное	2	1
452	и всякая	1	1
453	функций в	2	1
454	в его	3	1
455	и хорошо	1	1
456	на одном	1	1
457	к ней	2	1
458	красоте и	1	1
459	но так	2	1
460	на которой	1	1
461	д и	1	1
462	с ними	2	1
463	за другой	1	1
464	между самыми	1	1
465	говорить о	2	1
466	очень много	2	1
467	который в	1	1
468	литературе и	1	1
469	все они	3	1
470	в предисловии	1	1
471	со всеми	2	1
472	в эти	1	1
473	на самого	1	1
474	от одной	1	1
475	же и	3	1
476	есть в	7	1
477	которых говорилось	1	1
478	и у	1	1
479	чем они	1	1
480	эти и	2	1
481	в нашей	1	1
482	что не	4	1
483	можно охватить	1	1
484	не дает	1	1
485	за ним	2	1
486	известное количество	1	1
487	основная функция	1	1
488	пользуется для	1	1
489	не так	3	1
490	всяком случае	4	1
491	в одном	4	1
492	здесь перед	5	1
493	с применением	1	1
494	у него	1	1
495	между прочим	3	1
496	как при	1	1
497	он является	1	1
498	время уже	1	1
499	само собой	3	1
500	чувства и	1	1
501	были бы	3	1
502	только на	2	1
503	и слышит	1	1
504	и даже	9	1
505	или иной	13	1
506	себе представить	1	1
507	до сих	1	1
508	именно в	7	1
509	как функция	1	1
510	а именно	2	1
511	в каких	1	1
512	как же	2	1
513	еще и	3	1
514	такое же	1	1
515	самыми разнообразными	1	1
516	этим способом	1	1
517	она является	2	1
518	такое которое	1	1
519	в рассказе	1	1
520	не на	1	1
521	о чем	1	1
522	на колеснице	1	1
523	для их	1	1
524	уже давно	4	1
525	входить в	1	1
526	о себе	3	1
527	мужа и	2	1
528	нет то	1	1
529	и начала	2	1
530	по своему	6	1
531	в данном	6	1
532	может как	1	1
533	или функции	1	1
534	в отдельности	1	1
535	это значит	10	1
536	рук и	1	1
537	как будто	11	1
538	что же	1	1
539	с этой	1	1
540	для тех	1	1
541	элементы как	1	1
542	сих пор	1	1
543	не будем	2	1
544	только для	3	1
545	же самое	6	1
546	уже достаточно	1	1
547	здесь прежде	1	1
548	отдельные детали	1	1
549	но на	1	1
550	но является	3	1
551	и отношение	1	1
552	или другой	3	1
553	для нас	6	1
554	могли бы	1	1
555	и все	8	1
556	назначения и	1	1
557	бы в	1	1
558	и ни	5	1
559	его жизнь	1	1
560	или вообще	1	1
561	бы на	1	1
562	бросается в	1	1
563	то оно	1	1
564	и начинается	1	1
565	не будет	2	1
566	между ними	1	1
567	со мной	1	1
568	предмета к	1	1
569	равно как	1	1
570	этот же	1	1
571	всех других	2	1
572	не что	2	1
573	только о	1	1
574	очень редко	1	1
575	в таком	6	1
576	во всяком	8	1
