N	2gram	Losev_Vesc_1	formyVre
144	не было	1	3
145	не на	1	3
146	о чем	1	3
147	вещами и	2	3
148	еще нет	1	3
149	это значит	24	3
150	в это	1	3
151	не является	1	3
152	в этих	1	3
153	между вещами	1	3
154	ее в	1	3
155	а в	4	3
156	и другие	1	3
157	к этому	1	3
158	ту же	2	2
159	и есть	26	2
160	и так	1	2
161	из самых	2	2
162	мы имеем	7	2
163	в сущности	4	2
164	говорить о	6	2
165	вещь в	6	2
166	явлений и	1	2
167	если в	1	2
168	то в	4	2
169	и к	1	2
170	от этого	2	2
171	в этой	3	2
172	с одной	3	2
173	только один	2	2
174	не могла	1	2
175	она еще	2	2
176	перестает быть	3	2
177	и вот	2	2
178	на этом	2	2
179	форма в	1	2
180	по себе	13	2
181	далеко не	1	2
182	с тем	5	2
183	со своими	1	2
184	мы видели	1	2
185	представление о	1	2
186	строго говоря	1	2
187	но он	2	2
188	и более	1	2
189	в той	3	2
190	в отношении	4	2
191	она не	4	2
192	и всегда	1	2
193	в самой	2	2
194	и весь	1	2
195	этом отношении	1	2
196	в духе	1	2
197	могут быть	1	2
198	во все	1	2
199	и потому	5	2
200	и это	14	2
201	и о	3	2
202	чем не	2	2
203	без всякого	4	2
204	самим собою	2	2
205	и от	3	2
206	в себя	13	2
207	не мог	1	2
208	дано в	1	2
209	вещи и	20	2
210	находится в	3	2
211	можно сказать	6	2
212	это не	5	2
213	и только	3	2
214	у всех	3	2
215	наконец и	1	2
216	значит что	24	2
217	быть и	1	2
218	один из	3	2
219	ее к	2	2
220	мы видим	2	2
221	свет и	1	2
222	со всеми	1	2
223	это новое	1	2
224	него и	1	2
225	самых основных	1	2
226	до того	1	2
227	от целого	1	2
228	сами по	3	2
229	в конце	2	2
230	или иной	1	2
231	до сих	1	2
232	с другой	6	2
233	именно в	1	2
234	и самая	1	2
235	было бы	14	2
236	и пр	6	2
237	смысла и	5	2
238	у нас	7	2
239	если не	3	2
240	что все	2	2
241	не может	17	2
242	все основные	1	2
243	так же	1	2
244	как это	2	2
245	о различных	1	2
246	в данном	5	2
247	наряду с	1	2
248	а потом	2	2
249	лежит в	1	2
250	дана как	1	2
251	сих пор	1	2
252	в аспекте	1	2
253	сила и	1	2
254	с большой	1	2
255	в двух	1	2
256	у них	1	2
257	но это	10	2
258	между ними	3	2
259	не быть	3	2
260	равно как	2	2
261	во всяком	3	2
262	все что	1	2
263	эта новая	1	1
264	существует только	1	1
265	себя как	2	1
266	говорили о	1	1
267	к полному	1	1
268	можно говорить	2	1
269	чтобы не	1	1
270	и то	10	1
271	на самом	1	1
272	сил и	1	1
273	части и	1	1
274	это и	6	1
275	вещь все	1	1
276	по преимуществу	2	1
277	на этих	1	1
278	ноги и	1	1
279	должна быть	4	1
280	и больше	9	1
281	действительности и	5	1
282	есть не	14	1
283	бы уже	1	1
284	для своего	1	1
285	что если	1	1
286	которую мы	1	1
287	и момент	1	1
288	вопрос о	1	1
289	на эти	1	1
290	реальность и	1	1
291	время как	1	1
292	того подлинного	1	1
293	в полной	1	1
294	но чтобы	1	1
295	из того	2	1
296	и самой	1	1
297	конечно и	1	1
298	полное и	1	1
299	наконец необходимо	1	1
300	в ней	12	1
301	и говорить	1	1
302	между собой	1	1
303	нужно как	1	1
304	в чем	6	1
305	с его	1	1
306	самом деле	4	1
307	и вопрос	1	1
308	могло быть	1	1
309	внутренняя форма	1	1
310	ее ведь	1	1
311	с трудом	1	1
312	в общем	1	1
313	себе и	1	1
314	отличие от	1	1
315	форме и	1	1
316	и уйти	1	1
317	в настоящем	2	1
318	всех ее	1	1
319	его на	1	1
320	что как	1	1
321	в него	1	1
322	однако не	2	1
323	частей и	1	1
324	когда он	1	1
325	всех предыдущих	1	1
326	чего не	2	1
327	в самом	9	1
328	в которой	1	1
329	бы и	5	1
330	как то	1	1
331	жизни так	1	1
332	так в	1	1
333	выражение в	3	1
334	еще один	1	1
335	всего к	1	1
336	остановиться на	1	1
337	ее как	2	1
338	вообще не	2	1
339	с чем	7	1
340	ноги руки	1	1
341	по самому	3	1
342	стороны в	1	1
343	у людей	1	1
344	мы можем	4	1
345	выражения и	1	1
346	не значит	7	1
347	же это	4	1
348	понятий и	2	1
349	образом и	1	1
350	материя и	2	1
351	что тут	6	1
352	его от	1	1
353	никому не	1	1
354	всех своих	1	1
355	будем говорить	1	1
356	его понимание	1	1
357	одно и	5	1
358	в основу	1	1
359	от нее	2	1
360	ее по	1	1
361	они должны	1	1
362	об этом	3	1
363	на этой	1	1
364	это было	1	1
365	с самим	4	1
366	свой собственный	1	1
367	этих вопросов	1	1
368	и тем	3	1
369	в новое	1	1
370	и каждый	1	1
371	реальности и	3	1
372	ни в	1	1
373	о которых	1	1
374	все равно	2	1
375	новые формы	1	1
376	он и	1	1
377	когда я	5	1
378	мы не	6	1
379	в один	1	1
380	и того	2	1
381	нисколько не	4	1
382	смысл и	9	1
383	одного и	1	1
384	и еще	2	1
385	вещи в	9	1
386	в своей	5	1
387	есть как	3	1
388	за которым	1	1
389	от глубин	1	1
390	не столько	1	1
391	новое а	1	1
392	от его	2	1
393	для всякого	2	1
394	стало быть	1	1
395	где она	2	1
396	исчезает и	1	1
397	в философии	5	1
398	и эти	2	1
399	без всяких	1	1
400	какое-то темное	1	1
401	однако в	1	1
402	iii и	1	1
403	случае мы	1	1
404	сам он	1	1
405	тому что	2	1
406	же самого	1	1
407	и ноги	2	1
408	нет никакого	2	1
409	быть или	1	1
410	иной раз	1	1
411	что есть	5	1
412	какие бы	1	1
413	начиная от	2	1
414	чистом виде	1	1
415	или что	3	1
416	о значении	1	1
417	с которой	1	1
418	есть прежде	2	1
419	дело в	4	1
420	одна из	5	1
421	и сама	3	1
422	но только	3	1
423	вещей на	1	1
424	и уже	1	1
425	это мы	1	1
426	вообще нет	1	1
427	того и	2	1
428	vii имя	1	1
429	слово и	4	1
430	и вещи	3	1
431	этих двух	2	1
432	или как	2	1
433	как момент	1	1
434	и притом	3	1
435	как она	4	1
436	самому своему	1	1
437	во всем	1	1
438	каждой из	2	1
439	было в	1	1
440	только с	3	1
441	уже и	1	1
442	существовать как	1	1
443	и делает	2	1
444	есть у	2	1
445	и здесь	4	1
446	когда мы	6	1
447	как только	4	1
448	с полной	4	1
449	его с	1	1
450	той или	2	1
451	кем и	1	1
452	сказать что	17	1
453	оно не	3	1
454	всегда в	1	1
455	есть нечто	6	1
456	они вовсе	1	1
457	себе в	3	1
458	с ее	6	1
459	как не	1	1
460	свою очередь	4	1
461	в ее	7	1
462	данном случае	2	1
463	него самого	1	1
464	говорили что	1	1
465	то время	1	1
466	достаточно чтобы	1	1
467	времени и	1	1
468	это вовсе	2	1
469	здесь как	1	1
470	отлична от	1	1
471	к самой	1	1
472	с собой	2	1
473	она была	2	1
474	о природе	1	1
475	имеется в	1	1
476	по сравнению	7	1
477	мы в	1	1
478	если бы	5	1
479	с человеком	1	1
480	в разных	4	1
481	все дело	1	1
482	сводится к	2	1
483	мыслится ли	1	1
484	вот почему	3	1
485	но к	1	1
486	внимание на	1	1
487	все вещи	2	1
488	но мы	1	1
489	никак не	3	1
490	и что	15	1
491	в различных	1	1
492	может не	2	1
493	раз и	1	1
494	нуждается в	1	1
495	у другого	1	1
496	я вижу	2	1
497	всего этого	1	1
498	или должно	1	1
499	и следовательно	7	1
500	тех пор	1	1
501	по своей	2	1
502	себя же	3	1
503	было что	1	1
504	ли он	1	1
505	для себя	5	1
506	из многих	1	1
507	как нечто	2	1
508	должен быть	2	1
509	должен был	1	1
510	поэтому и	1	1
511	и ее	18	1
512	тот или	1	1
513	где они	1	1
514	себя в	10	1
515	внимание в	1	1
516	для всех	1	1
517	есть в	1	1
518	с нею	18	1
519	не можем	1	1
520	то и	4	1
521	в виде	1	1
522	свидетельствует о	3	1
523	является не	1	1
524	а это	4	1
525	чудесной и	1	1
526	ни с	6	1
527	мы встречаем	1	1
528	руки и	2	1
529	и стремится	1	1
530	это значило	3	1
531	бытия и	2	1
532	людей часто	1	1
533	своем существе	1	1
534	и получить	1	1
535	он для	1	1
536	ее на	1	1
537	момент в	6	1
538	со всем	5	1
539	на ее	3	1
540	этот синтез	1	1
541	еще и	8	1
542	в отличие	1	1
543	души и	1	1
544	что не	5	1
545	на этот	1	1
546	в воздухе	1	1
547	ничем не	3	1
548	другой стороны	2	1
549	быть чем-то	1	1
550	его как	1	1
551	и выше	1	1
552	а так	2	1
553	его эпохи	1	1
554	для человека	1	1
555	него не	1	1
556	несмотря на	1	1
557	но что	2	1
558	величина и	1	1
559	где эта	1	1
560	их к	1	1
561	полной ясностью	1	1
562	как вещь	9	1
563	одной стороны	3	1
564	сравнению с	6	1
565	это есть	7	1
566	ее во	1	1
567	с тех	1	1
568	быть только	3	1
569	только чтобы	1	1
570	да и	3	1
571	как голый	1	1
572	имен и	1	1
573	и самых	1	1
574	и большинство	1	1
575	выражения на	1	1
576	между прочим	3	1
577	из него	1	1
578	и тогда	1	1
579	и новой	2	1
580	что то	2	1
581	это уже	1	1
582	указать на	1	1
583	для такого	2	1
584	уже на	1	1
585	культуры и	1	1
586	должны быть	4	1
587	формы и	1	1
588	в результате	3	1
589	живого исторического	1	1
590	которая в	1	1
591	и металлы	1	1
592	но когда	1	1
593	из себя	3	1
594	бы в	5	1
595	и ни	1	1
596	и смысл	1	1
597	вообще в	1	1
598	конце концов	2	1
599	которое конечно	1	1
600	еще никогда	1	1
601	хотя в	1	1
602	жизнь все	1	1
603	бы на	1	1
604	данного человека	2	1
605	к самому	1	1
606	и сила	1	1
607	от ее	6	1
608	требует чтобы	4	1
609	нам не	2	1
610	и смысла	1	1
611	в свою	4	1
612	состоит из	1	1
613	они как	2	1
614	в отдельности	4	1
615	бы ни	2	1
616	от всех	4	1
617	котором я	1	1
618	совершенно не	5	1
619	же самой	3	1
620	но этот	1	1
621	от природы	1	1
622	самосознания и	1	1
623	уже есть	1	1
624	и стало	1	1
625	силе и	1	1
626	с полнотой	1	1
627	по поводу	1	1
628	этой точки	1	1
