N	2gram	Voloshinov_1	Komedia
384	остановимся на	1	1
385	этому вопросу	1	1
386	жизни еще	1	1
387	что же	4	1
388	не без	3	1
389	обстояло дело	1	1
390	этого не	2	1
391	в оно	2	1
392	все его	2	1
393	по которой	1	1
394	время в	2	1
395	между собой	4	1
396	судить о	1	1
397	чувствовать себя	1	1
398	человека все	2	1
399	является его	1	1
400	здесь она	1	1
401	свои силы	1	1
402	не нашел	1	1
403	с ним	12	1
404	а не	2	1
405	первый взгляд	1	1
406	и самого	1	1
407	его мать	1	1
408	сказанных слов	1	1
409	быть не	1	1
410	мы имели	1	1
411	о смерти	1	1
412	если это	1	1
413	для него	5	1
414	сильное влияние	3	1
415	между ними	2	1
416	во всей	1	1
417	иметь в	1	1
418	отношения к	2	1
419	мир в	2	1
420	по этому	1	1
421	первого десятилетия	1	1
422	действия и	1	1
423	себе как	1	1
424	не все	1	1
425	в себя	5	1
426	было еще	1	1
427	многое в	1	1
428	которые как	1	1
429	и очень	2	1
430	входит в	1	1
431	со своими	1	1
432	как ему	1	1
433	ряд с	1	1
434	мы видели	5	1
435	никогда не	7	1
436	периода в	3	1
437	от отца	1	1
438	впечатление которое	1	1
439	вывод что	1	1
440	отнестись к	1	1
441	на все	2	1
442	с точки	10	1
443	что таким	1	1
444	лет тому	1	1
445	в современной	1	1
446	и без	1	1
447	роль играет	1	1
448	двух главах	1	1
449	и при	3	1
450	ни одно	1	1
451	тому назад	2	1
452	мы достаточно	1	1
453	на два	1	1
454	в душу	1	1
455	которое производит	1	1
456	же она	1	1
457	у нас	3	1
458	этой цели	1	1
459	внутри самой	1	1
460	выражение в	2	1
461	и служит	1	1
462	общего с	1	1
463	и они	1	1
464	конечном счете	1	1
465	говоря о	1	1
466	из тех	1	1
467	г два	1	1
468	не на	1	1
469	которые он	1	1
470	этой же	1	1
471	для нее	1	1
472	в чем	4	1
473	но уже	1	1
474	свою очередь	1	1
475	отношений к	1	1
476	по себе	2	1
477	культуры на	1	1
478	остановиться на	1	1
479	чувства в	1	1
480	тем же	1	1
481	во второй	5	1
482	каком направлении	1	1
483	у самого	2	1
484	не заметил	2	1
485	организмов в	1	1
486	только на	2	1
487	к своему	1	1
488	за пределами	1	1
489	тот или	1	1
490	ничего не	2	1
491	на основе	1	1
492	а с	1	1
493	нам в	2	1
494	при таком	1	1
495	является чем-то	1	1
496	является как	1	1
497	является по	2	1
498	и даже	2	1
499	в углу	1	1
500	в мыслях	1	1
501	тем не	2	1
502	три основных	1	1
503	и необходимость	1	1
504	в последнем	1	1
505	всем том	1	1
506	знаем теперь	1	1
507	связей между	2	1
508	воля отца	1	1
509	в эпоху	3	1
510	или к	1	1
511	в основе	3	1
512	по мнению	6	1
513	сил и	3	1
514	ему в	1	1
515	в браке	1	1
516	к ранним	1	1
517	однако и	2	1
518	и начало	1	1
519	которое следует	1	1
520	из других	1	1
521	отцу в	1	1
522	эти три	1	1
523	на первый	1	1
524	речи и	1	1
525	не делает	1	1
526	будто бы	2	1
527	как его	2	1
528	большинстве случаев	5	1
529	именно в	3	1
530	когда он	1	1
531	скрыть от	1	1
532	конечно снова	1	1
533	во внешнем	8	1
534	первая половина	1	1
535	в семье	1	1
536	не так	1	1
537	читателю в	1	1
538	однако не	1	1
539	до конца	5	1
540	его жизни	6	1
541	как результат	1	1
542	в основу	2	1
543	сведения о	1	1
544	с отцом	3	1
545	такую же	1	1
546	их в	2	1
547	из того	2	1
548	всю эту	1	1
549	освободиться от	1	1
550	плане в	1	1
551	этим же	1	1
552	нет ничего	1	1
553	в различных	2	1
554	к человеку	1	1
555	в наше	1	1
556	в которую	1	1
557	тем более	1	1
558	нас в	2	1
559	должен быть	2	1
560	на две	3	1
561	всего к	3	1
562	делает все	3	1
563	этого рода	1	1
564	не зная	1	1
565	этого ряда	1	1
566	этих двух	2	1
567	от первого	1	1
568	в общем	1	1
569	занимает в	1	1
570	сил в	1	1
571	самого начала	5	1
572	в более	3	1
573	до него	1	1
574	уже при	1	1
575	первого и	2	1
576	и нет	1	1
577	так называемый	4	1
578	каждого из	1	1
579	образы в	1	1
580	наиболее полной	1	1
581	а также	1	1
582	по существу	1	1
583	и вслед	1	1
584	была бы	1	1
585	всего этого	1	1
586	в каждой	1	1
587	самом деле	7	1
588	мы видим	1	1
589	в области	3	1
590	относящихся к	1	1
591	таким же	1	1
592	а может	1	1
593	к своим	1	1
594	прямо противоположных	1	1
595	чем же	5	1
596	сказать что	6	1
597	пытаясь использовать	1	1
598	сделать вывод	1	1
599	и уже	1	1
600	если мы	5	1
601	одного из	1	1
602	этой области	3	1
603	к себе	3	1
604	другой пример	1	1
605	обстоятельство что	1	1
606	отсюда у	1	1
607	то она	1	1
608	до самого	1	1
609	конечно не	3	1
610	отцом и	3	1
611	жизни в	3	1
612	благодаря тому	2	1
613	или иной	1	1
614	и роль	1	1
615	означает что	1	1
616	в содержании	1	1
617	и определяет	1	1
618	поэтому она	1	1
619	и следовательно	1	1
620	вытекает из	1	1
621	производит на	1	1
622	о себе	2	1
623	еще с	1	1
624	и эта	1	1
625	и как	1	1
626	мысль о	1	1
627	и тогда	1	1
628	борется с	1	1
629	отца с	4	1
630	не приходится	1	1
631	это был	1	1
632	все что	9	1
633	на примере	1	1
634	мог бы	1	1
635	пор не	1	1
636	он и	2	1
637	частый в	1	1
638	как ее	1	1
639	отцом в	1	1
640	большого числа	1	1
641	приходит в	2	1
642	в свою	2	1
