N	2gram	Losev_Vlad_3	Myslijsy
765	можно будет	1	1
766	к более	1	1
767	то можно	2	1
768	выводится из	1	1
769	общего с	2	1
770	оно имеет	1	1
771	он говорит	1	1
772	в данном	5	1
773	пройти через	1	1
774	она есть	1	1
775	такого рода	4	1
776	себя то	1	1
777	в тех	1	1
778	с тех	1	1
779	ко всему	1	1
780	да и	6	1
781	это значит	6	1
782	что из	1	1
783	приблизиться к	1	1
784	того будет	1	1
785	сих пор	1	1
786	только ради	1	1
787	все это	1	1
788	и таким	1	1
789	что касается	2	1
790	ничего кроме	1	1
791	но для	3	1
792	вообще все	1	1
793	возникали в	1	1
794	при всем	2	1
795	вне его	1	1
796	на одной	2	1
797	и совершенства	1	1
798	тем и	1	1
799	потому не	1	1
800	чего я	1	1
801	на небе	1	1
802	что делает	1	1
803	не подлежит	1	1
804	тождественно с	1	1
805	того с	1	1
806	как эта	1	1
807	души в	1	1
808	собственно говоря	3	1
809	находит свое	1	1
810	не другим	1	1
811	будто бы	1	1
812	которой мы	1	1
813	существует ли	1	1
814	и предметом	1	1
815	какою она	1	1
816	к делу	1	1
817	даже при	1	1
818	между ними	1	1
819	не говоря	1	1
820	отношением к	1	1
821	бог в	1	1
822	но можно	2	1
823	совершенно не	2	1
824	него то	1	1
825	природе и	1	1
826	жизни а	2	1
827	которая тоже	1	1
828	начал в	1	1
829	в последнем	1	1
830	только о	3	1
831	одном акте	1	1
832	себе не	1	1
833	это было	3	1
834	того времени	1	1
835	к этому	2	1
836	этой точки	1	1
837	они не	1	1
