N	2gram	Tiupa_Lite_2	Dialekti
296	его так	1	1
297	в ее	2	1
298	самих себя	1	1
299	сам его	1	1
300	разрушила эту	1	1
301	искусство в	1	1
302	свое существование	2	1
303	не соборность	1	1
304	нет и	1	1
305	всякого частного	1	1
306	и вовсе	1	1
307	данный момент	1	1
308	кто не	1	1
309	которое и	1	1
310	мысль о	1	1
311	когда он	1	1
312	сознания в	3	1
313	я должен	1	1
314	и наконец	2	1
315	работает в	1	1
316	это тоже	1	1
317	и к	2	1
318	и свою	1	1
319	и говорит	1	1
320	не более	2	1
321	за их	1	1
322	так в	5	1
323	по преимуществу	2	1
324	с чем	1	1
325	при этом	6	1
326	не пошел	1	1
327	не к	2	1
328	такого чего	1	1
329	и по	1	1
330	или иных	1	1
331	от других	1	1
332	таким образом	1	1
333	по которому	1	1
334	здесь мы	1	1
335	же касается	1	1
336	а по	1	1
337	то есть	5	1
338	его в	1	1
339	те или	1	1
340	с неба	1	1
341	с жизнью	1	1
342	ты мне	1	1
343	характер не	1	1
344	в жизни	2	1
345	люди не	1	1
346	нет в	2	1
347	она и	1	1
348	далеко не	1	1
349	в этой	3	1
350	всю жизнь	1	1
351	не всегда	1	1
352	совершенно самостоятельная	1	1
353	его сердце	1	1
354	сам говорит	1	1
355	мы с	3	1
356	в развитии	1	1
357	и культуры	1	1
358	в такой	2	1
359	что данная	1	1
360	с идеей	2	1
361	место в	1	1
362	последняя есть	1	1
363	на свою	3	1
364	оказывается что	1	1
365	вяч иванова	1	1
366	я по	2	1
367	но он	1	1
368	том чтобы	3	1
369	тем не	2	1
370	этих и	1	1
371	и вся	1	1
372	ему как	1	1
373	века а	1	1
374	дня и	1	1
375	представлений об	1	1
376	тем самым	3	1
377	того как	1	1
378	и вместо	1	1
379	я буду	1	1
380	в царство	1	1
381	которых и	1	1
382	того чтобы	1	1
383	традиции еще	1	1
384	и вещи	1	1
385	имеем дело	1	1
386	этих двух	1	1
387	явление в	1	1
388	базируется на	1	1
389	по своей	1	1
390	мире и	1	1
391	по земле	3	1
392	и его	3	1
393	связи с	1	1
394	не нужен	1	1
395	вот почему	1	1
396	в будущем	1	1
397	однако это	1	1
398	не бывает	2	1
399	кто сам	1	1
400	места для	1	1
401	но напротив	1	1
402	не могут	1	1
403	сознания как	1	1
404	сравнении с	2	1
405	же самое	1	1
406	всего что	1	1
407	него как	1	1
408	с образом	2	1
409	но по	1	1
410	здесь не	1	1
411	нем уже	1	1
412	культуры и	1	1
413	на том	1	1
414	и когда	1	1
415	и сам	2	1
416	в образе	1	1
417	на нее	1	1
418	мире как	1	1
419	и каждый	2	1
420	еще в	4	1
421	в результате	2	1
422	основана на	1	1
423	трактуется как	1	1
424	нас и	1	1
425	приближается к	1	1
426	при котором	1	1
427	но мы	1	1
428	не стоит	1	1
429	и просто	1	1
430	любви к	1	1
431	должно было	1	1
432	что видно	1	1
433	переходит в	1	1
434	эти характеристики	1	1
435	а потому	2	1
436	ним и	1	1
437	и только	2	1
438	в ту	1	1
439	все время	1	1
440	а именно	3	1
441	не так	2	1
442	но тут	1	1
443	его собственная	1	1
444	борьбы за	1	1
445	в новой	1	1
446	в какой	2	1
447	сознания ни	1	1
448	за ней	1	1
449	со всеми	1	1
450	не привык	1	1
451	себя в	6	1
452	есть в	1	1
453	не можем	1	1
454	уже в	2	1
455	вопроса о	1	1
456	ту самую	1	1
457	в поэзии	3	1
458	же этой	1	1
459	а то	1	1
460	и других	4	1
461	у того	1	1
462	и поэзии	1	1
463	мир в	1	1
464	был бы	2	1
465	земли и	1	1
466	себе в	1	1
467	пока не	1	1
468	не для	1	1
469	у него	2	1
470	как при	1	1
471	их именно	1	1
472	во главе	1	1
473	в данный	1	1
474	мне и	1	1
475	с другим	2	1
476	я был	1	1
477	и др	3	1
478	а за	2	1
479	на солнце	1	1
480	есть лишь	1	1
481	именно так	1	1
482	для эстетики	1	1
483	и я	1	1
484	не об	1	1
485	два года	1	1
486	он мыслит	1	1
487	равно с	1	1
488	вместе с	5	1
489	а сами	1	1
490	я узнаю	1	1
491	к своему	2	1
492	а если	2	1
493	наряду с	1	1
494	последнем случае	1	1
495	это его	2	1
496	кто из	1	1
497	по существу	3	1
498	я с	1	1
499	на свете	2	1
500	того и	1	1
501	что мы	1	1
502	не меняет	1	1
503	о мире	1	1
504	искусством и	1	1
505	всего в	1	1
506	лишь его	2	1
507	в полном	1	1
508	не станет	1	1
509	при таком	1	1
510	как система	1	1
511	в пределе	1	1
512	быть названа	1	1
513	мира и	1	1
514	поэтому для	1	1
515	это как	2	1
516	и перед	1	1
517	она уже	1	1
518	для нас	2	1
519	но именно	1	1
520	к этой	2	1
521	как явление	1	1
522	субъектом и	1	1
523	также не	1	1
524	а также	2	1
525	исключительно в	1	1
526	к ее	1	1
527	жизни в	4	1
528	всего мира	1	1
529	от своего	1	1
530	своего предмета	1	1
531	именно не	1	1
532	к его	1	1
533	жизни а	2	1
534	в последнем	1	1
535	в сравнении	2	1
536	сам в	1	1
537	я вижу	2	1
538	а я	1	1
539	о себе	3	1
540	в искусстве	4	1
541	то оно	1	1
542	они не	1	1
543	который не	1	1
544	в таком	1	1
545	все что	2	1
