N	2gram	Trubetskoy_1	FransuaR
335	жизни но	1	1
336	принадлежит в	1	1
337	они в	1	1
338	и того	1	1
339	и сейчас	3	1
340	чуждый и	1	1
341	в котором	2	1
342	бы к	1	1
343	признать что	6	1
344	должны были	1	1
345	своему существу	1	1
346	эта не	1	1
347	были проникнуты	1	1
348	тем не	1	1
349	и более	2	1
350	их в	2	1
351	на его	1	1
352	для нее	2	1
353	любовь к	2	1
354	и вся	1	1
355	тому что	2	1
356	любви и	1	1
357	его целом	1	1
358	все три	1	1
359	что с	2	1
360	наконец и	1	1
361	тогда когда	4	1
362	принадлежат к	2	1
363	одна из	3	1
364	ее с	1	1
365	земли но	1	1
366	он еще	1	1
367	не вызывает	1	1
368	следовательно и	2	1
369	никогда не	5	1
370	и всегда	1	1
371	казалось бы	1	1
372	это то	1	1
373	в полной	1	1
374	связь и	1	1
375	же он	1	1
376	свидетельствуют о	1	1
377	исходный пункт	1	1
378	не по	1	1
379	и форм	1	1
380	как будто	2	1
381	в области	2	1
382	к той	2	1
383	выход из	1	1
384	чтобы сделать	1	1
385	это конечно	1	1
386	как только	1	1
387	языках и	1	1
388	той или	3	1
389	указывает на	2	1
390	природа его	1	1
391	что при	1	1
392	и потому	3	1
393	из нее	1	1
394	но вряд	1	1
395	он как	1	1
396	благополучно и	1	1
397	народ должен	1	1
398	от друга	2	1
399	свою очередь	1	1
400	значительной мере	2	1
401	это только	2	1
402	без всякого	1	1
403	идет не	1	1
404	никак не	1	1
405	приводит к	4	1
406	это для	1	1
407	и когда	1	1
408	что у	1	1
409	на службу	1	1
410	те же	1	1
411	еще не	3	1
412	подход к	1	1
413	вся его	1	1
414	если бы	6	1
415	собой и	3	1
416	для этого	3	1
417	стремление к	7	1
418	образом в	1	1
419	движения и	1	1
420	это рассуждение	1	1
421	было не	1	1
422	представителей и	1	1
423	в состав	1	1
424	возможной и	1	1
425	они принадлежат	2	1
426	в новую	1	1
427	там в	1	1
428	ее и	1	1
429	по их	1	1
430	подлежит сомнению	1	1
431	от них	1	1
432	вся эта	2	1
433	глубоко различны	1	1
434	этот последний	1	1
435	тем более	1	1
436	у всех	1	1
437	воплощать в	2	1
438	в лице	1	1
439	быть и	2	1
440	образом как	1	1
441	с себя	1	1
442	время когда	2	1
443	с ними	1	1
444	и является	2	1
445	положение в	1	1
446	в разные	1	1
447	не идет	1	1
448	по этому	2	1
449	не будет	7	1
450	именно на	2	1
451	себя в	4	1
452	не можем	2	1
453	и политической	1	1
454	нового мировоззрения	2	1
455	на такой	2	1
456	только тогда	1	1
457	существующим формам	1	1
458	является не	2	1
459	в праве	1	1
460	из них	3	1
461	его и	2	1
462	мы знаем	1	1
463	его паства	1	1
464	к ним	1	1
465	не о	2	1
466	друг друга	3	1
467	случае не	1	1
468	же образом	2	1
469	частного человека	1	1
470	и будет	1	1
471	тем что	3	1
472	в других	2	1
473	а потому	5	1
474	иное как	1	1
475	существенны и	1	1
476	нами не	1	1
477	основанной на	1	1
478	или иной	5	1
479	за ними	1	1
480	не поддается	1	1
481	был в	1	1
482	к которому	1	1
483	души и	1	1
484	из таких	1	1
485	на ней	1	1
486	а главное	1	1
487	что для	3	1
488	без особых	1	1
489	связано с	1	1
490	и стал	1	1
491	на которых	1	1
492	до конца	1	1
493	представления о	1	1
494	человеческой жизни	1	1
495	и внутренне	1	1
496	народа а	2	1
497	власти и	1	1
498	для человека	1	1
499	со своими	1	1
500	мудрость как	1	1
501	сейчас же	1	1
502	если не	2	1
503	себя на	2	1
504	священными предметами	1	1
505	в частности	2	1
506	о себе	1	1
507	время она	1	1
508	ни на	1	1
509	ко всем	3	1
510	но особенно	1	1
511	надо было	1	1
512	образом связаны	1	1
513	и мирян	1	1
514	не удалось	1	1
515	да и	3	1
516	совершенно чуждый	1	1
517	чтобы они	1	1
518	понимать как	1	1
519	это особенно	1	1
520	этого слова	1	1
521	богу и	1	1
522	и некоторые	1	1
523	общественной жизни	2	1
524	и таким	1	1
525	стоит только	2	1
526	с элементами	1	1
527	говорить что	1	1
528	роли то	1	1
529	многие из	1	1
530	одного и	1	1
531	всегда будет	1	1
532	этому и	1	1
533	такой взгляд	1	1
534	которая в	1	1
535	от него	2	1
536	в обстановке	1	1
537	в свою	1	1
538	и при	6	1
539	они имеют	1	1
540	отношению к	1	1
541	культуры в	3	1
542	из этого	3	1
543	в виде	3	1
544	пути к	2	1
545	ее в	2	1
546	можно назвать	1	1
547	в таком	2	1
548	этой цели	1	1
549	во всяком	9	1
550	они не	1	1
