N	2gram	Propp_Russ_1	Problema
156	не знает	1	3
157	в таком	1	3
158	все что	1	3
159	они не	1	3
160	можно говорить	2	2
161	научное значение	2	2
162	и должны	1	2
163	их и	3	2
164	мы имеем	4	2
165	не во	1	2
166	но она	2	2
167	не вполне	1	2
168	и он	1	2
169	в чем	1	2
170	с его	1	2
171	а только	1	2
172	не все	1	2
173	с совершенно	1	2
174	в истории	1	2
175	показать что	1	2
176	и у	5	2
177	что это	3	2
178	ни одна	1	2
179	и те	3	2
180	на то	1	2
181	а к	1	2
182	не имеют	1	2
183	оно было	1	2
184	и частично	1	2
185	собственно не	1	2
186	он должен	1	2
187	на этом	3	2
188	в каждом	2	2
189	здесь мы	1	2
190	и других	7	2
191	и при	1	2
192	не путем	1	2
193	и более	2	2
194	не могли	1	2
195	том же	2	2
196	и вообще	1	2
197	а иногда	4	2
198	она не	2	2
199	дело в	1	2
200	одна из	4	2
201	все стороны	1	2
202	связи с	4	2
203	так называемый	2	2
204	этом отношении	1	2
205	у нас	8	2
206	не могут	1	2
207	слова с	1	2
208	в работах	1	2
209	что все	1	2
210	только при	1	2
211	нами выше	1	2
212	можно сделать	3	2
213	и здесь	2	2
214	и что	4	2
215	от них	3	2
216	и во	1	2
217	того что	4	2
218	в двух	1	2
219	нуждается в	1	2
220	что он	1	2
221	в какой	2	2
222	и ее	1	2
223	не можем	3	2
224	в нашей	1	2
225	в виде	6	2
226	в начале	1	2
227	не дает	1	2
228	но совершенно	1	2
229	более узкое	1	2
230	что и	7	2
231	в некоторых	4	2
232	случае не	1	2
233	тем что	4	2
234	в особенности	2	2
235	чем в	2	2
236	связаны с	3	2
237	и пр	2	2
238	не было	2	2
239	в россии	4	2
240	но можно	1	2
241	в связи	4	2
242	в частности	2	2
243	как это	8	2
244	из которых	1	2
245	и смысла	1	2
246	по существу	4	2
247	можно сказать	1	2
248	форм и	1	2
249	или в	2	2
250	о котором	1	2
251	не более	1	2
252	мы должны	2	2
253	области изучения	2	2
254	в этих	3	2
255	в равной	2	2
256	в новый	6	2
257	слово в	1	2
258	в свою	3	2
259	и другие	13	2
260	в своих	2	2
261	по поводу	1	2
262	к этому	4	2
263	и методы	1	1
264	то на	3	1
265	полагается в	1	1
266	а из	1	1
267	тех же	1	1
268	непосредственно не	1	1
269	в первом	1	1
270	к другому	2	1
271	и за	1	1
272	и могут	1	1
273	из всех	1	1
274	который в	1	1
275	вопрос о	1	1
276	смысла в	1	1
277	свою любовь	1	1
278	что иное	2	1
279	на себя	2	1
280	жизни как	1	1
281	бы ни	1	1
282	основании что	1	1
283	которое в	1	1
284	такое же	2	1
285	в каждой	1	1
286	него он	1	1
287	настоящая работа	1	1
288	которую можно	1	1
289	ней как	1	1
290	иное как	2	1
291	по своему	1	1
292	а следовательно	1	1
293	другой более	1	1
294	том основании	1	1
295	слова как	1	1
296	можно почти	1	1
297	одном и	1	1
298	с трудом	1	1
299	значение и	2	1
300	к слову	2	1
301	в общем	1	1
302	более как	1	1
303	себе и	1	1
304	же тенденцией	1	1
305	которые не	3	1
306	работа в	2	1
307	то чем	1	1
308	целый ряд	1	1
309	как уже	4	1
310	что по	4	1
311	говорится в	1	1
312	не приходится	1	1
313	то время	1	1
314	которые в	1	1
315	все недостатки	1	1
316	в этой	1	1
317	как он	2	1
318	не нужны	1	1
319	они слишком	1	1
320	к выводу	2	1
321	т д	9	1
322	всех этих	2	1
323	этого вопроса	1	1
324	не как	1	1
325	работ в	1	1
326	теперь еще	1	1
327	его от	2	1
328	подобно тому	1	1
329	так например	6	1
330	которое как	1	1
331	день и	2	1
332	это образ	1	1
333	они должны	1	1
334	в совершенно	1	1
335	значение в	1	1
336	мы уже	1	1
337	от одного	1	1
338	и мы	1	1
339	жизни человека	1	1
340	для них	3	1
341	в один	2	1
342	нет в	1	1
343	с тем	8	1
344	и необходимое	1	1
345	и изучить	1	1
346	и всюду	1	1
347	при изучении	5	1
348	особенности же	1	1
349	установить что	1	1
350	в которых	5	1
351	иных точек	1	1
352	даже к	1	1
353	и эти	1	1
354	так называемое	1	1
355	лежит не	1	1
356	тому что	4	1
357	что есть	1	1
358	всех их	1	1
359	вплоть до	4	1
360	как можно	2	1
361	иной раз	1	1
362	виду что	1	1
363	но для	1	1
364	если угодно	2	1
365	что их	1	1
366	здесь на	1	1
367	в самых	1	1
368	иметь в	1	1
369	представления и	2	1
370	следовательно и	1	1
371	все свои	1	1
372	и всегда	1	1
373	не имели	1	1
374	и без	1	1
375	место во	1	1
376	именно с	2	1
377	явление в	1	1
378	как принадлежащий	1	1
379	того в	1	1
380	во всей	1	1
381	до того	2	1
382	ему не	1	1
383	и правильным	1	1
384	работ и	1	1
385	большое научное	1	1
386	основаны на	2	1
387	его с	4	1
388	служить и	1	1
389	его значение	1	1
390	поэзии как	1	1
391	приходит к	1	1
392	из всего	1	1
393	как не	2	1
394	свою очередь	2	1
395	всего этого	1	1
396	в в	2	1
397	можно показать	1	1
398	если в	3	1
399	мы наблюдаем	2	1
400	однако эта	1	1
401	на том	1	1
402	что у	2	1
403	было в	1	1
404	иногда в	2	1
405	в одном	3	1
406	не были	2	1
407	что дело	1	1
408	имеется в	1	1
409	это как	1	1
410	узкое значение	1	1
411	выводу что	2	1
412	из других	1	1
413	настоящее время	3	1
414	наиболее устойчивую	1	1
415	на что	2	1
416	для нас	6	1
417	а также	3	1
418	чем тот	1	1
419	комедии и	1	1
420	говорить об	1	1
421	это имеет	2	1
422	во втором	1	1
423	направлений в	1	1
424	них в	2	1
425	что бы	1	1
426	и следовательно	1	1
427	что здесь	1	1
428	быть и	2	1
429	на которой	1	1
430	обе эти	1	1
431	важное значение	1	1
432	на другие	2	1
433	этот вопрос	2	1
434	к их	1	1
435	и действительно	1	1
436	и теперь	1	1
437	это ни	1	1
438	есть в	1	1
439	уже не	6	1
440	только на	3	1
441	каким образом	1	1
442	из них	8	1
443	его и	2	1
444	нас при	1	1
445	прибавить что	1	1
446	с этими	1	1
447	к ним	3	1
448	не о	1	1
449	может служить	1	1
450	но что	2	1
451	только с	1	1
452	материал не	1	1
453	на некоторые	1	1
454	не просто	2	1
455	значение чем	1	1
456	которые как	1	1
457	точек зрения	1	1
458	нас в	1	1
459	разновидности их	1	1
460	несколько примеров	1	1
461	мы еще	1	1
462	обратиться к	1	1
463	равной степени	2	1
464	связано с	1	1
465	самом же	1	1
466	на этот	3	1
467	до конца	2	1
468	ним свою	1	1
469	не совсем	4	1
470	с которым	1	1
471	так называемой	3	1
472	о чем	3	1
473	что мы	1	1
474	но оно	1	1
475	вместе с	10	1
476	так же	3	1
477	смысла не	1	1
478	смысл который	1	1
479	направление в	1	1
480	для обозначения	2	1
481	который мы	1	1
482	в той	1	1
483	тому как	1	1
484	же их	1	1
485	и всей	2	1
486	и менее	1	1
487	быть не	1	1
488	есть и	1	1
489	этого слова	3	1
490	она как	1	1
491	как например	3	1
492	быть включены	1	1
493	же значение	1	1
494	к вопросу	2	1
495	хотя они	1	1
496	к тому	4	1
497	в настоящее	3	1
498	с понятием	1	1
499	же деле	1	1
500	но эта	1	1
501	но если	1	1
502	в иной	1	1
503	не что	2	1
504	в которой	1	1
505	жизни и	1	1
506	но эти	3	1
507	того времени	1	1
