N	2gram	Potebnia_M_4	Problema
130	с той	1	5
131	только на	4	5
132	то и	4	5
133	не было	12	5
134	по крайней	5	5
135	этом случае	5	5
136	так же	4	5
137	как в	7	5
138	да и	4	5
139	этого слова	7	5
140	все это	5	5
141	быть очень	1	5
142	а в	5	5
143	другой стороны	1	5
144	состоит из	1	5
145	в таком	4	5
146	таком случае	2	4
147	не что	2	4
148	мы уже	3	4
149	что иное	2	4
150	но даже	2	4
151	он сам	1	4
152	иное как	2	4
153	в чем	1	4
154	но как	1	4
155	могли бы	4	4
156	для которой	1	4
157	то время	1	4
158	есть ее	1	4
159	при этом	15	4
160	данного слова	2	4
161	образа и	3	4
162	же касается	1	4
163	заключается в	1	4
164	на первый	1	4
165	и без	2	4
166	тому что	2	4
167	дело в	1	4
168	и притом	2	4
169	только с	1	4
170	есть только	5	4
171	в ее	2	4
172	языка и	3	4
173	можно было	2	4
174	мы в	3	4
175	мы могли	2	4
176	что даже	2	4
177	совсем другое	1	4
178	тем что	10	4
179	нас в	2	4
180	на этот	2	4
181	мы говорим	7	4
182	это значит	1	4
183	или в	1	4
184	или другой	1	4
185	а также	1	4
186	в каком	4	4
187	в искусстве	3	4
188	то в	3	3
189	выражается в	1	3
190	и значение	3	3
191	имеет свою	2	3
192	говорить о	5	3
193	но не	1	3
194	общего с	1	3
195	кроме того	3	3
196	и как	2	3
197	с понятием	1	3
198	в самом	3	3
199	что это	7	3
200	в этой	1	3
201	говорят о	1	3
202	на то	7	3
203	как оно	2	3
204	что у	3	3
205	но все	1	3
206	значение в	1	3
207	об этом	2	3
208	его в	4	3
209	с другими	4	3
210	том смысле	2	3
211	только о	2	3
212	но уже	3	3
213	все равно	3	3
214	себе как	1	3
215	и тогда	1	3
216	не значит	2	3
217	что такое	7	3
218	бы к	1	3
219	в которых	3	3
220	но эта	2	3
221	бы быть	1	3
222	теми или	1	3
223	в таких	2	3
224	на себе	3	3
225	ничего не	1	3
226	находятся в	1	3
227	на которую	1	3
228	как будто	1	3
229	и такие	1	3
230	свое значение	1	3
231	которой она	1	3
232	если же	4	3
233	она не	2	3
234	образы и	3	3
235	без всякого	1	3
236	имеет никакого	1	3
237	если бы	13	3
238	действительность и	2	3
239	каждый раз	4	3
240	образ есть	1	3
241	или как	1	3
242	может иметь	2	3
243	не так	2	3
244	быть и	2	3
245	этот вопрос	3	3
246	в качестве	1	3
247	самом деле	3	3
248	которые мы	2	3
249	есть в	5	3
250	уже в	5	3
251	а это	1	3
252	для него	5	3
253	могло бы	1	3
254	само по	5	3
255	отличие от	1	3
256	говорим о	1	3
257	здесь в	1	3
258	прежде всего	1	3
259	именно так	1	3
260	его как	1	3
261	если не	1	3
262	с первого	1	3
263	в той	4	3
264	это есть	3	3
265	образ и	1	3
266	слова и	5	3
267	поэтический образ	3	3
268	она уже	1	3
269	и все	4	3
270	из себя	2	3
271	тем более	5	3
272	ни к	2	3
273	хотя бы	4	3
274	же в	1	3
275	есть уже	4	3
276	из этого	2	3
277	есть то	4	3
278	точно так	2	3
279	к тому	3	3
280	смысле что	1	3
281	относится и	1	2
282	того же	1	2
283	столько же	1	2
284	только потому	4	2
285	на ступени	2	2
286	и до	3	2
287	его не	1	2
288	мы имеем	4	2
289	этот предмет	1	2
290	том виде	1	2
291	в некотором	1	2
292	мы и	2	2
293	и самим	1	2
294	быть в	1	2
295	не был	1	2
296	нам представляется	2	2
297	во всех	1	2
298	значения данного	1	2
299	самым мы	1	2
300	то он	2	2
301	не то	5	2
302	друг от	1	2
303	в известном	1	2
304	первый взгляд	1	2
305	с этим	7	2
306	дает нам	1	2
307	и нет	1	2
308	тем же	1	2
309	с нею	3	2
310	что слово	10	2
311	в которой	6	2
312	он в	1	2
313	а может	2	2
314	бы только	2	2
315	в наших	2	2
316	например как	1	2
317	время и	1	2
318	слова а	1	2
319	на одну	1	2
320	эта последняя	2	2
321	из него	2	2
322	только впоследствии	1	2
323	что все	4	2
324	и может	4	2
325	в другом	1	2
326	а как	2	2
327	есть образ	1	2
328	нас значение	1	2
329	он есть	1	2
330	есть также	1	2
331	например и	1	2
332	на основании	4	2
333	в слове	22	2
334	во внимание	1	2
335	мы видели	1	2
336	между собою	4	2
337	в этих	3	2
338	и при	2	2
339	в котором	4	2
340	с точки	3	2
341	в их	1	2
342	возможны только	1	2
343	от себя	1	2
344	бы мы	1	2
345	от его	2	2
346	является в	1	2
347	образом и	1	2
348	заставляет нас	1	2
349	и более	4	2
350	для нее	1	2
351	в отношении	1	2
352	с которой	1	2
353	дело не	2	2
354	на котором	4	2
355	и сама	2	2
356	в процессе	3	2
357	но что	2	2
358	и слишком	1	2
359	не имели	2	2
360	степени это	1	2
361	действительности но	1	2
362	в самой	2	2
363	слова как	1	2
364	что их	1	2
365	и по	3	2
366	как она	2	2
367	а является	1	2
368	со своим	4	2
369	а мы	3	2
370	могут быть	7	2
371	всегда есть	1	2
372	и за	1	2
373	что при	1	2
374	от друга	1	2
375	и сами	2	2
376	такое что	1	2
377	настоящее время	1	2
378	это можно	2	2
379	том как	1	2
380	в настоящее	1	2
381	образ или	2	2
382	о ней	1	2
383	другие примеры	1	2
384	не стоит	1	2
385	это было	2	2
386	на отдельные	1	2
387	доходит до	1	2
388	и во	1	2
389	природы и	2	2
390	есть действительно	1	2
391	и можно	1	2
392	предмета на	1	2
393	и следовательно	3	2
394	для самого	2	2
395	но с	1	2
396	по мнению	1	2
397	с одной	1	2
398	и у	2	2
399	в нашей	1	2
400	это значение	2	2
401	из них	1	2
402	не будут	1	2
403	никто не	2	2
404	в известной	1	2
405	случае когда	2	2
406	от тех	1	2
407	друг друга	2	2
408	между прочим	3	2
409	от того	4	2
410	другое что	1	2
411	были бы	1	2
412	даже не	2	2
413	до сих	4	2
414	нельзя сказать	3	2
415	именно в	3	2
416	а с	1	2
417	в природе	1	2
418	предмета но	1	2
419	точка соприкосновения	1	2
420	только к	1	2
421	у человека	1	2
422	человеческой жизни	1	2
423	в частности	1	2
424	эти слова	1	2
425	вместе с	6	2
426	происходит в	2	2
427	как это	1	2
428	из которых	2	2
429	по своему	2	2
430	этим мы	1	2
431	сравнении с	1	2
432	многих других	1	2
433	сих пор	4	2
434	ничего кроме	1	2
435	от нас	1	2
436	и для	2	2
437	при таком	1	2
438	только тогда	5	2
439	мы только	1	2
440	к одной	1	2
441	ее и	1	2
442	но когда	1	2
443	от него	2	2
444	у них	1	2
445	бы в	2	2
446	только что	3	2
447	от всякого	1	2
448	к самому	1	2
449	есть от	2	2
450	или другими	1	2
451	в сравнении	4	2
452	есть и	2	2
453	и состоит	3	2
454	это так	1	2
455	по поводу	4	2
456	это в	1	2
457	как на	1	2
458	слова это	1	2
459	ни его	2	1
460	произведения но	1	1
461	речь идет	1	1
462	одним из	1	1
463	нем так	1	1
464	фона на	1	1
465	он может	1	1
466	не идет	1	1
467	идет о	1	1
468	об искусстве	1	1
469	в первом	3	1
470	вопрос мы	1	1
471	что эти	3	1
472	должна быть	1	1
473	то самое	1	1
474	уже по	2	1
475	одним и	1	1
476	живой речи	1	1
477	той же	3	1
478	например в	3	1
479	языка с	3	1
480	словами в	2	1
481	нас от	1	1
482	что если	6	1
483	вопрос о	2	1
484	до такой	5	1
485	нам в	1	1
486	и новых	1	1
487	языка из	1	1
488	оно просто	1	1
489	и над	1	1
490	чувственные образы	1	1
491	а для	1	1
492	не вполне	2	1
493	оно есть	2	1
494	же что	2	1
495	значением то	1	1
496	не нужно	2	1
497	и на	3	1
498	образов с	1	1
499	без которой	1	1
500	мысли и	7	1
501	только знаком	1	1
502	бы не	3	1
503	то мы	3	1
504	сказать и	1	1
505	своего рода	1	1
506	друг к	1	1
507	видели что	1	1
508	он говорит	1	1
509	образа к	1	1
510	значением и	1	1
511	не все	1	1
512	вообще как	1	1
513	а если	2	1
514	действительности именно	1	1
515	такая общая	1	1
516	другое и	1	1
517	и речи	1	1
518	же раз	1	1
519	отличаются от	1	1
520	один и	5	1
521	относится к	1	1
522	которые не	2	1
523	меньше всего	1	1
524	что хотя	3	1
525	в истории	4	1
526	они ни	1	1
527	если она	1	1
528	независимо от	6	1
529	его на	1	1
530	однако не	1	1
531	не имеющие	1	1
532	и художественного	1	1
533	что всякое	1	1
534	имеет в	2	1
535	следующим образом	1	1
536	и хотя	3	1
537	многих из	1	1
538	что обозначено	1	1
539	а во-вторых	1	1
540	мы при	1	1
541	сказать о	1	1
542	так или	2	1
543	из этих	2	1
544	такое значение	1	1
545	вообще а	1	1
546	и тот	3	1
547	ничего и	1	1
548	не годится	1	1
549	иначе и	1	1
550	во многих	2	1
551	имеет для	5	1
552	но на	1	1
553	вообще не	1	1
554	на его	3	1
555	дальше и	1	1
556	например такие	1	1
557	есть сравнение	2	1
558	никакой возможности	1	1
559	от какой-нибудь	1	1
560	перестает быть	1	1
561	отдельных слов	1	1
562	и когда	2	1
563	том чтобы	1	1
564	нашего времени	3	1
565	какой бы	1	1
566	приходим к	1	1
567	значения а	1	1
568	что ни	1	1
569	и говорить	2	1
570	возможно только	3	1
571	в образе	2	1
572	что она	2	1
573	от нее	1	1
574	бы они	2	1
575	здесь мы	2	1
576	этим самым	1	1
577	понятия если	1	1
578	произведения с	1	1
579	и чтобы	1	1
580	них не	1	1
581	лишь в	3	1
582	входит в	1	1
583	может стать	1	1
584	области человеческой	1	1
585	быть не	2	1
586	именно что	1	1
587	с чувственными	2	1
588	другое то	1	1
589	бы совершенно	1	1
590	этом мы	2	1
591	в них	3	1
592	на второй	1	1
593	далеко не	1	1
594	не всегда	3	1
595	в своих	2	1
596	строгом смысле	1	1
597	значит не	1	1
598	есть таким	1	1
599	и того	1	1
600	перед собой	1	1
601	слово рассматриваемое	1	1
602	во время	2	1
603	в шутку	1	1
604	к тем	1	1
605	от своего	1	1
606	самим а	1	1
607	в такой	1	1
608	не требующим	2	1
609	мы называем	1	1
610	не как	2	1
611	значение то	2	1
612	и значит	1	1
613	слова в	3	1
614	и другого	1	1
615	однако от	1	1
616	что думает	1	1
617	и той	1	1
618	а есть	1	1
619	но он	1	1
620	в прямом	1	1
621	но они	1	1
622	том и	2	1
623	указывает только	1	1
624	даже в	2	1
625	же мы	2	1
626	случае мы	1	1
627	в одно	1	1
628	что с	1	1
629	или что	2	1
630	участвует в	1	1
631	дело когда	1	1
632	нужно уметь	1	1
633	имеет свое	1	1
634	и другое	2	1
635	мысли в	2	1
636	тогда когда	8	1
637	только из	1	1
638	слова но	1	1
639	например что	2	1
640	говорить что	1	1
641	и имеет	1	1
642	картинами природы	1	1
643	достаточно привести	1	1
644	иметь в	2	1
645	во всякой	1	1
646	одной и	1	1
647	того чтобы	4	1
648	только не	3	1
649	того и	1	1
650	самого предмета	1	1
651	казалось бы	1	1
652	подобно тому	2	1
653	и никогда	1	1
654	нечто большее	1	1
655	природы в	1	1
656	к ней	2	1
657	в другую	1	1
658	и связи	1	1
659	или когда	1	1
660	возможно было	1	1
661	не говорит	1	1
662	во всем	1	1
663	язык имеет	1	1
664	это слово	4	1
665	мы бы	2	1
666	до того	3	1
667	так то	3	1
668	если только	1	1
669	факта что	1	1
670	в нее	3	1
671	такие же	5	1
672	от их	1	1
673	только от	3	1
674	том образе	1	1
675	если у	1	1
676	не могут	2	1
677	образом что	2	1
678	из самого	1	1
679	хотя конечно	2	1
680	указание на	1	1
681	к другу	1	1
682	бы он	1	1
683	это а	2	1
684	оно не	2	1
685	утверждать что	1	1
686	предмет в	1	1
687	самостоятельно и	1	1
688	всегда в	1	1
689	значение это	1	1
690	мы его	3	1
691	слов но	2	1
692	значения и	1	1
693	быть может	4	1
694	внимание на	5	1
695	но при	1	1
696	узком значении	1	1
697	наших слов	1	1
698	самим собою	1	1
699	будет сказать	1	1
700	в собственном	1	1
701	в пределах	1	1
702	нечто другое	1	1
703	на том	2	1
704	котором мы	1	1
705	на нее	3	1
706	нечто ей	1	1
707	мы приведем	1	1
708	есть произведение	2	1
709	не ради	1	1
710	можно только	2	1
711	этого а	1	1
712	а все	1	1
713	в которые	1	1
714	что от	2	1
715	что под	1	1
716	данном слове	1	1
717	образом в	5	1
718	разница между	1	1
719	поэтические образы	1	1
720	и поэтому	1	1
721	или может	1	1
722	и та	4	1
723	то уже	2	1
724	но мы	2	1
725	в глаза	1	1
726	к одному	3	1
727	все его	1	1
728	греческом языке	2	1
729	частью даже	1	1
730	там же	3	1
731	то тем	1	1
732	при полном	1	1
733	сила или	2	1
734	внешней формы	1	1
735	виде есть	1	1
736	все в	2	1
737	связь между	3	1
738	которого оно	1	1
739	образом если	1	1
740	не отличаются	1	1
741	во втором	1	1
742	который и	1	1
743	образ может	1	1
744	предмета который	1	1
745	бы и	5	1
746	язык есть	7	1
747	видно что	4	1
748	что бы	1	1
749	происходит только	1	1
750	в теории	1	1
751	в ту	2	1
752	из моментов	1	1
753	еще только	1	1
754	и об	1	1
755	той функции	1	1
756	второй план	1	1
757	образом как	1	1
758	что лишь	1	1
759	другого не	1	1
760	что только	2	1
761	словами мы	1	1
762	вне себя	1	1
763	до ее	1	1
764	дело с	1	1
765	выше есть	1	1
766	предметами в	1	1
767	словом и	1	1
768	тождественно с	1	1
769	самые разнообразные	1	1
770	что нам	1	1
771	их вовсе	1	1
772	бы ни	2	1
773	этого мифа	1	1
774	от них	1	1
775	отношении в	1	1
776	заметим что	3	1
777	же он	1	1
778	своего собственного	1	1
779	отношений но	1	1
780	промежуток времени	1	1
781	не можем	5	1
782	если и	2	1
783	и они	2	1
784	или не	1	1
785	человеческого духа	6	1
786	языка как	1	1
787	свидетельствует о	1	1
788	предмет или	1	1
789	и обратно	1	1
790	в душе	1	1
791	и других	3	1
792	и понимание	1	1
793	отсюда вытекают	1	1
794	здесь можно	1	1
795	к своим	1	1
796	что содержание	1	1
797	этом в	2	1
798	себе в	3	1
799	в одном	4	1
800	не выражается	1	1
801	только сказать	1	1
802	у него	1	1
803	которые могут	1	1
804	той ее	1	1
805	только есть	1	1
806	и им	1	1
807	дальше в	2	1
808	заметить что	6	1
809	образом не	1	1
810	явления природы	1	1
811	ее на	1	1
812	для того	6	1
813	а потому	1	1
814	а потом	1	1
815	что на	2	1
816	и чего-то	1	1
817	для поэтического	1	1
818	мы это	1	1
819	же самым	3	1
820	или иначе	2	1
821	длинный ряд	1	1
822	значения их	1	1
823	и глубокий	1	1
824	такое же	2	1
825	отдельного слова	2	1
826	что не	6	1
827	а главное	1	1
828	предмет и	1	1
829	что будет	2	1
830	обратить внимание	2	1
831	которой нет	1	1
832	нужно сказать	1	1
833	же будет	1	1
834	стремится к	2	1
835	к таким	1	1
836	от вещи	1	1
837	с которым	2	1
838	было сказано	1	1
839	этой ни	1	1
840	была бы	1	1
841	есть отношение	1	1
842	там где	3	1
843	самое нужно	2	1
844	на который	2	1
845	будет иметь	2	1
846	если это	1	1
847	нечто такое	2	1
848	такой степени	6	1
849	начиная с	1	1
850	слово состоит	1	1
851	нет в	1	1
852	которое в	3	1
853	себе может	1	1
854	со словом	3	1
855	этих предметов	1	1
856	нечто вполне	1	1
857	к своему	1	1
858	же она	1	1
859	этих случаях	2	1
860	всяком поэтическом	1	1
861	другу и	1	1
862	одной стороны	1	1
863	для обозначения	1	1
864	смысле этого	1	1
865	чтобы читатель	1	1
866	быть только	1	1
867	в первой	1	1
868	слов в	4	1
869	благодаря этому	1	1
870	и будут	1	1
871	действительность в	1	1
872	как предмет	1	1
873	только для	2	1
874	но для	1	1
875	большее количество	1	1
876	в более	2	1
877	этот образ	2	1
878	одного и	1	1
879	поэтому нам	1	1
880	жизни когда	1	1
881	говорим что	3	1
882	не существует	2	1
883	не прямо	1	1
884	об отношении	2	1
885	осмыслен чем	1	1
886	о котором	1	1
887	на память	1	1
888	в отдельных	2	1
889	и самым	1	1
890	поэзии в	1	1
891	обращается к	1	1
892	то не	1	1
893	не с	2	1
894	в языке	16	1
895	но еще	1	1
896	таких например	1	1
897	понятия из	1	1
898	стороны в	1	1
899	от всего	1	1
900	зрения в	1	1
901	скажем что	1	1
902	несомненно существует	1	1
903	которые нами	1	1
904	хотя в	2	1
905	менее в	1	1
906	себе никакого	1	1
907	себе всю	1	1
908	мы произносим	1	1
909	я эту	1	1
910	только как	4	1
911	других сторон	1	1
912	то хотя	1	1
913	равно как	2	1
914	их с	1	1
915	понимается как	2	1
916	не сами	1	1
917	языка то	2	1
918	значение не	1	1
919	самое что	1	1
920	мысли но	4	1
921	них это	1	1
922	себе но	1	1
923	чтобы ее	1	1
924	и слов	1	1
925	к другим	2	1
926	известного рода	1	1
927	указывают на	1	1
928	ее в	1	1
929	с разнообразным	1	1
930	можно назвать	2	1
931	эти категории	1	1
