N	2gram	Nazirov_Tr_1	Mirosoze
343	карамазова в	1	1
344	во взглядах	1	1
345	на путях	1	1
346	или как	1	1
347	ту сторону	1	1
348	она хочет	1	1
349	на одной	1	1
350	xix веке	2	1
351	и теперь	1	1
352	был так	1	1
353	собственной личности	1	1
354	что на	1	1
355	бога но	1	1
356	в момент	1	1
357	не могут	2	1
358	своей книге	1	1
359	тогда и	1	1
360	уже было	1	1
361	мир на	1	1
362	в окончательном	1	1
363	по сравнению	1	1
364	своего отца	3	1
365	того самого	1	1
366	потому нельзя	1	1
367	верховенского как	1	1
368	карамазов смердяков	1	1
369	не хочу	1	1
370	всего этого	1	1
371	в ее	2	1
372	не человек	2	1
373	слова нельзя	1	1
374	он с	1	1
375	настасьи филипповны	1	1
376	говорили что	1	1
377	роль в	1	1
378	в финале	1	1
379	в xix	1	1
380	им как	1	1
381	веру в	2	1
382	природе своей	1	1
383	и сам	3	1
384	на нее	1	1
385	по природе	1	1
386	в борьбе	1	1
387	мог бы	3	1
388	до самой	1	1
389	когда в	1	1
390	но у	1	1
391	вступил в	1	1
392	обратился к	1	1
393	в эпоху	1	1
394	действия не	1	1
395	в прошлое	1	1
396	а также	1	1
397	отзывы о	1	1
398	в самой	1	1
399	на вопрос	1	1
400	достоевского все	1	1
401	она всегда	1	1
402	под маской	1	1
403	теперь и	2	1
404	и который	1	1
405	своеволия в	1	1
406	толстой и	1	1
407	все в	1	1
408	это в	1	1
409	преступлении и	2	1
410	стояли на	1	1
411	и первое	1	1
412	характерный для	1	1
413	к личности	1	1
414	это очень	5	1
415	за себя	1	1
416	в голове	1	1
417	решение в	1	1
418	этом обнаруживается	1	1
419	этой борьбе	1	1
420	записках из	3	1
421	и чисто	1	1
422	не из	1	1
423	этом мире	1	1
424	смысл жизни	3	1
425	никто не	3	1
426	смысле этого	1	1
427	люблю и	1	1
428	в xx	1	1
429	жизнь как	1	1
430	с иваном	2	1
431	русской интеллигенции	1	1
432	братства людей	1	1
433	iii этот	2	1
434	может жить	1	1
435	и возвращается	1	1
436	от высшей	1	1
437	может ли	1	1
438	власти и	1	1
439	на смерть	1	1
440	о чем	3	1
441	исходит от	1	1
442	в разговоре	1	1
443	может так	1	1
444	xix века	1	1
445	в жизнь	1	1
446	видит в	1	1
447	сравнению с	1	1
448	в романах	1	1
449	в той	1	1
450	а между	1	1
451	слова он	1	1
452	xx веке	1	1
453	него есть	1	1
454	распадается на	1	1
455	этого слова	1	1
456	с этой	1	1
457	все это	4	1
458	в неизмеримо	1	1
459	ставрогина он	2	1
460	она должна	2	1
461	что наш	1	1
462	в силах	2	1
463	которую достоевский	1	1
464	а к	1	1
465	из себя	1	1
466	видим уже	1	1
467	конце концов	1	1
468	только что	1	1
469	пусть пусть	1	1
470	этой теме	1	1
471	к женщине	1	1
472	идея в	1	1
473	ко всему	1	1
474	и жизнь	1	1
475	этим объясняется	2	1
476	ставрогина и	3	1
477	всегда была	1	1
478	к этой	1	1
479	и наказании	2	1
480	по поводу	2	1
