N	2gram	Tiupa_Narr_1	Dialekti
210	перед нами	4	2
211	что по	2	2
212	в небе	1	2
213	более или	2	2
214	но в	6	2
215	в противоположность	2	2
216	так или	2	2
217	все эти	2	2
218	сливаются в	1	2
219	на его	1	2
220	не как	2	2
221	силу своей	1	2
222	на этом	1	2
223	но все	4	2
224	не будет	3	2
225	в мире	9	2
226	солнце и	1	2
227	несмотря на	2	2
228	хотя в	2	2
229	или менее	2	2
230	и при	1	2
231	что бывает	1	2
232	в их	1	2
233	жизни с	1	2
234	волосы как	1	2
235	тем не	3	2
236	их в	1	2
237	быть без	1	2
238	предмет ее	1	2
239	дело не	1	2
240	в сущности	3	2
241	на него	3	2
242	не по	1	2
243	иметь в	1	2
244	не всякий	1	2
245	своей природе	1	2
246	мире и	1	2
247	и делает	1	2
248	что на	2	2
249	в области	2	2
250	к тому	7	2
251	в конце	1	2
252	с ее	3	2
253	данном случае	4	2
254	взгляда на	1	2
255	и совершенно	1	2
256	что у	2	2
257	обратим внимание	1	2
258	есть так	1	2
259	времени в	2	2
260	я лично	1	2
261	собственно говоря	1	2
262	между тем	3	2
263	или иначе	3	2
264	его личности	2	2
265	не знаю	1	2
266	с ними	1	2
267	в какой	2	2
268	жизнь личности	1	2
269	на мир	1	2
270	с одной	7	2
271	себя в	5	2
272	есть в	2	2
273	или в	2	2
274	само по	1	2
275	тем что	3	2
276	до сих	1	2
277	именно в	6	2
278	и прежде	1	2
279	не на	2	2
280	зависит от	2	2
281	человеческой жизни	1	2
282	как ни	2	2
283	об ее	1	2
284	что мы	2	2
285	в частности	14	2
286	ни на	1	2
287	так же	2	2
288	от факта	1	2
289	быть только	1	2
290	в тех	1	2
291	в состоянии	1	2
292	сих пор	1	2
293	же самое	1	2
294	тех или	1	2
295	в результате	2	2
296	в другое	1	2
297	это может	1	2
298	но о	3	2
299	от всего	1	2
300	это еще	1	2
301	же в	4	2
302	есть уже	1	2
303	это все	2	2
304	но всегда	1	2
305	в системе	1	2
306	может и	1	2
307	не быть	1	2
308	только о	2	2
309	того или	2	2
310	всегда в	1	1
311	речь идет	4	1
312	того же	1	1
313	их между	1	1
314	идет о	2	1
315	в самостоятельный	1	1
316	далее и	1	1
317	между двумя	5	1
318	и до	2	1
319	сама не	1	1
320	в какой-то	1	1
321	все те	4	1
322	неотделима от	1	1
323	уже по	1	1
324	по его	1	1
325	им самим	1	1
326	бы уже	1	1
327	понятия но	1	1
328	уже более	1	1
329	только благодаря	1	1
330	но она	1	1
331	ему в	2	1
332	в некотором	1	1
333	мы и	1	1
334	не все	5	1
335	быть осуществлено	1	1
336	и он	3	1
337	это существо	1	1
338	не от	2	1
339	двух или	1	1
340	проявляет себя	1	1
341	на них	1	1
342	он сам	2	1
343	и физически	2	1
344	бы то	3	1
345	в различных	1	1
346	бы она	1	1
347	оно уже	1	1
348	ее к	1	1
349	мы будем	1	1
350	точка зрения	6	1
351	со всеми	1	1
352	как быть	1	1
353	от воли	1	1
354	свою жизнь	1	1
355	а он	1	1
356	в новом	1	1
357	быть так	1	1
358	отличие от	5	1
359	нет и	2	1
360	форме и	1	1
361	резко отличается	1	1
362	и читатель	1	1
363	первый взгляд	2	1
364	что именно	2	1
365	что касается	2	1
366	насколько и	1	1
367	собственно и	1	1
368	содержащий в	1	1
369	когда он	3	1
370	как иногда	1	1
371	ее смысл	1	1
372	или иную	2	1
373	человеческая жизнь	1	1
374	то в	6	1
375	из жизни	1	1
376	в целом	1	1
377	сказать о	1	1
378	образом и	1	1
379	всей своей	2	1
380	из этих	3	1
381	есть факт	1	1
382	тому же	5	1
383	но на	1	1
384	не могла	1	1
385	так сказать	1	1
386	на свой	2	1
387	с чем	2	1
388	и миф	1	1
389	одному из	1	1
390	дает нам	1	1
391	мир как	1	1
392	например о	1	1
393	на земле	1	1
394	свое время	1	1
395	именно такова	1	1
396	без исключения	2	1
397	не бывает	1	1
398	именно это	2	1
399	жить в	1	1
400	больше всего	1	1
401	несомненно есть	1	1
402	и процессов	2	1
403	что все	1	1
404	это случилось	1	1
405	зрителя в	1	1
406	входя в	1	1
407	или даже	2	1
408	все их	2	1
409	этом смысле	1	1
410	что один	1	1
411	истории и	2	1
412	и тем	4	1
413	делает его	1	1
414	но уже	1	1
415	такому пониманию	1	1
416	в них	1	1
417	также не	1	1
418	далеко не	5	1
419	мира где	1	1
420	свою силу	1	1
421	не всегда	2	1
422	он от	1	1
423	когда в	1	1
424	одного и	1	1
425	на первый	2	1
426	от первой	1	1
427	и сейчас	2	1
428	и ее	2	1
429	в котором	1	1
430	в принципе	4	1
431	оно живет	1	1
432	себе а	1	1
433	нейтральное к	1	1
434	от его	1	1
435	и другого	1	1
436	вспомнил что	1	1
437	есть его	1	1
438	теми же	1	1
439	силу и	1	1
440	тому чтобы	1	1
441	зрения и	2	1
442	не простая	1	1
443	о событиях	1	1
444	исторического бытия	1	1
445	есть прежде	1	1
446	в обоих	2	1
447	как о	1	1
448	это дает	1	1
449	в основе	5	1
450	бытия и	1	1
451	данной сферы	1	1
452	идти в	1	1
453	подобно тому	2	1
454	одна из	3	1
455	это то	1	1
456	на природу	1	1
457	и сама	1	1
458	этом отношении	3	1
459	ли это	1	1
460	тех слов	1	1
461	ему не	1	1
462	с другом	1	1
463	и оно	1	1
464	все то	2	1
465	начиная с	1	1
466	встречается в	2	1
467	истории не	1	1
468	отличается от	4	1
469	вокруг него	2	1
470	мысли о	1	1
471	они и	1	1
472	оно не	2	1
473	то ни	3	1
474	опираясь на	1	1
475	к жизни	1	1
476	оно может	2	1
477	элементы в	1	1
478	более не	2	1
479	у себя	1	1
480	не существует	3	1
481	вечности и	1	1
482	здесь не	4	1
483	в собственном	2	1
484	мысль о	1	1
485	приводит к	2	1
486	это путь	1	1
487	слова а	1	1
488	те же	4	1
489	здесь как	1	1
490	одного из	4	1
491	мог бы	3	1
492	к его	1	1
493	и на	3	1
494	строго говоря	1	1
495	быть может	2	1
496	к прошлому	1	1
497	на ту	1	1
498	и здесь	1	1
499	в состав	1	1
500	возможна только	1	1
501	внимание на	1	1
502	на что	1	1
503	имеет значения	1	1
504	природного процесса	2	1
505	оно остается	1	1
506	нас в	1	1
507	и во	1	1
508	повседневных фактов	1	1
509	нет у	2	1
510	нем не	1	1
511	суть не	1	1
512	на одном	1	1
513	во всей	2	1
514	тотчас же	1	1
515	них в	1	1
516	есть тоже	1	1
517	если это	1	1
518	в литературе	2	1
519	оно и	1	1
520	время в	2	1
521	и одновременно	2	1
522	а если	2	1
523	идет по	2	1
524	совсем не	1	1
525	тот же	1	1
526	не имеет	2	1
527	не видеть	1	1
528	к их	1	1
529	даже если	1	1
530	эта характеристика	1	1
531	поэтому и	1	1
532	и после	2	1
533	равно что	1	1
534	же о	1	1
535	всех его	2	1
536	не происходит	1	1
537	это же	1	1
538	человека с	1	1
539	сознание это	1	1
540	внимание что	1	1
541	из которых	4	1
542	этом что	1	1
543	ее а	1	1
544	то и	1	1
545	состояний и	2	1
546	первые три	1	1
547	разные времена	1	1
548	его и	1	1
549	ту или	2	1
550	в пространстве	4	1
551	в прошлом	3	1
552	у нее	2	1
553	при всей	4	1
554	не о	3	1
555	мы можем	1	1
556	у него	4	1
557	религиозного опыта	1	1
558	процессов и	1	1
559	быть по	1	1
560	здесь только	1	1
561	в особенности	4	1
562	из двух	3	1
563	или иной	5	1
564	даже не	3	1
565	как у	1	1
566	и тех	1	1
567	здесь в	1	1
568	не сводится	2	1
569	к которому	2	1
570	восприятие и	1	1
571	была и	2	1
572	наконец в	2	1
573	было и	1	1
574	не переставая	1	1
575	и др	2	1
576	себя и	2	1
577	говорит о	2	1
578	и направление	1	1
579	по направлению	1	1
580	одной стороны	7	1
581	них как	1	1
582	ничем не	1	1
583	что несмотря	1	1
584	действительности и	1	1
585	с которым	1	1
586	его как	2	1
587	есть начало	1	1
588	своего предмета	1	1
589	и ему	1	1
590	нет ничего	1	1
591	себе самому	1	1
592	без помощи	1	1
593	это одно	1	1
594	надо было	1	1
595	над ним	1	1
596	в церковь	1	1
597	в характере	1	1
598	совершенно иными	1	1
599	тому как	2	1
600	когда же	1	1
601	по существу	2	1
602	друг с	1	1
603	архитектоническая форма	2	1
604	ни одного	1	1
605	с этой	1	1
606	не предполагает	5	1
607	своей жизни	1	1
608	не об	1	1
609	является как	1	1
610	при всем	2	1
611	встречи двух	1	1
612	в его	9	1
613	мира и	2	1
614	именно такого	1	1
615	еще раз	1	1
616	человек и	1	1
617	из нее	1	1
618	постоянно и	1	1
619	совершенно иной	2	1
620	тем более	2	1
621	в поле	1	1
622	не должен	1	1
623	но зато	1	1
624	мы не	1	1
625	ведь как	1	1
626	чувствовал не	1	1
627	направлению к	1	1
628	к самому	2	1
629	опыта в	1	1
630	не знает	1	1
631	этой формуле	1	1
632	или иного	2	1
633	в свое	1	1
634	который не	1	1
635	есть то	1	1
636	если же	1	1
637	можно назвать	1	1
638	мифа как	1	1
639	и эта	1	1
640	небо и	1	1
641	точно так	2	1
642	от самого	1	1
