N	2gram	Tiupa_Vved_1	StatiiOP
338	этом смысле	1	1
339	роль в	1	1
340	так называемую	1	1
341	и тем	2	1
342	для них	3	1
343	в высшей	2	1
344	к которым	1	1
345	исключает возможности	1	1
346	мы видели	2	1
347	говорится о	1	1
348	и сказанного	1	1
349	но если	1	1
350	от своего	1	1
351	и их	1	1
352	это делает	1	1
353	рассказе о	1	1
354	место в	2	1
355	но сами	1	1
356	здесь следует	1	1
357	что до	1	1
358	в прозе	1	1
359	вплоть до	1	1
360	сам же	1	1
361	который всегда	1	1
362	через посредство	1	1
363	как видим	1	1
364	в эпилоге	1	1
365	что есть	1	1
366	можно ли	1	1
367	сущности говоря	1	1
368	одна из	4	1
369	у кого	1	1
370	на него	2	1
371	в основе	3	1
372	о них	3	1
373	но только	1	1
374	и автор	1	1
375	однако если	1	1
376	а порой	1	1
377	вследствие того	1	1
378	же время	3	1
379	как она	1	1
380	вместо того	2	1
381	в текст	1	1
382	из истории	1	1
383	как будто	4	1
384	ни о	1	1
385	он и	2	1
386	на границе	1	1
387	и вполне	1	1
388	а что	1	1
389	что является	1	1
390	не встречается	1	1
391	в поле	1	1
392	этого рода	1	1
393	как мы	3	1
394	что все	1	1
395	свою очередь	4	1
396	здесь не	2	1
397	не могу	1	1
398	данном случае	6	1
399	характер и	1	1
400	мысль о	1	1
401	в пределах	2	1
402	так в	4	1
403	на том	1	1
404	котором мы	1	1
405	разговора с	1	1
406	с собой	1	1
407	можно было	2	1
408	не так	1	1
409	не с	3	1
410	речь как	1	1
411	она была	2	1
412	симпатии к	1	1
413	похожим на	1	1
414	действия но	2	1
415	зависеть от	1	1
416	столь же	1	1
417	настоящее время	1	1
418	одного из	3	1
419	с того	1	1
420	можно сказать	4	1
421	нее есть	1	1
422	и вследствие	2	1
423	или иначе	2	1
424	от них	1	1
425	во втором	2	1
426	в форме	1	1
427	чем и	1	1
428	от этих	2	1
429	исторической реальности	1	1
430	и отдельные	1	1
431	один из	3	1
432	в двух	1	1
433	обстановку в	1	1
434	не хотят	2	1
435	тот же	1	1
436	сколь бы	1	1
437	будто бы	3	1
438	ср в	1	1
439	которая теперь	1	1
440	поэтому и	1	1
441	который в	2	1
442	которых в	1	1
443	и жизни	1	1
444	том чтобы	2	1
445	с какой	1	1
446	узнает о	1	1
447	уже в	1	1
448	только на	1	1
449	ее из	1	1
450	принято обозначать	1	1
451	этом в	1	1
452	именно они	1	1
453	себе в	1	1
454	могло бы	3	1
455	точка зрения	3	1
456	у нее	2	1
457	а в	6	1
458	не о	2	1
459	может служить	4	1
460	мы можем	2	1
461	как его	2	1
462	у него	1	1
463	хотя тоже	1	1
464	представляют собой	3	1
465	на стороне	1	1
466	и едва	1	1
467	а на	2	1
468	следует подчеркнуть	5	1
469	очень много	1	1
470	к которому	2	1
471	по большей	3	1
472	что для	1	1
473	жизни то	2	1
474	связано с	3	1
475	то и	2	1
476	где между	1	1
477	не исключает	1	1
478	мы и	2	1
479	не подлежит	1	1
480	литература в	1	1
481	его собственной	1	1
482	на эту	1	1
483	жизнь в	1	1
484	особенностей и	1	1
485	в связи	1	1
486	было в	1	1
487	именно поэтому	1	1
488	но оно	1	1
489	отразилось в	1	1
490	по своим	3	1
491	о возможности	1	1
492	что же	3	1
493	легкой руки	2	1
494	да и	1	1
495	ночи на	1	1
496	слов в	1	1
497	жизни в	4	1
498	на свете	1	1
499	быть не	4	1
500	в контексте	1	1
501	этом случае	1	1
502	внимания на	1	1
503	его отца	1	1
504	этом и	2	1
505	ни для	1	1
506	при всем	1	1
507	будет зависеть	1	1
508	и для	3	1
509	и сами	2	1
510	границе между	1	1
511	не существует	2	1
512	и от	2	1
513	котором он	2	1
514	или в	1	1
515	в настоящее	1	1
516	к одной	1	1
517	иначе в	1	1
518	в исторический	1	1
519	для нас	2	1
520	и все	4	1
521	бы он	1	1
522	бы в	3	1
523	все они	2	1
524	же в	1	1
525	можно признать	1	1
526	в свою	4	1
527	с фигурой	1	1
528	между ними	1	1
529	другой в	1	1
530	и внутренне	1	1
531	к его	3	1
532	является и	1	1
533	едва ли	3	1
534	который характеризуется	1	1
535	отношению к	7	1
536	из этого	1	1
537	героя в	1	1
538	не говорится	1	1
539	жизни и	7	1
540	но эти	1	1
541	заметить что	1	1
542	к этой	1	1
543	в своих	2	1
544	который не	1	1
545	можно назвать	1	1
546	в таком	1	1
547	все что	3	1
548	том числе	1	1
549	гораздо более	1	1
550	которая не	2	1
