N	2gram	Potebnia_M_4	Narrotol
524	в значении	3	1
525	предполагает с	1	1
526	в нашей	1	1
527	свидетельствует о	1	1
528	в понятие	2	1
529	слова не	3	1
530	что первое	1	1
531	не так	2	1
532	в новом	1	1
533	никто не	2	1
534	вовсе не	7	1
535	например первым	1	1
536	от тех	1	1
537	мы можем	10	1
538	из нее	2	1
539	само по	5	1
540	бы все	1	1
541	образом не	1	1
542	не противоречит	1	1
543	что могло	1	1
544	человеческой мысли	2	1
545	другого в	1	1
546	в данный	1	1
547	до сих	4	1
548	историю при	1	1
549	как у	1	1
550	разумеется это	1	1
551	нельзя сказать	3	1
552	здесь в	1	1
553	и прежде	2	1
554	и быть	2	1
555	как же	4	1
556	процесс в	1	1
557	по направлению	1	1
558	стремится к	2	1
559	человеческой жизни	1	1
560	с которым	2	1
561	следующее место	1	1
562	не подлежит	1	1
563	их друг	1	1
564	как о	1	1
565	не об	1	1
566	в речи	3	1
567	связь с	1	1
568	нет ничего	3	1
569	слова от	2	1
570	нее как	2	1
571	границы между	1	1
572	без помощи	1	1
573	надо было	1	1
574	то по	1	1
575	очевидно что	7	1
576	если оно	2	1
577	всего предшествующего	1	1
578	дает нам	1	1
579	истории не	1	1
580	быть только	1	1
581	чтобы определить	1	1
582	и было	1	1
583	в состоянии	2	1
584	неразрывное единство	1	1
585	быть не	2	1
586	в это	2	1
587	и формы	1	1
588	быть и	2	1
589	благодаря этому	1	1
590	предполагает их	1	1
591	сих пор	4	1
592	к двум	1	1
593	на свет	1	1
594	от нас	1	1
595	в смысле	3	1
596	что разумеется	1	1
597	себя с	1	1
598	в следующей	1	1
599	известной степени	3	1
600	обнаруживаются только	1	1
601	о котором	1	1
602	постоянно и	1	1
603	обращается к	1	1
604	для нас	14	1
605	место только	1	1
606	слов с	1	1
607	от него	2	1
608	как теперь	2	1
609	как уже	1	1
610	бы он	1	1
611	а может	2	1
612	с не	1	1
613	большую или	1	1
614	от всего	1	1
615	но это	3	1
616	отношению ко	1	1
617	есть уже	4	1
618	что слова	1	1
619	здесь только	1	1
620	а о	1	1
621	первый раз	1	1
622	не знает	1	1
623	было для	1	1
624	не быть	1	1
625	и при	2	1
626	в свое	1	1
627	как наука	2	1
628	действие может	1	1
629	есть то	4	1
630	чего в	1	1
631	если же	4	1
632	это было	2	1
633	по поводу	4	1
634	и эта	1	1
635	во сне	2	1
636	можно назвать	2	1
