N	2gram	Propp_Russ_2	DiskursI
317	одних случаях	1	1
318	например к	1	1
319	мир в	1	1
320	всяком случае	1	1
321	могло бы	1	1
322	в состоянии	1	1
323	друг друга	3	1
324	случае не	1	1
325	тем что	3	1
326	это по	1	1
327	в других	15	1
328	чем и	1	1
329	из того	1	1
330	того что	3	1
331	о своем	1	1
332	время стало	1	1
333	здесь это	1	1
334	и др	1	1
335	но есть	1	1
336	по нескольку	2	1
337	близко к	1	1
338	в некоторых	9	1
339	превращается в	1	1
340	до конца	3	1
341	и своим	1	1
342	и преимущественно	1	1
343	влияние и	1	1
344	на смерть	1	1
345	все то	2	1
346	там где	2	1
347	в одно	1	1
348	должна была	5	1
349	здесь соответствует	1	1
350	как это	4	1
351	в иных	1	1
352	в предыдущей	1	1
353	в особенности	1	1
354	из которых	2	1
355	по своему	1	1
356	применении к	1	1
357	и там	3	1
358	представление будто	2	1
359	исходя из	1	1
360	полю в	1	1
361	в это	1	1
362	под названием	2	1
363	на пути	1	1
364	и от	3	1
365	и действия	1	1
366	видно что	2	1
367	этом и	2	1
368	что касается	1	1
369	один из	2	1
370	глядит в	1	1
371	при всем	1	1
372	но с	1	1
373	тут все	1	1
374	ли в	1	1
375	когда он	1	1
376	совершенно иной	1	1
377	же к	1	1
378	его жизнь	1	1
379	будто бы	5	1
380	же в	6	1
381	быть и	1	1
382	сказать что	1	1
383	их с	1	1
384	например и	1	1
385	одновременно и	1	1
386	при изучении	1	1
387	из этого	2	1
388	в какой	1	1
389	состояло в	1	1
390	также не	1	1
391	ее в	8	1
392	нас не	2	1
393	во всяком	1	1
