N	2gram	Vinokur_St_3	Analitik
333	времени и	2	1
334	заключается в	2	1
335	это не	7	1
336	ко второму	1	1
337	обе стороны	1	1
338	что один	1	1
339	в жизни	4	1
340	в ином	1	1
341	только одно	1	1
342	ни в	5	1
343	в них	5	1
344	к которым	1	1
345	этого не	1	1
346	наибольшей степени	1	1
347	говорится о	1	1
348	такой же	2	1
349	нисколько не	1	1
350	но я	1	1
351	данного стихотворения	1	1
352	и при	1	1
353	взгляд на	2	1
354	в наибольшей	1	1
355	в такой	2	1
356	от себя	1	1
357	что я	3	1
358	вплоть до	1	1
359	и эти	1	1
360	и более	3	1
361	том же	1	1
362	что этот	3	1
363	тому что	3	1
364	точно и	1	1
365	с теми	1	1
366	тогда когда	2	1
367	одна из	2	1
368	является также	1	1
369	было не	1	1
370	которого он	1	1
371	он с	1	1
372	смысл его	1	1
373	что ни	1	1
374	в разных	1	1
375	слова как	2	1
376	этих двух	2	1
377	с одним	1	1
378	пути и	1	1
379	как она	1	1
380	него ничего	1	1
381	по своей	1	1
382	это слово	3	1
383	потому что	5	1
384	связи с	3	1
385	голоса самого	1	1
386	предстает в	1	1
387	у нас	4	1
388	всему этому	1	1
389	и далее	3	1
390	нашему брату	1	1
391	начиная с	2	1
392	встречается в	1	1
393	и другой	1	1
394	и такие	2	1
395	отличается от	4	1
396	же самое	1	1
397	бы он	1	1
398	как человек	1	1
399	переходя к	1	1
400	судьба человека	1	1
401	в применении	1	1
402	для себя	1	1
403	вот и	1	1
404	и о	1	1
405	и тогда	2	1
406	совершенно недостаточно	1	1
407	то она	2	1
408	в виду	2	1
409	свою очередь	1	1
410	и самим	1	1
411	с сохранением	1	1
412	в ее	1	1
413	не выступает	1	1
414	особенно для	1	1
415	как драматический	1	1
416	в образе	1	1
417	в отношении	2	1
418	здесь он	1	1
419	связан с	3	1
420	которого у	1	1
421	она была	1	1
422	поэтому в	1	1
423	из одного	1	1
424	и здесь	3	1
425	в другом	3	1
426	на вопрос	3	1
427	разумеется в	1	1
428	и что	3	1
429	лирической поэзии	1	1
430	отдельном случае	1	1
431	что его	2	1
432	все его	1	1
433	может не	1	1
434	это была	1	1
435	к нему	4	1
436	с его	3	1
437	в драме	2	1
438	или иначе	1	1
439	от них	2	1
440	обращены уже	1	1
441	из строф	1	1
442	из одних	1	1
443	в литературе	1	1
444	в заключительной	1	1
445	темам и	1	1
446	что здесь	4	1
447	известном смысле	1	1
448	что очень	1	1
449	ж е	1	1
450	мы видим	4	1
451	менее в	1	1
452	внутреннее единство	1	1
453	а тем	1	1
454	в какой	3	1
455	хотя бы	1	1
456	лишь одна	1	1
457	который в	1	1
458	одних и	1	1
459	между этими	1	1
460	и ее	2	1
461	в уста	2	1
462	делает его	1	1
463	все они	3	1
464	уже в	3	1
465	то и	2	1
466	в следующих	2	1
467	в начале	4	1
468	смысл этой	1	1
469	как вы	1	1
470	к соединению	1	1
471	это место	2	1
472	слова в	1	1
473	так как	3	1
474	может служить	1	1
475	как его	1	1
476	в стихах	2	1
477	характерны для	1	1
478	где в	1	1
479	в данный	1	1
480	и из	1	1
481	на примере	1	1
482	как у	1	1
483	нельзя сказать	3	1
484	каждом отдельном	1	1
485	центре этой	1	1
486	в свою	2	1
487	характерно для	1	1
488	еще и	1	1
489	во внешней	1	1
490	себя и	2	1
491	свой ответ	1	1
492	и третьего	1	1
493	в рассказе	3	1
494	не означает	1	1
495	понимать как	1	1
496	ниже в	1	1
497	означало бы	1	1
498	самим автором	1	1
499	долгое время	1	1
500	для анализа	1	1
501	которая является	1	1
502	что хотя	1	1
503	медитации из	1	1
504	если не	1	1
505	в связи	3	1
506	лирики для	2	1
507	внимания к	1	1
508	эти слова	1	1
509	строфа в	1	1
510	границы между	1	1
511	и тех	1	1
512	свою собственную	1	1
513	над другими	1	1
514	каждая строфа	1	1
515	его личной	1	1
516	это приводит	1	1
517	за рамки	2	1
518	ко всему	1	1
519	или менее	1	1
520	указание на	1	1
521	с тремя	1	1
522	как нельзя	1	1
523	она явилась	1	1
524	том смысле	2	1
525	что же	1	1
526	с этой	3	1
527	внимания на	2	1
528	между прочим	3	1
529	но одновременно	1	1
530	не является	3	1
531	своих и	1	1
532	известной степени	1	1
533	в мировой	3	1
534	вероятно в	1	1
535	то можно	1	1
536	как на	6	1
537	его не	2	1
538	показать как	1	1
539	другое дело	3	1
540	своей собственной	1	1
541	на лексической	1	1
542	для нас	1	1
543	или нет	1	1
544	к этой	2	1
545	тем более	3	1
546	и как	1	1
547	но это	4	1
548	только что	2	1
549	не одну	1	1
550	отношении к	1	1
551	в системе	3	1
552	от первого	1	1
553	а о	1	1
554	слово в	2	1
555	обратим внимание	1	1
556	отношением к	1	1
557	состоит из	1	1
558	из этого	4	1
559	в свое	1	1
560	ли он	1	1
561	на это	2	1
562	в товарищи	1	1
563	характеризуется тем	1	1
564	собой лишь	1	1
565	ее в	2	1
566	этой точки	1	1
567	это в	4	1
568	из многих	1	1
569	смысле что	1	1
