N	2gram	Propp_Isto_7	slovoVRo
190	смысл его	1	2
191	к ней	2	2
192	и оно	2	2
193	в мировой	1	2
194	отличается от	2	2
195	и другим	1	2
196	должен быть	1	2
197	оно может	1	2
198	без всякого	2	2
199	так в	4	2
200	в дальнейшем	3	2
201	и исторически	2	2
202	в другом	1	2
203	те же	1	2
204	и здесь	12	2
205	на него	2	2
206	о том	9	2
207	но мы	1	2
208	в различных	3	2
209	в форме	2	2
210	еще более	1	2
211	нем и	1	2
212	как например	1	2
213	что он	21	2
214	мы увидим	6	2
215	уже в	3	2
216	на протяжении	1	2
217	для того	1	2
218	то что	7	2
219	до сих	2	2
220	именно в	1	2
221	а именно	6	2
222	них и	1	2
223	его как	1	2
224	не всегда	4	2
225	в связи	2	2
226	во франции	1	2
227	но оно	2	2
228	эти слова	1	2
229	вместе с	7	2
230	здесь уже	1	2
231	требует от	1	2
232	в данном	4	2
233	и нет	2	2
234	сих пор	3	2
235	это испытание	2	2
236	от нас	1	2
237	этих случаях	16	2
238	или в	8	2
239	все они	1	2
240	может и	1	2
241	не знает	1	2
242	только о	2	2
243	все что	1	2
244	они не	2	2
245	и наиболее	1	1
246	и рассказы	1	1
247	как известно	1	1
248	от этой	1	1
249	женщины и	2	1
250	не должны	1	1
251	он также	2	1
252	наших дней	1	1
253	того же	2	1
254	не остается	1	1
255	он может	4	1
256	силы и	1	1
257	и должны	1	1
258	говорит ты	1	1
259	и есть	1	1
260	между двумя	1	1
261	за собой	1	1
262	из самых	2	1
263	во-первых в	1	1
264	и за	1	1
265	а как	1	1
266	есть не	1	1
267	на тех	1	1
268	характер его	1	1
269	и о	2	1
270	что уже	1	1
271	героя но	2	1
272	мир с	1	1
273	способности и	1	1
274	для наших	1	1
275	как не	1	1
276	почва для	1	1
277	и этого	1	1
278	между собой	1	1
279	что его	2	1
280	направлен на	2	1
281	но конечно	2	1
282	видели что	1	1
283	чем это	1	1
284	совсем не	1	1
285	то он	1	1
286	возвращается все	1	1
287	к которой	2	1
288	к ним	2	1
289	его во	1	1
290	не просто	2	1
291	оно даже	1	1
292	исчерпан в	1	1
293	в одной	2	1
294	его на	2	1
295	этом очень	1	1
296	героя см	1	1
297	для испытания	1	1
298	увидим что	2	1
299	и свою	1	1
300	в герое	3	1
301	все новые	1	1
302	или иную	1	1
303	в самом	2	1
304	та же	2	1
305	в целом	1	1
306	он в	2	1
307	почву для	1	1
308	и самый	1	1
309	в этой	1	1
310	рассказ о	2	1
311	однако как	1	1
312	определенное лицо	1	1
313	этом на	1	1
314	нами в	2	1
315	ее как	2	1
316	на то	3	1
317	если он	3	1
318	дальше и	1	1
319	именно этим	1	1
320	вообще не	2	1
321	в чужую	2	1
322	что она	5	1
323	но именно	1	1
324	вокруг себя	1	1
325	и только	1	1
326	и сам	1	1
327	характер в	1	1
328	поэтому оно	1	1
329	здесь для	1	1
330	и по	3	1
331	с собой	7	1
332	создает благоприятную	1	1
333	в каждом	1	1
334	герой обычно	1	1
335	об этом	6	1
336	к другу	1	1
337	них не	1	1
338	а его	3	1
339	на все	1	1
340	знает что	1	1
341	для нее	2	1
342	должен был	2	1
343	новые и	2	1
344	и тем	2	1
345	это ее	1	1
346	здесь нет	3	1
347	мог бы	1	1
348	путем смешения	1	1
349	но уже	1	1
350	он является	1	1
351	о которых	1	1
352	на основании	1	1
353	попадает в	2	1
354	выйти за	1	1
355	может идти	2	1
356	такой же	1	1
357	должен стать	1	1
358	в один	2	1
359	оно же	1	1
360	и становится	3	1
361	на первый	4	1
362	в эту	1	1
363	в своей	1	1
364	при изучении	1	1
365	и без	1	1
366	она в	3	1
367	часто не	1	1
368	от его	1	1
369	должны были	3	1
370	и уступает	1	1
371	где герой	3	1
372	силу и	1	1
373	тем не	4	1
374	она или	1	1
375	в таких	2	1
376	и герой	3	1
377	без него	1	1
378	и одной	1	1
379	она стремится	1	1
380	себя не	1	1
381	не о	1	1
382	каких условиях	1	1
383	они же	3	1
384	часто еще	1	1
385	связанная с	1	1
386	дело не	5	1
387	самых распространенных	1	1
388	для всего	1	1
389	и уже	1	1
390	элемент в	1	1
391	ничего не	5	1
392	от эпохи	1	1
393	действительности но	1	1
394	очень мало	1	1
395	ее с	1	1
396	ним но	1	1
397	же он	1	1
398	в сознании	1	1
399	можем здесь	1	1
400	задолго до	1	1
401	не до	1	1
402	слова очень	1	1
403	к себе	3	1
404	одинаково и	1	1
405	было у	1	1
406	лежит в	2	1
407	если же	1	1
408	как только	2	1
409	всего что	1	1
410	другие и	1	1
411	что при	2	1
412	утверждать что	1	1
413	и это	2	1
414	как они	1	1
415	него самого	1	1
416	и говорит	4	1
417	и этим	3	1
418	и может	1	1
419	на том	2	1
420	и которые	1	1
421	на которую	1	1
422	во второй	1	1
423	это как	2	1
424	он остается	1	1
425	случаях мы	2	1
426	голос в	1	1
427	другими словами	2	1
428	обращается к	3	1
429	никак не	1	1
430	с другим	1	1
431	и что	10	1
432	или их	1	1
433	не стоит	2	1
434	можно сказать	1	1
435	самому себе	1	1
436	мы понимаем	1	1
437	должно было	2	1
438	всех своих	1	1
439	знает два	1	1
440	разными голосами	1	1
441	здесь за	1	1
442	тем как	1	1
443	во всей	1	1
444	обычно герой	1	1
445	именно такое	2	1
446	способность к	2	1
447	представления о	4	1
448	в ту	1	1
449	знания и	1	1
450	и она	3	1
451	в самый	1	1
452	того что	6	1
453	всякого рода	1	1
454	благоприятную почву	1	1
455	героя до	1	1
456	одной из	4	1
457	не родной	1	1
458	в какой	1	1
459	друг друга	2	1
460	и действительно	1	1
461	и ее	2	1
462	их не	2	1
463	вопрос об	1	1
464	два типа	1	1
465	в качестве	3	1
466	чаще всего	3	1
467	наших целей	1	1
468	не можем	2	1
469	так можно	1	1
470	только на	2	1
471	него и	3	1
472	но есть	3	1
473	за ним	1	1
474	характерно что	2	1
475	и разнообразную	1	1
476	в конце	3	1
477	не для	1	1
478	ту сторону	1	1
479	мы можем	4	1
480	из которого	1	1
481	жизни на	1	1
482	тем что	6	1
483	в других	4	1
484	героя его	2	1
485	случаев в	1	1
486	на которые	1	1
487	мы еще	1	1
488	меняться в	1	1
489	что не	2	1
490	неотделим от	1	1
491	говорит о	2	1
492	должно быть	1	1
493	до xix	1	1
494	превращается в	3	1
495	а на	1	1
496	этого не	2	1
497	стать на	1	1
498	другой стороны	8	1
499	именно так	1	1
500	на поиски	2	1
501	когда она	2	1
502	могут служить	1	1
503	героя герой	3	1
504	для этой	1	1
505	он приобретает	1	1
506	все более	1	1
507	вступает в	3	1
508	в частности	1	1
509	и начала	1	1
510	из форм	1	1
511	в иных	1	1
512	мы опять	1	1
513	влияния на	1	1
514	он говорит	2	1
515	если они	1	1
516	всех других	2	1
517	даже там	2	1
518	этой власти	1	1
519	в литературе	2	1
520	и всей	1	1
521	образом на	1	1
522	как испытание	1	1
523	для понимания	1	1
524	испытание испытание	1	1
525	книгу и	2	1
526	этого факта	1	1
527	в условиях	1	1
528	этом и	2	1
529	здесь входить	1	1
530	и собственно	1	1
531	только одна	1	1
532	для выражения	1	1
533	тем и	1	1
534	в силах	1	1
535	человека это	1	1
536	и смысл	1	1
537	но зато	1	1
538	на книгу	1	1
539	погружения в	1	1
540	этими задачами	1	1
541	же в	1	1
542	этим он	2	1
543	соединяется с	1	1
544	к самому	1	1
545	здесь только	1	1
546	мира он	1	1
547	только как	1	1
548	относящиеся к	1	1
549	обычно не	1	1
550	но этот	1	1
551	в отдельности	2	1
552	что под	1	1
553	выходят за	1	1
554	что такое	2	1
555	также не	1	1
556	мы всегда	1	1
557	к этому	2	1
