N	2gram	Berdyaev_M_2	Otkroven
150	достоевский открывает	2	2
151	достоевского к	5	2
152	мысль о	2	2
153	человека достоевский	1	2
154	на западе	1	2
155	что у	4	2
156	так и	4	2
157	его не	2	2
158	людей счастливыми	1	2
159	его героев	1	2
160	ни у	1	2
161	достоевский открыл	1	2
162	движение в	1	2
163	по себе	2	2
164	поступил как	1	2
165	никогда и	1	2
166	и на	3	2
167	и много	1	2
168	есть выход	1	2
169	достоевский показал	1	2
170	совсем не	5	2
171	и все-таки	1	2
172	не все	1	2
173	что и	4	2
174	что они	3	2
175	природы он	1	2
176	как к	2	2
177	в своем	8	2
178	и нет	3	2
179	вопросом о	1	2
180	и к	7	2
181	и потому	7	2
182	добро и	2	2
183	и этим	2	2
184	человека все	1	2
185	в которой	2	2
186	что достоевский	1	2
187	в уста	1	2
188	он в	3	2
189	творчество достоевского	3	2
190	так что	2	2
191	ничего и	1	2
192	уже в	2	2
193	антропологии достоевского	1	2
194	подходить с	1	2
195	он весь	1	2
196	которую он	1	2
197	много раз	2	2
198	человеческую природу	2	2
199	так как	8	2
200	и никогда	3	2
201	этом мире	1	2
202	тем что	3	2
203	момент в	3	2
204	образ человека	1	2
205	этом он	2	2
206	в другом	1	2
207	его в	3	2
208	к человекобожеству	1	2
209	что любовь	1	2
210	природа человеческая	1	2
211	одного только	1	2
212	иваном карамазовым	2	2
213	достоевского с	1	2
214	самый христианский	1	2
215	сказать что	3	2
216	с тем	1	2
217	раскрывает достоевский	2	2
218	было для	2	2
219	но никогда	1	2
220	в подростке	3	2
221	мити карамазова	4	2
222	с мыслями	1	2
223	чем в	2	2
224	русского народа	1	2
225	личности и	2	2
226	для человека	3	2
227	антихристово начало	1	2
228	должно быть	2	2
229	него не	1	2
230	достоевским и	2	2
231	достоевского но	1	2
232	достоевского нет	2	2
233	том что	4	2
234	что есть	2	2
235	человека к	8	2
236	от человека	1	2
237	в дневнике	2	2
238	и против	3	2
239	к этому	1	2
240	что же	2	2
241	и там	6	2
242	не могли	1	2
243	свобода и	2	2
244	в исступлении	1	2
245	только бога	1	2
246	можно ли	3	2
247	человека есть	3	2
248	ничего кроме	2	2
249	не имеет	4	2
250	у кого	1	2
251	любовь к	8	2
252	и для	7	2
253	все дозволено	11	2
254	проблема о	1	2
255	до глубины	8	2
256	ничего не	2	2
257	тогда уже	1	2
258	и ивана	3	2
259	природы в	2	2
260	о достоевском	1	2
261	к ней	2	2
262	и любовь	2	2
263	дневнике писателя	2	2
264	самой последней	1	2
265	ли сказать	1	2
266	не есть	13	2
267	жизни в	3	2
268	иван карамазов	13	2
269	ума и	4	2
270	легенда о	1	2
271	в своей	5	2
272	достоевский весь	1	2
273	что все	5	2
274	свободы и	4	2
275	в страдании	2	2
276	свои открытия	1	2
277	к этой	1	2
278	хотя и	2	2
279	ее в	2	2
280	все еще	1	2
281	но в	10	2
282	дмитрия и	1	2
283	бог и	1	1
284	смысле слова	3	1
285	народ в	3	1
286	и это	5	1
287	недостаточно еще	1	1
288	и самое	2	1
289	человеческой природой	2	1
290	отношения к	2	1
291	в обычном	2	1
292	также и	4	1
293	можно и	1	1
294	был для	2	1
295	чтобы не	3	1
296	связана с	7	1
297	сам по	2	1
298	постановка темы	1	1
299	достоевского связана	1	1
300	людей в	2	1
301	не могу	6	1
302	на самом	1	1
303	русской природы	1	1
304	это раскрывает	1	1
305	свои силы	2	1
306	него была	2	1
307	людей достоевского	1	1
308	диалектика ивана	1	1
309	между двумя	1	1
310	своего духа	2	1
311	из самых	1	1
312	к другому	3	1
313	глубине на	1	1
314	когда человек	2	1
315	насмешливой физиономией	1	1
316	не имеют	2	1
317	должна быть	1	1
318	человеческих сил	1	1
319	и ставрогин	2	1
320	природе своей	1	1
321	человека он	2	1
322	легенды о	1	1
323	можно было	2	1
324	к чему	4	1
325	не с	1	1
326	есть не	5	1
327	по природе	1	1
328	в борьбе	1	1
329	задача которая	1	1
330	которая была	1	1
331	и каждый	1	1
332	процессе мити	1	1
333	природы русского	1	1
334	характер его	1	1
335	он до	1	1
336	заслугу себе	1	1
337	он знает	1	1
338	нельзя найти	1	1
339	мы не	1	1
340	преступления и	1	1
341	выходе из	1	1
342	по сравнению	1	1
343	гуманистом он	1	1
344	достоевского нельзя	2	1
345	как песок	1	1
346	если бы	3	1
347	в эпоху	1	1
348	и всемирной	1	1
349	с иваном	1	1
350	любя их	1	1
351	для раскрытия	1	1
352	в сущности	2	1
353	любовь версилова	4	1
354	находится в	1	1
355	смирись гордый	1	1
356	открыть в	1	1
357	необычайного гадательного	1	1
358	и гармонии	1	1
359	всегда у	3	1
360	к преступлению	5	1
361	все ли	4	1
362	ретроградной и	1	1
363	гибели и	1	1
364	и совершалось	1	1
365	но к	1	1
366	судьба человека	6	1
367	последней глубине	1	1
368	в ней	11	1
369	вражда к	1	1
370	этом тайна	1	1
371	на примере	1	1
372	и что	2	1
373	не стоит	3	1
374	после того	2	1
375	и нигде	1	1
376	все та	1	1
377	любви к	7	1
378	вечной жизни	4	1
379	это была	2	1
380	там и	6	1
381	нет у	3	1
382	была лишь	1	1
383	гениальной диалектике	2	1
384	самом деле	1	1
385	хотел познать	1	1
386	доходит до	6	1
387	художник и	1	1
388	вечный муж	1	1
389	то он	2	1
390	дано было	1	1
391	и всякий	1	1
392	к богу	2	1
393	в противоречии	1	1
394	трагическое противоречие	1	1
395	сравнению с	1	1
396	христа в	1	1
397	в новом	1	1
398	цели которая	1	1
399	все можно	1	1
400	себе и	2	1
401	интеллигентном слое	1	1
402	версилова к	4	1
403	и достоевский	8	1
404	преступление и	2	1
405	лик человека	1	1
406	это лишь	2	1
407	и можно	3	1
408	и свободное	1	1
409	злу но	1	1
410	человек может	1	1
411	все время	2	1
412	был гностиком	1	1
413	грушеньке и	1	1
414	которое у	1	1
415	человека как	1	1
416	он хотел	1	1
417	но сам	1	1
418	в центре	2	1
419	нет такой	1	1
420	так для	1	1
421	как в	7	1
422	быть всего	1	1
423	и мир	2	1
424	человек для	1	1
425	рисует картину	1	1
426	всем а	1	1
427	друг к	5	1
428	образов достоевского	1	1
429	по силам	1	1
430	у толстого	1	1
431	стихии он	1	1
432	человеческая личность	2	1
433	в органической	1	1
434	русской души	6	1
435	дионисическая стихия	1	1
436	что нет	3	1
437	один из	5	1
438	ты отверг	1	1
439	его собственная	2	1
440	потому поступил	1	1
441	исступлении и	1	1
442	над человеческой	1	1
443	сознания в	1	1
444	и как	1	1
445	от народной	1	1
446	природой и	3	1
447	духа и	3	1
448	ли он	1	1
449	остается у	1	1
450	о пушкине	1	1
451	от этого	2	1
452	и свобода	2	1
453	то в	2	1
454	с чертом	1	1
455	поэтому он	2	1
456	духа в	2	1
457	идея человекобога	2	1
458	этой глубины	1	1
459	человеке но	1	1
460	имя счастья	2	1
461	начало в	1	1
462	по достоевскому	2	1
463	строй жизни	1	1
464	не хочет	1	1
465	из жизни	1	1
466	бы и	5	1
467	что это	6	1
468	счастья и	1	1
469	не оставляет	1	1
470	путь человека	3	1
471	со всеми	1	1
472	к которой	3	1
473	думать что	4	1
474	и сложность	1	1
475	и недостаточно	1	1
476	же и	2	1
477	природы человеческой	1	1
478	и счастье	1	1
479	что зло	2	1
480	есть уже	4	1
481	только один	1	1
482	уже не	4	1
483	ума что	1	1
484	говорят о	1	1
485	сострадание к	2	1
486	я имею	1	1
487	достоинства человека	1	1
488	тема раскольникова	1	1
489	ее как	1	1
490	и русскую	1	1
491	и вечной	1	1
492	на то	1	1
493	в братьях	2	1
494	думаю чтобы	1	1
495	достоевский вскрывает	1	1
496	о сверхчеловеке	1	1
497	которая его	1	1
498	этой природы	1	1
499	бы ни	1	1
500	что она	5	1
501	прошел через	1	1
502	свободу и	5	1
503	и других	2	1
504	он открывает	2	1
505	да и	2	1
506	после этого	1	1
507	достоевский во	1	1
508	его и	1	1
509	к злу	5	1
510	форме достоевский	1	1
511	раскрывает он	1	1
512	иного но	1	1
513	мир в	1	1
514	они в	1	1
515	ты взял	1	1
516	был бы	1	1
517	зло было	2	1
518	в судьбе	2	1
519	он должен	1	1
520	есть та	1	1
521	чем у	4	1
522	в бесконечную	1	1
523	к одному	1	1
524	что нужно	1	1
525	человека не	4	1
526	мышкин любит	1	1
527	есть один	2	1
528	любви любовь	3	1
529	но достоевский	3	1
530	и сам	1	1
531	у нее	1	1
532	вот с	1	1
533	достоевскому он	1	1
534	видел достоевский	1	1
535	братьях карамазовых	2	1
536	противоречии с	2	1
537	его судьба	1	1
538	карамазова достоевский	1	1
539	и вечно	1	1
540	он раскрыл	1	1
541	самую глубину	1	1
542	и человеческого	2	1
543	людей и	3	1
544	достоевский делает	1	1
545	почему не	2	1
546	этом отношении	1	1
547	от того	3	1
548	погружение в	1	1
549	имя свободы	1	1
550	бога но	1	1
551	лишь один	2	1
552	свобода человека	1	1
553	в каждом	3	1
554	сделали так	1	1
555	лишь для	1	1
556	открыл что	1	1
557	трагического пути	1	1
558	же не	1	1
559	подпольного человека	1	1
560	в простое	3	1
561	человеку но	1	1
562	от свободы	3	1
563	своем я	1	1
564	и характер	1	1
565	не народ	1	1
566	человека через	3	1
567	бесконечность и	1	1
568	к другу	5	1
569	по силе	1	1
570	достоевского о	3	1
571	самим собой	1	1
572	интерес к	2	1
573	и русский	1	1
574	обычном смысле	1	1
575	есть момент	2	1
576	достоевского такой	1	1
577	как у	2	1
578	он выступает	1	1
579	которым все	1	1
580	делает в	1	1
581	понял что	2	1
582	духа достоевский	2	1
583	возможности человеческой	1	1
584	и прежде	1	1
585	у многих	1	1
586	неопределенного взял	1	1
587	ничтожны и	1	1
588	и кто	1	1
589	петр верховенский	4	1
590	через раздвоение	1	1
591	счастье на	1	1
592	на людей	2	1
593	всякого человека	2	1
594	и наказания	1	1
595	диалектика достоевского	1	1
596	в жизни	4	1
597	и неопределенного	1	1
598	на поверхности	4	1
599	достоинство человека	1	1
600	не нужна	1	1
601	и аглаю	3	1
602	в них	3	1
603	этого слова	1	1
604	достоевский и	1	1
605	свободы от	1	1
606	она и	1	1
607	прогресса достоевский	2	1
608	а с	1	1
609	может ли	1	1
610	что природа	2	1
611	всю жизнь	3	1
612	образ мышкина	1	1
613	и своим	2	1
614	своем не	1	1
615	природной и	1	1
616	человек в	3	1
617	джентльмен с	2	1
618	версилова с	2	1
619	о чем	1	1
620	ведет к	13	1
621	судьба его	1	1
622	в чистом	1	1
623	любви достоевский	1	1
624	человек человеческая	1	1
625	любви человека	2	1
626	ставрогина кириллова	1	1
627	невыносимее свободы	1	1
628	бога и	5	1
629	в мире	7	1
630	в явлении	1	1
631	и тогда	3	1
632	народа и	4	1
633	мира в	1	1
634	его свобода	2	1
635	в царстве	4	1
636	и ему	1	1
637	связано у	1	1
638	ли дозволено	1	1
639	его образ	1	1
640	также путь	1	1
641	не так	3	1
642	огненное движение	1	1
643	в пустыне	1	1
644	связь с	1	1
645	мужчины и	4	1
646	диалектике достоевского	1	1
647	сторона его	1	1
648	лишь через	1	1
649	том все	1	1
650	исходит от	1	1
651	и бессмертие	1	1
652	против католичества	1	1
653	версилова ивана	1	1
654	гадательного и	1	1
655	и без	1	1
656	своим что	1	1
657	все позволено	1	1
658	эта тема	1	1
659	в котором	1	1
660	нельзя подходить	1	1
661	человеком и	1	1
662	всего только	1	1
663	даже до	1	1
664	и проблема	1	1
665	и наказание	1	1
666	достоевский может	1	1
667	достоевского лишь	1	1
668	и сделали	1	1
669	счастье людей	1	1
670	не любя	1	1
671	достоевский предвидел	1	1
672	любовь и	3	1
673	человеческое сердце	1	1
674	гармонии человек	1	1
675	одном из	1	1
676	он ведет	1	1
677	наконец-то они	1	1
678	смысле этого	1	1
679	гордый человек	1	1
680	мир и	2	1
681	этот есть	1	1
682	плоти и	1	1
683	в заслугу	1	1
684	это есть	2	1
685	тех которые	3	1
686	как достоевский	1	1
687	слабы и	1	1
688	образ и	5	1
689	что было	3	1
690	мыслях героя	1	1
691	любовь мити	2	1
692	и более	1	1
693	в конце	5	1
694	в человеческой	1	1
695	которым он	1	1
696	старца зосимы	1	1
697	для русского	3	1
698	распадается на	1	1
699	и менее	1	1
700	а потому	1	1
701	исключительный интерес	1	1
702	не внешне	1	1
703	он раскрывает	3	1
704	судьбу всех	1	1
705	любви и	3	1
706	свободы в	1	1
707	в отношении	5	1
708	и здесь	6	1
709	и истребление	1	1
710	но это	8	1
711	их во	1	1
712	на своем	1	1
713	но у	1	1
714	отличается от	1	1
715	она не	8	1
716	бездны в	1	1
717	бессмертия и	2	1
718	исчезает лик	1	1
719	простое средство	3	1
720	все также	1	1
721	любовь эта	1	1
722	в какую-то	1	1
723	этого нужно	1	1
724	и зло	2	1
725	того как	3	1
726	на два	1	1
727	тогда все	2	1
728	она должна	1	1
729	этими двумя	1	1
730	и устроения	1	1
731	раскрыться в	1	1
732	не по	1	1
733	было не	2	1
734	преступления но	1	1
735	лишь его	1	1
736	мышкина версилова	1	1
737	карамазова в	1	1
738	человека требует	1	1
739	не случайно	2	1
740	бесконечные возможности	1	1
741	в гениальной	2	1
742	великих и	1	1
743	связанная с	1	1
744	есть путь	2	1
745	сам человек	1	1
746	достоевского душа	1	1
747	великого инквизитора	4	1
748	отец его	1	1
749	не существует	3	1
750	этой судьбе	2	1
751	в пределе	2	1
752	раскольников и	1	1
753	человека для	3	1
754	и личной	1	1
755	человека от	2	1
756	в силах	1	1
757	в разных	2	1
758	они побороли	1	1
759	жизни не	2	1
760	его природы	1	1
761	женщине не	1	1
762	и весь	1	1
763	не думаю	1	1
764	ее и	2	1
765	зло должно	2	1
766	христа и	1	1
767	братья карамазовы	1	1
768	побороли свободу	1	1
769	строя жизни	1	1
770	бы в	2	1
771	еще более	2	1
772	в русском	4	1
773	своих романах	1	1
774	и женщины	4	1
775	по своей	3	1
776	ни к	1	1
777	и темное	1	1
778	во всем	5	1
779	человеку у	1	1
780	личность никогда	1	1
781	человек его	1	1
782	песок морской	1	1
783	раскрывается ему	1	1
784	его он	3	1
785	достоевский в	3	1
786	эксперименты над	1	1
787	в сознании	1	1
788	что русский	2	1
789	не допускает	1	1
790	природа человека	3	1
791	божьего в	1	1
792	что наконец-то	1	1
793	отношении к	3	1
794	как будто	2	1
795	человеческого общества	2	1
796	достоевским в	3	1
797	ты не	1	1
798	с ретроградной	1	1
799	но есть	1	1
800	не потому	1	1
801	это все	2	1
802	перед ним	4	1
803	есть у	1	1
804	у нас	11	1
805	был до	2	1
806	в движении	1	1
807	и эта	2	1
808	не быть	1	1
809	была бы	1	1
810	от всех	1	1
811	было познать	1	1
812	достоевского только	1	1
813	злом зло	1	1
814	страсть и	2	1
815	он человек	1	1
816	для нашего	1	1
817	жизни а	2	1
818	в раздвоении	1	1
819	и дал	1	1
820	общества невыносимее	1	1
821	и насмешливой	1	1
822	ко всему	1	1
823	и русского	1	1
824	вл соловьев	1	1
825	чтобы сделать	1	1
826	та же	10	1
827	в свое	1	1
828	человека человек	2	1
829	сила и	1	1
830	в строе	1	1
831	ставрогина и	1	1
832	душа человеческая	1	1
833	духа он	2	1
834	его с	2	1
835	жизни и	6	1
836	в достоевском	1	1
837	филипповну и	2	1
838	религиозное народничество	2	1
839	это так	1	1
840	бы он	1	1
841	антропологическое исследование	1	1
842	достоевский как	1	1
843	они и	4	1
844	он видит	1	1
845	человека образ	1	1
846	тысяч великих	1	1
847	этих изумительных	1	1
848	любит не	1	1
849	он никогда	1	1
850	мадонны и	1	1
851	и антиномична	1	1
852	быть назван	2	1
853	атмосферу и	1	1
854	западного человека	1	1
