N	2gram	Nazirov_Tv_2	Psycholo
123	от морали	1	4
124	когда в	1	4
125	в виду	1	4
126	что и	1	4
127	только в	2	4
128	не можем	1	4
129	при помощи	2	4
130	у него	6	4
131	и даже	5	4
132	и между	1	4
133	в течение	1	4
134	и для	1	4
135	речь идет	1	4
136	в свою	1	4
137	сказать что	1	4
138	в своих	3	4
139	должен быть	1	3
140	смысл этого	1	3
141	сам автор	1	3
142	едва ли	2	3
143	из всех	1	3
144	и значение	1	3
145	оба эти	1	3
146	и к	1	3
147	но в	4	3
148	из этих	1	3
149	больше не	1	3
150	не к	1	3
151	у читателя	2	3
152	что все	1	3
153	рассказывает о	3	3
154	его в	3	3
155	ни в	1	3
156	в них	1	3
157	но смысл	1	3
158	в один	1	3
159	в такой	2	3
160	место в	3	3
161	всякий раз	1	3
162	из области	1	3
163	в поэме	1	3
164	бы не	2	3
165	у этих	1	3
166	в то	10	3
167	в плане	3	3
168	в основе	2	3
169	как только	1	3
170	на это	1	3
171	и о	1	3
172	каждого из	1	3
173	наряду с	7	3
174	он был	1	3
175	и только	2	3
176	тот же	1	3
177	уже говорили	1	3
178	был бы	1	3
179	не так	2	3
180	тем что	3	3
181	такое же	1	3
182	что не	3	3
183	в речи	1	3
184	я говорю	1	3
185	только для	2	3
186	но это	5	3
187	все это	6	3
188	она должна	1	3
189	главным образом	1	3
190	страсть к	1	3
191	а я	2	3
192	к этому	3	3
193	как на	1	3
194	в таком	3	3
195	от этой	2	2
196	например в	5	2
197	с с	1	2
198	характера а	2	2
199	по преимуществу	2	2
200	нас на	1	2
201	той же	1	2
202	между собой	1	2
203	столь же	1	2
204	что его	2	2
205	действующее лицо	1	2
206	но как	1	2
207	не просто	1	2
208	отнюдь не	4	2
209	и я	1	2
210	в истории	2	2
211	в одной	3	2
212	это был	3	2
213	и наконец	2	2
214	что герои	1	2
215	представляет собой	1	2
216	думать что	1	2
217	что автор	1	2
218	нами в	1	2
219	попавших в	1	2
220	своим собственным	1	2
221	в прямом	1	2
222	у древних	1	2
223	в силу	1	2
224	и вот	1	2
225	наших глазах	1	2
226	и по	2	2
227	так например	3	2
228	и дальше	1	2
229	из нее	1	2
230	показывает что	4	2
231	такой же	2	2
232	автора и	1	2
233	перед собой	1	2
234	в эту	1	2
235	от своего	1	2
236	и ее	2	2
237	своего имени	1	2
238	говорил о	1	2
239	или вернее	1	2
240	признать что	1	2
241	должны были	1	2
242	образом и	1	2
243	но он	1	2
244	и эти	1	2
245	и более	1	2
246	их в	2	2
247	в этих	1	2
248	в русской	2	2
249	ничего не	4	2
250	к ней	1	2
251	же самая	1	2
252	то это	1	2
253	ли это	1	2
254	у нас	2	2
255	не могут	1	2
256	в беду	1	2
257	что оно	1	2
258	ли что	1	2
259	он видит	1	2
260	на наших	1	2
261	из всего	1	2
262	свою очередь	1	2
263	для читателя	1	2
264	только то	1	2
265	действия и	2	2
266	то время	1	2
267	одного из	1	2
268	вошел в	1	2
269	том как	1	2
270	со стороны	1	2
271	с ним	3	2
272	в которую	2	2
273	а у	1	2
274	он прямо	1	2
275	мы на	1	2
276	и одновременно	1	2
277	должен был	1	2
278	наше время	2	2
279	по мнению	3	2
280	узнаем что	1	2
281	этого рассказа	1	2
282	уже не	3	2
283	своих героев	3	2
284	в виде	2	2
285	по выражению	1	2
286	для него	3	2
287	всяком случае	2	2
288	в конце	6	2
289	к самому	2	2
290	представляют собой	1	2
291	другое и	1	2
292	нелепость и	1	2
293	сам себя	1	2
294	а с	3	2
295	уже давно	1	2
296	эти слова	1	2
297	к себе	1	2
298	что за	1	2
299	к самой	1	2
300	но сам	1	2
301	что же	1	2
302	о человеке	2	2
303	в первой	2	2
304	том смысле	1	2
305	этого слова	1	2
306	с этой	3	2
307	заставляет нас	3	2
308	в наше	2	2
309	совершенно ясна	1	2
310	лежит в	1	2
311	так же	5	2
312	его к	1	2
313	была бы	1	2
314	видим в	2	2
315	и другие	1	2
316	во всяком	2	2
317	ну что	1	1
318	говорили о	1	1
319	а между	1	1
320	как известно	2	1
321	о героях	1	1
322	нами было	1	1
323	у гоголя	1	1
324	же как	3	1
325	характер героя	1	1
326	относится и	2	1
327	художественного произведения	1	1
328	с кем	1	1
329	в сердце	1	1
330	и потому	4	1
331	это и	1	1
332	перед смертью	1	1
333	и есть	2	1
334	героев к	1	1
335	в первом	1	1
336	и до	1	1
337	из его	1	1
338	высшей степени	1	1
339	мы больше	1	1
340	это совершенно	1	1
341	нашу мысль	1	1
342	и тут	1	1
343	что уже	1	1
344	большую роль	1	1
345	из своих	1	1
346	одновременно в	1	1
347	и стиль	1	1
348	не столько	2	1
349	на себя	1	1
350	событий и	1	1
351	указал что	1	1
352	и он	2	1
353	не остается	1	1
354	в сцене	1	1
355	еще не	5	1
356	не имел	1	1
357	она развивается	1	1
358	в чем	4	1
359	это означало	1	1
360	с его	1	1
361	говоря не	1	1
362	в сюжете	1	1
363	то мы	1	1
364	в изображении	1	1
365	но не	5	1
366	на основе	1	1
367	которую она	1	1
368	не все	1	1
369	присутствует в	1	1
370	отношение к	1	1
371	отличие от	2	1
372	тут же	2	1
373	нет и	2	1
374	не буду	1	1
375	стал бы	1	1
376	это самое	1	1
377	этот прием	1	1
378	рассказанная в	1	1
379	перед читателем	1	1
380	романе в	1	1
381	в мысли	1	1
382	хотя и	4	1
383	сказал бы	1	1
384	имеет в	2	1
385	для ее	1	1
386	мой друг	1	1
387	то в	1	1
388	поэтому он	1	1
389	для которого	2	1
390	в себя	1	1
391	в гамлете	1	1
392	все рассуждения	1	1
393	как некий	1	1
394	за это	1	1
395	или во	1	1
396	в известном	1	1
397	думается что	2	1
398	на его	4	1
399	теории и	1	1
400	к героям	2	1
401	этого характера	1	1
402	и еще	2	1
403	прием в	1	1
404	них нет	1	1
405	переходит от	1	1
406	означает в	1	1
407	свои собственные	1	1
408	том чтобы	1	1
409	своего времени	1	1
410	автор дает	1	1
411	однако все	1	1
412	а затем	3	1
413	то чтобы	1	1
414	значение в	1	1
415	чего он	1	1
416	и с	8	1
417	сказать в	1	1
418	того или	1	1
419	с другими	2	1
420	это не	7	1
421	ты мне	1	1
422	в жизни	1	1
423	и рядом	1	1
424	это создает	1	1
425	для них	1	1
426	вводит в	1	1
427	но уже	3	1
428	в высшей	1	1
429	нас к	1	1
430	тот самый	1	1
431	характера у	1	1
432	о характере	1	1
433	должно быть	1	1
434	означает одновременно	1	1
435	и тогда	2	1
436	первой части	4	1
437	о ком	1	1
438	таким же	1	1
439	интерес и	1	1
440	нас не	1	1
441	не зависит	1	1
442	это делает	1	1
443	в их	3	1
444	если можно	1	1
445	мысли и	1	1
446	приблизительно так	1	1
447	но эта	2	1
448	это утверждение	1	1
449	что зритель	1	1
450	был не	1	1
451	у тургенева	2	1
452	была не	1	1
453	однако в	1	1
454	теперь я	2	1
455	и вообще	2	1
456	даже в	1	1
457	тем меньше	1	1
458	так он	2	1
459	человек и	1	1
460	в таких	1	1
461	мука если	1	1
462	на глазах	1	1
463	как о	2	1
464	дело в	1	1
465	на него	2	1
466	второго плана	1	1
467	героев и	1	1
468	и имеет	1	1
469	это еще	1	1
470	он с	1	1
471	в построении	1	1
472	это явление	1	1
473	к графу	3	1
474	в русском	1	1
475	как она	1	1
476	он пытался	1	1
477	опять в	1	1
478	мире и	1	1
479	вот что	1	1
480	не находим	1	1
481	отношение автора	1	1
482	что на	2	1
483	гибель и	1	1
484	одним из	3	1
485	сюжета в	1	1
486	у меня	1	1
487	ни о	1	1
488	юмор с	1	1
489	было прежде	1	1
490	и такие	1	1
491	совершенно новым	1	1
492	которого я	1	1
493	в окончательном	2	1
494	бы он	1	1
495	не есть	1	1
496	отказаться от	2	1
497	это разрешение	1	1
498	ничего общего	1	1
499	в применении	1	1
500	я тебя	1	1
501	расходится с	1	1
502	предисловии к	1	1
503	читателя он	1	1
504	но при	1	1
505	что настоящий	1	1
506	причина этого	1	1
507	характер и	1	1
508	знаем что	1	1
509	мысль о	1	1
510	смерти в	1	1
511	на той	1	1
512	говорили что	1	1
513	роль в	2	1
514	замыкаются в	1	1
515	можно было	1	1
516	так и	6	1
517	здесь он	1	1
518	учит нас	1	1
519	не с	1	1
520	в споре	1	1
521	мог бы	1	1
522	напомним только	1	1
523	во все	1	1
524	в результате	1	1
525	по мере	1	1
526	возбудить в	1	1
527	у нее	3	1
528	сюжета который	1	1
529	это я	1	1
530	трагедии в	2	1
531	может не	1	1
532	на вопрос	1	1
533	в пользу	3	1
534	в конечном	1	1
535	нет это	1	1
536	мы понимаем	1	1
537	образом если	1	1
538	этот момент	1	1
539	раньше чем	1	1
540	в глазах	1	1
541	еще более	1	1
542	выше в	1	1
543	чем острее	1	1
544	ли здесь	1	1
545	и она	1	1
546	если взять	1	1
547	ней по	1	1
548	но тот	1	1
549	всякого рода	2	1
550	этот вопрос	3	1
551	не сказано	1	1
552	пришел к	1	1
553	будто бы	1	1
554	до уровня	1	1
555	то все	1	1
556	трагедии и	1	1
557	жалости и	1	1
558	в литературу	1	1
559	или же	1	1
560	даже против	1	1
561	она ни	1	1
562	которых я	1	1
563	без этого	1	1
564	ряде случаев	1	1
565	и у	2	1
566	эту самую	1	1
567	почти до	1	1
568	никаких аргументов	1	1
569	в поэзии	1	1
570	в начале	3	1
571	не из	1	1
572	смысла в	1	1
573	предположение что	1	1
574	и других	2	1
575	действительно о	1	1
576	участие в	1	1
577	что сама	1	1
578	она действительно	1	1
579	место как	1	1
580	и их	1	1
581	героев которые	1	1
582	этом плане	1	1
583	для меня	1	1
584	тому же	2	1
585	не о	1	1
586	друг друга	2	1
587	противоречии с	1	1
588	и везде	1	1
589	не говорит	1	1
590	явно не	1	1
591	смерти и	1	1
592	на стороне	4	1
593	не было	2	1
594	относился к	1	1
595	и точно	1	1
596	рассказывает в	1	1
597	как у	3	1
598	именно в	6	1
599	к которому	2	1
600	и прежде	1	1
601	письма и	1	1
602	не прав	1	1
603	в предисловии	1	1
604	их объективного	1	1
605	в отличие	2	1
606	души и	1	1
607	современные исследователи	1	1
608	что для	1	1
609	превращается в	3	1
610	понимаем что	2	1
611	мир а	1	1
612	а сам	1	1
613	с большей	1	1
614	в рассказе	3	1
615	так это	1	1
616	зависит от	2	1
617	жизнь в	1	1
618	и первый	1	1
619	когда же	1	1
620	некоторые люди	1	1
621	мы знаем	1	1
622	если не	4	1
623	занял у	1	1
624	как люди	1	1
625	в момент	1	1
626	в частности	2	1
627	время с	1	1
628	с первого	1	1
629	и особенно	1	1
630	мы говорим	1	1
631	нимало не	1	1
632	характера и	3	1
633	у себя	1	1
634	предположить что	1	1
635	в область	3	1
636	целом ряде	1	1
637	он будет	1	1
638	любой из	1	1
639	применении к	1	1
640	а нам	1	1
641	истории не	1	1
642	их действовать	1	1
643	из этой	2	1
644	кто из	1	1
645	на свете	1	1
646	отличается от	1	1
647	пока еще	1	1
648	этой сцене	2	1
649	не является	3	1
650	вызвать наше	1	1
651	поэтому нам	1	1
652	должна была	1	1
653	для автора	2	1
654	общее положение	1	1
655	действия в	1	1
656	от него	1	1
657	от всех	1	1
658	и события	1	1
659	или нет	1	1
660	и ни	1	1
661	мысль на	1	1
662	дана в	1	1
663	отношении к	1	1
664	противоречит тому	1	1
665	это все	2	1
666	в романе	15	1
667	между ними	1	1
668	с ней	1	1
669	только как	1	1
670	сочувствием к	1	1
671	автора в	1	1
672	в последнем	1	1
673	или иного	1	1
674	разговоре с	1	1
675	тем самым	4	1
676	по причине	2	1
677	смысле что	1	1
