N	2gram	Voloshinov_2	EvropaiE
485	его жизни	1	1
486	или на	1	1
487	в вопросах	1	1
488	той социальной	2	1
489	нельзя ни	1	1
490	это изменение	1	1
491	а через	1	1
492	являются в	1	1
493	которые мы	1	1
494	эти два	1	1
495	всего этого	1	1
496	нем и	1	1
497	и следовательно	6	1
498	принуждены ограничиться	1	1
499	xix век	1	1
500	ее например	1	1
501	в каждую	1	1
502	является абстракцией	1	1
503	быть и	6	1
504	и соответствующая	1	1
505	ибо в	1	1
506	есть часть	1	1
507	в двух	3	1
508	что конечно	1	1
509	тот же	1	1
510	речи о	2	1
511	с ними	4	1
512	дело с	1	1
513	всех этих	1	1
514	мы увидим	2	1
515	но более	1	1
516	для одних	1	1
517	иной степени	2	1
518	они могут	2	1
519	на которые	1	1
520	или же	2	1
521	и ее	4	1
522	отношении в	1	1
523	играет роль	1	1
524	даже вовсе	1	1
525	с которыми	1	1
526	переходит в	1	1
527	конечно не	4	1
528	уже не	1	1
529	мы принуждены	1	1
530	уже в	2	1
531	если мы	6	1
532	всем его	1	1
533	только тогда	1	1
534	в начале	2	1
535	что не	2	1
536	это значение	1	1
537	речь зашла	1	1
538	к созданию	1	1
539	в точном	4	1
540	именно та	1	1
541	одно из	1	1
542	для него	9	1
543	и их	4	1
544	и должна	1	1
545	потому с	1	1
546	гораздо большей	1	1
547	не о	1	1
548	от того	1	1
549	в более	2	1
550	вне ее	1	1
551	тем для	2	1
552	или иное	1	1
553	значение имеет	1	1
554	в исторической	1	1
555	а на	1	1
556	или иначе	1	1
557	экспрессией и	1	1
558	эти две	1	1
559	не относится	1	1
560	не сводится	1	1
561	в каких	1	1
562	к которому	1	1
563	с той	1	1
564	в ряде	1	1
565	она является	3	1
566	и затем	1	1
567	те кто	1	1
568	в соответствии	1	1
569	не было	3	1
570	которых мы	1	1
571	на которых	1	1
572	так называемой	2	1
573	то такой	2	1
574	всей совокупностью	1	1
575	него не	1	1
576	реальности в	1	1
577	мы знаем	2	1
578	если не	1	1
579	в связи	7	1
580	связь с	4	1
581	уже о	1	1
582	нет ничего	1	1
583	в старом	1	1
584	дальше от	1	1
585	этих случаях	1	1
586	до настоящего	2	1
587	к жизни	1	1
588	последнем случае	1	1
589	есть только	1	1
590	выход в	1	1
591	может развиться	1	1
592	эту мысль	1	1
593	принимая во	1	1
594	в состоянии	1	1
595	и философии	2	1
596	должно быть	3	1
597	этого слова	5	1
598	слова и	6	1
599	приблизиться к	1	1
600	живет и	1	1
601	в формах	4	1
602	к двум	1	1
603	и где	1	1
604	себя с	2	1
605	более того	6	1
606	одного и	4	1
607	являются не	1	1
608	что оно	3	1
609	о котором	1	1
610	приближаются к	1	1
611	но когда	1	1
612	особого рода	1	1
613	более всего	1	1
614	но это	1	1
615	бы на	1	1
616	и другие	1	1
617	существует в	1	1
618	в последнем	1	1
619	оно не	1	1
620	как некая	1	1
621	целей и	1	1
622	вполне понятно	4	1
623	можно назвать	1	1
624	том числе	1	1
625	гораздо более	1	1
626	смысле что	1	1
