N	2gram	Savitsky_P_1	Myshleni
257	и очень	1	1
258	что есть	1	1
259	одна из	2	1
260	и притом	1	1
261	и именно	1	1
262	в стадии	1	1
263	тем чем	1	1
264	этих двух	1	1
265	рассматривать с	1	1
266	иными словами	1	1
267	в каком	1	1
268	в момент	1	1
269	сделана попытка	1	1
270	числе и	1	1
271	в определенную	2	1
272	в последующие	1	1
273	и это	2	1
274	и о	5	1
275	в ее	2	1
276	в собственном	1	1
277	х и	2	1
278	в рамки	1	1
279	и центральной	1	1
280	чем к	1	1
281	является в	2	1
282	находится в	1	1
283	условия в	1	1
284	сделать то	1	1
285	настоящее время	1	1
286	никак не	2	1
287	что его	1	1
288	и который	1	1
289	может не	1	1
290	ни на	1	1
291	что происходит	1	1
292	между тем	3	1
293	в современной	1	1
294	культурного развития	1	1
295	тот же	3	1
296	два основных	1	1
297	в прошлом	1	1
298	может оказаться	1	1
299	можем представить	1	1
300	одних и	2	1
301	и ее	1	1
302	вопрос об	1	1
303	с одной	3	1
304	именно на	1	1
305	в эти	1	1
306	и теперь	1	1
307	существует определенная	1	1
308	оказывается в	1	1
309	и современная	1	1
310	тем чтобы	1	1
311	в виде	2	1
312	в начале	2	1
313	чем оно	1	1
314	и везде	1	1
315	в известном	1	1
316	обратиться к	1	1
317	сами по	3	1
318	и должна	1	1
319	гораздо большей	4	1
320	к первой	1	1
321	широты и	1	1
322	отличие от	1	1
323	во всей	2	1
324	в случаях	1	1
325	находятся в	1	1
326	нужно было	2	1
327	или иной	1	1
328	а с	1	1
329	из недр	1	1
330	к сожалению	1	1
331	не означает	1	1
332	только как	1	1
333	мы хотим	1	1
334	не об	1	1
335	эти пути	1	1
336	с трудом	1	1
337	величайшим трудом	1	1
338	более раннего	1	1
339	под его	1	1
340	над ним	1	1
341	одной стороны	3	1
342	она есть	3	1
343	этой последней	1	1
344	новое по	1	1
345	в тот	2	1
346	отдельности и	1	1
347	этого сделать	1	1
348	в это	1	1
349	ли не	1	1
350	на пути	4	1
351	не тождественны	1	1
352	в истории	1	1
353	в основном	1	1
354	которые были	1	1
355	этом деле	1	1
356	эта проблема	1	1
357	эта задача	1	1
358	в результате	1	1
359	в настоящее	1	1
360	как она	1	1
361	тем более	2	1
362	главным образом	2	1
363	и слабость	1	1
364	противоречии с	1	1
365	должен быть	1	1
366	может и	2	1
367	из тех	1	1
368	относящиеся к	1	1
369	что проблема	1	1
370	одновременно и	1	1
371	в отдельности	1	1
372	имеет не	2	1
373	и жизнь	1	1
374	есть и	1	1
375	свои собственные	1	1
376	рабочих и	1	1
377	можно дать	1	1
378	том числе	2	1
