N	2gram	Losev_Prob_4	Analitik
279	когда он	1	1
280	и наконец	4	1
281	дается в	1	1
282	тем же	1	1
283	этими же	1	1
284	имеет в	1	1
285	более или	2	1
286	о самом	1	1
287	со своей	2	1
288	себе как	1	1
289	в которой	2	1
290	бы и	3	1
291	все эти	16	1
292	жизни так	1	1
293	бы не	1	1
294	из этих	1	1
295	более в	1	1
296	которые в	1	1
297	поскольку в	1	1
298	в известном	2	1
299	что даже	1	1
300	говорит не	1	1
301	сливаются в	3	1
302	и те	1	1
303	но ведь	1	1
304	как он	1	1
305	в наших	1	1
306	но на	1	1
307	с чем	1	1
308	в нем	5	1
309	всех этих	6	1
310	в первую	1	1
311	и появляется	1	1
312	идеи и	1	1
313	в принципе	1	1
314	не к	2	1
315	не как	1	1
316	прочим и	1	1
317	в силу	1	1
318	и по	2	1
319	конца и	1	1
320	человека в	3	1
321	может остаться	1	1
322	в каждом	1	1
323	звуков или	1	1
324	сознания о	1	1
325	об этом	6	1
326	мифологии в	1	1
327	времени и	4	1
328	заключается в	2	1
329	первую очередь	1	1
330	при встрече	1	1
331	это не	7	1
332	например с	1	1
333	в жизни	3	1
334	смерть и	1	1
335	реалистического романа	1	1
336	ни в	17	1
337	в них	5	1
338	по домам	1	1
339	все равно	3	1
340	к которым	1	1
341	далеко не	2	1
342	эту особенность	1	1
343	этого не	2	1
344	всегда и	1	1
345	говорится о	1	1
346	нисколько не	1	1
347	являются наиболее	1	1
348	но если	6	1
349	и при	1	1
350	почти нет	1	1
351	в такой	1	1
352	с идеей	1	1
353	для уяснения	1	1
354	жизнь и	4	1
355	на каждом	1	1
356	и уж	2	1
357	его жизнь	1	1
358	вплоть до	3	1
359	который всегда	1	1
360	не его	1	1
361	и меньше	1	1
362	и более	3	1
363	мере в	1	1
364	однако в	2	1
365	том же	1	1
366	что этот	1	1
367	ни одна	2	1
368	и вся	1	1
369	тому что	1	1
370	было с	1	1
371	раз и	1	1
372	с теми	1	1
373	и другое	3	1
374	является также	1	1
375	которого он	1	1
376	но только	2	1
377	он с	2	1
378	вся его	1	1
379	в разных	4	1
380	только и	5	1
381	жизни не	1	1
382	при наличии	1	1
383	такова что	1	1
384	этих двух	1	1
385	с одним	1	1
386	по своей	1	1
387	это слово	1	1
388	потому что	15	1
389	связи с	3	1
390	даже самая	1	1
391	самой этой	1	1
392	понимать под	1	1
393	только с	1	1
394	всех прочих	1	1
395	у нас	14	1
396	и далее	1	1
397	одно и	1	1
398	длина каждого	1	1
399	если он	2	1
400	случайно и	1	1
401	во все	2	1
402	сама жизнь	1	1
403	отличается от	4	1
404	же самое	6	1
405	этот переход	1	1
406	бы он	1	1
407	указывает на	4	1
408	анализа в	1	1
409	что при	1	1
410	если же	1	1
411	для себя	2	1
412	образы и	3	1
413	и о	5	1
414	и тогда	2	1
415	случае это	1	1
416	в виду	6	1
417	свою очередь	1	1
418	в ее	5	1
419	здесь также	2	1
420	к какой	1	1
421	модель является	1	1
422	все прочие	1	1
423	только то	1	1
424	отвлечься от	1	1
425	в совершенно	2	1
426	если они	1	1
427	что может	1	1
428	в образе	1	1
429	с собой	3	1
430	судьбы и	1	1
431	в отношении	4	1
432	связан с	1	1
433	жизнь я	1	1
434	начала и	1	1
435	нам уже	1	1
436	веры в	1	1
437	они выступают	1	1
438	поэтому в	1	1
439	и пространстве	1	1
440	своего собеседника	1	1
441	нас и	1	1
442	рода семантических	1	1
443	есть миф	3	1
444	и здесь	1	1
445	знаков а	1	1
446	в другом	3	1
447	но к	1	1
448	разумеется в	1	1
449	и что	2	1
450	что его	4	1
451	все его	1	1
452	может не	1	1
453	отличаются от	1	1
454	каждом из	1	1
455	в которую	1	1
456	места и	1	1
457	к нему	3	1
458	с его	2	1
459	очень близко	1	1
460	зрения оказываются	1	1
461	в художественной	1	1
462	не будучи	1	1
463	и противопоставить	1	1
464	в литературе	2	1
465	что здесь	6	1
466	известном смысле	1	1
467	оно и	1	1
468	мы видим	1	1
469	тот же	2	1
470	менее в	1	1
471	дело с	2	1
472	нуждается в	1	1
473	а тем	1	1
474	в какой	4	1
475	хотя бы	7	1
476	и после	1	1
477	который в	1	1
478	и ее	4	1
479	не мешает	3	1
480	все они	3	1
481	подпадающего под	1	1
482	же и	3	1
483	теперь уже	2	1
484	уже в	4	1
485	то и	5	1
486	в начале	3	1
487	и повсюду	1	1
488	не обладают	2	1
489	за ним	2	1
490	представить себе	2	1
491	настолько чтобы	1	1
492	сами по	2	1
493	так как	5	1
494	себе и	3	1
495	не говорит	1	1
496	другой и	2	1
497	бы это	1	1
498	к самому	1	1
499	к совершенно	1	1
500	и точно	1	1
501	с другим	1	1
502	нельзя сказать	1	1
503	что тот	1	1
504	в свою	1	1
505	еще и	3	1
506	нового времени	1	1
507	только к	3	1
508	она вполне	1	1
509	у меня	2	1
510	не исключает	1	1
511	в рассказе	1	1
512	слова своего	1	1
513	выступают в	2	1
514	для анализа	1	1
515	которая является	4	1
516	произведения искусства	2	1
517	если не	3	1
518	в связи	3	1
519	чем глубже	1	1
520	но особенно	1	1
521	зачем же	1	1
522	и потому	7	1
523	рассыпается на	1	1
524	который мы	1	1
525	самого себя	1	1
526	здесь совершенно	1	1
527	образ жизни	1	1
528	ко всему	1	1
529	или менее	2	1
530	для человека	1	1
531	стороны и	2	1
532	да и	5	1
533	указание на	1	1
534	исходя из	1	1
535	том смысле	2	1
536	что же	1	1
537	с этой	1	1
538	слова и	1	1
539	на которой	1	1
540	только для	3	1
541	при условии	2	1
542	между прочим	3	1
543	так ли	1	1
544	с этими	1	1
545	перед нами	13	1
546	к другим	1	1
547	случае он	1	1
548	не является	10	1
549	за его	1	1
550	в мировой	1	1
551	и сама	3	1
552	речи вообще	1	1
553	представляется что	2	1
554	как на	1	1
555	другое дело	2	1
556	своей собственной	1	1
557	человек и	1	1
558	ли будет	1	1
559	но отнюдь	1	1
560	себя самого	1	1
561	для нас	6	1
562	сердце мое	1	1
563	к этой	1	1
564	тем более	4	1
565	якобы и	1	1
566	и как	3	1
567	мы должны	3	1
568	ни к	2	1
569	будто бы	2	1
570	но это	6	1
571	только что	2	1
572	же в	4	1
573	мысли о	1	1
574	отношении к	1	1
575	в романе	1	1
576	с ней	2	1
577	ты над	1	1
578	из тех	1	1
579	совершенно не	3	1
580	по одному	2	1
581	не что	2	1
582	в отдельности	1	1
583	из этого	3	1
584	и жизнь	2	1
585	ее нет	1	1
586	образы здесь	1	1
587	есть то	1	1
588	борьба и	1	1
589	этой точки	1	1
590	это в	1	1
591	точно так	3	1
592	смысле что	1	1
