N	2gram	Tiupa_Disk_1	Tvorches
198	из них	3	2
199	его и	1	2
200	в одном	2	2
201	может служить	1	2
202	друг друга	1	2
203	отличие от	5	2
204	с другим	1	2
205	с другой	10	2
206	не было	7	2
207	это прежде	3	2
208	зависит от	2	2
209	по крайней	2	2
210	и вообще	2	2
211	в частности	9	2
212	в россии	1	2
213	можно принять	1	2
214	на ранних	2	2
215	в наше	2	2
216	более того	2	2
217	это уже	1	2
218	в основе	7	2
219	ни к	6	2
220	с другими	1	2
221	героя и	2	2
222	и без	2	2
223	отказаться от	1	2
224	но эти	1	2
225	однако эти	1	2
226	по причине	1	2
227	во всяком	2	2
228	говорили о	2	1
229	нем нет	1	1
230	можно говорить	1	1
231	речь идет	1	1
232	нами было	1	1
233	как его	2	1
234	не остается	1	1
235	бытия а	1	1
236	только потому	1	1
237	переход от	1	1
238	и должно	1	1
239	это и	1	1
240	в первом	3	1
241	из его	1	1
242	видеть в	1	1
243	и за	1	1
244	той же	1	1
245	в литературу	2	1
246	не делает	1	1
247	в первый	1	1
248	из своих	1	1
249	жизненной позиции	1	1
250	не вполне	1	1
251	на себя	2	1
252	мы и	1	1
253	предстает как	1	1
254	свою очередь	3	1
255	между собой	2	1
256	быть в	1	1
257	не был	1	1
258	с его	4	1
259	претендующего на	1	1
260	во всех	5	1
261	иного рода	1	1
262	этих миров	1	1
263	времени как	1	1
264	и читателей	1	1
265	но как	2	1
266	а только	1	1
267	и всякий	1	1
268	в противовес	1	1
269	не все	1	1
270	если в	1	1
271	присутствует в	1	1
272	в жизни	1	1
273	отношение к	4	1
274	его характером	1	1
275	в рамках	5	1
276	автора в	2	1
277	с этим	3	1
278	опыта к	1	1
279	справедливому замечанию	2	1
280	сострадания и	1	1
281	и нет	1	1
282	перед нами	3	1
283	кто из	1	1
284	как уже	3	1
285	и как	6	1
286	не являются	1	1
287	его к	1	1
288	и к	4	1
289	в противоположность	2	1
290	что это	1	1
291	живет в	1	1
292	литературным или	1	1
293	в известном	1	1
294	представляет собой	17	1
295	из этих	1	1
296	с их	1	1
297	и до	1	1
298	но его	1	1
299	на то	1	1
300	к эстетическому	1	1
301	в случае	1	1
302	мысли и	2	1
303	он ни	2	1
304	анекдоты и	1	1
305	и эти	1	1
306	в первую	1	1
307	в предыстории	1	1
308	к одному	1	1
309	не к	1	1
310	в силу	5	1
311	уже говорилось	1	1
312	любой из	1	1
313	слова не	1	1
314	в каждом	2	1
315	в работе	1	1
316	совпадают с	1	1
317	значение в	1	1
318	по бахтину	4	1
319	а по	2	1
320	а его	1	1
321	себя не	1	1
322	людей своего	1	1
323	того или	2	1
324	заключается в	3	1
325	первую очередь	1	1
326	на бумаге	1	1
327	было бы	1	1
328	то все	1	1
329	по себе	3	1
330	мог бы	1	1
331	в бытовом	1	1
332	для них	1	1
333	в них	4	1
334	он из	1	1
335	героями в	1	1
336	несмотря на	1	1
337	мы видели	1	1
338	и читателем	1	1
339	ведет к	3	1
340	восходят к	1	1
341	потому и	1	1
342	не мог	1	1
343	в саду	1	1
344	в этих	1	1
345	о ком	1	1
346	в г	2	1
347	во время	1	1
348	можно так	1	1
349	в ходе	3	1
350	таким же	1	1
351	это делает	1	1
352	если можно	1	1
353	отошел от	1	1
354	направлен на	2	1
355	и о	4	1
356	должны были	1	1
357	образом и	1	1
358	в философии	1	1
359	и более	1	1
360	и относительно	2	1
361	однако в	3	1
362	которой является	1	1
363	содержит в	1	1
364	автора и	1	1
365	по мере	2	1
366	виду что	1	1
367	вплоть до	1	1
368	лицо к	1	1
369	что с	2	1
370	на земле	1	1
371	таков был	1	1
372	текста и	2	1
373	дело в	1	1
374	имеют дело	1	1
375	истории с	1	1
376	но только	1	1
377	чем не	1	1
378	не имеет	1	1
379	не полностью	1	1
380	и приводит	1	1
381	и является	1	1
382	в центр	1	1
383	самоопределение личности	1	1
384	событий и	1	1
385	как будто	1	1
386	героя а	1	1
387	в подобном	1	1
388	в области	1	1
389	перед ним	1	1
390	в момент	2	1
391	стороны и	2	1
392	к себе	2	1
393	не могут	1	1
394	встречается в	1	1
395	во все	1	1
396	и вполне	1	1
397	лежит в	1	1
398	числе и	2	1
399	этой книги	1	1
400	к тому	5	1
401	той или	3	1
402	указывает на	2	1
403	активности в	1	1
404	говоря словами	1	1
405	если же	1	1
406	однако по	1	1
407	для себя	4	1
408	представляют собой	1	1
409	и кому	1	1
410	анекдот в	3	1
411	своего развития	1	1
412	как мы	2	1
413	по справедливому	2	1
414	но при	3	1
415	событий в	1	1
416	в структуре	1	1
417	его поступки	1	1
418	характер и	2	1
419	мысль о	1	1
420	то чтобы	1	1
421	только то	1	1
422	в себя	5	1
423	из сыновей	1	1
424	с самого	1	1
425	в пределах	2	1
426	не с	3	1
427	чем у	1	1
428	еще в	3	1
429	развития в	1	1
430	во второй	1	1
431	том как	1	1
432	поэтому в	1	1
433	быту и	1	1
434	с человеком	2	1
435	образом в	1	1
436	но отнюдь	2	1
437	в построении	2	1
438	в виду	2	1
439	без которой	1	1
440	о нем	2	1
441	иные способы	1	1
442	в другом	2	1
443	столь же	3	1
444	одного из	2	1
445	с одной	9	1
446	утверждает что	1	1
447	лишь в	4	1
448	самому себе	2	1
449	как наиболее	1	1
450	жанрах в	1	1
451	в конечном	1	1
452	и вследствие	1	1
453	истории в	1	1
454	повести и	1	1
455	и требует	2	1
456	же о	1	1
457	действующее лицо	2	1
458	а потому	1	1
459	не сводится	3	1
460	романа в	1	1
461	в середине	1	1
462	при котором	1	1
463	в сферу	3	1
464	в меру	1	1
465	в италии	1	1
466	в современной	1	1
467	по просьбе	1	1
468	известном смысле	1	1
469	в формах	1	1
470	и одновременно	2	1
471	он стал	1	1
472	в тексте	2	1
473	пришел к	1	1
474	как нечто	1	1
475	трагедии и	1	1
476	приходит в	1	1
477	или же	1	1
478	том чтобы	2	1
479	не то	1	1
480	романа еще	1	1
481	основное внимание	1	1
482	связи с	4	1
483	входящие в	1	1
484	литературы в	2	1
485	в большинстве	1	1
486	а напротив	1	1
487	и анекдот	2	1
488	здесь же	1	1
489	по выражению	2	1
490	конечном счете	1	1
491	как литературный	1	1
492	который по	1	1
493	и их	1	1
494	сами по	2	1
495	слова говорящий	1	1
496	у этих	1	1
497	при всей	3	1
498	не о	1	1
499	есть его	1	1
500	как раз	1	1
501	явно не	1	1
502	автора как	1	1
503	следует признать	2	1
504	что и	3	1
505	со стороны	7	1
506	или иной	5	1
507	даже не	1	1
508	его с	1	1
509	уходит в	1	1
510	и прежде	1	1
511	представляет собою	1	1
512	его из	1	1
513	связано с	1	1
514	в любой	1	1
515	а сам	2	1
516	с большей	1	1
517	за год	1	1
518	одну из	2	1
519	в основании	3	1
520	ни о	1	1
521	для реализации	1	1
522	самого начала	1	1
523	в различных	2	1
524	художественного целого	1	1
525	в связи	1	1
526	к сознанию	1	1
527	действия в	1	1
528	является его	1	1
529	как это	1	1
530	человека к	1	1
531	уклонение от	1	1
532	только его	1	1
533	требует от	1	1
534	он говорит	1	1
535	целом ряде	1	1
536	мифа не	2	1
537	двух сыновей	1	1
538	такого рода	4	1
539	определен как	1	1
540	что же	2	1
541	своего времени	2	1
542	текста как	1	1
543	герой в	1	1
544	героическом эпосе	1	1
545	этого слова	1	1
546	а к	1	1
547	герой далеко	1	1
548	отличается от	2	1
549	человеческого характера	1	1
550	глубокое и	1	1
551	пока еще	6	1
552	литературе в	1	1
553	это явление	1	1
554	при всем	1	1
555	писал в	1	1
556	под названием	1	1
557	в книге	1	1
558	в литературные	2	1
559	читателя и	1	1
560	объекта и	1	1
561	он направлен	1	1
562	в результате	1	1
563	это как	1	1
564	своей собственной	2	1
565	себя самого	1	1
566	к различным	2	1
567	или нет	1	1
568	вообще в	1	1
569	будто бы	2	1
570	так выразиться	1	1
571	отношении к	1	1
572	не есть	2	1
573	может и	2	1
574	а о	2	1
575	в свою	3	1
576	письма и	1	1
577	с ней	1	1
578	не знает	1	1
579	сказать что	3	1
580	или иного	1	1
581	себе не	3	1
582	частности в	2	1
583	в голову	1	1
584	к другим	2	1
585	собой лишь	1	1
586	и другие	1	1
587	или во	1	1
588	это понятие	3	1
589	том числе	2	1
