N	2gram	Tiupa_Teor_1	Russkaja
263	имеет в	2	1
264	силе и	1	1
265	и конечно	1	1
266	еще на	1	1
267	в которой	2	1
268	или для	1	1
269	без ее	1	1
270	двух других	1	1
271	если он	1	1
272	но на	1	1
273	вследствие этого	1	1
274	духовной культуры	2	1
275	на его	1	1
276	не могла	1	1
277	не следует	4	1
278	тем не	3	1
279	время и	1	1
280	представляются в	1	1
281	однако при	3	1
282	в принципе	4	1
283	к одному	1	1
284	– на	3	1
285	его можно	1	1
286	но дело	1	1
287	заключает в	1	1
288	точнее –	1	1
289	и заключается	1	1
290	значительной степени	1	1
291	время эти	1	1
292	здесь мы	1	1
293	этой внутренней	1	1
294	могла бы	2	1
295	тем же	1	1
296	тем в	1	1
297	единое целое	2	1
298	об этом	2	1
299	полной мере	1	1
300	то есть	12	1
301	или даже	4	1
302	входит в	1	1
303	заключается в	2	1
304	с другими	5	1
305	его личности	1	1
306	это не	2	1
307	эту ценность	1	1
308	обе стороны	1	1
309	чаще всего	1	1
310	в жизни	2	1
311	ею как	1	1
312	этого слова	3	1
313	она и	1	1
314	как видно	1	1
315	жизни но	2	1
316	на одну	1	1
317	иначе говоря	4	1
318	и того	3	1
319	одного и	3	1
320	перед собой	1	1
321	на первый	1	1
322	от своего	2	1
323	другим и	1	1
324	культуры ибо	1	1
325	что высшей	1	1
326	в такой	1	1
327	и без	1	1
328	не столько	1	1
329	на свою	1	1
330	– при	1	1
331	для данного	1	1
332	принципиальное отличие	2	1
333	теми же	1	1
334	жизни является	1	1
335	по крайней	1	1
336	ни было	1	1
337	вовсе не	3	1
338	даже в	3	1
339	между несколькими	1	1
340	это особенно	1	1
341	и вся	1	1
342	не менее	4	1
343	к такой	2	1
344	случае совершенно	1	1
345	до известной	2	1
346	из нас	1	1
347	строя и	1	1
348	она могла	1	1
349	дело в	2	1
350	на себе	1	1
351	не по	1	1
352	в основе	3	1
353	– от	1	1
354	иметь в	1	1
355	та или	1	1
356	себе самом	1	1
357	только не	2	1
358	однако если	2	1
359	того и	1	1
360	не всякий	1	1
361	казалось бы	2	1
362	с одним	1	1
363	внутренней и	2	1
364	и теперь	1	1
365	и сама	1	1
366	личности к	2	1
367	в подобном	1	1
368	или иных	3	1
369	однако это	1	1
370	могут быть	4	1
371	же самое	1	1
372	себя только	1	1
373	быть назван	1	1
374	и это	2	1
375	из всего	1	1
376	как мы	1	1
377	но по	1	1
378	с ее	3	1
379	свою очередь	2	1
380	в ее	5	1
381	не могло	2	1
382	в собственном	1	1
383	только то	1	1
384	в себя	3	1
385	степени и	1	1
386	роль в	2	1
387	так и	10	1
388	те же	1	1
389	собой в	1	1
390	и религии	1	1
391	мог бы	3	1
392	две части	1	1
393	своей организации	1	1
394	мы в	2	1
395	быть может	1	1
396	деятельности в	2	1
397	культура есть	1	1
398	ибо всякое	1	1
399	их никто	1	1
400	иное как	1	1
401	в состав	6	1
402	никак не	1	1
403	одного из	1	1
404	в новую	1	1
405	можно сказать	3	1
406	с другой	7	1
407	пребыванию в	1	1
408	под именем	1	1
409	на отдельные	1	1
410	если с	1	1
411	крайней мере	1	1
412	чем и	1	1
413	тоже является	1	1
414	и писать	1	1
415	в русском	1	1
416	быть настоящим	1	1
417	индивидуальный характер	1	1
418	происходит в	1	1
419	по своей	3	1
420	один из	2	1
421	оно и	1	1
422	обе эти	1	1
423	реальная возможность	1	1
424	с ними	1	1
425	особенно если	1	1
426	зрения в	1	1
427	может оказаться	2	1
428	они могут	1	1
429	а после	1	1
430	тот или	2	1
431	человека с	2	1
432	в сторону	1	1
433	если мы	2	1
434	на свое	1	1
435	основе его	1	1
436	дает ему	1	1
437	к каким	1	1
438	и их	1	1
439	в известной	1	1
440	в прошлом	1	1
441	относится не	1	1
442	ее не	1	1
443	к ним	1	1
444	случае не	2	1
445	других –	1	1
446	превращается в	2	1
447	следует признать	1	1
448	но из	1	1
449	видно из	1	1
450	чему не	1	1
451	насколько это	1	1
452	следует подчеркнуть	2	1
453	на ее	1	1
454	к которому	3	1
455	еще и	1	1
456	что не	1	1
457	противоречие между	1	1
458	а на	3	1
459	не на	2	1
460	образом всякий	1	1
461	однако и	1	1
462	человеческой жизни	1	1
463	означало бы	1	1
464	с которым	1	1
465	понятие о	2	1
466	не об	1	1
467	ближе к	1	1
468	в одно	2	1
469	в связи	1	1
470	о себе	2	1
471	и пути	1	1
472	в самой	2	1
473	как это	8	1
474	человека к	3	1
475	этих случаях	1	1
476	по своему	2	1
477	когда же	1	1
478	узко и	1	1
479	единения с	1	1
480	и некоторые	2	1
481	своей жизни	2	1
482	числе и	1	1
483	себе еще	1	1
484	тех или	3	1
485	не является	4	1
486	известной степени	3	1
487	общими для	1	1
488	которая в	1	1
489	тот кто	2	1
490	и внешней	3	1
491	бы в	1	1
492	тем более	1	1
493	не будучи	1	1
494	личности и	4	1
495	от ее	1	1
496	а о	1	1
497	в свою	3	1
498	с ней	1	1
499	из тех	2	1
500	была бы	3	1
501	к его	2	1
502	отношению к	4	1
503	начале этой	1	1
504	этом состоит	1	1
505	также может	1	1
506	можно назвать	1	1
507	том числе	2	1
508	они не	1	1
