N	2gram	Medvedev_U_1	FransuaR
196	другой стороны	3	1
197	тех или	2	1
198	остается в	1	1
199	и барокко	1	1
200	или иных	2	1
201	с другом	1	1
202	у нас	3	1
203	лучше и	1	1
204	единственным героем	1	1
205	что при	1	1
206	т.е в	2	1
207	что все	2	1
208	и служит	1	1
209	тем в	1	1
210	идет не	1	1
211	в пределах	1	1
212	художественное творчество	1	1
213	первых мест	1	1
214	отсюда и	1	1
215	оно все	1	1
216	именно этот	1	1
217	строго говоря	1	1
218	разрыв с	1	1
219	по теории	1	1
220	но по-разному	1	1
221	единства и	1	1
222	сводится к	2	1
223	по себе	2	1
224	вот почему	7	1
225	как особую	1	1
226	по нашему	3	1
227	литературные произведения	1	1
228	нас в	2	1
229	бы в	1	1
230	и только	5	1
231	иначе в	1	1
232	даны к	1	1
233	функции как	1	1
234	и действительно	1	1
235	в изобразительном	1	1
236	не было	1	1
237	значимость и	1	1
238	для всех	2	1
239	то и	1	1
240	до предела	1	1
241	его и	2	1
242	в конце	2	1
243	что и	2	1
244	связаны и	1	1
245	не о	3	1
246	без этого	1	1
247	у него	1	1
248	тем что	2	1
249	по-разному и	1	1
250	резких и	1	1
251	и материал	1	1
252	на положение	1	1
253	именно как	2	1
254	только к	3	1
255	быть тем	1	1
256	заставляет автора	1	1
257	а не	10	1
258	его как	1	1
259	о чем	2	1
260	него не	1	1
261	его эстетической	1	1
262	из которых	1	1
263	конечно не	4	1
264	и всякого	1	1
265	в течение	1	1
266	отдельности и	1	1
267	друг с	1	1
268	нашему мнению	3	1
269	и формы	3	1
270	вне его	1	1
271	искусства как	2	1
272	этот процесс	1	1
273	хотя бы	5	1
274	все они	2	1
275	они находятся	1	1
276	этой же	1	1
277	а о	2	1
278	и содержательность	1	1
279	к этому	1	1
280	как на	1	1
281	все что	1	1
282	с самим	1	1
