N	2gram	Vinokur_Vv_1	Myslijsy
688	или по	1	1
689	как он	6	1
690	например когда	1	1
691	объем и	1	1
692	в чем	4	1
693	именно так	1	1
694	не то	1	1
695	взгляду на	1	1
696	природы и	1	1
697	с которыми	1	1
698	зависимости от	1	1
699	да и	4	1
700	бы сказать	1	1
701	то очевидно	1	1
702	что содержание	1	1
703	уже в	5	1
704	от этого	5	1
705	нужна для	1	1
706	язык это	1	1
707	в одной	1	1
708	уже и	7	1
709	один из	6	1
710	другой не	1	1
711	такого рода	2	1
712	ничего не	2	1
713	и история	3	1
714	наоборот как	1	1
715	от своего	1	1
716	то как	1	1
717	всяком случае	3	1
718	из пределов	1	1
719	перестает быть	1	1
720	так называемых	4	1
721	разница лишь	1	1
722	развития но	1	1
723	его из	1	1
724	и называют	1	1
725	слово в	1	1
726	психологии и	1	1
727	выше но	1	1
728	законы развития	1	1
729	к делу	3	1
730	как языки	1	1
731	любви и	1	1
732	же всего	1	1
733	мы имеем	3	1
734	человек в	1	1
735	народов в	1	1
736	что так	1	1
737	лежит в	2	1
738	с их	5	1
739	образом в	1	1
740	во время	1	1
741	из них	3	1
742	высокой степени	1	1
743	она могла	1	1
744	а во-вторых	2	1
745	что эти	1	1
746	с ними	1	1
747	а и	1	1
748	целью усилий	1	1
749	других отношений	1	1
750	как только	1	1
751	как одно	1	1
752	на задний	1	1
753	ко всему	1	1
754	может еще	1	1
755	положение что	1	1
756	не должен	1	1
757	чем богаче	1	1
758	не всегда	1	1
759	сам по	1	1
760	себе не	1	1
761	внимание на	4	1
762	в котором	4	1
763	вряд ли	2	1
764	в зависимости	1	1
765	к лицу	1	1
766	этого слова	2	1
767	на этом	3	1
768	какие бы	1	1
769	из чужих	1	1
770	у него	1	1
771	обратить внимание	2	1
772	эти процессы	1	1
773	языка поэтому	1	1
774	не вполне	4	1
775	из его	2	1
776	будто бы	2	1
777	же как	3	1
778	свое значение	2	1
779	что вообще	1	1
780	и об	1	1
781	есть продукт	1	1
782	наука не	1	1
783	именно в	8	1
784	обширном смысле	1	1
785	от этой	1	1
786	при исследовании	1	1
787	по возможности	3	1
788	и стало	1	1
789	значения и	1	1
790	как сказано	2	1
791	отношении его	1	1
792	свои корни	1	1
793	нам по	1	1
794	значит не	1	1
795	и основные	1	1
796	того или	1	1
797	этом отношении	3	1
798	следует представлять	1	1
799	бы никакого	1	1
800	историческое исследование	1	1
801	в полной	1	1
802	выходя из	1	1
803	и на	3	1
804	есть еще	2	1
805	исторической жизни	1	1
806	степени силы	1	1
807	что собственно	3	1
808	вообще все	1	1
809	не теряет	1	1
810	в результате	3	1
811	бы с	1	1
812	не столько	2	1
813	возможности так	1	1
814	основании она	1	1
815	что этого	1	1
816	похожи на	1	1
817	должен был	4	1
818	явления в	1	1
819	к области	1	1
820	письменности и	2	1
821	что этот	1	1
822	к нашему	1	1
823	не как	3	1
824	таковы например	1	1
825	объясняется и	1	1
826	истории и	4	1
827	есть язык	1	1
828	в различных	2	1
829	представлять себе	1	1
830	с какой	1	1
831	целого к	1	1
832	в отношении	2	1
833	в построении	1	1
834	не совпадает	1	1
835	в известном	3	1
836	без того	1	1
837	этой стороны	2	1
838	поэтому его	1	1
839	должен быть	4	1
840	еще и	3	1
841	на одной	1	1
842	только о	2	1
843	утверждении что	1	1
844	мысли как	1	1
845	природе и	2	1
846	еще в	1	1
847	языка будет	1	1
848	в этимологии	2	1
849	в такой	1	1
850	мы по	1	1
851	самое понятие	1	1
852	но что	3	1
853	ее не	1	1
854	на другую	1	1
855	в вопросах	1	1
856	случае и	1	1
857	чем больше	2	1
858	в духе	1	1
859	значит что	1	1
860	все равно	1	1
861	здесь разумеется	1	1
862	так называемое	1	1
863	все это	6	1
864	нам не	1	1
865	как оно	3	1
866	в следующем	1	1
867	к общим	1	1
868	себя в	2	1
869	в каждой	2	1
870	наука о	3	1
871	в области	4	1
872	от нашего	1	1
873	которое в	2	1
874	не предполагает	1	1
875	давно уже	1	1
876	или как	3	1
877	разумеется и	3	1
878	о единстве	1	1
879	если признать	1	1
880	в которых	6	1
881	к этому	3	1
882	соприкасается с	1	1
883	это было	1	1
884	должно было	1	1
885	истории но	1	1
886	что он	4	1
887	понятно что	3	1
888	время не	1	1
889	языка во	1	1
890	смотреть как	1	1
891	каждая из	1	1
892	и уже	3	1
893	что с	3	1
894	в эту	1	1
895	на нее	2	1
896	в законах	1	1
897	себе и	2	1
898	существуют и	1	1
899	опыт с	1	1
900	что каждая	2	1
901	общими и	1	1
902	при известном	1	1
903	§ ii	1	1
904	может выражаться	1	1
905	самые сложные	1	1
906	нужно обратить	1	1
907	жизни как	2	1
908	именно он	1	1
909	ее частей	2	1
910	народов не	1	1
911	себе общий	1	1
912	в практическом	2	1
913	его нельзя	1	1
914	тех пор	1	1
915	на рубеже	2	1
916	из необходимых	1	1
917	того времени	1	1
918	языков и	2	1
919	общих чертах	1	1
920	имеет дело	5	1
921	рядом с	2	1
922	своих собственных	1	1
923	каком он	1	1
924	как ее	1	1
925	он служит	1	1
926	но для	1	1
927	чтобы убедиться	1	1
928	в данном	11	1
929	только совокупность	1	1
930	д в	2	1
931	до него	1	1
932	и какое	1	1
