N	2gram	Propp_Isto_2	DiskursI
272	знаем более	1	1
273	я его	3	1
274	в которых	2	1
275	героя с	1	1
276	и той	1	1
277	силу своей	1	1
278	тем не	1	1
279	героя но	1	1
280	и более	2	1
281	что этот	3	1
282	случае мы	2	1
283	и герой	2	1
284	на историческую	2	1
285	с миром	1	1
286	на три	2	1
287	вплоть до	1	1
288	но они	4	1
289	в таких	2	1
290	она не	5	1
291	виду что	1	1
292	самого начала	2	1
293	как о	1	1
294	дело не	4	1
295	одна из	2	1
296	я буду	3	1
297	к этим	1	1
298	на него	5	1
299	в процессе	1	1
300	xix века	1	1
301	каждый день	1	1
302	которого он	1	1
303	однако она	1	1
304	дай мне	1	1
305	в самых	1	1
306	чтобы стать	1	1
307	ничего не	7	1
308	в разных	2	1
309	из другой	1	1
310	не вполне	1	1
311	того как	4	1
312	нас же	1	1
313	к ней	2	1
314	во всем	1	1
315	страны мертвых	1	1
316	нашем языке	1	1
317	сюжета в	1	1
318	в городе	1	1
319	к себе	2	1
320	не могут	1	1
321	но все	5	1
322	не знаем	1	1
323	к тому	5	1
324	его с	1	1
325	указывает на	1	1
326	не живет	1	1
327	должен быть	1	1
328	представляют собой	3	1
329	приходит к	1	1
330	он вот	1	1
331	от друга	1	1
332	с самого	2	1
333	а слово	1	1
334	мы в	2	1
335	и большого	1	1
336	ней и	1	1
337	с ним	1	1
338	каждый из	1	1
339	о нем	4	1
340	и здесь	9	1
341	другом месте	2	1
342	и что	6	1
343	и во	1	1
344	должно было	3	1
345	по двум	1	1
346	уводит от	1	1
347	века и	1	1
348	и следовательно	1	1
349	как она	4	1
350	это всегда	1	1
351	не зная	1	1
352	воздействия на	1	1
353	традиции в	1	1
354	историческую действительность	2	1
355	и так	2	1
356	приходит в	1	1
357	одних и	1	1
358	на мир	1	1
359	с которыми	1	1
360	так что	6	1
361	что подобно	1	1
362	же и	3	1
363	для всех	1	1
364	только на	1	1
365	и они	4	1
366	себя и	2	1
367	в книге	1	1
368	и их	2	1
369	могло бы	1	1
370	вовсе не	1	1
371	в состоянии	3	1
372	друг друга	1	1
373	вводит в	1	1
374	тем что	4	1
375	в других	3	1
376	не обладает	3	1
377	и сказкой	1	1
378	того что	3	1
379	не были	1	1
380	и между	1	1
381	и др	4	1
382	но есть	2	1
383	к человеку	1	1
384	в некоторых	2	1
385	превращается в	2	1
386	до конца	1	1
387	на смерть	2	1
388	было ему	1	1
389	подобного рода	1	1
390	из героев	1	1
391	там где	1	1
392	в одно	1	1
393	должна была	1	1
394	сказать все	1	1
395	как это	3	1
396	всем что	1	1
397	в особенности	2	1
398	требует от	1	1
399	в небо	1	1
400	почему он	1	1
401	по своему	1	1
402	или короче	1	1
403	утверждая что	1	1
404	до его	1	1
405	в мир	2	1
406	мотив в	1	1
407	да и	2	1
408	кто из	1	1
409	вывод и	1	1
410	исходя из	1	1
411	сам в	1	1
412	в это	1	1
413	даже в	1	1
414	под названием	2	1
415	на пути	1	1
416	на дорогу	1	1
417	видно что	6	1
418	один из	8	1
419	см ниже	2	1
420	смерти а	1	1
421	но с	2	1
422	историческая роль	1	1
423	ли в	1	1
424	его не	2	1
425	когда он	3	1
426	но об	1	1
427	особого рода	1	1
428	еще более	1	1
429	представляли собой	2	1
430	стороны в	1	1
431	будто бы	2	1
432	же в	1	1
433	хотя в	3	1
434	засыпает а	1	1
435	но всегда	1	1
436	быть и	1	1
437	человека не	1	1
438	к самому	1	1
439	одной из	4	1
440	сказать что	2	1
441	своего мира	1	1
442	область смерти	4	1
443	она сама	1	1
444	бы его	1	1
445	из этого	1	1
446	только о	1	1
447	в какой	1	1
448	также может	1	1
449	также не	2	1
450	ее в	2	1
451	в античности	3	1
