N	2gram	Propp_Isto_4	Komedia
144	среди которых	1	3
145	мы можем	6	3
146	в других	2	3
147	и даже	4	3
148	на ее	1	3
149	ему не	1	3
150	на этот	2	3
151	один из	1	3
152	в частности	2	3
153	не может	6	3
154	конечно не	2	3
155	как бы	3	3
156	с этой	2	3
157	в целом	2	3
158	из своего	3	3
159	не знает	1	3
160	все что	4	3
161	даже если	1	2
162	такое же	4	2
163	на своей	1	2
164	из его	1	2
165	мы не	1	2
166	время как	1	2
167	представление о	1	2
168	не совсем	1	2
169	и он	3	2
170	пребывания в	1	2
171	и на	2	2
172	и отец	1	2
173	ему до	1	2
174	во всех	1	2
175	он говорит	2	2
176	что они	6	2
177	и я	1	2
178	как в	7	2
179	целый ряд	1	2
180	в результате	1	2
181	и хотя	1	2
182	и сестры	1	2
183	и если	3	2
184	на его	3	2
185	в плен	6	2
186	в силу	5	2
187	людей и	1	2
188	человека в	1	2
189	исходя из	1	2
190	а затем	3	2
191	а как	2	2
192	это не	5	2
193	еще одно	1	2
194	который по	1	2
195	ни одной	2	2
196	в развитии	1	2
197	не мог	3	2
198	этой связи	1	2
199	в котором	1	2
200	в одном	5	2
201	ее руки	1	2
202	того кто	1	2
203	что эта	3	2
204	сам он	1	2
205	тому что	1	2
206	она не	3	2
207	что происходит	1	2
208	вплоть до	1	2
209	дело не	2	2
210	в основе	1	2
211	за то	1	2
212	в области	2	2
213	в руки	3	2
214	до смерти	1	2
215	одним из	1	2
216	такого отношения	1	2
217	не считает	1	2
218	все еще	3	2
219	и это	1	2
220	как мы	5	2
221	в виду	1	2
222	здесь не	4	2
223	то время	1	2
224	роль в	1	2
225	в образе	3	2
226	особый интерес	1	2
227	наряду с	3	2
228	в эпоху	1	2
229	а также	3	2
230	в другом	5	2
231	на вопрос	3	2
232	как этот	1	2
233	и во	2	2
234	не как	1	2
235	тот же	1	2
236	могло быть	1	2
237	к отцу	1	2
238	по мнению	1	2
239	у тебя	2	2
240	в качестве	7	2
241	уже в	2	2
242	если мы	1	2
243	мы знаем	8	2
244	был бы	1	2
245	до того	1	2
246	при всей	1	2
247	от того	2	2
248	представляют собой	4	2
249	или иначе	1	2
250	на дочери	1	2
251	вином и	2	2
252	не было	1	2
253	отца в	1	2
254	а на	4	2
255	а сам	2	2
256	что мы	3	2
257	под влиянием	1	2
258	он и	1	2
259	до этого	1	2
260	его на	4	2
261	из которых	5	2
262	к своему	3	2
263	в пределах	1	2
264	не могут	2	2
265	сравнению с	3	2
266	по существу	3	2
267	его от	2	2
268	много лет	1	2
269	этом случае	3	2
270	человека который	1	2
271	видно что	1	2
272	выходит из	1	2
273	чем к	1	2
274	и все	2	2
275	полагать что	1	2
276	даже при	1	2
277	брата и	1	2
278	е в	3	2
279	между ними	3	2
280	только как	1	2
281	другой стороны	4	2
282	все к	1	2
283	что ты	1	2
284	к этой	3	2
285	по сравнению	3	2
286	в своих	1	2
287	это в	1	2
288	формы и	2	1
289	эта новая	1	1
290	два года	2	1
291	например в	3	1
292	представлял собой	1	1
293	к другому	1	1
294	с изображением	1	1
295	видеть в	2	1
296	в зависимости	1	1
297	отношений которые	1	1
298	если я	1	1
299	мы имеем	7	1
300	это совершенно	1	1
301	и наш	1	1
302	вопрос о	4	1
303	именно к	1	1
304	начинается с	2	1
305	хозяина в	2	1
306	принадлежит к	1	1
307	они были	1	1
308	ему в	2	1
309	зависимости от	1	1
310	в числе	4	1
311	и сыном	1	1
312	было до	1	1
313	собой в	2	1
314	в большинстве	1	1
315	он сам	1	1
316	все эти	3	1
317	думая что	1	1
318	со словами	1	1
319	в чем	1	1
320	только после	1	1
321	глаза на	1	1
322	поле битвы	1	1
323	но не	5	1
324	находит в	1	1
325	но как	1	1
326	к которой	1	1
327	если в	1	1
328	должны были	1	1
329	очевидно что	1	1
330	себе и	1	1
331	предположение что	2	1
332	относится к	3	1
333	которые не	1	1
334	в истории	2	1
335	себя за	1	1
336	не видно	2	1
337	в одной	3	1
338	независимо от	1	1
339	общего с	1	1
340	по содержанию	1	1
341	как к	1	1
342	бы при	1	1
343	и заставить	1	1
344	перед нами	3	1
345	на человека	1	1
346	берет его	1	1
347	на земле	3	1
348	и как	5	1
349	что по	1	1
350	и наконец	1	1
351	может послужить	1	1
352	в этот	4	1
353	ход действия	1	1
354	говорят о	1	1
355	за это	2	1
356	из этих	3	1
357	право на	2	1
358	еще один	2	1
359	им в	1	1
360	значение так	1	1
361	имеем в	2	1
362	и те	1	1
363	т д	24	1
364	по-видимому в	1	1
365	которой не	1	1
366	и почему	1	1
367	образом из	1	1
368	не к	2	1
369	уже говорилось	1	1
370	том чтобы	1	1
371	дает и	1	1
372	на этом	2	1
373	соединения с	1	1
374	в нее	1	1
375	эта же	1	1
376	и обычно	1	1
377	ссылаясь на	1	1
378	той же	1	1
379	них не	1	1
380	себя не	1	1
381	до своей	1	1
382	известно что	2	1
383	мы однако	1	1
384	в свой	2	1
385	и тем	2	1
386	в огонь	3	1
387	чаще всего	1	1
388	в это	1	1
389	его и	2	1
390	же образом	1	1
391	от которого	2	1
392	он является	1	1
393	убежден в	1	1
394	этого персонажа	1	1
395	главную роль	1	1
396	этого не	2	1
397	со своими	1	1
398	не всегда	6	1
399	а потом	1	1
400	он меня	1	1
401	можно считать	2	1
402	бога и	1	1
403	такой же	1	1
404	посвящения в	1	1
405	ни другой	1	1
406	одно из	1	1
407	и видит	1	1
408	сказать не	1	1
409	от своего	3	1
410	затем когда	1	1
411	при изучении	2	1
412	таким же	6	1
413	человеком и	2	1
414	не от	1	1
415	знаем что	7	1
416	что я	2	1
417	их между	1	1
418	и раньше	1	1
419	и мать	1	1
420	образом и	1	1
421	такую же	2	1
422	но он	4	1
423	друг другу	1	1
424	на того	1	1
425	он увидел	1	1
426	ему как	2	1
427	некоторых случаях	4	1
428	я тебя	2	1
429	то чего	3	1
430	того как	4	1
431	к этим	2	1
432	не могло	2	1
433	ним а	1	1
434	на котором	3	1
435	так много	2	1
436	найти в	1	1
437	находятся в	1	1
438	и весь	1	1
439	и по	5	1
440	он хочет	1	1
441	по своей	2	1
442	меня и	2	1
443	еще впереди	1	1
444	во всем	3	1
445	же он	4	1
446	и глаза	1	1
447	со своим	1	1
448	что на	2	1
449	у меня	1	1
450	один раз	1	1
451	если у	1	1
452	они принесены	1	1
453	могут быть	6	1
454	затем он	1	1
455	они становятся	1	1
456	указывает на	4	1
457	что при	1	1
458	здесь мы	2	1
459	в греческом	2	1
460	правда не	1	1
461	подобно тому	1	1
462	помощь в	1	1
463	всегда или	1	1
464	меня в	1	1
465	здесь также	1	1
466	и может	1	1
467	как с	1	1
468	что у	3	1
469	не объясняет	1	1
470	с собой	5	1
471	чтобы дать	1	1
472	те же	3	1
473	ты не	1	1
474	особенно в	1	1
475	живет в	2	1
476	мог бы	1	1
477	к его	1	1
478	к первому	1	1
479	это только	1	1
480	могла быть	1	1
481	жизнь и	1	1
482	не лучше	1	1
483	кормит его	1	1
484	не его	1	1
485	для этого	1	1
486	входящих в	1	1
487	своего отца	3	1
488	это явствует	1	1
489	отца по	1	1
490	то они	1	1
491	на что	1	1
492	после того	2	1
493	основе своей	1	1
494	все его	1	1
495	всей ситуации	1	1
496	отцу он	1	1
497	нас в	1	1
498	за свое	1	1
499	как нет	1	1
500	три раза	2	1
501	двух сторон	1	1
502	путь к	1	1
503	к источнику	1	1
504	от них	2	1
505	этот момент	2	1
506	но нет	1	1
507	не надо	1	1
508	в греческой	1	1
509	и подобных	1	1
510	в середине	1	1
511	он его	1	1
512	сказать и	1	1
513	и она	1	1
514	и забирает	1	1
515	что здесь	7	1
516	но так	1	1
517	на которой	2	1
518	ни к	1	1
519	он стал	2	1
520	мы видим	6	1
521	с появлением	4	1
522	причем эта	1	1
523	только в	3	1
524	это же	2	1
525	чтобы их	1	1
526	в эти	1	1
527	человека с	3	1
528	к какому	1	1
529	с двумя	1	1
530	и у	5	1
531	ему отцом	1	1
532	только на	1	1
533	друг за	1	1
534	в нашей	1	1
535	не из	1	1
536	и других	3	1
537	отец здесь	1	1
538	уже нет	3	1
539	к каким	1	1
540	и их	2	1
541	пока не	1	1
542	руки и	1	1
543	в охотничьих	1	1
544	ты меня	3	1
545	с этими	2	1
546	не случайно	2	1
547	в некоторых	5	1
548	что тебе	1	1
549	случае с	1	1
550	самое интересное	1	1
551	чаще однако	1	1
552	но вместе	1	1
553	женится на	1	1
554	а именно	3	1
555	эти две	1	1
556	уходит в	1	1
557	с той	2	1
558	а с	1	1
559	показывает что	10	1
560	мы еще	1	1
561	говорит о	2	1
562	превращается в	7	1
563	текста это	1	1
564	на которых	1	1
565	не на	3	1
566	у его	1	1
567	меня я	2	1
568	с которым	1	1
569	если этот	1	1
570	которые как	1	1
571	явствует из	1	1
572	что явился	1	1
573	действия в	1	1
574	этой же	1	1
575	человек в	1	1
576	теперь он	1	1
577	интересно отметить	1	1
578	или на	2	1
579	других случаях	1	1
580	он уже	2	1
581	я тебе	7	1
582	не удается	1	1
583	за другом	1	1
584	другие не	1	1
585	мы опять	2	1
586	к жизни	1	1
587	такого рода	2	1
588	ей и	1	1
589	тому как	1	1
590	в ответ	1	1
591	в тех	4	1
592	и там	2	1
593	на левой	1	1
594	быть только	1	1
595	в мир	1	1
596	для человека	1	1
597	целый год	1	1
598	образом на	1	1
599	хотя он	1	1
600	с тремя	1	1
601	себя их	1	1
602	что между	1	1
603	ему все	1	1
604	на пути	1	1
605	можно сказать	1	1
606	происходит с	1	1
607	в основном	1	1
608	короче говоря	1	1
609	он должен	3	1
610	нечто подобное	2	1
611	это ясно	1	1
612	как отец	1	1
613	а что	1	1
614	или в	3	1
615	что кто-то	1	1
616	или дочери	1	1
617	в другой	3	1
618	а к	1	1
619	в голову	1	1
620	его происхождение	1	1
621	она уже	1	1
622	для нас	3	1
623	у них	1	1
624	всякого рода	3	1
625	в этих	7	1
626	не будучи	1	1
627	его тем	1	1
628	за него	1	1
629	мог быть	1	1
630	превратился в	2	1
631	что попадется	1	1
632	бы на	1	1
633	на поле	3	1
634	на смену	3	1
635	заимствована из	1	1
636	сказать что	2	1
637	и только	5	1
638	понимать как	1	1
639	но этот	2	1
640	самое что	1	1
641	на своем	1	1
642	жизни и	1	1
643	пути к	1	1
644	указывают на	2	1
645	по поводу	1	1
646	под тем	1	1
647	как на	1	1
648	том числе	1	1
649	они не	1	1
650	ничего общего	1	1
