N	2gram	Propp_Morf_1	formyVre
238	между ними	1	2
239	гл vii	1	2
240	равно как	1	2
241	как на	1	2
242	во всяком	2	2
243	изучения этих	1	1
244	увидим дальше	1	1
245	можно говорить	1	1
246	например в	2	1
247	и действительно	1	1
248	и то	1	1
249	же точностью	1	1
250	на самом	4	1
251	вне связи	3	1
252	это и	2	1
253	обстоит дело	1	1
254	проявляются в	1	1
255	которую они	1	1
256	всех случаях	1	1
257	короля и	1	1
258	свое место	1	1
259	вне своего	1	1
260	должна быть	1	1
261	к созданию	1	1
262	ее поэтому	1	1
263	очень широко	1	1
264	у тебя	1	1
265	корабль и	2	1
266	большую роль	1	1
267	вопрос о	7	1
268	на эти	1	1
269	со смертью	2	1
270	для лучшего	1	1
271	начинается с	3	1
272	время как	3	1
273	разновидности и	1	1
274	вместо того	1	1
275	пр и	2	1
276	в числе	2	1
277	форм мы	1	1
278	героев в	1	1
279	это время	1	1
280	между собой	4	1
281	он сам	1	1
282	в чем	1	1
283	с его	2	1
284	тем как	1	1
285	в нашем	3	1
286	я был	1	1
287	самом деле	4	1
288	не входит	1	1
289	с трудом	1	1
290	а он	1	1
291	в церковь	1	1
292	герой не	2	1
293	отличие от	1	1
294	первый взгляд	3	1
295	до его	1	1
296	это герои	1	1
297	о жизни	1	1
298	более и	1	1
299	в него	1	1
300	все остальные	1	1
301	в полном	1	1
302	сторона в	1	1
303	быть объяснена	1	1
304	имеет свои	2	1
305	следующим образом	3	1
306	и этим	5	1
307	животных и	3	1
308	в которой	3	1
309	как то	2	1
310	формы в	1	1
311	бы не	1	1
312	человека эта	1	1
313	как их	2	1
314	учение о	3	1
315	идут в	1	1
316	им в	1	1
317	и тот	1	1
318	а вовсе	1	1
319	иногда этот	1	1
320	но прежде	1	1
321	вообще не	1	1
322	стремится к	1	1
323	новое значение	1	1
324	мы можем	2	1
325	не значит	2	1
326	в тот	1	1
327	во славу	1	1
328	образом и	1	1
329	в мифах	1	1
330	гл vi	1	1
331	в точном	1	1
332	на его	4	1
333	чтобы в	1	1
334	будем говорить	1	1
335	так например	3	1
336	одно и	1	1
337	в основу	2	1
338	но все	3	1
339	в каждом	1	1
340	ее по	3	1
341	в состоянии	1	1
342	они должны	1	1
343	другом случае	1	1
344	об этом	4	1
345	форм и	1	1
346	это было	3	1
347	рассматриваются как	2	1
348	или просто	2	1
349	и тем	2	1
350	чаще всего	7	1
351	едой и	1	1
352	и каждый	1	1
353	ни в	1	1
354	о которых	1	1
355	служит в	1	1
356	результате и	1	1
357	формах в	1	1
358	форме диалога	1	1
359	или три	1	1
360	чем в	1	1
361	мы не	8	1
362	других и	1	1
363	такой же	1	1
364	в один	3	1
365	понятия и	1	1
366	нисколько не	1	1
367	море все	1	1
368	в своей	1	1
369	как все	1	1
370	именно и	1	1
371	за которым	2	1
372	имеется и	1	1
373	возвращаемся к	1	1
374	по особым	1	1
375	с самого	1	1
376	также совершенно	1	1
377	не столько	1	1
378	что до	1	1
379	точку зрения	1	1
380	которые в	1	1
381	чтобы это	1	1
382	однако в	2	1
383	в пропасть	3	1
384	то их	1	1
385	сам он	3	1
386	тому что	4	1
387	в таких	2	1
388	на ряд	1	1
389	не имеет	2	1
390	самого начала	1	1
391	дело в	1	1
392	одна из	4	1
393	и сама	1	1
394	на него	3	1
395	не по	2	1
396	весь этот	1	1
397	материала в	1	1
398	функцию в	1	1
399	где только	1	1
400	вещей на	1	1
401	или вовсе	1	1
402	это мы	1	1
403	под этим	1	1
404	или как	1	1
405	и притом	1	1
406	за исключением	1	1
407	вперед и	1	1
408	во всем	1	1
409	мы обозначим	1	1
410	по земле	1	1
411	существу является	1	1
412	у отца	1	1
413	точном смысле	1	1
414	есть у	1	1
415	и здесь	5	1
416	не могут	4	1
417	когда мы	1	1
418	герой и	3	1
419	и развития	1	1
420	мы выделили	1	1
421	получает новый	1	1
422	в наши	1	1
423	кем и	1	1
424	сказать что	2	1
425	оно не	2	1
426	если же	5	1
427	есть нечто	3	1
428	приходит к	1	1
429	с ее	1	1
430	как не	1	1
431	данном случае	1	1
432	нами выше	1	1
433	него самого	1	1
434	царя и	2	1
435	действия и	1	1
436	то время	3	1
437	ряду с	1	1
438	на свой	1	1
439	здесь как	1	1
440	раз он	1	1
441	которые он	1	1
442	с собой	3	1
443	еще в	1	1
444	этим в	1	1
445	имеется в	3	1
446	что от	1	1
447	если бы	2	1
448	них не	1	1
449	явления которыми	1	1
450	то они	2	1
451	этих условиях	1	1
452	но к	1	1
453	но мы	3	1
454	и что	2	1
455	в глаза	2	1
456	в различных	2	1
457	этой формой	1	1
458	может не	1	1
459	там же	1	1
460	доходит до	1	1
461	между тем	5	1
462	этот момент	3	1
463	функций в	1	1
464	и хорошо	1	1
465	на одном	1	1
466	непосредственно после	1	1
467	д он	2	1
468	бы поставить	1	1
469	которой все	1	1
470	всего этого	1	1
471	и были	1	1
472	на корабль	1	1
473	ряд других	1	1
474	сразу с	1	1
475	все формы	1	1
476	в другую	2	1
477	содержания но	1	1
478	тех пор	1	1
479	герой в	1	1
480	в формах	1	1
481	см гл	1	1
482	в новой	1	1
483	важное значение	1	1
484	мы увидим	8	1
485	что даже	1	1
486	ли он	1	1
487	лишь на	2	1
488	его жизнь	1	1
489	как нечто	1	1
490	задачи на	3	1
491	он действует	2	1
492	и ее	3	1
493	больше чем	1	1
494	себя в	1	1
495	же элементы	1	1
496	для всех	1	1
497	тем временем	2	1
498	не можем	1	1
499	море и	1	1
500	в виде	2	1
501	здесь же	3	1
502	специфическая особенность	1	1
503	превращаются в	1	1
504	стороны оно	1	1
505	как такового	1	1
506	не противоречит	1	1
507	в очень	1	1
508	момент в	1	1
509	из приведенных	2	1
510	приведенных случаях	1	1
511	без всякой	2	1
512	точек зрения	1	1
513	на свое	1	1
514	на ее	1	1
515	в бою	2	1
516	после смерти	1	1
517	еще и	1	1
518	такое же	1	1
519	когда герой	1	1
520	что не	1	1
521	мы скажем	1	1
522	на этот	1	1
523	в рассказе	1	1
524	на нескольких	1	1
525	другой стороны	4	1
526	одну из	1	1
527	формах но	1	1
528	на корабле	1	1
529	или с	3	1
530	несмотря на	4	1
531	но как	2	1
532	тем больше	1	1
533	хочет жениться	1	1
534	все более	1	1
535	так называемой	1	1
536	их трансформации	1	1
537	надо было	1	1
538	этих случаях	11	1
539	одной стороны	1	1
540	можно условно	1	1
541	существу не	1	1
542	лежат в	1	1
543	есть на	1	1
544	пример в	1	1
545	его мать	1	1
546	в тех	6	1
547	с тех	1	1
548	имен и	1	1
549	стремления к	1	1
550	благодаря этому	3	1
551	видно что	1	1
552	между прочим	1	1
553	по горизонтали	1	1
554	и тогда	1	1
555	тех же	4	1
556	рассматривать как	1	1
557	это уже	3	1
558	в немецкой	1	1
559	указать на	1	1
560	должны быть	1	1
561	в результате	7	1
562	литературных жанров	1	1
563	же случай	1	1
564	в отдельных	3	1
565	лишь как	1	1
566	и ни	1	1
567	своих героев	1	1
568	переносится в	1	1
569	идет об	1	1
570	в настоящее	3	1
571	бы на	1	1
572	и вдруг	1	1
573	требует чтобы	3	1
574	всего мира	1	1
575	же функции	1	1
576	состоит из	1	1
577	в отдельности	1	1
578	совершенно не	1	1
579	дело с	1	1
580	же относится	1	1
581	в быту	1	1
582	нет но	1	1
583	сюда прежде	1	1
584	на своем	1	1
585	большой интерес	1	1
586	xiv в	1	1
587	или непосредственно	1	1
588	из головы	1	1
589	в таком	1	1
590	они не	1	1
