N	2gram	Vinokur_Ku_2	KFilosof
123	всех этих	3	3
124	для того	9	3
125	в корне	2	3
126	в каждом	1	3
127	могла бы	2	3
128	если ты	1	3
129	в другом	2	3
130	этом смысле	5	3
131	нет в	1	3
132	рядом с	2	3
133	не должно	2	3
134	что этот	1	3
135	не менее	7	3
136	тогда когда	1	3
137	где он	1	3
138	на язык	1	3
139	ничего не	4	3
140	могут быть	4	3
141	здесь не	3	3
142	ясно что	5	3
143	отсюда и	2	3
144	здесь нет	1	3
145	но здесь	2	3
146	в виду	3	3
147	о том	1	3
148	того или	2	3
149	того что	3	3
150	в современной	2	3
151	быть и	1	3
152	и тем	5	3
153	я имею	1	3
154	был бы	2	3
155	тем что	3	3
156	от того	4	3
157	в данный	1	3
158	что не	6	3
159	и пр	8	3
160	до конца	3	3
161	по своему	1	3
162	поскольку он	1	3
163	сознания и	2	3
164	а все	1	3
165	лишь как	1	3
166	не должен	1	3
167	только с	1	3
168	но можно	2	3
169	в свою	2	3
170	или иного	2	3
171	в то	4	3
172	чтобы не	2	2
173	и то	5	2
174	он может	1	2
175	это и	3	2
176	едва ли	1	2
177	и должен	1	2
178	поскольку она	1	2
179	а как	1	2
180	на первом	1	2
181	вопрос о	9	2
182	с его	1	2
183	в данном	4	2
184	свою жизнь	1	2
185	или иное	3	2
186	как в	3	2
187	как к	1	2
188	то или	3	2
189	и как	1	2
190	от этого	2	2
191	себе как	1	2
192	ни одна	1	2
193	в этой	6	2
194	стороны ее	1	2
195	нами в	1	2
196	как оно	1	2
197	есть именно	1	2
198	в принципе	1	2
199	в виде	1	2
200	лишь с	2	2
201	так и	4	2
202	смысле в	1	2
203	то ни	1	2
204	не будет	1	2
205	а по	1	2
206	смысл лишь	1	2
207	кажется что	1	2
208	соответствии с	2	2
209	их для	1	2
210	с тем	2	2
211	место и	1	2
212	но я	1	2
213	что значит	2	2
214	можно ли	4	2
215	тем не	6	2
216	и под	1	2
217	по себе	10	2
218	случае мы	1	2
219	тому что	1	2
220	что есть	1	2
221	что эта	2	2
222	дело не	2	2
223	дело в	1	2
224	в процессе	3	2
225	того чтобы	11	2
226	где его	1	2
227	же время	3	2
228	не нужен	1	2
229	в области	11	2
230	не потому	1	2
231	и именно	1	2
232	выход из	1	2
233	оно не	2	2
234	ничего общего	1	2
235	говорить о	4	2
236	и когда	1	2
237	пройти мимо	1	2
238	это только	2	2
239	сводится к	3	2
240	бы то	1	2
241	и просто	1	2
242	ее от	1	2
243	вся эта	2	2
244	может иметь	1	2
245	в него	1	2
246	мысль и	2	2
247	что только	1	2
248	тот же	5	2
249	дело с	1	2
250	что он	5	2
251	именно на	1	2
252	в качестве	8	2
253	а это	2	2
254	его и	1	2
255	слова в	6	2
256	содержания и	1	2
257	самого факта	1	2
258	или иной	1	2
259	ли это	2	2
260	для этого	3	2
261	но есть	2	2
262	прежде всего	8	2
263	в соответствии	3	2
264	смысла и	2	2
265	он и	2	2
266	если не	1	2
267	для этой	2	2
268	полное слово	1	2
269	я уже	1	2
270	в некое	1	2
271	и потому	2	2
272	разве не	2	2
273	что за	2	2
274	знать что	1	2
275	действительно ли	1	2
276	быть не	2	2
277	в это	1	2
278	этого слова	5	2
279	но для	3	2
280	или иным	1	2
281	и смысл	1	2
282	ни к	15	2
283	потому что	25	2
284	его к	2	2
285	к этому	4	2
286	смысле слова	2	1
287	ту же	6	1
288	единицы и	1	1
289	также и	5	1
290	научного и	1	1
291	место при	1	1
292	утверждение что	1	1
293	показать что	1	1
294	тем же	2	1
295	и до	2	1
296	исходит из	1	1
297	ведь и	1	1
298	в зависимости	4	1
299	отношения к	2	1
300	мы уже	1	1
301	той же	2	1
302	из всех	1	1
303	но никто	1	1
304	что между	2	1
305	это что	1	1
306	совпадает с	1	1
307	само слово	1	1
308	него здесь	1	1
309	нечего делать	1	1
310	конечно и	2	1
311	так называемые	2	1
312	и он	1	1
313	и говорить	1	1
314	не был	1	1
315	столь же	1	1
316	как таковая	1	1
317	в нашем	7	1
318	имеем здесь	1	1
319	они имеют	2	1
320	мы будем	2	1
321	нет не	1	1
322	что язык	1	1
323	так по	1	1
324	в ткань	1	1
325	не просто	2	1
326	и могло	1	1
327	определяется не	1	1
328	более чем	1	1
329	с этим	3	1
330	и целого	1	1
331	такова же	1	1
332	помнить что	1	1
333	хотя и	4	1
334	бы я	1	1
335	что подобные	1	1
336	следующие строки	1	1
337	невозможен и	1	1
338	и к	1	1
339	в каком-то	1	1
340	в действительности	1	1
341	за собой	2	1
342	в самом	12	1
343	значения как	1	1
344	в которой	1	1
345	как-то не	1	1
346	это единственная	1	1
347	в известном	1	1
348	вообще а	2	1
349	бы только	1	1
350	на то	4	1
351	самого по	1	1
352	этот процесс	1	1
353	что она	3	1
354	жива и	1	1
355	не следует	5	1
356	главным образом	3	1
357	сказать в	1	1
358	а скорее	1	1
359	она становится	1	1
360	перестает быть	1	1
361	и утверждается	1	1
362	их в	1	1
363	его от	1	1
364	и по	3	1
365	на этом	3	1
366	эта же	1	1
367	следует конечно	1	1
368	значительной степени	1	1
369	этом последнем	1	1
370	том же	1	1
371	том случае	2	1
372	об этом	5	1
373	связанных с	1	1
374	и с	7	1
375	здесь то	2	1
376	который и	1	1
377	на почве	1	1
378	всю свою	1	1
379	должен был	1	1
380	в тон	1	1
381	это ее	1	1
382	который по	1	1
383	бы совершенно	1	1
384	поможет нам	1	1
385	это положение	2	1
386	и имеют	1	1
387	все равно	2	1
388	этого не	3	1
389	и уже	1	1
390	несмотря на	5	1
391	никто конечно	1	1
392	значит не	1	1
393	чем в	3	1
394	перейдем теперь	1	1
395	и было	1	1
396	же мысль	1	1
397	такой же	1	1
398	не мог	1	1
399	и иное	1	1
400	в этих	1	1
401	какие бы	1	1
402	лежат в	1	1
403	он должен	1	1
404	не становится	1	1
405	всяком случае	5	1
406	на месте	1	1
407	которого является	1	1
408	то для	3	1
409	свой смысл	1	1
410	признать что	1	1
411	значение для	1	1
412	однако он	1	1
413	исключительно на	1	1
414	но он	1	1
415	творчества и	1	1
416	имеет смысл	1	1
417	если и	3	1
418	в отношении	2	1
419	никогда бы	1	1
420	она не	2	1
421	мышление в	1	1
422	его делает	1	1
423	одна из	1	1
424	первая часть	1	1
425	но может	1	1
426	например что	2	1
427	делает своим	1	1
428	его есть	1	1
429	к такому	1	1
430	но только	4	1
431	для всего	1	1
432	следовательно и	2	1
433	подписаться под	1	1
434	важно однако	1	1
435	вследствие того	1	1
436	оно могло	1	1
437	между прочим	2	1
438	действительно в	1	1
439	ему и	1	1
440	вместо того	1	1
441	полагаю что	1	1
442	это слово	4	1
443	то этот	1	1
444	следует что	3	1
445	мы признаем	1	1
446	только от	1	1
447	но там	1	1
448	и такие	1	1
449	никем и	1	1
450	зависимости от	5	1
451	отличается от	3	1
452	всего в	3	1
453	к тому	4	1
454	всего что	2	1
455	политика в	3	1
456	котором говорит	1	1
457	к настоящему	1	1
458	имеет место	1	1
459	всегда в	1	1
460	данной области	1	1
461	этой своей	1	1
462	если мы	4	1
463	и о	4	1
464	с ее	1	1
465	что все	5	1
466	как не	3	1
467	свою очередь	2	1
468	всего этого	1	1
469	и от	2	1
470	характер и	2	1
471	уже с	1	1
472	приводит к	5	1
473	можно говорить	2	1
474	и иные	1	1
475	являются лишь	1	1
476	на том	2	1
477	не с	1	1
478	здесь как	1	1
479	который знает	1	1
480	мог бы	1	1
481	за волосы	1	1
482	подойти к	1	1
483	основана на	1	1
484	поэтому в	1	1
485	содержание которое	1	1
486	собой и	1	1
487	в настоящее	1	1
488	и даже	2	1
489	всякого культурного	1	1
490	образом в	2	1
491	находится в	1	1
492	факт признания	1	1
493	все дело	2	1
494	здесь я	1	1
495	на все	2	1
496	бы условиях	1	1
497	настоящее время	1	1
498	не стоит	1	1
499	можно сказать	4	1
500	в значительной	1	1
501	не выходит	1	1
502	ни на	2	1
503	в конечном	2	1
504	в данных	1	1
505	и приводит	2	1
506	и смысловой	1	1
507	тем или	1	1
508	и требует	1	1
509	от них	1	1
510	переходит в	1	1
511	но нет	1	1
512	нуждается в	2	1
513	вообще и	2	1
514	сказать и	1	1
515	каких бы	1	1
516	в лучшем	3	1
517	найти и	1	1
518	для самого	2	1
519	в каких	1	1
520	значит что	1	1
521	известном смысле	1	1
522	один из	5	1
523	которой и	1	1
524	но с	1	1
525	одной из	1	1
526	в какой	1	1
527	и некоторым	1	1
528	каком бы	1	1
529	и оба	1	1
530	же на	1	1
531	их не	2	1
532	а только	3	1
533	же и	2	1
534	внимание в	1	1
535	быть лучше	1	1
536	в большинстве	1	1
537	есть проблема	1	1
538	только тогда	1	1
539	что первая	1	1
540	живое слово	1	1
541	то только	2	1
542	большинстве случаев	2	1
543	конечном счете	2	1
544	одно из	1	1
545	ведь это	1	1
546	наше время	2	1
547	говорить об	1	1
548	даже к	1	1
549	отличен от	1	1
550	не для	1	1
551	смысле этого	2	1
552	так как	15	1
553	ее не	1	1
554	может служить	2	1
555	если оно	1	1
556	мы можем	1	1
557	много и	1	1
558	само по	5	1
559	но уже	2	1
560	и никогда	1	1
561	а некоторый	1	1
562	как раз	3	1
563	они будут	1	1
564	отношении я	1	1
565	для решения	1	1
566	говорим о	2	1
567	этом пути	1	1
568	а именно	2	1
569	по всей	1	1
570	и др	1	1
571	в живом	2	1
572	противном случае	1	1
573	этот термин	2	1
574	превращается в	2	1
575	не решает	1	1
576	другом случае	1	1
577	здесь дело	1	1
578	с которым	1	1
579	пр и	1	1
580	что мы	6	1
581	и полнее	1	1
582	связь с	1	1
583	ведь только	1	1
584	не способна	1	1
585	эти слова	1	1
586	вместе с	5	1
587	смысл который	1	1
588	мы говорим	2	1
589	книге о	1	1
590	что именно	1	1
591	о возможности	2	1
592	из которых	3	1
593	когда мы	1	1
594	это различие	1	1
595	из первого	1	1
596	лежит в	1	1
597	том смысле	1	1
598	их смысле	1	1
599	слова и	5	1
600	ссылки на	1	1
601	только для	2	1
602	влечет за	1	1
603	лучшем случае	3	1
604	к двум	1	1
605	в противном	1	1
606	должны быть	2	1
607	не раз	1	1
608	не носит	1	1
609	языка это	1	1
610	ее можно	1	1
611	живет и	3	1
612	где и	1	1
613	она может	1	1
614	или в	4	1
615	имеет дело	1	1
616	когда он	1	1
617	приобретает значение	1	1
618	всего можно	1	1
619	не более	2	1
620	где ее	1	1
621	мы должны	2	1
622	только что	1	1
623	все они	2	1
624	я в	1	1
625	или не	1	1
626	же в	3	1
627	и законов	1	1
628	за этим	2	1
629	но оно	2	1
630	лишь по	1	1
631	между ними	1	1
632	необходимое условие	1	1
633	была бы	4	1
634	того же	3	1
635	день и	1	1
636	имеют смысл	1	1
637	будет тем	1	1
638	утверждать что	2	1
639	но эти	1	1
640	в искусстве	1	1
641	дело лишь	1	1
642	по поводу	2	1
643	это в	2	1
644	который не	1	1
645	гораздо более	3	1
646	во всяком	5	1
647	они не	1	1
