N	2gram	Bakhtin_sl_2	NovoeSre
170	и которые	1	1
171	он также	1	1
172	и xv	1	1
173	еще в	1	1
174	во внешнюю	1	1
175	мир не	1	1
176	героя но	1	1
177	человека это	1	1
178	с ним	7	1
179	приходится выбирать	1	1
180	нас и	1	1
181	можно сказать	1	1
182	говорить о	3	1
183	эпохи в	1	1
184	путь на	1	1
185	мы всегда	1	1
186	не был	2	1
187	в виду	1	1
188	зависимости от	4	1
189	эпох и	1	1
190	вопрос об	1	1
191	в недрах	1	1
192	на нем	2	1
193	освобождения от	1	1
194	на них	2	1
195	что его	1	1
196	в чем	3	1
197	весь характер	1	1
198	не могут	5	1
199	к нему	3	1
200	обреченный на	1	1
201	нем не	1	1
202	то он	1	1
203	значение и	1	1
204	в его	7	1
205	менее всего	2	1
206	отличие от	13	1
207	ориентироваться в	1	1
208	лишь к	1	1
209	и только	1	1
210	культур и	1	1
211	и ложь	1	1
212	и она	1	1
213	в значительной	6	1
214	странах и	1	1
215	в своем	6	1
216	как например	2	1
217	и нет	2	1
218	в формах	1	1
219	человека в	5	1
220	и национальные	1	1
221	связанный с	1	1
222	что он	2	1
223	только в	5	1
224	во всем	4	1
225	по своей	1	1
226	и творческим	1	1
227	в самом	1	1
228	и вражды	1	1
229	он в	1	1
230	действует но	1	1
231	же и	2	1
232	для всех	4	1
233	человеке и	3	1
234	но во	1	1
235	уже в	2	1
236	к единству	1	1
237	единству и	2	1
238	в большинстве	6	1
239	дальше и	1	1
240	отнести к	1	1
241	человек не	1	1
242	вообще не	1	1
243	него и	1	1
244	большинстве случаев	5	1
245	стихии которая	1	1
246	мир в	1	1
247	сказать мы	1	1
248	борьбу за	1	1
249	для того	2	1
250	и их	5	1
251	как часто	1	1
252	всяком случае	2	1
253	нуждается в	2	1
254	судьбах человеческого	1	1
255	слова в	13	1
256	в политической	1	1
257	сами по	1	1
258	в конце	1	1
259	не для	1	1
260	часто не	1	1
261	друг друга	1	1
262	и рождается	1	1
263	всех своих	1	1
264	людей и	2	1
265	тем что	1	1
266	в нее	2	1
267	но все	5	1
268	значительной степени	6	1
269	формы к	1	1
270	обособления которое	1	1
271	значение в	2	1
272	во власти	2	1
273	не были	1	1
274	социальная жизнь	1	1
275	них не	1	1
276	и русский	1	1
277	говорим о	1	1
278	оно лишь	1	1
279	знает что	1	1
280	с другими	4	1
281	христианская идея	1	1
282	а это	1	1
283	и правды	1	1
284	котором и	1	1
285	себя и	4	1
286	в отличие	12	1
287	что не	1	1
288	но оно	2	1
289	связано с	3	1
290	их не	1	1
291	превращается в	1	1
292	а на	1	1
293	они не	2	1
294	в этой	1	1
295	с большей	1	1
296	не на	1	1
297	этого не	1	1
298	для сознания	2	1
299	не всегда	2	1
300	как ни	1	1
301	он стремится	2	1
302	сферах жизни	1	1
303	когда она	1	1
304	ближе к	1	1
305	одного и	1	1
306	оно же	1	1
307	во франции	2	1
308	и еще	1	1
309	менее чем	1	1
310	в эту	1	1
311	в этих	7	1
312	может иметь	3	1
313	самая постановка	1	1
314	нет для	1	1
315	замкнутости и	1	1
316	и особенно	2	1
317	в такой	1	1
318	ее судьбы	1	1
319	к себе	1	1
320	только для	1	1
321	предметного содержания	1	1
322	рода и	1	1
323	нужно отнести	1	1
324	не столько	3	1
325	нет ни	1	1
326	и мир	4	1
327	мы опять	1	1
328	в зависимости	4	1
329	с миром	1	1
330	но он	2	1
331	быть только	1	1
332	и более	2	1
333	слова все	3	1
334	мира с	1	1
335	по себе	5	1
336	в той	4	1
337	и вся	1	1
338	xiv и	1	1
339	приблизиться к	1	1
340	сих пор	2	1
341	так как	4	1
342	о формах	2	1
343	мире а	1	1
344	в сущности	6	1
345	в более	2	1
346	за его	1	1
347	и воля	2	1
348	и отдельных	1	1
349	и имеет	1	1
350	сам человек	1	1
351	до сих	2	1
352	общественным мнением	1	1
353	в силах	1	1
354	империи и	1	1
355	чтобы понять	1	1
356	римской империи	1	1
357	в исторический	1	1
358	особого рода	1	1
359	всего что	1	1
360	а во	1	1
361	или нет	1	1
362	она с	1	1
363	к ней	2	1
364	событиях и	1	1
365	и политические	1	1
366	и его	33	1
367	а также	3	1
368	уже нет	1	1
369	все более	1	1
370	речи о	1	1
371	вступает в	1	1
372	образ человека	1	1
373	смысле в	1	1
374	возможно лишь	1	1
375	в области	2	1
376	разложения и	2	1
377	только одна	1	1
378	в свою	3	1
379	глубоком и	1	1
380	и оно	2	1
381	того же	1	1
382	характерны для	1	1
383	в речах	2	1
384	во все	1	1
385	и всех	1	1
386	числе и	1	1
387	эти слова	2	1
388	например во	2	1
389	во всяком	3	1
390	социальные и	1	1
391	оно не	8	1
392	все что	2	1
393	том числе	1	1
