N	2gram	Vinokur_Ku_3	Hudozhes
112	о них	4	3
113	ни о	1	3
114	же самое	1	3
115	когда в	2	3
116	внимание на	2	3
117	к нему	1	3
118	одной из	1	3
119	с ними	1	3
120	деле не	2	3
121	и ее	1	3
122	с одной	4	3
123	для нас	4	3
124	теперь же	1	3
125	конечном счете	1	3
126	характерно что	1	3
127	в одном	2	3
128	что на	3	3
129	с другой	7	3
130	и тех	1	3
131	все время	1	3
132	а с	3	3
133	во внешней	1	3
134	прежде всего	9	3
135	так же	2	3
136	одной стороны	4	3
137	все это	2	3
138	всего лишь	1	3
139	ли в	1	3
140	будто бы	1	3
141	все они	2	3
142	на фоне	7	3
143	есть и	1	3
144	по поводу	3	3
145	самом деле	14	3
146	все что	1	3
147	говорили о	1	2
148	же как	1	2
149	и то	1	2
150	в первом	5	2
151	той же	3	2
152	который в	1	2
153	он знает	1	2
154	говорить о	6	2
155	одного слова	1	2
156	он сам	1	2
157	тем как	1	2
158	отношение к	3	2
159	тесный круг	1	2
160	более чем	2	2
161	все же	5	2
162	как уже	1	2
163	и к	3	2
164	но в	2	2
165	со своей	1	2
166	в нашем	7	2
167	из этих	5	2
168	не более	2	2
169	и становится	1	2
170	тому же	3	2
171	мысли и	2	2
172	т д	8	2
173	в принципе	1	2
174	не как	2	2
175	на этом	2	2
176	однако в	2	2
177	не будет	1	2
178	а по	1	2
179	зрения на	3	2
180	не с	2	2
181	лишь в	8	2
182	его в	2	2
183	от которого	1	2
184	о которых	1	2
185	характер и	1	2
186	и было	1	2
187	обратимся к	1	2
188	же я	1	2
189	в г	1	2
190	с точки	16	2
191	если можно	1	2
192	она в	1	2
193	не столько	4	2
194	что я	1	2
195	нельзя было	1	2
196	начнем с	1	2
197	как видим	1	2
198	а вот	2	2
199	дело не	2	2
200	того как	7	2
201	не по	3	2
202	первая половина	1	2
203	только не	1	2
204	в основе	1	2
205	в строгом	1	2
206	приходит к	1	2
207	как мы	5	2
208	данном случае	4	2
209	она может	2	2
210	приводит к	1	2
211	те же	7	2
212	до сих	8	2
213	все те	2	2
214	о нем	1	2
215	в другом	1	2
216	и просто	1	2
217	с того	1	2
218	а также	4	2
219	того или	3	2
220	во втором	1	2
221	нуждается в	1	2
222	и только	3	2
223	и об	2	2
224	один из	4	2
225	здесь не	2	2
226	идет по	1	2
227	именно на	2	2
228	с какой	1	2
229	же и	1	2
230	ни одного	2	2
231	в виде	1	2
232	т п	41	2
233	вовсе не	5	2
234	сих пор	8	2
235	или иной	7	2
236	именно в	3	2
237	как же	3	2
238	еще и	2	2
239	что не	4	2
240	мы знаем	1	2
241	и составляет	1	2
242	именно так	2	2
243	когда же	1	2
244	вместе с	2	2
245	этот смысл	1	2
246	в данном	7	2
247	он будет	2	2
248	или иного	3	2
249	в ряду	3	2
250	что же	5	2
251	в контексте	1	2
252	и от	1	2
253	только для	2	2
254	о его	1	2
255	это был	1	2
256	и для	1	2
257	лицо и	1	2
258	отнюдь не	3	2
259	в двух	2	2
260	это уже	3	2
261	у которого	1	2
262	потому что	12	2
263	хотя бы	9	2
264	давно уже	1	2
265	точки зрения	23	2
266	а о	1	2
267	между ними	1	2
268	и эта	1	2
269	сказать что	7	2
270	что даже	1	2
271	т е	32	2
272	самое что	1	2
273	к числу	1	2
274	как на	8	2
275	тем самым	4	2
276	говорит это	1	1
277	одних и	1	1
278	отношения к	1	1
279	этой фразы	2	1
280	например в	1	1
281	в сфере	1	1
282	таком случае	2	1
283	и через	2	1
284	тех же	4	1
285	это и	3	1
286	бы для	1	1
287	на деле	1	1
288	которой так	1	1
289	было как	2	1
290	и так	1	1
291	к другому	2	1
292	но чего	1	1
293	на две	1	1
294	также и	5	1
295	чего в	1	1
296	пока он	3	1
297	на материале	2	1
298	различает в	1	1
299	мы имеем	2	1
300	мы не	3	1
301	себе как	1	1
302	что если	2	1
303	смысле можно	2	1
304	содержания в	2	1
305	ответить на	2	1
306	нам в	1	1
307	иметь никакого	1	1
308	в сущности	4	1
309	время как	1	1
310	к смыслу	1	1
311	внешних формах	1	1
312	не совсем	1	1
313	характером и	1	1
314	не иметь	1	1
315	также о	1	1
316	не нужно	1	1
317	между собой	1	1
318	бы то	1	1
319	в различных	2	1
320	и рядом	3	1
321	легко и	1	1
322	то он	3	1
323	точка зрения	4	1
324	в сторону	1	1
325	в общем	6	1
326	не просто	2	1
327	друг от	1	1
328	нет и	1	1
329	или иное	2	1
330	за пределы	2	1
331	один и	2	1
332	во что	1	1
333	в одной	1	1
334	в той	4	1
335	поскольку они	1	1
336	как к	2	1
337	на минуту	2	1
338	предметы и	1	1
339	мы тем	1	1
340	собственно и	1	1
341	хотя и	5	1
342	когда он	2	1
343	но для	3	1
344	имеет в	2	1
345	самое важное	2	1
346	за собой	1	1
347	для которого	2	1
348	оттого что	1	1
349	в которой	1	1
350	отношения между	4	1
351	ни один	1	1
352	он в	2	1
353	все эти	7	1
354	этом что	2	1
355	бы так	1	1
356	нами в	1	1
357	и тот	2	1
358	так сказать	2	1
359	что одна	2	1
360	что без	1	1
361	сказать в	1	1
362	он все	1	1
363	же это	2	1
364	в силу	6	1
365	в корне	2	1
366	том чтобы	4	1
367	у читателя	1	1
368	наших глазах	1	1
369	свое время	2	1
370	известном смысле	2	1
371	постольку поскольку	1	1
372	лишь с	4	1
373	не должно	1	1
374	но все	2	1
375	русской классической	2	1
376	в каждом	1	1
377	здесь мы	1	1
378	смысле в	1	1
379	то ни	1	1
380	том случае	4	1
381	не умеет	1	1
382	с неба	1	1
383	и иных	1	1
384	которая как	1	1
385	зрения и	1	1
386	что один	1	1
387	эти два	2	1
388	и тем	6	1
389	даже в	1	1
390	определяется тем	1	1
391	бы уже	2	1
392	не понимают	2	1
393	этого не	1	1
394	к осознанию	1	1
395	в слове	4	1
396	не всегда	1	1
397	для чего	1	1
398	согласно которому	2	1
399	не мог	1	1
400	во время	1	1
401	и при	2	1
402	никак не	2	1
403	таким же	1	1
404	рассказа о	1	1
405	в следующем	1	1
406	наших дней	1	1
407	на месте	1	1
408	установка на	3	1
409	от его	1	1
410	признать что	1	1
411	как особой	1	1
412	отношений между	2	1
413	одном из	1	1
414	образом и	1	1
415	но он	1	1
416	и более	3	1
417	что сам	3	1
418	не должна	1	1
419	в словах	1	1
420	же мы	4	1
421	случае мы	1	1
422	же такое	1	1
423	нас к	2	1
424	фраза в	1	1
425	раз и	2	1
426	важно что	1	1
427	что с	1	1
428	ее с	1	1
429	на себе	1	1
430	и остается	1	1
431	вошедшие в	1	1
432	которых и	1	1
433	чем не	1	1
434	не могло	1	1
435	для всего	1	1
436	например не	1	1
437	на язык	1	1
438	в самой	1	1
439	учения о	4	1
440	мыслей и	1	1
441	того в	1	1
442	к определенному	1	1
443	слове и	1	1
444	такая же	2	1
445	а лишь	3	1
446	в области	14	1
447	в разговоре	1	1
448	когда мы	3	1
449	и такие	2	1
450	ли не	1	1
451	одно только	2	1
452	отличается от	2	1
453	об одном	1	1
454	еще яснее	1	1
455	всего в	1	1
456	той или	5	1
457	на это	1	1
458	отношении между	1	1
459	мысль так	1	1
460	на наших	1	1
461	у себя	1	1
462	но по	1	1
463	от друга	1	1
464	нам о	2	1
465	ни стало	1	1
466	можно показать	1	1
467	то или	2	1
468	нет никакой	1	1
469	в дальнейшем	2	1
470	иначе говоря	2	1
471	может дать	1	1
472	читателя в	1	1
473	каждого из	1	1
474	как ему	1	1
475	это только	1	1
476	наше внимание	1	1
477	мы в	1	1
478	с этого	1	1
479	вынуждает нас	1	1
480	остановимся на	1	1
481	по себе	6	1
482	именно потому	1	1
483	и здесь	2	1
484	но мы	2	1
485	из рассказа	1	1
486	и что	7	1
487	после того	6	1
488	роль принадлежит	1	1
489	в гимназии	1	1
490	нас в	3	1
491	а во	1	1
492	заключается в	4	1
493	о пользе	1	1
494	из практики	3	1
495	путь к	2	1
496	что самое	1	1
497	и всякая	1	1
498	и хорошо	1	1
499	искусства в	1	1
500	внешним образом	1	1
501	чем и	1	1
502	еще более	2	1
503	и писать	1	1
504	не знаю	1	1
505	какой я	1	1
506	судить по	1	1
507	того что	11	1
508	как например	2	1
509	быть и	1	1
510	по своей	1	1
511	в верхних	1	1
512	но с	1	1
513	сразу же	2	1
514	а если	1	1
515	время когда	1	1
516	очевидно хочет	1	1
517	проникнуть в	1	1
518	в самое	1	1
519	и потому	1	1
520	будет один	1	1
521	всей жизни	1	1
522	но как	3	1
523	во времени	1	1
524	это же	1	1
525	тот или	2	1
526	не знающего	1	1
527	оказывается в	1	1
528	уже в	3	1
529	мы получим	1	1
530	вернуться к	1	1
531	в нашей	4	1
532	в начале	1	1
533	целого ряда	1	1
534	легко может	1	1
535	здесь разумеется	1	1
536	за ним	1	1
537	который как	2	1
538	или даже	1	1
539	представить себе	1	1
540	могло бы	3	1
541	согласно которой	1	1
542	я в	3	1
543	не для	1	1
544	так как	9	1
545	для меня	2	1
546	то время	1	1
547	не о	2	1
548	может служить	2	1
549	отношении к	1	1
550	независимо от	5	1
551	он мог	1	1
552	образом не	2	1
553	от того	5	1
554	на том	2	1
555	легко можно	1	1
556	были бы	4	1
557	и первая	1	1
558	особенно же	1	1
559	последнего в	1	1
560	по своим	1	1
561	догадаться что	1	1
562	а именно	3	1
563	такое же	1	1
564	системы и	1	1
565	что бы	1	1
566	необходимости в	1	1
567	а на	1	1
568	которых мы	1	1
569	на которых	5	1
570	более того	1	1
571	не означает	2	1
572	имеет своей	1	1
573	а так	1	1
574	не то	2	1
575	там где	3	1
576	к возникновению	1	1
577	в речи	1	1
578	не видит	1	1
579	этот рассказ	1	1
580	какая же	1	1
581	эти слова	2	1
582	ни на	2	1
583	оказывается не	1	1
584	же с	1	1
585	значении этого	1	1
586	не сразу	1	1
587	при переходе	1	1
588	в пределах	2	1
589	его личной	1	1
590	к жизни	1	1
591	никоим образом	1	1
592	чем в	2	1
593	легко но	1	1
594	кого же	2	1
595	по существу	3	1
596	исходя из	1	1
597	лежит в	1	1
598	дело здесь	1	1
599	с этой	3	1
600	слова и	7	1
601	еще раз	2	1
602	я сам	1	1
603	сказать не	1	1
604	этом случае	4	1
605	в условиях	2	1
606	но это	5	1
607	от нас	2	1
608	не любил	1	1
609	это отнюдь	1	1
610	которых он	1	1
611	только тогда	4	1
612	котором он	1	1
613	то не	2	1
614	всего что	1	1
615	как теперь	1	1
616	интерес к	1	1
617	и н	1	1
618	будет одна	1	1
619	и дело	1	1
620	же в	1	1
621	за этим	1	1
622	чем же	2	1
623	нам не	1	1
624	лишь по	1	1
625	место прежде	1	1
626	не знает	2	1
627	только как	4	1
628	другой стороны	3	1
629	совершенно не	5	1
630	первом случае	2	1
631	в кругу	2	1
632	особой форме	2	1
633	только о	2	1
634	об отношении	1	1
635	на примере	1	1
636	это так	2	1
637	к этой	1	1
638	том числе	2	1
639	от которой	1	1
640	это в	2	1
641	который не	1	1
642	к этому	1	1
643	в таком	4	1
644	смысле что	1	1
