N	2gram	Berdyaev_M_1	Psycholo
192	чтобы открыть	1	2
193	не был	7	2
194	с его	3	2
195	во всех	1	2
196	и всякий	1	2
197	него все	1	2
198	с психологической	1	2
199	себе и	2	2
200	она есть	1	2
201	как говорит	1	2
202	в одной	1	2
203	совершенно другой	1	2
204	и наконец	1	2
205	не в	16	2
206	и к	2	2
207	в каком-то	1	2
208	но в	7	2
209	бы и	3	2
210	бы не	2	2
211	если он	5	2
212	с чем	1	2
213	и почему	1	2
214	в легенде	4	2
215	конца и	1	2
216	и чтобы	1	2
217	на все	1	2
218	только одно	3	2
219	в них	4	2
220	всю жизнь	4	2
221	он знает	2	2
222	не больше	1	2
223	которую он	2	2
224	человеческой природы	20	2
225	можно найти	1	2
226	в такой	1	2
227	в котором	8	2
228	в их	4	2
229	место в	2	2
230	оказывается что	2	2
231	вопрос о	2	2
232	и эти	1	2
233	быть не	2	2
234	с необычайной	1	2
235	что ему	1	2
236	в русской	1	2
237	не имеет	3	2
238	начинает с	2	2
239	и именно	1	2
240	действительно в	1	2
241	во всем	1	2
242	только с	1	2
243	только одна	1	2
244	не потому	1	2
245	есть только	2	2
246	лежит в	1	2
247	мысли о	2	2
248	в ее	3	2
249	уже с	1	2
250	то время	2	2
251	и когда	2	2
252	когда его	1	2
253	и с	3	2
254	ничего не	3	2
255	мире в	1	2
256	в виду	2	2
257	понять как	1	2
258	и та	1	2
259	знает что	1	2
260	тему о	4	2
261	которой все	2	2
262	и она	2	2
263	и трагедии	1	2
264	один из	4	2
265	у шекспира	1	2
266	мы увидим	3	2
267	ли он	1	2
268	почти все	1	2
269	и кажется	1	2
270	толстого который	2	2
271	уже в	4	2
272	в нашей	1	2
273	не все	2	2
274	кажется что	1	2
275	его и	1	2
276	одно из	3	2
277	это нужно	1	2
278	не хотел	3	2
279	событие в	1	2
280	с той	1	2
281	прежде всего	10	2
282	а на	1	2
283	не на	1	2
284	одна и	1	2
285	и ложное	1	2
286	и потому	10	2
287	над ним	1	2
288	с такой	1	2
289	он ведет	1	2
290	для понимания	1	2
291	который он	1	2
292	в это	1	2
293	на пути	4	2
294	на одной	1	2
295	открыть что	1	2
296	совершается в	1	2
297	и от	2	2
298	его не	3	2
299	хотя бы	3	2
300	и эта	1	2
301	в искусстве	1	2
302	те которые	9	2
303	себя как	1	1
304	только он	1	1
305	а под	1	1
306	от самой	1	1
307	человека и	14	1
308	начинается с	1	1
309	этого требует	1	1
310	связана с	2	1
311	не остается	2	1
312	из самых	8	1
313	к другому	1	1
314	не хочет	2	1
315	я вел	1	1
316	шекспира он	1	1
317	сказать с	1	1
318	есть не	4	1
319	всего того	1	1
320	из всего	1	1
321	и тут	1	1
322	а где	1	1
323	имеет свою	1	1
324	не была	3	1
325	его была	1	1
326	свое завершение	1	1
327	что иное	1	1
328	в деле	1	1
329	себе что	1	1
330	еще не	1	1
331	о боге	6	1
332	иное как	1	1
333	тем как	1	1
334	природы и	1	1
335	то мы	1	1
336	друг к	1	1
337	поле битвы	2	1
338	они должны	1	1
339	ко всякому	1	1
340	если в	1	1
341	по отношению	2	1
342	человеческих отношений	1	1
343	менее всего	7	1
344	цели которая	1	1
345	мережковского который	1	1
346	и речи	1	1
347	за пределы	4	1
348	относится к	2	1
349	которые не	1	1
350	показать в	1	1
351	же мало	1	1
352	и я	5	1
353	в истории	2	1
354	более чем	1	1
355	своего пути	1	1
356	что во	1	1
357	его со	1	1
358	как к	1	1
359	яснее и	1	1
360	о жизни	1	1
361	один только	1	1
362	нельзя было	1	1
363	есть что-то	2	1
364	движения он	1	1
365	к отрицанию	9	1
366	в этот	2	1
367	со своей	1	1
368	дневным светом	1	1
369	мы чувствуем	1	1
370	точку зрения	1	1
371	на могиле	1	1
372	что ничего	1	1
373	только один	2	1
374	чувств и	1	1
375	говорят о	1	1
376	и те	2	1
377	но ведь	1	1
378	в такую	1	1
379	для проведения	1	1
380	весь свой	1	1
381	он должен	3	1
382	есть та	1	1
383	ставит нас	1	1
384	вообще не	2	1
385	и сам	1	1
386	отцов и	1	1
387	в плане	1	1
388	века в	2	1
389	из него	1	1
390	его от	1	1
391	точно мы	1	1
392	как они	1	1
393	новый свет	2	1
394	разговоры о	1	1
395	указывали на	1	1
396	нем есть	1	1
397	была в	1	1
398	к другу	1	1
399	в глубине	8	1
400	них не	1	1
401	искусства в	1	1
402	от одного	1	1
403	много в	2	1
404	истории и	2	1
405	он же	1	1
406	пребывает в	3	1
407	трагедии но	1	1
408	перед собой	1	1
409	и еще	3	1
410	в этих	4	1
411	для него	11	1
412	что такое	1	1
413	этой связи	1	1
414	и без	1	1
415	эта жизнь	1	1
416	она в	1	1
417	и вокруг	1	1
418	что вся	1	1
419	все и	1	1
420	не столько	1	1
421	что до	1	1
422	не от	1	1
423	мысли и	2	1
424	перед ней	1	1
425	от его	2	1
426	ответить на	1	1
427	ее он	1	1
428	быть он	1	1
429	не раз	1	1
430	есть его	1	1
431	и более	1	1
432	что сам	1	1
433	бы быть	1	1
434	и вся	1	1
435	что есть	5	1
436	из писателей	1	1
437	в отношении	1	1
438	а иногда	1	1
439	мысли в	1	1
440	к этим	2	1
441	как его	1	1
442	он еще	1	1
443	все свои	1	1
444	так много	1	1
445	находятся в	1	1
446	с одним	1	1
447	показывает как	2	1
448	действительность а	1	1
449	к концу	4	1
450	к ней	4	1
451	он хочет	1	1
452	такая же	1	1
453	и мысли	1	1
454	не нужен	1	1
455	так называемый	2	1
456	не до	1	1
457	может показаться	1	1
458	у меня	1	1
459	и заключается	1	1
460	одну и	1	1
461	люди все	1	1
462	всего что	2	1
463	бы он	1	1
464	она вообще	1	1
465	на это	1	1
466	узнать в	1	1
467	должен быть	2	1
468	и открывает	1	1
469	не могу	1	1
470	личности и	1	1
471	он мог	2	1
472	с первого	1	1
473	на той	1	1
474	важное место	1	1
475	слова а	1	1
476	с собой	3	1
477	нужно было	1	1
478	и каждый	1	1
479	об этой	1	1
480	она была	1	1
481	который я	1	1
482	открытий которые	1	1
483	но у	1	1
484	является в	1	1
485	был не	2	1
486	он сам	6	1
487	он хотел	2	1
488	своего ума	1	1
489	красоты в	1	1
490	чего это	1	1
491	она всегда	1	1
492	может не	2	1
493	связанной с	1	1
494	и во	2	1
495	все в	6	1
496	к нему	7	1
497	на протяжении	2	1
498	образ но	1	1
499	творчества в	1	1
500	его с	2	1
501	на одном	1	1
502	в другой	1	1
503	это лишь	1	1
504	отрицанию не	1	1
505	от нее	5	1
506	ней все	1	1
507	будет когда	1	1
508	что только	1	1
509	одной из	1	1
510	свет и	2	1
511	фабулы романа	1	1
512	в свой	2	1
513	и действительно	1	1
514	с какой-то	1	1
515	между тем	1	1
516	в обществе	1	1
517	бы ни	1	1
518	лишь бы	1	1
519	с какой	1	1
520	же и	1	1
521	и у	2	1
522	рассказывает о	1	1
523	в душе	1	1
524	он принадлежит	1	1
525	высшей точки	1	1
526	не так	3	1
527	себе в	1	1
528	и их	3	1
529	но нет	1	1
530	цели и	1	1
531	он весь	7	1
532	самых противоположных	1	1
533	это верно	1	1
534	произведения и	1	1
535	ее не	1	1
536	и никогда	1	1
537	и показывает	1	1
538	тема эта	1	1
539	и вместе	4	1
540	в любви	4	1
541	встречаемся с	1	1
542	уже совершенно	1	1
543	рядом с	1	1
544	к его	1	1
545	нас перед	1	1
546	и даже	1	1
547	о своей	2	1
548	силы но	1	1
549	всего напоминает	1	1
550	самое главное	1	1
551	связаны с	1	1
552	по своим	1	1
553	к которому	1	1
554	действующих лиц	1	1
555	мы еще	2	1
556	и др	1	1
557	себя и	3	1
558	разработка темы	1	1
559	и самый	2	1
560	и проще	1	1
561	как ни	1	1
562	его собственной	2	1
563	только от	1	1
564	когда она	1	1
565	него не	2	1
566	душевной жизни	2	1
567	ближе к	1	1
568	и психологической	1	1
569	порядком и	1	1
570	есть что	1	1
571	все основные	1	1
572	страстей и	1	1
573	так в	1	1
574	долгое время	2	1
575	мы опять	1	1
576	в течение	1	1
577	должна кончиться	1	1
578	это есть	3	1
579	самого себя	2	1
580	отношению к	2	1
581	это его	1	1
582	сам не	2	1
583	это значит	3	1
584	во власти	2	1
585	только для	1	1
586	но это	1	1
587	о его	1	1
588	отличается от	2	1
589	имел в	1	1
590	вокруг него	1	1
591	в смысле	1	1
592	и всю	1	1
593	за его	1	1
594	которых он	4	1
595	не имея	1	1
596	и состоит	1	1
597	человек и	6	1
598	от него	4	1
599	из себя	1	1
600	бы в	2	1
601	своих героев	2	1
602	иначе он	1	1
603	не должен	1	1
604	будто бы	3	1
605	есть уже	4	1
606	психологической точки	1	1
607	человека не	4	1
608	в новый	1	1
609	от всякого	1	1
610	к ее	1	1
611	жизни в	2	1
612	и смысла	1	1
613	нет ничего	7	1
614	нужно для	1	1
615	существование и	1	1
616	в свою	2	1
617	это все	1	1
618	с ней	2	1
619	чтобы нам	1	1
620	не быть	1	1
621	а ведь	1	1
622	вперед по	1	1
623	в глаза	1	1
624	него нет	1	1
625	толстой не	1	1
626	самой своей	1	1
627	этом все	1	1
628	не что	1	1
629	все совершается	1	1
630	от которой	1	1
