N	2gram	Tiupa_Hudo_1	Dialekti
114	в таком	3	4
115	не могут	1	4
116	что оно	1	4
117	в ее	3	4
118	и когда	3	4
119	ясно что	2	4
120	в личности	1	4
121	в другом	2	4
122	может не	1	4
123	и только	1	4
124	во времени	1	4
125	уже в	1	4
126	ни с	1	4
127	одно из	1	4
128	в связи	3	4
129	могут быть	1	4
130	том смысле	1	4
131	хотя бы	1	4
132	а в	7	4
133	же как	2	3
134	таком случае	1	3
135	это и	1	3
136	как мы	3	3
137	вопрос о	2	3
138	это время	1	3
139	в чем	1	3
140	а только	4	3
141	себе и	2	3
142	в этой	8	3
143	она сама	1	3
144	с этим	3	3
145	от этого	1	3
146	всех этих	1	3
147	же не	1	3
148	об этом	5	3
149	его в	3	3
150	было бы	6	3
151	уже знаем	2	3
152	и уже	1	3
153	между собою	1	3
154	в этих	5	3
155	личности это	1	3
156	но тут	1	3
157	сами по	1	3
158	и более	1	3
159	что этот	1	3
160	даже в	3	3
161	не менее	5	3
162	ничего не	8	3
163	или как	1	3
164	все его	1	3
165	уже не	7	3
166	сразу же	1	3
167	будто бы	3	3
168	из них	4	3
169	и из	1	3
170	о котором	2	3
171	не было	4	3
172	о чем	1	3
173	в данном	1	3
174	когда мы	1	3
175	в это	2	3
176	и от	4	3
177	время не	1	3
178	в целях	1	3
179	неотделим от	1	3
180	они не	2	3
181	я и	2	2
182	как известно	1	2
183	также и	1	2
184	в сфере	1	2
185	человека и	1	2
186	связана с	1	2
187	на самом	2	2
188	только потому	2	2
189	он всегда	1	2
190	его не	1	2
191	например в	2	2
192	из всего	1	2
193	не во	1	2
194	что уже	1	2
195	в ней	4	2
196	в широком	1	2
197	и личность	2	2
198	во всех	1	2
199	что я	2	2
200	различия между	1	2
201	явлений и	1	2
202	если в	2	2
203	в общем	1	2
204	к сожалению	1	2
205	и я	1	2
206	в акте	1	2
207	как в	8	2
208	перед нами	5	2
209	более или	1	2
210	но в	5	2
211	в которой	1	2
212	так или	2	2
213	все эти	3	2
214	раз в	2	2
215	но ведь	1	2
216	на его	2	2
217	в определенном	1	2
218	в узком	1	2
219	не как	1	2
220	на этом	3	2
221	но все	1	2
222	на всю	1	2
223	в мире	3	2
224	не умеет	2	2
225	в жизни	1	2
226	с тем	1	2
227	несмотря на	4	2
228	хотя в	1	2
229	и потом	2	2
230	смысл и	1	2
231	или менее	1	2
232	в их	2	2
233	жизни с	1	2
234	тем не	4	2
235	в становлении	1	2
236	их в	1	2
237	не должно	1	2
238	личность в	1	2
239	тому что	4	2
240	не раз	2	2
241	самого начала	1	2
242	в науке	1	2
243	в сущности	1	2
244	тут тоже	1	2
245	и остается	1	2
246	на него	2	2
247	только не	1	2
248	того и	1	2
249	или иная	3	2
250	своей природе	2	2
251	что на	2	2
252	я сам	1	2
253	к тому	7	2
254	всегда есть	1	2
255	в конце	4	2
256	с ее	2	2
257	та или	3	2
258	данном случае	1	2
259	взгляда на	1	2
260	с самого	1	2
261	что у	3	2
262	том как	3	2
263	но мы	1	2
264	он берет	1	2
265	все в	1	2
266	между тем	8	2
267	или иначе	2	2
268	его личности	2	2
269	когда оно	1	2
270	эти два	1	2
271	всяком случае	1	2
272	что бы	1	2
273	нем и	1	2
274	и она	1	2
275	мы должны	1	2
276	с ними	2	2
277	в какой	1	2
278	жизнь личности	1	2
279	с одной	1	2
280	себя в	4	2
281	есть в	1	2
282	и они	1	2
283	оно всегда	1	2
284	но вот	1	2
285	т п	8	2
286	тем что	3	2
287	живой и	1	2
288	до сих	2	2
289	именно в	7	2
290	делает их	1	2
291	человека но	1	2
292	не на	1	2
293	человеческой жизни	4	2
294	жизнь в	1	2
295	что мы	1	2
296	в частности	5	2
297	на который	1	2
298	ни на	1	2
299	в изображении	2	2
300	выражение лица	1	2
301	что же	2	2
302	быть только	1	2
303	сих пор	2	2
304	же самое	1	2
305	в результате	2	2
306	не будучи	1	2
307	это еще	1	2
308	или не	3	2
309	же в	3	2
310	в системе	2	2
311	может и	3	2
312	и прочих	1	2
313	только о	1	2
314	того или	2	2
315	в своих	3	2
316	нельзя ли	1	2
317	во всяком	1	2
318	смысле слова	1	1
319	частности к	1	1
320	речь идет	3	1
321	говоря о	2	1
322	личности мы	1	1
323	личность же	2	1
324	тех же	1	1
325	многих отношениях	1	1
326	выкинуть из	1	1
327	всего это	1	1
328	идет о	3	1
329	анекдоте или	1	1
330	жизнь есть	1	1
331	достоевского в	1	1
332	по преимуществу	3	1
333	и до	1	1
334	существенное различие	1	1
335	ведь и	1	1
336	оно было	2	1
337	неотделима от	1	1
338	века в	1	1
339	по его	1	1
340	в театре	3	1
341	их и	1	1
342	о способах	1	1
343	для своего	2	1
344	ответить на	1	1
345	из всякого	1	1
346	иной чем	1	1
347	не была	2	1
348	но она	1	1
349	на тему	1	1
350	ему в	1	1
351	личности с	1	1
352	что можно	1	1
353	не все	1	1
354	и он	5	1
355	литературы и	1	1
356	их жизнь	1	1
357	на них	1	1
358	он сам	1	1
359	сам а	1	1
360	в предыдущем	1	1
361	есть своя	1	1
362	от характера	1	1
363	свою жизнь	1	1
364	есть по	1	1
365	и воображения	1	1
366	иначе не	1	1
367	отличие от	1	1
368	нет и	1	1
369	человека его	2	1
370	не буду	1	1
371	категория личности	1	1
372	есть личность	1	1
373	первый взгляд	1	1
374	его на	1	1
375	общего с	1	1
376	что именно	1	1
377	вот мы	1	1
378	стороны и	1	1
379	она как	1	1
380	что касается	1	1
381	однако не	1	1
382	собственно и	1	1
383	бы я	1	1
384	когда он	1	1
385	здесь речь	1	1
386	весь мир	1	1
387	для которой	1	1
388	или иную	2	1
389	то в	4	1
390	где все	1	1
391	только один	1	1
392	к чему	1	1
393	и конечно	1	1
394	из жизни	1	1
395	об этих	1	1
396	в целом	2	1
397	он в	1	1
398	жизни так	2	1
399	эти более	1	1
400	всей своей	1	1
401	из этих	1	1
402	во многих	1	1
403	но на	1	1
404	не могла	1	1
405	так сказать	2	1
406	на свой	1	1
407	вообще не	1	1
408	три года	1	1
409	одному из	1	1
410	есть человек	1	1
411	понятий и	1	1
412	дает нам	1	1
413	сердце и	1	1
414	душу и	1	1
415	сказал что	1	1
416	на земле	1	1
417	свое время	1	1
418	значение приобретает	1	1
419	не бывает	2	1
420	жить в	1	1
421	от нее	1	1
422	несомненно есть	1	1
423	что все	1	1
424	главным образом	1	1
425	причем все	1	1
426	и менее	1	1
427	или даже	1	1
428	может стать	1	1
429	этом смысле	1	1
430	истории и	1	1
431	всю его	1	1
432	и тем	1	1
433	уж не	1	1
434	он все	1	1
435	о личности	1	1
436	д с	2	1
437	во многом	1	1
438	бы совершенно	1	1
439	но уже	1	1
440	далеко не	1	1
441	мира где	1	1
442	нас к	1	1
443	со своими	1	1
444	в москве	1	1
445	мыслима только	1	1
446	он от	1	1
447	например от	1	1
448	когда в	1	1
449	на первый	1	1
450	бы на	2	1
451	и ее	1	1
452	самих этих	1	1
453	как все	2	1
454	на месте	1	1
455	характер это	1	1
456	она в	3	1
457	себе а	1	1
458	знаем что	1	1
459	и другого	1	1
460	есть его	1	1
461	не будем	1	1
462	его мы	1	1
463	друг другу	1	1
464	том и	1	1
465	она или	1	1
466	тому чтобы	1	1
467	ним в	1	1
468	неожиданное и	1	1
469	вообще на	1	1
470	это вопрос	1	1
471	что эта	1	1
472	извне и	1	1
473	и другое	2	1
474	как о	1	1
475	в основе	1	1
476	бытия и	4	1
477	не вызывает	1	1
478	в самых	1	1
479	единую и	1	1
480	из их	1	1
481	чем не	1	1
482	и всегда	1	1
483	одна из	2	1
484	смысле как	1	1
485	сказать почти	1	1
486	этом отношении	3	1
487	ему не	2	1
488	с другом	1	1
489	взглянуть на	1	1
490	об одном	2	1
491	только еще	1	1
492	и громко	1	1
493	личность не	2	1
494	не случайное	1	1
495	мысли о	2	1
496	было уже	1	1
497	о них	1	1
498	существования но	1	1
499	то ни	1	1
500	опираясь на	1	1
501	к жизни	5	1
502	и о	4	1
503	у себя	2	1
504	вспомнить как	1	1
505	но при	1	1
506	здесь не	2	1
507	таит в	1	1
508	приводит к	3	1
509	в дальнейшем	1	1
510	со мною	2	1
511	его самого	1	1
512	в образе	1	1
513	на нее	1	1
514	за то	1	1
515	одного из	1	1
516	раз он	1	1
517	здесь нет	1	1
518	мог бы	1	1
519	к его	1	1
520	оно все	1	1
521	еще в	3	1
522	и на	3	1
523	которые каждый	1	1
524	быть может	7	1
525	по теории	2	1
526	с утра	1	1
527	человека которого	1	1
528	эта сторона	1	1
529	воли и	1	1
530	все дело	1	1
531	это действительно	1	1
532	тому и	1	1
533	и другому	1	1
534	и поэтому	2	1
535	это вполне	1	1
536	внимание на	2	1
537	среди всех	1	1
538	видит его	1	1
539	можно заметить	1	1
540	быть личностью	1	1
541	как субъекта	3	1
542	нас в	1	1
543	а напротив	1	1
544	в которую	1	1
545	путь к	1	1
546	нем не	1	1
547	нечто иное	1	1
548	на одном	1	1
549	как его	3	1
550	не видел	1	1
551	и содержания	1	1
552	тотчас же	1	1
553	от обстоятельств	1	1
554	путь и	1	1
555	сухих и	1	1
556	в литературе	3	1
557	людей а	2	1
558	но с	2	1
559	время в	1	1
560	совсем не	1	1
561	тот же	1	1
562	состояние души	1	1
563	самый общий	1	1
564	который все	1	1
565	проникнуть в	2	1
566	не имеет	2	1
567	и чувства	1	1
568	уже говорили	1	1
569	поэтому и	2	1
570	об анекдоте	2	1
571	же о	1	1
572	их не	1	1
573	процессов в	1	1
574	времени как	1	1
575	именно на	1	1
576	человека с	1	1
577	с какой	1	1
578	обыкновенной жизни	1	1
579	и событий	1	1
580	из которых	1	1
581	только на	2	1
582	то и	3	1
583	оно в	1	1
584	является не	1	1
585	но совершенно	1	1
586	его и	1	1
587	ту или	2	1
588	она действительно	1	1
589	мы знаем	2	1
590	представить себе	1	1
591	в пространстве	1	1
592	личности которая	1	1
593	в прошлом	1	1
594	у нее	2	1
595	при всей	2	1
596	не о	2	1
597	друг друга	5	1
598	о внутреннем	1	1
599	у него	9	1
600	о человеческом	1	1
601	ее на	1	1
602	в особенности	1	1
603	же деле	1	1
604	из двух	1	1
605	своей личностной	2	1
606	даже не	1	1
607	с другим	2	1
608	нашей жизни	2	1
609	как у	1	1
610	сюда же	1	1
611	этого человека	1	1
612	и тех	1	1
613	на то	4	1
614	не сводится	1	1
615	еще и	1	1
616	наконец в	1	1
617	было и	1	1
618	мы еще	1	1
619	начала есть	1	1
620	не переставая	1	1
621	и др	1	1
622	себя и	2	1
623	одних и	1	1
624	говорит о	1	1
625	связано с	1	1
626	превращается в	3	1
627	них и	1	1
628	самом же	1	1
629	одной стороны	1	1
630	ничем не	3	1
631	в руках	1	1
632	человек в	2	1
633	философской мысли	1	1
634	там где	1	1
635	и ему	2	1
636	вступает в	1	1
637	нет ничего	2	1
638	слушать его	1	1
639	себе самому	3	1
640	то можно	1	1
641	это одно	1	1
642	уходила в	1	1
643	которые являются	1	1
644	в характере	1	1
645	столкновение с	2	1
646	я никогда	1	1
647	когда же	1	1
648	происходит в	1	1
649	друг с	1	1
650	реакции на	1	1
651	с этой	2	1
652	своей жизни	2	1
653	только для	2	1
654	глубины и	1	1
655	видно что	2	1
656	но для	1	1
657	жизни вот	1	1
658	встречи двух	1	1
659	и смерти	3	1
660	личного бытия	1	1
661	или только	1	1
662	в его	8	1
663	душа не	1	1
664	еще раз	2	1
665	своей собственной	2	1
666	из нее	1	1
667	ее характера	1	1
668	свою голову	1	1
669	совершенно иной	2	1
670	ее и	1	1
671	солнца и	1	1
672	тем более	1	1
673	как еще	1	1
674	в поле	1	1
675	еще придется	1	1
676	к внешнему	1	1
677	у которого	1	1
678	конце концов	1	1
679	мы не	2	1
680	или смеется	1	1
681	я в	1	1
682	сознания так	1	1
683	всегда только	1	1
684	опыта в	1	1
685	которая на	1	1
686	словами а	1	1
687	не знает	2	1
688	существования и	1	1
689	а ведь	1	1
690	или иного	2	1
691	этом мы	1	1
692	из этого	1	1
693	в свое	1	1
694	который не	1	1
695	если же	1	1
696	можно назвать	1	1
697	углубляясь в	1	1
698	в голову	1	1
699	и эта	1	1
700	это в	3	1
701	и личности	1	1
702	все что	1	1
