N	2gram	Bakhtin_sl_2	Tvorches
139	и наконец	5	2
140	но его	1	2
141	в себе	2	2
142	что она	1	2
143	по самому	1	2
144	тем не	1	2
145	так сказать	6	2
146	у пушкина	1	2
147	его романах	2	2
148	действительности в	1	2
149	и тем	1	2
150	в данном	2	2
151	ведет к	1	2
152	такой же	1	2
153	в один	1	2
154	в этих	7	2
155	не столько	3	2
156	не в	9	2
157	в пространстве	1	2
158	но он	2	2
159	т п	33	2
160	однако в	2	2
161	и время	1	2
162	одна из	4	2
163	и притом	1	2
164	в основе	4	2
165	человека если	1	2
166	к ней	2	2
167	людей и	2	2
168	которого он	2	2
169	в духе	1	2
170	нет ни	1	2
171	в направлении	1	2
172	могут быть	7	2
173	протяжении всего	1	2
174	с традицией	1	2
175	в виду	1	2
176	с каким	1	2
177	из главных	1	2
178	в себя	2	2
179	этот роман	1	2
180	приводит к	1	2
181	на том	1	2
182	так и	15	2
183	здесь нет	1	2
184	об этом	1	2
185	еще в	1	2
186	во второй	1	2
187	можно сказать	1	2
188	может не	2	2
189	что его	1	2
190	что и	3	2
191	во всей	1	2
192	и мир	4	2
193	в литературе	1	2
194	в двух	1	2
195	в качестве	1	2
196	же и	2	2
197	гоголя и	1	2
198	мы находим	1	2
199	только на	1	2
200	этой проблемы	1	2
201	именно в	2	2
202	что не	1	2
203	влияние на	2	2
204	сосредоточенность на	1	2
205	в образах	1	2
206	до конца	17	2
207	зависит от	1	2
208	с которым	2	2
209	его как	2	2
210	мира в	1	2
211	человека как	1	2
212	все более	1	2
213	в частности	1	2
214	вместе с	2	2
215	в него	7	2
216	эти слова	2	2
217	еще более	2	2
218	общения с	1	2
219	вокруг себя	1	2
220	человеку как	1	2
221	мира у	1	2
222	перед нами	3	2
223	в наше	1	2
224	в одно	2	2
225	для этой	1	2
226	или в	2	2
227	и среди	1	2
228	из себя	3	2
229	в новых	2	2
230	не знает	2	2
231	сказать что	3	2
232	русский роман	2	2
233	одновременно и	3	2
234	к этому	1	2
235	гораздо более	1	2
236	как известно	1	1
237	от этой	1	1
238	эта идея	2	1
239	этого в	1	1
240	в сфере	2	1
241	в движение	1	1
242	и есть	1	1
243	из самых	1	1
244	и до	1	1
245	оно было	2	1
246	и романом	1	1
247	от которых	1	1
248	которое может	1	1
249	и этот	1	1
250	также и	2	1
251	мы уже	2	1
252	всей ее	1	1
253	xvii века	2	1
254	лежит на	2	1
255	единство и	3	1
256	он как	1	1
257	для раскрытия	1	1
258	в сущности	6	1
259	говорить о	3	1
260	становится объектом	2	1
261	проявляется в	1	1
262	себе а	1	1
263	вопрос об	1	1
264	одно из	1	1
265	еще не	7	1
266	между собой	1	1
267	этой почве	1	1
268	как один	1	1
269	во всех	12	1
270	тем как	1	1
271	в создании	1	1
272	совсем не	1	1
273	всегда включает	1	1
274	к слову	1	1
275	по отношению	4	1
276	что так	1	1
277	человеку и	1	1
278	к сожалению	1	1
279	из возможных	1	1
280	в истории	11	1
281	с этим	2	1
282	до его	1	1
283	более и	1	1
284	кроме того	2	1
285	глава iv	1	1
286	частей и	1	1
287	более высоких	1	1
288	сознания в	1	1
289	целый ряд	1	1
290	как уже	2	1
291	и превращается	1	1
292	и к	6	1
293	нет никакой	1	1
294	этой цели	1	1
295	для ее	1	1
296	или иную	1	1
297	за собой	1	1
298	эпохи и	2	1
299	для которого	1	1
300	бы и	3	1
301	время это	2	1
302	европейского романа	7	1
303	он в	1	1
304	все эти	6	1
305	связанного с	1	1
306	так в	2	1
307	человеке и	3	1
308	говорят о	1	1
309	и те	1	1
310	если он	1	1
311	истории литературного	4	1
312	человек не	1	1
313	больше всего	1	1
314	очень важную	2	1
315	связанные с	4	1
316	да и	1	1
317	т д	2	1
318	а просто	2	1
319	всех этих	4	1
320	не значит	1	1
321	важную роль	1	1
322	на этом	3	1
323	в нее	2	1
324	подход к	1	1
325	значение в	2	1
326	мировой литературе	2	1
327	его не	4	1
328	на все	1	1
329	на этой	1	1
330	его в	4	1
331	это было	1	1
332	то все	1	1
333	роль в	2	1
334	за ней	2	1
335	ни в	4	1
336	но мы	2	1
337	в них	6	1
338	о которых	1	1
339	все равно	1	1
340	создании образа	1	1
341	в действии	1	1
342	и уже	1	1
343	чем в	2	1
344	этом с	1	1
345	пародия на	1	1
346	и прямо	2	1
347	способы его	1	1
348	одного и	1	1
349	на первый	1	1
350	менее чем	1	1
351	что такое	1	1
352	и ее	1	1
353	их сознания	1	1
354	и степени	1	1
355	и этический	1	1
356	этого монолога	1	1
357	но эта	2	1
358	не поймет	1	1
359	борьбу с	2	1
360	и более	2	1
361	как от	1	1
362	если нет	1	1
363	по себе	5	1
364	в историческом	2	1
365	и достоевского	1	1
366	в отношении	4	1
367	в таких	1	1
368	в смысле	4	1
369	здесь лишь	1	1
370	действие его	2	1
371	в романном	1	1
372	ее с	1	1
373	на него	2	1
374	в процессе	13	1
375	они же	1	1
376	в плане	5	1
377	и имеет	1	1
378	и снова	1	1
379	в нас	1	1
380	в игру	1	1
381	для всего	1	1
382	человека от	1	1
383	слово и	5	1
384	действительности но	1	1
385	и способы	1	1
386	в русском	1	1
387	уже говорили	1	1
388	же он	1	1
389	со своим	9	1
390	для осуществления	1	1
391	в роман	3	1
392	входят в	2	1
393	только с	2	1
394	одним словом	2	1
395	в области	2	1
396	xx века	1	1
397	не одно	1	1
398	к себе	1	1
399	не могут	5	1
400	но все	5	1
401	в других	1	1
402	его понимании	1	1
403	вокруг него	2	1
404	в недрах	1	1
405	здесь они	1	1
406	что оно	4	1
407	как сон	1	1
408	о стиле	1	1
409	вырождается в	2	1
410	оно не	8	1
411	если же	1	1
412	понимание его	1	1
413	она не	6	1
414	и это	1	1
415	и о	1	1
416	в конце	1	1
417	свою очередь	2	1
418	всего этого	1	1
419	он просто	1	1
420	другой стороны	1	1
421	в собственном	3	1
422	как по	1	1
423	его всегда	2	1
424	правды и	1	1
425	только не	1	1
426	и говорит	1	1
427	культуры и	1	1
428	мы наблюдаем	2	1
429	если они	1	1
430	самого автора	2	1
431	особенно в	2	1
432	в социальном	1	1
433	не предмет	1	1
434	личности на	1	1
435	способы передачи	1	1
436	к языку	1	1
437	нас и	1	1
438	в таком	4	1
439	в общелитературном	1	1
440	и здесь	2	1
441	на тех	1	1
442	и должно	1	1
443	он живет	1	1
444	обращается к	1	1
445	никак не	1	1
446	и что	1	1
447	или на	2	1
448	романа мы	1	1
449	самому себе	1	1
450	нас в	1	1
451	как у	1	1
452	мы понимаем	1	1
453	знает что	1	1
454	героев например	1	1
455	к нему	3	1
456	между тем	3	1
457	стоит и	1	1
458	нуждается в	2	1
459	глава v	1	1
460	ибо у	1	1
461	язык в	6	1
462	вообще и	1	1
463	нем и	2	1
464	представления о	1	1
465	все время	1	1
466	контакта с	1	1
467	как он	2	1
468	с ними	5	1
469	и действительно	1	1
470	всей жизни	1	1
471	должен был	1	1
472	это очень	2	1
473	всех его	3	1
474	их не	1	1
475	с одной	5	1
476	всегда с	1	1
477	себя в	8	1
478	характерной для	1	1
479	с какой	1	1
480	для всех	4	1
481	не все	2	1
482	в больших	1	1
483	от живой	1	1
484	а это	1	1
485	слова не	4	1
486	и обратно	1	1
487	мышления и	5	1
488	его и	2	1
489	возможно в	1	1
490	и драматически	2	1
491	в одном	2	1
492	сами по	1	1
493	и со	1	1
494	оно так	1	1
495	к ним	1	1
496	отметить что	3	1
497	и понимающий	1	1
498	жизни на	1	1
499	тем что	1	1
500	даже и	4	1
501	науки в	1	1
502	не было	2	1
503	романе мы	1	1
504	с другим	1	1
505	до сих	2	1
506	с той	1	1
507	для этого	4	1
508	восприятие и	1	1
509	приобретает новый	1	1
510	наконец в	4	1
511	души и	1	1
512	себя и	4	1
513	и их	5	1
514	превращается в	1	1
515	одной стороны	5	1
516	связи с	3	1
517	а на	1	1
518	а наоборот	1	1
519	и самый	1	1
520	не на	1	1
521	его собственной	1	1
522	когда она	1	1
523	в последующем	1	1
524	всегда ли	1	1
525	с помощью	4	1
526	так можно	1	1
527	как это	3	1
528	установкой на	3	1
529	с некоторыми	1	1
530	что социальное	1	1
531	во все	1	1
532	очень важно	1	1
533	и всей	1	1
534	жизни слова	1	1
535	соотнесен с	1	1
536	и философии	1	1
537	толстого в	1	1
538	материал для	2	1
539	слова и	8	1
540	до достоевского	1	1
541	роман xix	1	1
542	сих пор	2	1
543	только для	1	1
544	отличается от	2	1
545	ему свое	1	1
546	как раз	1	1
547	вне его	2	1
548	и сам	1	1
549	в более	2	1
550	и борьба	1	1
551	в мировой	2	1
552	и времени	1	1
553	и часто	3	1
554	живет и	1	1
555	бы говорить	1	1
556	в связи	2	1
557	но на	1	1
558	в точном	2	1
559	еще раз	3	1
560	человек и	14	1
561	романе и	2	1
562	с установкой	3	1
563	от него	5	1
564	в последней	1	1
565	материала то	1	1
566	на улице	1	1
567	все они	2	1
568	же в	1	1
569	романа и	5	1
570	отношении к	4	1
571	может и	2	1
572	связанный с	1	1
573	только как	1	1
574	и внутренне	2	1
575	и роман	2	1
576	к его	2	1
577	но этот	1	1
578	него и	1	1
579	отношению к	4	1
580	ко всему	1	1
581	героя в	3	1
582	в какой	1	1
583	о нем	2	1
584	важно для	1	1
585	в герое	1	1
